game_id,label,score
201511150ram,1,0.117364764
201511090sdg,1,0.05941241
201510110kan,0,0.86959857
201512200min,1,0.17471616
201510250det,0,0.7093955
201511290atl,0,0.70737696
201510040den,0,0.8961311
201610020chi,0,0.85595655
201609110clt,0,0.9739208
201612180nyg,1,0.42248496
201612180nyg,0,0.42248496
201701070sea,0,0.90017015
201612260dal,1,0.07524378
201611060min,0,0.8355941
201701010was,1,0.14410603
201612220phi,0,0.87997335
201609110dal,1,0.33469126
201610030min,1,0.11276034
201701010phi,0,0.87247324
201611060cle,0,0.90013987
201610090clt,0,0.83531207
201610020jax,1,0.14536044
201610230oti,1,0.19526523
201612180min,0,0.7892408
201612110clt,1,0.25817442
201610240den,1,0.064466834
201611130nwe,1,0.7684531
201611130nwe,0,0.7684531
201610300nor,0,0.94075763
201610310chi,1,0.05389818
201611240det,1,0.07346411
201612110jax,1,0.123005845
201712100jax,1,0.7373209
201712100jax,0,0.7373209
201709240gnb,0,0.8437611
201711050jax,1,0.05751142
201711190den,0,0.8919052
201710010cle,1,0.19375722
201712170min,1,0.61909646
201712170min,0,0.61909646
201709170tam,0,0.8588779
201709240car,1,0.17190216
201712310tam,1,0.10053787
201711120buf,1,0.1394801
201711060gnb,0,0.9156801
201712240cin,0,0.8772214
201712030rav,1,0.26801866
201712100tam,1,0.36860752
201710150nor,0,0.9281369
201712100pit,0,0.9405468
201710150crd,0,0.8319078
201711190mia,1,0.2538353
200709160oti,1,0.5436161
200709160oti,0,0.5436161
200811160jax,1,0.3109949
200811160jax,0,0.3109949
200809140cin,0,0.62441975
200810050rav,0,0.9079689
200812280clt,0,0.8047849
200910040jax,1,0.31876355
200909270nyj,0,0.8956094
201010030jax,1,0.4440507
201010030jax,0,0.4440507
201012260cin,0,0.93591356
201101020den,1,0.1566861
201011280clt,1,0.10878635
201011280htx,0,0.7549251
201010310sdg,0,0.8001955
201012260kan,0,0.83203894
201010100dal,0,0.8443822
201011140mia,1,0.18786491
201110160cin,0,0.8100003
201110030tam,1,0.056892216
201110230nor,1,0.40879413
201110230nor,0,0.40879413
201112180crd,1,0.071669295
201112080pit,1,0.06470427
201110230det,0,0.7704318
201109250tam,0,0.8583781
201111060clt,1,0.13329825
201112180htx,1,0.18120627
201111200det,0,0.74720716
201110160atl,0,0.86379975
201111270clt,1,0.16799651
201201010nor,1,0.03383341
201210210ram,0,0.8780194
201209240sea,0,0.8978886
201211180nwe,0,0.9459671
201210280oti,0,0.8328124
201211080jax,0,0.91367686
201210140nyj,1,0.2978749
201311030ram,0,0.9070113
201309290htx,0,0.8847975
201311100atl,1,0.3423473
201309150atl,0,0.82523257
201312010sfo,1,0.8052482
201312010sfo,0,0.8052482
201309220sfo,0,0.95693195
201310130kan,1,0.11817097
201309080clt,0,0.93502074
201309230den,1,0.038501665
201311280dal,0,0.87827486
201310130den,1,0.029156284
201312220htx,0,0.9159971
201311100sdg,1,0.081380196
201312010kan,1,0.050803106
201310200clt,1,0.633627
201310200clt,0,0.633627
200709160jax,1,0.118894204
200712160tam,1,0.10174666
200809140jax,1,0.21315382
200810050crd,1,0.19559671
200812210den,1,0.09138563
200810120sea,1,0.45271432
200812220chi,0,0.9084505
200909200jax,0,0.7848587
