game_id,dataset,did_cover_sbr,did_win,final_margin,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,label,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__off_rank,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___h__s_t_rank,rankings___h__totaldvoa,rankings___v__dave_or_wtddvoa,rankings___v__def_rank,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__off_rank,rankings___v__offensedvoa,rankings___v__s_t_dvoa,rankings___v__s_t_rank,rankings___v__totaldvoa,sbr_spread,season,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph,week_id,score
201509200cin,training,1,1,5,0.0,1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1,48.0,-3.0,-180,-3.5,-3.0,45.5,47.0,160,0.5,0.5,0.6,0.5,1.0,0.0,11.3,7.0,-24.3,0.5190258251586375,6.0,38.6,-4.6,22.0,58.3,7.2,9.0,-16.1,0.5294328528952108,11.0,17.6,-10.3,25.0,23.4,3.0,2015,0.5277777777777778,0.5714285714285714,0.6,1.0,0.4722222222222222,0.5714285714285714,0.6,1.0,0.6388888888888888,0.6428571428571429,0.6,1.0,0.5277777777777778,0.5714285714285714,0.6,1.0,0.4705882352941176,0.5571428571428572,0.4,1.0,0.4705882352941176,0.5571428571428572,0.4,1.0,0.5882352941176471,0.5714285714285714,0.4,1.0,0.4705882352941176,0.5571428571428572,0.4,1.0,6.0,13.0,13.0,0.0,1.0,0.0,2.0,10.0,7.0,0,37.708495036032666,37.708495036032666,37.708495036032666,3.0,3.0,10.0,7.0,33.20880736186109,10.0,0,33.20880736186109,33.20880736186109,33.20880736186109,3.0,3.0,47.0,1,0,69.0,69.0,6.0,2,0.7758784
201309080det,training,1,1,10,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,47.5,-4.5,-210,-3.5,-4.5,47.0,46.0,177,0.0,0.5,0.6,0.5,1.0,1.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,4.5,2013,0.375,0.4090909090909091,0.2,0.5,0.375,0.42424242424242425,0.2,0.5,0.25,0.42424242424242425,0.0,0.5,0.375,0.4090909090909091,0.2,0.5,0.5294117647058824,0.4848484848484849,0.8,0.5,0.5882352941176471,0.5151515151515151,0.8,0.5,0.5882352941176471,0.3939393939393939,0.8,0.5,0.5294117647058824,0.4848484848484849,0.8,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,10.546683496820227,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0,1,0.8266463
200712160nwe,training,-1,1,10,0.0,2,0.75,0.8333333333333334,0.7692307692307693,0.75,0.8333333333333334,0.8076923076923077,1.0,1.0,1.0,0.75,0.8333333333333334,0.7692307692307693,1.0,1,0.0,0.25,0.4,0.375,0.25,0.4,0.375,0.25,0.2,0.25,0.25,0.4,0.375,1,42.0,-20.0,-1400,-24.5,-20.5,51.0,41.0,900,1.0,1.0,1.0,1.0,1.0,1.0,57.8,7.0,-7.9,0.9461538461538462,1.0,48.2,4.4,7.0,60.5,-13.9,31.0,15.5,0.3384615384615385,22.0,-8.8,5.1,5.0,-19.2,20.0,2007,0.7692307692307693,0.7692307692307693,0.4,0.7692307692307693,0.8076923076923077,0.8076923076923077,0.5,0.8076923076923077,1.0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,0.4,0.7692307692307693,0.3461538461538461,0.3461538461538461,0.6,0.3461538461538461,0.3461538461538461,0.3461538461538461,0.6,0.3461538461538461,0.2307692307692308,0.2307692307692308,0.4,0.2307692307692308,0.3461538461538461,0.3461538461538461,0.6,0.3461538461538461,6.0,13.0,13.0,0.0,1.0,0.0,15.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.089632680480765,13.0,0,3.089632680480765,3.089632680480765,3.089632680480765,0.0,0.0,88.0,1,0,36.0,25.0,17.0,15,0.95030504
200712090sfo,training,-1,-1,-20,0.0,1,0.25,0.2,0.25,0.25,0.3,0.2916666666666667,0.0,0.2,0.25,0.25,0.3,0.2916666666666667,1.0,1,0.0,0.5,0.5,0.5833333333333334,0.625,0.5833333333333334,0.625,0.5,0.3333333333333333,0.5,0.5,0.5,0.5833333333333334,0,39.0,7.5,290,7.0,8.5,39.0,39.5,-350,0.5,0.5,0.5,0.5,1.0,0.0,-45.9,31.0,15.3,0.19166666666666665,32.0,-34.8,5.4,4.0,-44.7,16.5,12.0,-3.9,0.6333333333333333,10.0,7.6,3.8,8.0,15.2,7.5,2007,0.25,0.25,0.2,0.25,0.2916666666666667,0.2916666666666667,0.2,0.2916666666666667,0.25,0.25,0.2,0.25,0.2916666666666667,0.2916666666666667,0.2,0.2916666666666667,0.5833333333333334,0.5833333333333334,0.8,0.5833333333333334,0.625,0.625,0.8,0.625,0.5,0.5,0.8,0.5,0.5833333333333334,0.5833333333333334,0.8,0.5833333333333334,6.0,16.0,13.0,0.0,1.0,0.0,14.0,16.0,7.0,0,41.607770310571794,41.607770310571794,41.607770310571794,-3.0,-3.0,15.0,7.0,30.019243203000656,15.0,0,30.019243203000656,30.019243203000656,30.019243203000656,-2.0,-2.0,42.0,1,1,53.0,53.0,6.0,14,0.21827114
200812220chi,training,-1,1,3,0.0,3,0.375,0.5,0.5,0.375,0.5,0.5,0.75,0.7142857142857143,0.5714285714285714,0.375,0.5,0.5,1.0,2,0.0,0.375,0.5,0.4642857142857143,0.375,0.5,0.4642857142857143,0.0,0.2857142857142857,0.35714285714285715,0.5,0.5714285714285714,0.5,1,41.0,-4.0,-215,-4.5,-4.0,42.0,40.0,175,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,3.8,7.0,-8.4,0.6071428571428571,23.0,-2.5,2.9,7.0,8.7,6.7,12.0,1.9,0.5571428571428572,12.0,10.6,1.4,16.0,10.1,4.0,2008,0.4666666666666667,0.4666666666666667,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.6,0.5714285714285714,0.4666666666666667,0.4666666666666667,0.5,0.5,0.625,0.625,0.2,0.4642857142857143,0.609375,0.609375,0.2,0.4642857142857143,0.59375,0.59375,0.2,0.35714285714285715,0.640625,0.640625,0.2,0.5,0.0,21.0,20.0,0.0,0.0,0.0,16.0,20.0,11.0,1,0.0,0.0,0.0,0.0,0.0,21.0,8.0,2.676431224317191,20.0,0,12.995604563393725,12.995604563393725,9.311757903932683,-1.0,-1.0,77.0,1,1,2.0,-13.0,9.0,16,0.45792568
200909270nyj,training,1,1,7,0.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1,36.0,-1.0,-130,-2.0,-1.0,38.0,36.0,110,1.0,0.5,0.5,0.5,1.0,0.0,-4.8,6.0,-17.7,0.5190258251586375,15.0,7.7,9.9,1.0,35.3,11.8,17.0,4.6,0.5294328528952108,14.0,8.9,-11.1,31.0,-6.7,1.0,2009,0.5,0.4558823529411765,0.4,1.0,0.5,0.4558823529411765,0.4,1.0,0.6111111111111112,0.4411764705882353,0.6,1.0,0.5,0.4558823529411765,0.4,1.0,0.7105263157894737,0.6111111111111112,0.4,0.5,0.6578947368421053,0.5833333333333334,0.4,0.5,0.6842105263157895,0.6388888888888888,0.2,0.0,0.6842105263157895,0.5833333333333334,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,3.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,12.0,7.0,13.517869550761311,12.0,0,13.517869550761311,13.517869550761311,13.517869550761311,1.0,1.0,90.0,1,0,66.0,66.0,8.0,3,0.3137638
200911290phi,training,-1,1,3,0.0,1,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,1.0,2,0.0,0.5,0.5,0.35,0.5,0.5,0.35,0.0,0.0,0.3,0.5,0.5,0.35,1,40.5,-10.0,-480,-9.0,-10.0,41.0,40.5,405,0.3333333333333333,0.4,0.4,1.0,1.0,1.0,28.6,2.0,-10.9,0.6799999999999999,12.0,14.2,5.3,4.0,30.4,-8.7,11.0,-3.0,0.42,24.0,-11.4,-1.0,22.0,-9.4,10.0,2009,0.6206896551724138,0.5777777777777777,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.603448275862069,0.5666666666666667,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.38461538461538464,0.4186046511627907,0.4,0.35,0.3461538461538461,0.4069767441860465,0.4,0.35,0.4230769230769231,0.4651162790697674,0.2,0.3,0.40384615384615385,0.4302325581395349,0.4,0.35,6.0,13.0,13.0,0.0,1.0,0.0,12.0,12.0,7.0,0,12.602775297564412,12.602775297564412,12.602775297564412,1.0,1.0,12.0,7.0,1.9661519946586024,13.0,0,23.06261102696093,23.06261102696093,23.06261102696093,1.0,1.0,52.0,1,1,56.0,56.0,10.0,12,0.97921264
201511010chi,training,-1,-1,-3,0.0,1,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,1.0,2,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0,44.0,1.5,110,2.5,1.0,41.5,43.0,-130,0.5,0.5,0.4,0.5,1.0,1.0,-19.8,29.0,13.1,0.31666666666666665,22.0,-6.4,-4.0,25.0,-23.5,-15.9,24.0,6.2,0.43333333333333335,28.0,-14.7,0.4,15.0,-20.4,1.5,2015,0.4545454545454545,0.3815789473684211,0.6,0.5,0.4318181818181818,0.3947368421052632,0.5,0.4166666666666667,0.3181818181818182,0.3947368421052632,0.4,0.3333333333333333,0.4318181818181818,0.3684210526315789,0.5,0.4166666666666667,0.6818181818181818,0.631578947368421,1.0,0.8333333333333334,0.6818181818181818,0.6052631578947368,1.0,0.8333333333333334,0.5,0.4342105263157895,0.8,0.6666666666666666,0.6818181818181818,0.631578947368421,1.0,0.8333333333333334,6.0,13.0,12.0,0.0,1.0,0.0,8.0,13.0,14.0,0,0.0,4.596032875165277,0.4456863452048042,0.0,-1.0,13.0,7.0,6.41468289005778,12.0,0,4.596032875165277,4.596032875165277,4.596032875165277,-1.0,-1.0,42.0,1,1,62.0,62.0,11.0,8,0.6183024
200810120sfo,training,-1,-1,-14,0.0,2,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.4,1.0,1,0.0,0.5,0.5,0.6,0.5,0.5,0.6,0.0,0.0,0.4,0.5,0.5,0.6,0,41.5,5.0,190,4.5,5.0,44.0,41.5,-230,0.5,0.5,0.5,0.5,1.0,0.0,-10.6,11.0,-1.6,0.4400000000000001,26.0,-9.7,3.9,9.0,-4.3,32.8,5.0,-16.1,0.7,9.0,13.3,3.2,11.0,32.7,5.0,2008,0.3333333333333333,0.3333333333333333,0.4,0.4,0.4047619047619048,0.4047619047619048,0.4,0.4,0.3333333333333333,0.3333333333333333,0.4,0.4,0.35714285714285715,0.35714285714285715,0.4,0.4,0.5238095238095238,0.5238095238095238,0.6,0.6,0.5238095238095238,0.5238095238095238,0.6,0.6,0.4761904761904762,0.4761904761904762,0.4,0.4,0.5238095238095238,0.5238095238095238,0.6,0.6,6.0,16.0,13.0,0.0,1.0,0.0,6.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,16.0,7.0,47.269240121462715,16.0,0,47.269240121462715,47.269240121462715,47.269240121462715,-3.0,-3.0,24.0,1,1,64.0,64.0,13.0,6,0.22863844
201210140htx,training,-1,-1,-18,0.0,1,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,2,0.0,0.5,0.5,0.4,0.5,0.5,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0,46.5,-4.0,-195,-5.0,-4.0,47.5,46.5,170,0.5,0.5,1.0,0.5,0.0,0.0,25.7,2.0,-26.7,0.8800000000000001,4.0,19.5,-12.3,30.0,33.8,25.4,12.0,-5.9,0.7,5.0,18.0,2.0,11.0,26.0,4.0,2012,0.7173913043478259,0.5641025641025641,0.8,0.8,0.7173913043478259,0.5897435897435898,0.8,0.8,0.6956521739130435,0.5641025641025641,1.0,1.0,0.7173913043478259,0.5641025641025641,0.8,0.8,0.5909090909090909,0.6190476190476191,0.4,0.4,0.5909090909090909,0.6190476190476191,0.4,0.4,0.7727272727272727,0.7380952380952381,0.4,0.4,0.5454545454545454,0.5952380952380952,0.2,0.2,6.0,21.0,20.0,0.0,1.0,0.0,6.0,21.0,6.0,0,24.064398535779482,24.064398535779482,24.064398535779482,-1.0,-1.0,21.0,7.0,16.53891709940527,20.0,0,13.675520040183914,13.675520040183914,13.675520040183914,-1.0,-1.0,0.0,1,1,68.0,68.0,0.0,6,0.93567204
