Percentile,Lost,Won,success
0,72,22,0.23404255319148937
1,123,63,0.3387096774193548
2,120,66,0.3548387096774194
3,100,86,0.46236559139784944
4,90,96,0.5161290322580645
5,73,114,0.6096256684491979
6,64,122,0.6559139784946236
7,69,117,0.6290322580645161
8,58,128,0.6881720430107527
9,43,143,0.7688172043010753
10,17,76,0.8172043010752689
