Feature,full,1,0,3,2,4,Importance,StdDev
rankings___h__estim_winrate,0.09545330086621057,0.0592349952323365,0.09635508812202373,0.1035157030265495,0.09889906514743316,0.08893223720472443,0.08938741774661348,0.017663550637501635
rankings___v__offensedvoa,0.06650059491346977,0.06517333738544609,0.061346394013122425,0.05269758936881895,0.056993771340019136,0.08049992364099186,0.06334220314967969,0.010669279124460038
rankings___h__dave_or_wtddvoa,0.05546517227840565,0.10047701642050363,0.058600796333333566,0.06291959184300562,0.03426638559287702,0.07004210786717413,0.0652611796113788,0.02384079189168633
travel___v_travel_from_last_game_decay,0.051794605003409266,0.05352418253523407,0.05292446954896195,0.045378279601299004,0.04168372455218383,0.05670458855650463,0.0500430489588367,0.006253706163146411
rankings___h__offensedvoa,0.049355660650461465,0.04758765447457244,0.05003472384682798,0.0530497154273582,0.05358578228792553,0.056626841985495995,0.05217694360443603,0.003471268964662413
rankings___v__dave_or_wtddvoa,0.048933366518136484,0.059531147051197386,0.045165102106036095,0.0400761100301504,0.06836170337966756,0.05442693792717898,0.05351220009884607,0.011266929224866521
rankings___h__s_t_dvoa,0.04817755734780182,0.04716525952488795,0.044132254991624084,0.04346072807187723,0.0426609817723822,0.04381662496088784,0.04424716986433186,0.0017210683429818784
rankings___v__s_t_dvoa,0.046987906119665086,0.04661402723338957,0.04183121872894846,0.04737713860215407,0.041145664787236434,0.052722602734053915,0.045938130417156484,0.004700826951455891
travel___h_travel_from_last_game_decay,0.04393510988664518,0.03254502561116004,0.042691351919960215,0.03014230872283175,0.033553489521080386,0.03543534793017262,0.034873504741041,0.004769247144048174
rankings___v__defensedvoa,0.043792520971894094,0.049823085435730316,0.03717124158630818,0.037709503777918825,0.04763577383929908,0.03273251716382163,0.04101442436061561,0.007343659162265037
rankings___v__estim_winrate,0.04231215946125922,0.04224253766332442,0.033810079145100966,0.05313510145850149,0.0374939215380782,0.034946881130996865,0.04032570418720039,0.007860645793448764
team_history___v_ovr_wr_past_3_seasons,0.04104920650715968,0.03576870877016956,0.04240382691520333,0.03798353391765329,0.03830091180357016,0.03827834047069975,0.03854706437545922,0.0024002212064687715
rankings___h__defensedvoa,0.04001436754226676,0.046088186156368685,0.04551219416569878,0.03864415125417834,0.04133239724962656,0.035665917490569084,0.041448569263288285,0.004454110744389913
team_history___v_ovr_wr_past_2_seasons,0.03908128727572277,0.035116908449224375,0.03895457080111777,0.04294716774593086,0.034079506446504065,0.03678793525326388,0.03757721773920819,0.003522908509454991
team_history___h_ovr_wr_past_3_seasons,0.03777273509262171,0.04320962655311122,0.044999968668310256,0.03757402208821592,0.03670913498146798,0.036586686816493616,0.039815887821519805,0.0039842744355327005
team_history___h_ovr_wr_past_2_seasons,0.03529614658992579,0.03502866566497611,0.03501654562332816,0.03939269559297186,0.04752064871844451,0.03071808703430884,0.0375353285268059,0.006369043086146766
weather___wind_chill,0.03291047112487968,0.029302436417042475,0.03436607490240775,0.038467449506272164,0.03900546568401002,0.02921323309641435,0.034070931921229355,0.004746100687854488
home_field___v_visitor__ovr_wr_ytd,0.03064532244628375,0.02974619897650585,0.03462556750564637,0.025944044551988846,0.04180489080304226,0.02916862590813498,0.032257865549063666,0.006173894837726081
home_field___v_visitor__ovr_wr_last_8_games,0.030306156327444957,0.020228119657266203,0.035192814974435487,0.038841801567565774,0.02856824180715402,0.02591908422891555,0.02975001244706741,0.007399725736843198
weather___wind_mph,0.028532345265495026,0.022826421659325243,0.027443072090077708,0.024469387388991657,0.030890336110766463,0.0279041636187362,0.02670667617357946,0.0031440857891523676
time_date___week_id,0.024163973377447842,0.020703141899943517,0.026533577410362167,0.02314838125324211,0.024195446560924486,0.02687102870894704,0.024290315166683864,0.002543281986025975
weather___humidity_pct,0.022904908426822718,0.02840590670309553,0.02891345087658212,0.032023646478760465,0.0285486985574324,0.02611373885992611,0.028801088295159327,0.002111825197185061
team_history___h_ovr_wr_ytd,0.02249123122198217,0.026269465327549132,0.024733957387563937,0.027889365909969877,0.0314268676810724,0.02818519621407785,0.02770097050404664,0.002500232541420712
home_field___h_home__ovr_wr_last_8_games,0.022123894784588545,0.02338794519763969,0.017241658337018448,0.02321258281379378,0.021337189837802015,0.021701351197509936,0.021376145476752772,0.0024809826894341036
