Model Score Threshold,Accuracy
0.0,0.5547798066595059
0.01,0.5853920515574651
0.02,0.6020408163265306
0.03,0.6079484425349087
0.04,0.6117078410311493
0.05,0.6138560687432868
0.06,0.6208378088077336
0.07,0.6219119226638024
0.08,0.6251342642320086
0.09,0.6321160042964554
0.1,0.6331901181525241
0.11,0.635875402792696
0.12,0.6423200859291085
0.13,0.6423200859291085
0.14,0.6423200859291085
0.15,0.6428571428571429
0.16,0.6423200859291085
0.17,0.644468313641246
0.18,0.6460794844253491
0.19,0.6482277121374865
0.2,0.6487647690655209
0.21,0.650375939849624
0.22,0.6482277121374865
0.23,0.6476906552094522
0.24,0.6482277121374865
0.25,0.6471535982814178
0.26,0.6471535982814178
0.27,0.6487647690655209
0.28,0.6487647690655209
0.29,0.6476906552094522
0.3,0.6466165413533834
0.31,0.6460794844253491
0.32,0.6460794844253491
0.33,0.6455424274973147
0.34,0.6471535982814178
0.35,0.6493018259935553
0.36,0.6519871106337272
0.37,0.6552094522019334
0.38,0.6557465091299678
0.39,0.6578947368421053
0.4,0.6568206229860365
0.41,0.6616541353383458
0.42,0.6600429645542427
0.43,0.6578947368421053
0.44,0.6568206229860365
0.45,0.6552094522019334
0.46,0.6546723952738991
0.47,0.6546723952738991
0.48,0.6535982814178303
0.49,0.6514500537056928
0.5,0.6525241675617616
0.51,0.6535982814178303
0.52,0.6541353383458647
0.53,0.6525241675617616
0.54,0.6525241675617616
0.55,0.6509129967776585
0.56,0.6509129967776585
0.57,0.6498388829215896
0.58,0.6471535982814178
0.59,0.6476906552094522
0.6,0.6466165413533834
0.61,0.6476906552094522
0.62,0.6476906552094522
0.63,0.6471535982814178
0.64,0.6466165413533834
0.65,0.6455424274973147
0.66,0.644468313641246
0.67,0.6407089151450054
0.68,0.6412459720730398
0.69,0.640171858216971
0.7,0.6390977443609023
0.71,0.6396348012889366
0.72,0.6380236305048335
0.73,0.6385606874328679
0.74,0.6396348012889366
0.75,0.6385606874328679
0.76,0.6374865735767992
0.77,0.635875402792696
0.78,0.6321160042964554
0.79,0.6294307196562836
0.8,0.625671321160043
0.81,0.6224489795918368
0.82,0.6240601503759399
0.83,0.6224489795918368
0.84,0.6208378088077336
0.85,0.6192266380236305
0.86,0.6165413533834586
0.87,0.6149301825993555
0.88,0.611170784103115
0.89,0.6122448979591837
0.9,0.6079484425349087
0.91,0.6031149301825993
0.92,0.6031149301825993
0.93,0.5939849624060151
0.94,0.5934479054779807
0.95,0.5902255639097744
0.96,0.5843179377013964
0.97,0.5757250268528464
0.98,0.5633727175080558
0.99,0.5445757250268528
1.0,0.4452201933404941
