elapsed,name,time
0.0,start,110.400209118
0.002097213999988412,initialized and loaded JSON file(s),110.402306332
0.19518194900000196,loaded and validated,110.597488281
0.46602981800000975,generated or fetched CV sets,111.063518099
14.421181965999992,trained and scored,125.484700065
