elapsed,name,time
0.0,start,137.62478239
0.002608256999991454,initialized and loaded JSON file(s),137.627390647
0.13495312699998863,loaded and validated,137.762343774
0.4355444580000096,generated or fetched CV sets,138.197888232
12.791316520999999,trained and scored,150.989204753
