Percentile,Did Not Cover,Covered,success
0,72,22,0.23404255319148937
1,122,64,0.34408602150537637
2,108,78,0.41935483870967744
3,99,87,0.46774193548387094
4,90,96,0.5161290322580645
5,79,108,0.5775401069518716
6,84,102,0.5483870967741935
7,63,123,0.6612903225806451
8,49,137,0.7365591397849462
9,46,140,0.7526881720430108
10,17,76,0.8172043010752689
