Percentile,Did Not Cover,Covered,success
0,9,1,0.1
1,16,2,0.1111111111111111
2,16,3,0.15789473684210525
3,12,7,0.3684210526315789
4,11,7,0.3888888888888889
5,15,4,0.21052631578947367
6,9,10,0.5263157894736842
7,15,3,0.16666666666666666
8,11,8,0.42105263157894735
9,13,5,0.2777777777777778
10,15,4,0.21052631578947367
11,11,8,0.42105263157894735
12,12,6,0.3333333333333333
13,12,7,0.3684210526315789
14,11,7,0.3888888888888889
15,12,7,0.3684210526315789
16,14,5,0.2631578947368421
17,10,8,0.4444444444444444
18,9,10,0.5263157894736842
19,10,9,0.47368421052631576
20,11,7,0.3888888888888889
21,13,6,0.3157894736842105
22,13,5,0.2777777777777778
23,8,11,0.5789473684210527
24,10,9,0.47368421052631576
25,11,7,0.3888888888888889
26,13,6,0.3157894736842105
27,10,9,0.47368421052631576
28,10,8,0.4444444444444444
29,9,10,0.5263157894736842
30,9,9,0.5
31,8,11,0.5789473684210527
32,10,9,0.47368421052631576
33,10,8,0.4444444444444444
34,9,10,0.5263157894736842
35,13,6,0.3157894736842105
36,13,5,0.2777777777777778
37,8,11,0.5789473684210527
38,8,10,0.5555555555555556
39,6,13,0.6842105263157895
40,7,12,0.631578947368421
41,10,8,0.4444444444444444
42,5,14,0.7368421052631579
43,8,10,0.5555555555555556
44,13,6,0.3157894736842105
45,7,12,0.631578947368421
46,8,10,0.5555555555555556
47,9,10,0.5263157894736842
48,11,8,0.42105263157894735
49,8,10,0.5555555555555556
50,5,14,0.7368421052631579
51,7,11,0.6111111111111112
52,8,11,0.5789473684210527
53,4,15,0.7894736842105263
54,9,9,0.5
55,11,8,0.42105263157894735
56,7,12,0.631578947368421
57,6,12,0.6666666666666666
58,7,12,0.631578947368421
59,7,11,0.6111111111111112
60,11,8,0.42105263157894735
61,7,12,0.631578947368421
62,13,5,0.2777777777777778
63,9,10,0.5263157894736842
64,6,12,0.6666666666666666
65,8,11,0.5789473684210527
66,5,14,0.7368421052631579
67,7,11,0.6111111111111112
68,7,12,0.631578947368421
69,4,15,0.7894736842105263
70,9,9,0.5
71,5,14,0.7368421052631579
72,6,12,0.6666666666666666
73,9,10,0.5263157894736842
74,6,13,0.6842105263157895
75,8,10,0.5555555555555556
76,7,12,0.631578947368421
77,4,15,0.7894736842105263
78,4,14,0.7777777777777778
79,4,15,0.7894736842105263
80,7,11,0.6111111111111112
81,3,16,0.8421052631578947
82,7,12,0.631578947368421
83,1,17,0.9444444444444444
84,4,15,0.7894736842105263
85,7,12,0.631578947368421
86,6,12,0.6666666666666666
87,6,13,0.6842105263157895
88,6,12,0.6666666666666666
89,6,13,0.6842105263157895
90,2,17,0.8947368421052632
91,5,13,0.7222222222222222
92,1,18,0.9473684210526315
93,5,13,0.7222222222222222
94,3,16,0.8421052631578947
95,4,15,0.7894736842105263
96,2,16,0.8888888888888888
97,2,17,0.8947368421052632
98,8,11,0.5789473684210527
99,1,17,0.9444444444444444
100,2,7,0.7777777777777778
