Feature,full,1,0,3,2,4,Importance,StdDev
rankings___h__estim_winrate,0.09978832928885234,0.0581143157660761,0.09388591453495164,0.0928931284732708,0.09875116926750456,0.0909721993429584,0.08692334547695231,0.016358228075202076
rankings___v__offensedvoa,0.06291011249514054,0.059032581058858925,0.05675986736998748,0.05171793468617865,0.04889968992274141,0.07274783692306827,0.05783158199216694,0.009249878532649919
rankings___v__dave_or_wtddvoa,0.04801038140705703,0.05072825078746871,0.02952936213453415,0.03535842134936575,0.06471167388605367,0.05313719933822636,0.04669298149912973,0.014191077307617204
rankings___h__offensedvoa,0.045468343876571976,0.04436608934643502,0.04309718069305904,0.04206456978485434,0.048746613482072716,0.051452477166977366,0.0459453860946797,0.003995063028723866
rankings___h__dave_or_wtddvoa,0.04514539611368356,0.09577084605647893,0.06309011289474672,0.05696240691006806,0.03821899518443048,0.05458731286053371,0.06172593478125158,0.021137314727624062
rankings___h__s_t_dvoa,0.04513364331898096,0.04824984035152231,0.04380453870585527,0.04168820559083256,0.040365378036655915,0.04042323260633189,0.04290623905823959,0.00329643437434379
rankings___v__s_t_dvoa,0.04479639594802067,0.04386634106172425,0.03486106553340732,0.04407407959927497,0.035328816098297584,0.04050060648863335,0.03972618175626749,0.004462371818487325
rankings___h__defensedvoa,0.04428119691872066,0.04298662142366155,0.041910026916426674,0.04041181853186406,0.03776926269832768,0.03812765935800778,0.040241077785657546,0.00228740905545858
rankings___v__estim_winrate,0.042533191910750986,0.03650834755616462,0.02871525095572857,0.04748472549902826,0.02999204208282498,0.03312183984483568,0.03516444118771642,0.007518535050681412
travel___v_travel_from_last_game_decay,0.03721560013362588,0.04833792936609645,0.04108758264383901,0.043204685426867416,0.04222643784974922,0.04346422771840204,0.04366417260099083,0.0027749326902130147
travel___h_travel_from_last_game_decay,0.035973498816165274,0.02718173493208901,0.03840034915869757,0.025042310274526976,0.03612797560339062,0.029804516057994286,0.03131137720533969,0.0057462796548943115
team_history___v_ovr_wr_past_3_seasons,0.035912960178807934,0.032025539420040626,0.037655662982825036,0.03423467423664725,0.029387801427381843,0.0363430469019158,0.033929344993762114,0.0033186865712003647
team_history___h_ovr_wr_past_3_seasons,0.03519234955979507,0.03126580159579428,0.04352645238701773,0.03334675162527869,0.032330711847456964,0.028082989579106484,0.033710541406930826,0.0058316908634294925
team_history___v_ovr_wr_past_2_seasons,0.032550971868312635,0.033927055093395726,0.03219048392859311,0.03525389401133844,0.034499913959898584,0.035726046685320784,0.03431947873570933,0.0013757486487460126
rankings___v__defensedvoa,0.03229286286412757,0.042197910350863926,0.031088342482900537,0.031593431020541234,0.04717681955786123,0.032290201985811534,0.0368693410795957,0.007363108202808396
weather___humidity_pct,0.030150010930164207,0.02560867702050209,0.030864612438406637,0.02566469823316286,0.026456923063845342,0.021288553283637098,0.025976692807910807,0.003403447070486515
team_history___h_ovr_wr_past_2_seasons,0.029800075857201607,0.028504815016685663,0.02794103132138594,0.03374934031255011,0.03583391249812753,0.02931497153684268,0.031068814137118383,0.0035115688682474775
weather___wind_mph,0.02499884628322344,0.025531894637952173,0.029779737052432576,0.02764278759247901,0.028571497394784182,0.029924004676436605,0.028289984270816908,0.0018023982383651048
time_date___week_id,0.022094128955589626,0.01608189684849467,0.02667073539677142,0.025638977408926285,0.020835646631978958,0.023812254992185068,0.022607902255671282,0.0042683173441432735
home_field___h_home__ovr_wr_last_8_games,0.019385821992336152,0.02048108733315155,0.01692213796914676,0.02457412334628036,0.022213597449898467,0.01727518514212326,0.020293226248120078,0.003260444969902263
travel___v_home_body_time,0.018992429257263896,0.01884516810137398,0.014417460166555969,0.015687949755632268,0.02021273110329962,0.021542449952827385,0.018141151815937846,0.0030099829126739954
home_field___v_visitor__ovr_wr_last_8_games,0.018650216662381668,0.014455358759410241,0.02616965312100011,0.027617983728333687,0.0163278779781999,0.021096415621959862,0.02113345784178076,0.005811719112471528
home_field___v_visitor__ovr_wr_ytd,0.01782000103879059,0.0168011620619745,0.019997270174061343,0.01944684864824196,0.024067017333011045,0.01557708582909649,0.019177876809277065,0.0032886895213071468
weather___temperature,0.017472831526621938,0.016999678897662258,0.014385805537840187,0.019104122654086786,0.018089173564173024,0.01861813349078448,0.017439382828909347,0.001877545846825371
team_history___h_ovr_wr_ytd,0.015687155621286225,0.01393512258147016,0.013507972911205228,0.015540691314043138,0.01963744217917755,0.018253331352603056,0.016174912067699825,0.0026851628846396598
weather___wind_chill,0.014963073839751257,0.015544691535045918,0.017789829461519843,0.019274180693641976,0.021699220208133158,0.019901516368026805,0.018841887653273538,0.0023158350705432687
travel___v_days_since_last_game,0.013536488759216038,0.008541213563992182,0.009363824632937608,0.015590299316600897,0.012795017824173251,0.009697155062153849,0.011197502079971559,0.002937601357777719
travel___v_tz_change_last_10_days,0.012265048217457976,0.009777139732894277,0.015147099489191894,0.012167410483150143,0.009706335692962795,0.010629020977302664,0.011485401275100355,0.002274301509668885
team_history___v_ovr_wr_ytd,0.012114996102414104,0.017616376832372584,0.01914781667014845,0.016836208327397743,0.015926694841775727,0.016908436142586608,0.017287106562856223,0.0012008415351896723
home_field___v_visitor__ovr_wr_last_4_games,0.011633632140058223,0.016229668715090184,0.016733985739614113,0.010912129588128292,0.012248025148449046,0.008154579769841967,0.012855677792224721,0.003628774974269806
matchup___h_wr_past_3_seasons,0.011377880338964582,0.016084334929029408,0.015164185690104009,0.010040666155429605,0.010091134990512974,0.010981484556647351,0.012472361264344669,0.0029196902884104387
home_field___h_home__ovr_wr_ytd,0.010929018405866674,0.013845002526910894,0.013780922196622485,0.013626575057003435,0.01342696510015834,0.016275662675179364,0.014191025511174904,0.001176437563865119
travel___h_days_since_last_game,0.010923109372798692,0.010557506739316784,0.012613726708485705,0.011553970364973987,0.0073274860926917625,0.009968365711641572,0.010404211123421962,0.001992711915814614
