,accuracy
1,0.7777777777777778
3,0.7037037037037037
5,0.7333333333333333
7,0.8095238095238095
9,0.8148148148148148
11,0.8080808080808081
13,0.7948717948717948
15,0.8074074074074075
17,0.803921568627451
19,0.783625730994152
21,0.783068783068783
23,0.7777777777777778
25,0.7822222222222223
27,0.7901234567901234
29,0.7969348659003831
31,0.7849462365591398
33,0.7744107744107744
35,0.7746031746031746
37,0.7807807807807807
39,0.7777777777777778
41,0.7696476964769647
43,0.7622739018087855
45,0.7555555555555555
47,0.7588652482269503
49,0.7596371882086168
51,0.7625272331154684
53,0.7568134171907757
55,0.7555555555555555
57,0.7602339181286549
59,0.7532956685499058
61,0.7540983606557377
63,0.7513227513227513
65,0.7452991452991453
67,0.736318407960199
69,0.7342995169082126
71,0.7370892018779343
73,0.7290715372907154
75,0.7214814814814815
77,0.7171717171717171
79,0.7158931082981715
81,0.7174211248285323
83,0.7175368139223561
85,0.7189542483660131
87,0.7151979565772669
89,0.7103620474406991
91,0.706959706959707
93,0.7048984468339307
95,0.704093567251462
97,0.699885452462772
99,0.696969696969697
101,0.693069306930693
103,0.6936353829557713
105,0.6952380952380952
107,0.6936656282450675
109,0.6890927624872579
111,0.6876876876876877
113,0.6843657817109144
115,0.6840579710144927
117,0.6837606837606838
119,0.6844070961718021
121,0.6850321395775941
123,0.6829268292682927
125,0.6817777777777778
127,0.6832895888013998
129,0.67786391042205
131,0.6768447837150128
133,0.6758563074352548
135,0.6781893004115226
137,0.6747769667477697
139,0.6738609112709832
141,0.6729708431836091
143,0.6744366744366744
145,0.6720306513409962
147,0.671957671957672
149,0.668158090976883
151,0.6637233259749816
153,0.663761801016703
155,0.6602150537634408
157,0.6574663835810333
159,0.6547868623340322
161,0.6507936507936508
163,0.6489434219495569
165,0.6491582491582492
167,0.6467065868263473
169,0.646285338593031
171,0.645224171539961
173,0.6422607578676943
175,0.64
177,0.6390458254865035
179,0.638112973308504
181,0.6347452424800492
183,0.6338797814207651
185,0.6348348348348348
187,0.6339869281045751
189,0.6308054085831863
191,0.629435718440954
193,0.6280944156591824
195,0.6267806267806267
197,0.6249294980259448
199,0.6231155778894473
201,0.619126589275843
203,0.6174055829228243
205,0.6140921409214092
207,0.6124530327428879
209,0.6097820308346624
211,0.6055818852027383
213,0.6030255607720396
215,0.6010335917312661
217,0.6001024065540195
219,0.6007102993404363
221,0.5977878330819507
223,0.5959142999501744
225,0.5925925925925926
227,0.5907978463044542
229,0.5885492479378942
231,0.5853775853775853
233,0.5836909871244635
235,0.5820330969267139
237,0.5794655414908579
239,0.5801952580195258
241,0.5776855693868141
243,0.5762013729977117
245,0.5745454545454546
247,0.5723981900452488
249,0.5712353471596032
251,0.5699505173189384
253,0.5698248765154917
