,accuracy
1,0.75
2,0.7353760445682451
3,0.7094339622641509
4,0.7044476327116213
5,0.6964705882352941
6,0.678963110667996
7,0.6686851211072664
8,0.6615737203972498
9,0.6409028727770177
10,0.6229102167182663
11,0.6121177802944507
12,0.5949632738719832
13,0.5884672252341054
14,0.5803571428571429
15,0.5725989986345016
