game_id,team_history___v_pfr_wr_past_5_games,travel___v_body_clock_from_last_wk,team_history___v_ovr_wr_ytd,travel___v_travel_from_last_game,travel___h_travel_from_last_game_decay,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,rankings___v__offensedvoa,time_date___day_of_week,team_history___v_open_wr_past_2_seasons,rankings___h__dave_or_wtddvoa,home_field___v_consecutive_visitor,team_history___v_close_wr_past_5_games,home_field___h_is_home,travel___h_same_stadium_last_game,team_history___h_open_wr_past_2_seasons,rankings___v__s_t_rank,home_field___h_home__open_wr_ytd,home_field___h_home__close_wr_last_4_games,line___h_ml,line___open_ou,home_field___h_home__ovr_wr_last_4_games,team_history___h_open_wr_past_5_games,travel___h_travel_from_last_game,home_field___v_visitor__ovr_wr_last_4_games,home_field___h_home__pfr_wr_ytd,matchup___is_same_conf,travel___h_body_clock_from_last_wk,time_date___game_time_eastern,team_history___v_open_wr_past_5_games,matchup___h_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_pfr_wr_past_2_seasons,line___close_ou,rankings___h__defensedvoa,rankings___v__dave_or_wtddvoa,time_date___is_sunday,home_field___v_visitor__pfr_wr_ytd,travel___h_tz_change_last_10_days,rankings___v__defensedvoa,team_history___v_open_wr_ytd,home_field___v_visitor__open_wr_ytd,weather___humidity_pct,travel___v_tz_change_last_game,team_history___h_pfr_wr_ytd,weather___wind_chill,team_history___v_ovr_wr_past_5_games,weather___wind_mph,matchup___h_wr_past_5_games,team_history___v_close_wr_past_2_seasons,weather___is_grass,rankings___v__off_rank,line___h_close_line,weather___temperature,travel___v_home_body_time,team_history___v_ovr_wr_past_2_seasons,rankings___h__estim_winrate,team_history___v_close_wr_ytd,rankings___h__totaldvoa,time_date___game_time_local,home_field___h_home__pfr_wr_last_8_games,home_field___v_is_home,team_history___h_pfr_wr_past_5_games,rankings___h__offensedvoa,rankings___h__def_rank,team_history___h_open_wr_past_3_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_pfr_wr_past_3_seasons,rankings___h__off_rank,travel___h_days_since_last_game,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__pfr_wr_last_4_games,team_history___h_close_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___h_open_wr_ytd,home_field___v_visitor__close_wr_ytd,team_history___v_open_wr_past_3_seasons,team_history___v_close_wr_past_3_seasons,home_field___h_home__close_wr_ytd,matchup___is_same_division,home_field___h_home__open_wr_last_8_games,team_history___h_ovr_wr_past_2_seasons,travel___h_tz_change_last_game,home_field___h_home__open_wr_last_4_games,team_history___v_pfr_wr_past_2_seasons,home_field___h_consecutive_home,team_history___h_ovr_wr_past_5_games,line___h_open_line,home_field___h_home__close_wr_last_8_games,home_field___v_visitor__pfr_wr_last_8_games,line___h_pfr_line,time_date___week_id,travel___v_travel_from_last_game_decay,line___pfr_ou,team_history___h_close_wr_ytd,home_field___v_visitor__ovr_wr_last_8_games,team_history___h_ovr_wr_ytd,travel___v_tz_change_last_10_days,team_history___h_ovr_wr_past_3_seasons,rankings___h__s_t_rank,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,matchup___h_wr_past_2_seasons,weather___is_dome,rankings___v__def_rank,rankings___v__estim_winrate,home_field___v_visitor__close_wr_last_8_games,rankings___h__s_t_dvoa,travel___v_days_since_last_game,time_date___is_superbowl,travel___h_travel_from_last_10_days,rankings___v__s_t_dvoa,matchup___h_wr_ytd,rankings___v__totaldvoa,team_history___v_pfr_wr_past_3_seasons,line___v_ml,travel___v_same_stadium_last_game,time_date___is_playoffs,travel___v_dist_from_home,team_history___v_pfr_wr_ytd,travel___v_travel_from_last_10_days,home_field___v_visitor__open_wr_last_4_games,home_field___h_home__ovr_wr_ytd,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,label,dataset,fold,score
201411060cin,0.6,20.0,0.625,3.7076221039501935,0.0,0.5,0.6666666666666666,-1.9,3.0,0.4583333333333333,4.4,1,0.5,1.0,1,0.6,14.0,0.4375,0.625,-260,44.0,0.875,0.1,0.0,0.3333333333333333,0.5625,1.0,20.0,20.0,0.6,0.5,0.3,0.6,46.5,1.1,-5.1,0.0,0.6875,0.0,4.5,0.625,0.625,86.0,0.0,0.5625,42.0,0.8,17.0,0.6,0.4375,0,16.0,-6.0,42.0,20.0,0.375,0.6375,0.5625,6.1,20.0,0.7,0.0,0.3,3.6,14.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,15.0,4.0,0.9,0.625,0.6,0.35,0.4375,0.5625,0.4875,0.475,0.5625,1.0,0.5,0.66,0.0,0.375,0.4791666666666667,3,0.5,-6.0,0.7,0.6666666666666666,-6.5,10.0,3.7076221039501935,46.0,0.5625,0.3333333333333333,0.6875,0.0,0.6309523809523809,8.0,0.625,0.6666666666666666,0.5,1,21.0,0.55,0.5,3.5,4.0,0.0,0.0,1.8,0.5,-4.6,0.5,215,0,0.0,3.7076221039501935,0.6875,3.7076221039501935,0.6666666666666666,0.6875,-1,-1,10,2014,-21,6.0,0,training,0,0.7480848
201309080clt,0.4,13.0,0.5,0.0,0.0,0.5,0.5,1.7395365677045609,6.0,0.3125,0.5583272990586526,1,0.4,1.0,0,0.5882352941176471,16.32440260680666,0.5,0.5,-550,49.0,0.5,0.4,0.0,0.5,0.5,1.0,13.0,13.0,0.4,0.5,0.6,0.6176470588235294,45.5,1.1731354091238233,1.3540188269370024,1.0,0.5,0.0,0.32541636495293264,0.5,0.5,0.0,0.0,0.5,68.0,0.2,0.0,1.0,0.3125,0,16.07313540912382,-11.5,68.0,10.0,0.25,0.5190258251586375,0.5,0.07465604634322998,13.0,0.5,0.0,0.5,1.3056480811006512,16.55503258508327,0.4848484848484849,0.5151515151515151,0.5,16.30955829109341,300.0,0.5,0.5,0.6470588235294118,0.375,0.5,0.5,0.421875,0.46875,0.5,0.0,0.5,0.6470588235294118,0.0,0.5,0.3125,1,0.6,-7.0,0.5,0.5,-11.5,1.0,0.0,45.0,0.5,0.5,0.5,0.0,0.3939393939393939,16.484069514844315,0.5,0.5,0.5,1,16.03874004344678,0.5294328528952108,0.5,-0.05716871832005794,300.0,0.0,0.0,0.08030412744388128,0.5,1.493229543808834,0.46875,420,0,0.0,36.09267589389172,0.5,0.0,0.5,0.5,-1,1,1,2013,4,11.5,1,training,0,1.0437975
201412280pit,0.6,21.0,0.7,4.698780886336369,0.0,0.75,0.5714285714285714,-1.4,6.0,0.59375,13.4,1,0.6,1.0,1,0.5483870967741935,5.0,0.5333333333333333,0.75,-160,48.0,0.75,0.6,0.0,1.0,0.5333333333333333,1.0,21.0,21.0,0.6,0.6,0.6,0.5483870967741935,48.5,12.9,0.9,1.0,0.5666666666666667,0.0,-1.8,0.5,0.5,68.0,0.0,0.5333333333333333,37.0,0.8,5.0,0.6,0.59375,1,16.0,-3.0,37.0,21.0,0.671875,0.5666666666666667,0.5666666666666667,9.8,21.0,0.5714285714285714,0.0,0.6,23.0,30.0,0.4893617021276596,0.5,0.5,2.0,7.0,0.7142857142857143,0.75,0.5483870967741935,0.6428571428571429,0.5333333333333333,0.5666666666666667,0.5816326530612245,0.5816326530612245,0.5333333333333333,1.0,0.5714285714285714,0.5806451612903226,0.0,0.75,0.59375,2,0.8,-3.0,0.5714285714285714,0.5714285714285714,-3.5,17.0,4.698780886336369,48.0,0.5333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.5531914893617021,15.0,0.7,0.75,0.6666666666666667,1,14.0,0.5666666666666667,0.5714285714285714,-0.3,6.0,0.0,0.0,6.0,1.0,6.4,0.5816326530612245,140,0,0.0,4.698780886336369,0.5666666666666667,4.698780886336369,0.75,0.6666666666666666,1,1,17,2014,10,3.0,1,training,0,0.5104008
201511220crd,0.7,21.0,0.8888888888888888,28.2995639277357,17.29991208359163,1.0,1.0,18.0,6.0,0.5769230769230769,27.0,1,0.7,1.0,0,0.6923076923076923,10.0,0.7777777777777778,0.5,-215,47.0,0.75,0.8,17.29991208359163,1.0,0.7222222222222222,0.0,18.0,21.0,0.7,0.5,0.6,0.6730769230769231,48.0,-14.1,25.6,1.0,0.8333333333333334,1.0,-5.6,0.8333333333333334,0.8333333333333334,0.0,-2.0,0.7222222222222222,68.0,0.8,0.0,0.5,0.6153846153846154,1,2.0,-4.0,68.0,21.0,0.7115384615384616,0.8111111111111111,0.8333333333333334,30.2,19.0,0.625,0.0,0.7,16.4,6.0,0.6785714285714286,0.6547619047619048,0.6666666666666666,3.0,7.0,0.75,0.625,0.6538461538461539,0.686046511627907,0.7777777777777778,0.8333333333333334,0.6162790697674418,0.6162790697674418,0.6666666666666666,0.0,0.75,0.6923076923076923,1.0,0.75,0.6153846153846154,1,0.8,-3.5,0.5,1.0,-4.5,11.0,28.2995639277357,48.5,0.6666666666666666,1.0,0.7777777777777778,-2.0,0.6666666666666666,14.0,0.8888888888888888,1.0,0.5,1,8.0,0.8666666666666667,1.0,-0.3,6.0,0.0,17.29991208359163,2.9,0.5,26.5,0.6162790697674418,185,0,0.0,28.2995639277357,0.8333333333333334,28.2995639277357,1.0,0.7777777777777778,-1,1,11,2015,3,4.0,1,training,0,0.97211874
201010310det,0.7,12.0,0.5714285714285714,4.596032875165277,0.8824583643872989,0.6666666666666666,0.6666666666666666,-1.6,6.0,0.5652173913043478,-9.6,2,0.7,1.0,0,0.3863636363636364,23.0,0.75,1.0,-140,44.5,0.5,0.7,9.100138914565258,0.6666666666666666,0.8333333333333334,1.0,13.0,13.0,0.8,0.5,0.8,0.4545454545454545,45.0,8.2,-5.4,1.0,0.7142857142857143,0.0,3.8,0.7857142857142857,0.7857142857142857,0.0,1.0,0.8333333333333334,68.0,0.6,0.0,0.3333333333333333,0.5217391304347826,0,19.0,-2.5,68.0,13.0,0.3478260869565217,0.5,0.7142857142857143,-4.5,13.0,1.0,0.0,0.8,-3.6,24.0,0.42105263157894735,0.4605263157894737,0.4473684210526316,21.0,14.0,0.5,1.0,0.4545454545454545,0.41025641025641024,0.75,0.7142857142857143,0.4743589743589744,0.4743589743589744,0.8333333333333334,0.0,0.75,0.13636363636363635,0.0,0.75,0.5217391304347826,1,0.2,-1.0,1.0,0.6666666666666666,-3.0,8.0,4.596032875165277,45.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,1.0,0.07894736842105263,4.0,0.5714285714285714,0.6666666666666666,1.0,1,21.0,0.4571428571428572,0.6666666666666666,7.3,7.0,0.0,0.0,-1.9,0.5,-7.3,0.4871794871794872,120,0,0.0,7.070104566610028,0.7142857142857143,4.596032875165277,0.6666666666666666,0.16666666666666666,1,1,8,2010,12,2.5,1,training,0,0.6094751
201210210rai,0.4,16.0,0.2,41.23752844548277,38.00994785924468,0.75,1.0,-22.5,6.0,0.3809523809523809,-16.4,1,0.3,1.0,0,0.5,17.0,0.4,0.5,-280,42.5,0.5,0.4,38.00994785924468,0.5,0.4,1.0,16.0,16.0,0.4,0.0,0.4,0.5714285714285714,44.5,12.8,-33.4,1.0,0.4,-3.0,18.8,0.4,0.4,49.0,-3.0,0.4,62.0,0.2,11.0,0.0,0.42857142857142855,1,29.0,-6.0,62.0,16.0,0.2857142857142857,0.36,0.3,-20.2,13.0,0.5,0.0,0.4,-0.4,25.0,0.5,0.5405405405405406,0.5405405405405406,14.0,7.0,0.5,0.5,0.5714285714285714,0.3783783783783784,0.4,0.3,0.4594594594594595,0.4864864864864865,0.4,0.0,0.5,0.42857142857142855,-3.0,0.5,0.4523809523809524,1,0.2,-5.0,0.5,1.0,-6.0,7.0,3.998884219792585,44.0,0.4,0.5,0.2,0.0,0.4594594594594595,29.0,0.2,1.0,0.5,1,30.0,0.14,0.75,-7.0,14.0,0.0,38.00994785924468,0.2,0.5,-41.1,0.5,240,0,0.0,41.23752844548277,0.4,0.0,1.0,0.2,-1,1,7,2012,3,6.0,1,training,0,0.83065736
201509130sdg,0.4,13.0,0.5,0.0,0.0,0.5,0.5,1.7395365677045609,6.0,0.4705882352941176,0.5583272990586526,1,0.4,1.0,0,0.4375,16.32440260680666,0.5,0.5,-180,45.5,0.5,0.4,0.0,0.5,0.5,0.0,13.0,16.0,0.4,0.5,0.4,0.4375,45.5,1.1731354091238233,1.3540188269370024,1.0,0.5,0.0,0.32541636495293264,0.5,0.5,47.0,0.0,0.5,84.0,0.6,10.0,0.5,0.5,1,16.07313540912382,-3.5,84.0,16.0,0.6470588235294118,0.5190258251586375,0.5,0.07465604634322998,13.0,0.5,0.0,0.4,1.3056480811006512,16.55503258508327,0.5441176470588235,0.5441176470588235,0.5441176470588235,16.30955829109341,300.0,0.5,0.5,0.4375,0.5454545454545454,0.5,0.5,0.42424242424242425,0.4393939393939394,0.5,0.0,0.5,0.5625,0.0,0.5,0.4705882352941176,1,0.4,-2.0,0.5,0.5,-2.5,1.0,0.0,45.5,0.5,0.5,0.5,0.0,0.5588235294117647,16.484069514844315,0.5,0.5,0.5,1,16.03874004344678,0.5294328528952108,0.5,-0.05716871832005794,300.0,0.0,0.0,0.08030412744388128,0.5,1.493229543808834,0.42424242424242425,160,0,0.0,35.38876093363542,0.5,0.0,0.5,0.5,1,1,1,2015,5,3.5,1,training,0,0.42007458
201111130mia,0.2,13.0,0.375,13.382158304283353,19.346572179300914,0.5,0.5,-13.0,6.0,0.5416666666666666,-8.0,1,0.2,1.0,0,0.4583333333333333,21.0,0.375,0.0,-225,37.5,0.0,0.4,19.346572179300914,0.25,0.25,0.0,12.0,13.0,0.2,0.5,0.4,0.4166666666666667,38.5,15.7,-15.8,1.0,0.375,1.0,-0.1,0.375,0.375,58.0,0.0,0.25,79.0,0.2,19.0,0.0,0.5208333333333334,1,28.0,-4.0,79.0,13.0,0.375,0.525,0.375,-9.2,13.0,0.0,0.0,0.4,5.6,29.0,0.4625,0.45,0.45,18.0,7.0,0.0,0.0,0.4166666666666667,0.325,0.375,0.375,0.5125,0.4875,0.25,0.0,0.0,0.3333333333333333,1.0,0.0,0.5416666666666666,1,0.2,-3.5,0.0,0.5,-4.0,10.0,13.382158304283353,38.0,0.25,0.25,0.125,0.0,0.375,11.0,0.375,0.5,0.5,1,11.0,0.4625,0.5,0.8,7.0,0.0,19.346572179300914,-0.8,0.5,-13.7,0.5,185,0,0.0,13.382158304283353,0.375,13.382158304283353,0.5,0.125,1,1,10,2011,11,4.0,1,training,0,0.55506533
201411160kan,0.2,10.0,0.6666666666666666,29.12961322881235,16.132848483271648,0.25,0.5,13.1,6.0,0.625,13.5,1,0.2,1.0,0,0.6923076923076923,23.0,0.8333333333333334,0.75,100,42.0,0.75,0.9,16.132848483271648,0.5,0.8333333333333334,0.0,13.0,13.0,0.4,0.5,0.9,0.6346153846153846,43.0,1.4,19.4,1.0,0.4444444444444444,-1.0,-9.9,0.5555555555555556,0.5555555555555556,65.0,2.0,0.8333333333333334,10.0,0.6,8.0,1.0,0.6071428571428571,1,5.0,1.0,21.0,10.0,0.7857142857142857,0.6666666666666666,0.4444444444444444,10.4,12.0,0.75,0.0,0.9,8.3,16.0,0.5476190476190477,0.5119047619047619,0.5119047619047619,11.0,7.0,0.75,0.75,0.6346153846153846,0.7391304347826086,0.8333333333333334,0.4444444444444444,0.6413043478260869,0.6304347826086957,0.8333333333333334,0.0,0.75,0.6538461538461539,-1.0,0.75,0.5892857142857143,1,0.8,1.0,0.75,0.25,0.0,11.0,29.12961322881235,42.5,0.8333333333333334,0.5,0.6666666666666666,2.0,0.4523809523809524,8.0,0.6666666666666666,0.25,0.5,1,7.0,0.7444444444444445,0.25,3.5,7.0,0.0,16.132848483271648,-2.3,0.5,20.7,0.6413043478260869,-120,0,0.0,29.12961322881235,0.4444444444444444,29.12961322881235,0.5,0.6666666666666666,1,1,11,2014,4,1.0,1,training,0,0.36629766
201010240rav,0.2,13.0,0.0,4.111623121347568,6.051871671401401,0.5,0.5,-11.0,6.0,0.4523809523809524,15.6,1,0.2,1.0,0,0.5208333333333334,11.0,0.5833333333333334,0.5,-650,37.0,1.0,0.5,6.051871671401401,0.0,0.5833333333333334,1.0,13.0,13.0,0.2,0.5,0.5,0.5416666666666666,40.0,-2.9,-31.2,1.0,0.2,0.0,30.1,0.2,0.2,52.0,0.0,0.5833333333333334,70.0,0.0,5.0,0.0,0.4523809523809524,0,25.0,-12.5,70.0,13.0,0.2857142857142857,0.6333333333333333,0.2,11.5,13.0,0.5,0.0,0.5,7.2,13.0,0.627906976744186,0.627906976744186,0.627906976744186,15.0,7.0,1.0,0.5,0.5416666666666666,0.35135135135135137,0.5833333333333334,0.2,0.4459459459459459,0.4459459459459459,0.5833333333333334,0.0,0.5,0.5833333333333334,0.0,0.5,0.4523809523809524,1,0.6,-13.0,0.5,0.5,-12.5,7.0,0.3987121788694927,40.0,0.5833333333333334,0.0,0.6666666666666666,0.0,0.627906976744186,12.0,0.0,0.5,0.5,1,32.0,0.16,0.5,1.5,14.0,0.0,6.051871671401401,2.3,0.5,-38.8,0.4459459459459459,475,0,0.0,4.111623121347568,0.2,0.0,0.5,0.6666666666666666,-1,1,7,2010,3,12.5,1,training,0,0.9525707
