elapsed,name,time
0.0,start,28.864465195
0.0016760689999983924,initialized and loaded JSON file(s),28.866141264
0.13369535800000065,loaded and validated,28.999836622
0.883639487,generated or fetched CV sets,29.883476109
7.382417646,trained and scored,37.265893755
