game_id,dataset,did_cover_sbr,did_win,final_margin,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,regression_label,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__off_rank,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___h__s_t_rank,rankings___h__totaldvoa,rankings___v__dave_or_wtddvoa,rankings___v__def_rank,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__off_rank,rankings___v__offensedvoa,rankings___v__s_t_dvoa,rankings___v__s_t_rank,rankings___v__totaldvoa,sbr_spread,season,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph,week_id,regression_score
201009120jax,training,1,1,7,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.0,41.5,-3.0,-175,-1.5,-3.0,41.5,41.5,155,0.5,1.0,1.0,0.5,1.0,0.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,3.0,2010,0.3125,0.28125,0.2,0.5,0.375,0.34375,0.4,0.5,0.4375,0.375,0.2,0.5,0.3125,0.28125,0.2,0.5,0.5625,0.421875,0.4,0.5,0.5625,0.453125,0.4,0.5,0.5,0.5,0.2,0.5,0.5625,0.421875,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,25.20868315184273,11.0,0,0.0,0.0,0.0,0.0,0.0,67.0,1,1,90.0,90.0,10.0,1,8.085801
201409140buf,training,1,1,19,0.0,1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,19.0,43.0,-1.5,-125,-1.0,-1.5,44.5,42.5,105,1.0,0.75,0.6,0.5,1.0,1.0,0.9,17.0,3.5,0.5190258251586375,10.0,17.8,12.9,1.0,27.2,-3.1,9.0,-16.1,0.5294328528952108,14.0,5.3,-0.8,17.0,20.6,1.5,2014,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5,0.4696969696969697,0.6,1.0,0.4117647058823529,0.3939393939393939,0.6,1.0,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5588235294117647,0.5454545454545454,0.6,1.0,0.5294117647058824,0.5303030303030303,0.6,1.0,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5588235294117647,0.5454545454545454,0.6,1.0,6.0,13.0,13.0,0.0,1.0,0.0,2.0,12.0,7.0,0,8.876643452341657,8.876643452341657,8.876643452341657,1.0,1.0,13.0,7.0,16.87850178942728,13.0,0,16.87850178942728,16.87850178942728,16.87850178942728,0.0,0.0,56.0,1,0,58.0,58.0,4.0,2,-4.375269
201511190jax,training,1,1,6,0.0,1,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.5,1.0,1,0.0,0.5,0.5,0.4444444444444444,0.5,0.5,0.5555555555555556,0.5,0.5,0.2222222222222222,0.5,0.5,0.5,6.0,42.0,-2.5,-145,-3.0,-2.5,44.0,43.0,125,0.5,0.5,0.4,0.5,1.0,1.0,-13.8,18.0,2.5,0.4111111111111112,21.0,-5.1,-5.5,30.0,-13.1,-18.4,13.0,-2.0,0.43333333333333335,29.0,-16.4,-2.5,24.0,-16.9,2.5,2015,0.46,0.4146341463414634,0.6,0.5555555555555556,0.48,0.4390243902439024,0.6,0.5555555555555556,0.24,0.24390243902439024,0.4,0.3333333333333333,0.46,0.4146341463414634,0.6,0.5555555555555556,0.3,0.3780487804878049,0.4,0.4444444444444444,0.32,0.3780487804878049,0.4,0.5555555555555556,0.16,0.2682926829268293,0.2,0.2222222222222222,0.3,0.3780487804878049,0.4,0.5,3.0,20.0,20.0,0.0,0.0,0.0,11.0,20.0,4.0,0,10.262776284578157,10.262776284578157,10.262776284578157,0.0,0.0,19.0,4.0,7.777636709316006,19.0,0,7.777636709316006,7.777636709316006,7.777636709316006,1.0,1.0,90.0,1,1,75.0,75.0,5.0,11,-10.851459
200709090jax,training,-1,-1,-3,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-3.0,39.5,-7.5,-350,-6.5,-7.0,37.5,38.0,290,0.5,0.5,0.5,0.5,1.0,1.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,7.5,2007,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,7.777636709316006,12.0,0,0.0,0.0,0.0,0.0,0.0,56.0,1,1,86.0,86.0,0.0,1,18.351995
201510040sfo,training,-1,-1,-14,0.0,1,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.0,48.0,7.0,295,7.0,7.5,47.5,48.0,-360,0.5,1.0,0.8,0.5,1.0,0.0,-22.7,30.0,25.3,0.5190258251586375,29.0,-21.9,-4.1,25.0,-51.4,25.7,9.0,-3.2,0.5294328528952108,1.0,42.8,4.9,6.0,51.0,7.0,2015,0.34210526315789475,0.4868421052631579,0.2,0.3333333333333333,0.34210526315789475,0.5,0.2,0.3333333333333333,0.4736842105263158,0.6052631578947368,0.4,0.3333333333333333,0.3157894736842105,0.5,0.2,0.3333333333333333,0.6428571428571429,0.5394736842105263,0.8,1.0,0.5714285714285714,0.4736842105263158,0.8,1.0,0.7619047619047619,0.6447368421052632,0.8,1.0,0.6190476190476191,0.5263157894736842,0.8,1.0,6.0,16.0,13.0,0.0,1.0,0.0,4.0,14.0,7.0,0,10.452514362582807,10.452514362582807,10.452514362582807,-1.0,-1.0,15.0,6.0,34.64281577932862,15.0,0,34.64281577932862,34.64281577932862,34.64281577932862,-2.0,-2.0,36.0,1,1,74.0,74.0,5.0,4,-0.86472976
201210070sfo,training,1,1,42,0.0,1,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,42.0,45.5,-10.0,-505,-10.0,-10.0,44.0,45.0,400,0.5,0.5,1.0,0.5,0.0,0.0,20.4,4.0,-19.3,0.95,5.0,16.5,-1.3,21.0,34.6,-7.1,26.0,13.6,0.325,18.0,-3.1,3.1,11.0,-13.6,10.0,2012,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7727272727272727,0.6052631578947368,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.425,0.4722222222222222,0.4,0.5,0.425,0.4305555555555556,0.4,0.5,0.4,0.3333333333333333,0.4,0.5,0.425,0.4722222222222222,0.4,0.5,6.0,16.0,13.0,0.0,1.0,0.0,5.0,16.0,7.0,0,48.41109979173916,48.41109979173916,48.41109979173916,-3.0,-3.0,16.0,7.0,43.891798091946534,16.0,0,43.891798091946534,43.891798091946534,43.891798091946534,-3.0,-3.0,70.0,1,1,62.0,62.0,8.0,5,13.9945135
200810050nyg,training,1,1,38,0.0,2,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,38.0,43.5,-6.5,-280,-9.0,-6.5,44.0,43.5,240,0.5,0.5,0.5,0.5,1.0,0.0,22.3,8.0,-8.1,1.0333333333333334,3.0,29.4,4.6,8.0,42.1,8.1,12.0,-3.7,0.6,17.0,0.7,-5.3,30.0,-0.9,6.5,2008,0.6956521739130435,0.6956521739130435,0.8,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.8,0.6666666666666666,0.7391304347826086,0.7391304347826086,1.0,1.0,0.6956521739130435,0.6956521739130435,0.8,0.6666666666666666,0.5476190476190477,0.5476190476190477,0.4,0.3333333333333333,0.5476190476190477,0.5476190476190477,0.4,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.4,0.3333333333333333,0.5476190476190477,0.5476190476190477,0.4,0.3333333333333333,6.0,13.0,13.0,0.0,1.0,0.0,5.0,13.0,14.0,1,0.0,0.0,0.0,0.0,0.0,10.0,14.0,48.72905734154929,10.0,0,0.0,48.72905734154929,4.725352507633977,0.0,3.0,75.0,1,0,60.0,60.0,6.0,5,3.7551858
200812220chi,training,-1,1,3,0.0,3,0.375,0.5,0.5,0.375,0.5,0.5,0.75,0.7142857142857143,0.5714285714285714,0.375,0.5,0.5,1.0,2,0.0,0.375,0.5,0.4642857142857143,0.375,0.5,0.4642857142857143,0.0,0.2857142857142857,0.35714285714285715,0.5,0.5714285714285714,0.5,3.0,41.0,-4.0,-215,-4.5,-4.0,42.0,40.0,175,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,3.8,7.0,-8.4,0.6071428571428571,23.0,-2.5,2.9,7.0,8.7,6.7,12.0,1.9,0.5571428571428572,12.0,10.6,1.4,16.0,10.1,4.0,2008,0.4666666666666667,0.4666666666666667,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.6,0.5714285714285714,0.4666666666666667,0.4666666666666667,0.5,0.5,0.625,0.625,0.2,0.4642857142857143,0.609375,0.609375,0.2,0.4642857142857143,0.59375,0.59375,0.2,0.35714285714285715,0.640625,0.640625,0.2,0.5,0.0,21.0,20.0,0.0,0.0,0.0,16.0,20.0,11.0,1,0.0,0.0,0.0,0.0,0.0,21.0,8.0,2.676431224317191,20.0,0,12.995604563393725,12.995604563393725,9.311757903932683,-1.0,-1.0,77.0,1,1,2.0,-13.0,9.0,16,2.7799404
201012120car,training,-1,-1,-21,0.0,1,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.25,1.0,2,0.0,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,-21.0,41.5,8.0,310,7.0,7.5,42.0,41.0,-400,0.5,0.5,0.4,0.5,1.0,1.0,-38.4,18.0,2.6,0.21666666666666667,32.0,-35.8,0.2,17.0,-38.3,17.0,16.0,2.1,0.6749999999999999,6.0,16.1,4.1,5.0,18.0,8.0,2010,0.42857142857142855,0.4777777777777778,0.2,0.25,0.42857142857142855,0.4555555555555556,0.2,0.25,0.32142857142857145,0.4666666666666667,0.0,0.08333333333333333,0.42857142857142855,0.4777777777777778,0.2,0.25,0.6785714285714286,0.6222222222222222,0.8,0.6666666666666666,0.6785714285714286,0.6444444444444445,0.8,0.6666666666666666,0.6785714285714286,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6222222222222222,0.8,0.6666666666666666,6.0,13.0,13.0,0.0,1.0,0.0,14.0,10.0,7.0,0,43.28387485876581,43.28387485876581,43.28387485876581,3.0,3.0,13.0,7.0,3.839842454749935,13.0,0,7.435510426493937,7.435510426493937,7.435510426493937,0.0,0.0,94.0,1,1,44.0,44.0,14.0,14,-10.876414
201311280det,training,1,1,30,0.0,2,0.25,0.4,0.4545454545454545,0.25,0.4,0.3636363636363637,0.5,0.6,0.5454545454545454,0.25,0.4,0.4545454545454545,1.0,1,0.0,0.375,0.3,0.4090909090909091,0.25,0.2,0.3636363636363637,0.5,0.4,0.5,0.375,0.3,0.4090909090909091,30.0,49.5,-6.5,-275,-4.0,-6.0,49.5,48.5,235,0.0,0.0,0.0,0.0,1.0,1.0,-1.3,20.0,3.6,0.490909090909091,13.0,5.2,-2.5,26.0,-0.9,1.3,29.0,13.6,0.5,5.0,18.2,-1.9,23.0,2.7,6.5,2013,0.4074074074074074,0.4204545454545455,0.2,0.4545454545454545,0.3703703703703704,0.4090909090909091,0.0,0.3636363636363637,0.3703703703703704,0.4545454545454545,0.4,0.5454545454545454,0.4074074074074074,0.4204545454545455,0.2,0.4545454545454545,0.5344827586206896,0.5760869565217391,0.2,0.4090909090909091,0.4827586206896552,0.5434782608695652,0.2,0.3636363636363637,0.603448275862069,0.7065217391304348,0.3,0.5,0.5,0.5543478260869565,0.2,0.4090909090909091,3.0,25.0,25.0,0.0,0.0,0.0,13.0,25.0,4.0,1,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.462461376311965,24.0,0,5.462461376311965,5.462461376311965,5.462461376311965,1.0,1.0,0.0,1,0,68.0,68.0,0.0,13,0.23346871
