weather___is_dome,travel___v_body_clock_from_last_wk,time_date___is_superbowl,rankings___v__estim_winrate,home_field___h_is_home,home_field___v_visitor__open_wr_ytd,time_date___week_id,team_history___v_close_wr_past_5_games,team_history___v_open_wr_past_3_seasons,home_field___h_home__ovr_wr_last_8_games,rankings___v__defensedvoa,travel___v_travel_from_last_game,weather___is_grass,weather___wind_mph,home_field___h_home__ovr_wr_last_4_games,line___pfr_ou,team_history___h_open_wr_past_5_games,travel___v_tz_change_last_10_days,home_field___v_consecutive_visitor,rankings___h__defensedvoa,home_field___h_consecutive_home,home_field___v_visitor__open_wr_last_4_games,time_date___day_of_week,team_history___v_open_wr_past_5_games,home_field___h_home__pfr_wr_ytd,travel___v_days_since_last_game,team_history___v_pfr_wr_ytd,home_field___v_visitor__ovr_wr_last_8_games,team_history___h_pfr_wr_past_5_games,travel___v_same_stadium_last_game,home_field___v_visitor__close_wr_last_8_games,home_field___h_home__ovr_wr_ytd,line___close_ou,weather___humidity_pct,home_field___v_visitor__close_wr_last_4_games,line___open_ou,home_field___v_visitor__open_wr_last_8_games,travel___h_travel_from_last_game,line___h_ml,team_history___h_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_2_seasons,rankings___v__s_t_dvoa,rankings___h__off_rank,team_history___v_open_wr_past_2_seasons,travel___h_tz_change_last_10_days,rankings___v__off_rank,time_date___is_sunday,team_history___h_close_wr_past_2_seasons,matchup___is_same_conf,team_history___v_ovr_wr_past_2_seasons,line___h_pfr_line,team_history___h_close_wr_past_3_seasons,home_field___h_home__open_wr_last_4_games,travel___v_travel_from_last_game_decay,home_field___h_home__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,travel___h_body_clock_from_last_wk,home_field___h_home__pfr_wr_last_8_games,weather___temperature,weather___wind_chill,home_field___v_visitor__close_wr_ytd,line___v_ml,home_field___h_home__open_wr_last_8_games,time_date___game_time_local,team_history___h_ovr_wr_past_2_seasons,rankings___h__s_t_rank,matchup___h_wr_past_5_games,rankings___v__dave_or_wtddvoa,team_history___h_open_wr_past_3_seasons,home_field___h_home__close_wr_ytd,home_field___h_home__close_wr_last_4_games,matchup___h_wr_ytd,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_5_games,time_date___is_playoffs,team_history___h_ovr_wr_past_5_games,rankings___h__estim_winrate,team_history___v_pfr_wr_past_3_seasons,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,team_history___h_close_wr_past_5_games,rankings___v__def_rank,travel___h_travel_from_last_game_decay,time_date___game_time_eastern,matchup___is_same_division,travel___h_same_stadium_last_game,home_field___v_visitor__pfr_wr_last_4_games,game_id,team_history___h_pfr_wr_ytd,rankings___h__totaldvoa,rankings___h__offensedvoa,team_history___v_open_wr_ytd,team_history___v_close_wr_past_3_seasons,team_history___h_open_wr_past_2_seasons,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,team_history___h_open_wr_ytd,rankings___v__offensedvoa,home_field___h_home__open_wr_ytd,line___h_close_line,travel___v_home_body_time,team_history___h_close_wr_ytd,home_field___v_is_home,travel___v_tz_change_last_game,travel___v_dist_from_home,matchup___h_wr_past_3_seasons,rankings___v__totaldvoa,travel___h_tz_change_last_game,travel___v_travel_from_last_10_days,team_history___h_ovr_wr_ytd,travel___h_travel_from_last_10_days,team_history___v_close_wr_ytd,team_history___v_ovr_wr_past_5_games,line___h_open_line,home_field___h_home__close_wr_last_8_games,rankings___h__s_t_dvoa,home_field___v_visitor__pfr_wr_ytd,rankings___v__s_t_rank,matchup___h_wr_past_2_seasons,team_history___h_pfr_wr_past_2_seasons,team_history___v_close_wr_past_2_seasons,travel___h_days_since_last_game,team_history___h_ovr_wr_past_3_seasons,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,label,dataset,fold
1,15.0,0.0,0.4733333333333333,1.0,0.5,17.0,0.2,0.5612244897959183,0.5714285714285714,12.4,37.35165636568477,0,0.0,0.5,45.0,0.4,-2.0,1,16.1,1,0.5,6.0,0.5,0.3333333333333333,9.0,0.4666666666666667,0.2857142857142857,0.4,0,0.42857142857142855,0.3333333333333333,45.0,85.0,0.5,43.5,0.42857142857142855,34.40874984506847,205,0.4693877551020408,0.59375,-1.1,26.0,0.59375,-2.0,16.0,1.0,0.4032258064516129,0.0,0.625,6.0,0.4693877551020408,0.5,19.1769800158538,0.5,0.42857142857142855,15.0,0.5714285714285714,46.0,46.0,0.4,-245,0.5714285714285714,13.0,0.2903225806451613,15.0,0.5,1.4,0.4795918367346938,0.3333333333333333,0.5,0.5,0.6122448979591837,0.4666666666666667,0.4,0.0,0.4,0.22,0.5510204081632653,-39.2,29.0,0.4,27.0,34.40874984506847,16.0,0.0,0,0.5,201001030sea,0.3333333333333333,-31.4,-16.2,0.5,0.5510204081632653,0.41935483870967744,0.4666666666666667,0.5,0.3333333333333333,7.7,0.3333333333333333,6.0,15.0,0.3333333333333333,0.0,-2.0,37.35165636568477,0.5,-5.7,-2.0,37.35165636568477,0.3333333333333333,34.40874984506847,0.4,0.6,5.5,0.5714285714285714,0.9,0.4666666666666667,24.0,0.5,0.4032258064516129,0.578125,7.0,0.4081632653061225,1,-1,17,2009,-4,6.0,-4,training,1
1,12.0,0.0,0.5294328528952108,1.0,0.6666666666666666,4.0,0.4,0.5,1.0,19.6,8.451847348106796,1,5.0,1.0,45.0,0.0,1.0,1,-1.4,1,0.0,6.0,0.4,0.3333333333333333,7.0,0.6666666666666666,0.0,0.2,0,0.0,0.3333333333333333,45.0,40.0,0.0,47.0,0.0,4.964353053722106,315,0.42857142857142855,0.425,4.7,31.0,0.475,0.0,5.0,1.0,0.5263157894736842,0.0,0.65,9.0,0.42857142857142855,0.0,8.451847348106796,1.0,0.0,13.0,1.0,71.0,71.0,0.6666666666666666,-390,0.0,13.0,0.4736842105263158,23.0,0.0,10.4,0.42857142857142855,0.3333333333333333,1.0,0.5,0.7435897435897436,0.6666666666666666,0.4,0.0,0.2,0.5190258251586375,0.4743589743589744,-15.5,14.0,0.2,29.0,4.964353053722106,13.0,0.0,0,0.0,201110020jax,0.3333333333333333,-36.8,-34.8,0.6666666666666666,0.4743589743589744,0.4736842105263158,0.6666666666666666,0.0,0.0,26.1,0.0,9.0,12.0,0.3333333333333333,0.0,1.0,8.451847348106796,0.5,11.2,0.0,8.451847348106796,0.3333333333333333,4.964353053722106,0.6666666666666666,0.4,7.0,1.0,-3.4,0.6666666666666666,9.0,0.5,0.5263157894736842,0.425,7.0,0.4571428571428571,-1,-1,4,2011,-13,9.0,-13,training,4
1,16.0,0.0,0.3909090909090909,1.0,0.5909090909090909,13.0,0.6,0.4534883720930232,0.4,-0.6,40.674765407657866,1,21.0,0.5,39.5,0.2,-3.0,1,17.2,1,0.5,6.0,0.6,0.2727272727272727,7.0,0.5909090909090909,0.0,0.2,0,0.5,0.2727272727272727,39.5,84.0,0.5,41.0,0.5,37.708495036032666,125,0.4883720930232558,0.5555555555555556,5.3,25.0,0.5370370370370371,-3.0,30.0,1.0,0.4814814814814815,1.0,0.25925925925925924,2.5,0.4883720930232558,0.25,40.674765407657866,0.25,0.5,16.0,0.2,61.0,61.0,0.5909090909090909,-145,0.2,13.0,0.4074074074074074,30.0,0.6666666666666667,-11.4,0.4534883720930232,0.2727272727272727,0.25,0.5,0.2790697674418605,0.2727272727272727,0.6,0.0,0.2,0.15454545454545454,0.4651162790697674,-38.3,31.0,0.2,14.0,37.708495036032666,16.0,0.0,0,0.5,201212020rai,0.2727272727272727,-37.7,-13.7,0.5909090909090909,0.4651162790697674,0.4259259259259259,0.2727272727272727,0.0,0.2727272727272727,-18.9,0.2727272727272727,2.5,16.0,0.2727272727272727,0.0,-3.0,40.674765407657866,1.0,-13.1,-3.0,40.674765407657866,0.2727272727272727,37.708495036032666,0.5909090909090909,0.4,2.5,0.2,-6.8,0.5909090909090909,5.0,1.0,0.4814814814814815,0.5555555555555556,7.0,0.4418604651162791,-1,-1,13,2012,-3,2.5,-3,training,0
1,13.0,0.0,0.2,1.0,0.4666666666666667,17.0,0.4,0.4680851063829787,0.42857142857142855,12.2,7.777636709316006,1,4.0,0.25,42.0,0.4,-1.0,1,9.5,1,0.5,6.0,0.4,0.36666666666666653,7.0,0.4666666666666667,0.14285714285714285,0.3,0,0.6428571428571429,0.3333333333333333,42.0,50.0,0.5,42.5,0.7142857142857143,8.434362281103416,-265,0.4361702127659575,0.4677419354838709,-0.2,29.0,0.41935483870967744,0.0,28.0,1.0,0.3548387096774194,1.0,0.2258064516129032,-5.5,0.40425531914893614,0.25,7.777636709316006,0.25,0.7142857142857143,12.0,0.42857142857142855,39.0,39.0,0.43333333333333335,225,0.42857142857142855,12.0,0.4516129032258064,26.0,0.4,-26.2,0.4574468085106383,0.3333333333333333,0.25,0.0,0.3191489361702128,0.13333333333333333,0.4,0.0,0.2,0.17333333333333334,0.5,-32.0,26.0,0.2,29.0,8.434362281103416,13.0,1.0,0,0.5,201212300oti,0.36666666666666653,-32.5,-20.0,0.4666666666666667,0.4893617021276596,0.4516129032258064,0.13333333333333333,0.0,0.4,-16.6,0.4,-6.0,13.0,0.3333333333333333,0.0,-1.0,7.777636709316006,0.4,-29.1,0.0,7.777636709316006,0.3333333333333333,8.434362281103416,0.43333333333333335,0.2,-5.5,0.42857142857142855,-3.0,0.4666666666666667,16.0,0.33333333333333337,0.4032258064516129,0.4516129032258064,7.0,0.425531914893617,1,1,17,2012,18,6.0,18,training,1
1,16.0,0.0,0.5214285714285715,1.0,0.5384615384615384,16.0,0.8,0.425531914893617,0.6428571428571429,3.6,9.010280035076589,1,13.0,0.375,43.5,0.2,-1.0,1,12.6,1,0.5,6.0,0.8,0.3928571428571429,7.0,0.5,0.3333333333333333,0.2,0,0.5,0.5357142857142857,44.0,78.0,0.5,45.0,0.5,14.822225269698885,-105,0.5408163265306123,0.45,1.3,9.0,0.43333333333333335,0.0,12.0,1.0,0.515625,0.0,0.4666666666666667,-2.0,0.5612244897959183,0.0,9.010280035076589,0.0,0.5,15.0,0.42857142857142855,23.0,11.0,0.5384615384615384,-115,0.42857142857142855,15.0,0.609375,19.0,0.5,6.1,0.5306122448979592,0.3928571428571429,0.0,0.5,0.5531914893617021,0.42857142857142855,0.8,0.0,0.5,0.5,0.4361702127659575,-9.6,30.0,0.2,20.0,14.822225269698885,16.0,0.0,0,0.5,201312220gnb,0.3928571428571429,-3.5,9.3,0.5,0.4361702127659575,0.46875,0.4615384615384616,0.25,0.35714285714285715,5.2,0.35714285714285715,1.0,16.0,0.3928571428571429,0.0,-1.0,9.010280035076589,0.5,3.0,0.0,9.010280035076589,0.5357142857142857,14.822225269698885,0.5,0.6,-3.0,0.42857142857142855,-0.2,0.5384615384615384,13.0,0.5,0.484375,0.45,7.0,0.7040816326530612,-1,-1,16,2013,-7,1.0,-7,training,1
1,15.0,0.0,0.4133333333333333,1.0,0.4,17.0,0.4,0.40425531914893614,1.0,-10.7,8.682615507581799,0,0.0,1.0,47.0,0.2,0.0,2,-6.1,1,0.5,6.0,0.4,0.4666666666666667,7.0,0.4,0.14285714285714285,0.2,0,0.2857142857142857,0.6666666666666666,47.0,0.0,0.5,47.0,0.2857142857142857,10.629567234318607,-575,0.5714285714285714,0.5161290322580645,-2.1,5.0,0.4838709677419355,-1.0,24.0,1.0,0.5,1.0,0.3548387096774194,-10.5,0.5816326530612245,0.875,8.682615507581799,0.75,0.2857142857142857,16.0,0.8571428571428571,68.0,68.0,0.4,450,0.9285714285714286,15.0,0.5483870967741935,24.0,0.8,-0.2,0.5918367346938775,0.5,0.875,1.0,0.3191489361702128,0.26666666666666666,0.4,0.0,0.4,0.6066666666666667,0.425531914893617,13.5,11.0,0.2,6.0,10.629567234318607,16.0,1.0,0,0.5,201312290nor,0.4666666666666667,16.8,13.1,0.4,0.425531914893617,0.5161290322580645,0.26666666666666666,0.25,0.5333333333333333,-10.7,0.5333333333333333,-11.5,16.0,0.5,0.0,0.0,7.8309242576084115,0.8,-2.1,-1.0,8.682615507581799,0.6666666666666666,10.629567234318607,0.4,0.4,-12.5,0.9285714285714286,-2.3,0.4,23.0,1.0,0.4838709677419355,0.5161290322580645,7.0,0.6326530612244898,1,1,17,2013,25,11.5,25,training,0
1,12.0,0.0,0.4076923076923077,1.0,0.4230769230769231,15.0,0.5,0.4,0.6666666666666666,7.7,6.41468289005778,0,3.0,0.5,43.0,0.6,0.0,1,2.5,1,0.875,6.0,0.4,0.7692307692307693,7.0,0.4230769230769231,0.6666666666666666,0.6,0,0.8333333333333334,0.6153846153846154,44.0,0.0,1.0,43.0,0.75,22.214737416859123,-200,0.6444444444444445,0.4310344827586207,-3.9,15.0,0.4310344827586207,1.0,12.0,1.0,0.6896551724137931,1.0,0.3448275862068966,-5.5,0.6444444444444445,0.375,6.41468289005778,0.5,0.75,11.0,0.6666666666666666,36.0,36.0,0.5,170,0.5833333333333334,12.0,0.5172413793103449,5.0,0.6,-1.1,0.6111111111111112,0.7692307692307693,0.5,1.0,0.4,0.38461538461538464,0.4,0.0,0.4,0.5538461538461539,0.37777777777777777,5.3,18.0,0.6,26.0,8.172345389943871,13.0,1.0,0,0.875,201512200min,0.7692307692307693,0.0,-0.9,0.4230769230769231,0.4,0.6724137931034483,0.38461538461538464,0.75,0.7307692307692307,4.4,0.7307692307692307,-4.0,12.0,0.7692307692307693,0.0,0.0,6.41468289005778,0.6,-7.1,1.0,6.41468289005778,0.6153846153846154,22.214737416859123,0.5,0.4,-5.0,0.6666666666666666,3.4,0.4230769230769231,29.0,0.6666666666666667,0.6896551724137931,0.4655172413793103,10.0,0.4555555555555556,1,1,15,2015,21,4.0,21,training,2
1,13.0,0.0,0.5266666666666667,1.0,0.5,17.0,0.6,0.4893617021276596,0.42857142857142855,-12.1,10.198612425227267,1,6.0,0.25,37.5,0.4,0.0,2,9.6,1,0.375,6.0,0.6,0.4,7.0,0.4666666666666667,0.2857142857142857,0.4,0,0.35714285714285715,0.26666666666666666,39.5,59.0,0.375,37.0,0.35714285714285715,39.23628420624971,150,0.48,0.4838709677419355,2.8,28.0,0.5,-3.0,29.0,1.0,0.3709677419354839,1.0,0.41935483870967744,3.5,0.47,0.5,10.198612425227267,0.5,0.2857142857142857,16.0,0.5714285714285714,53.0,53.0,0.5,-170,0.5714285714285714,13.0,0.3870967741935484,28.0,0.6,-5.5,0.48,0.4,0.5,0.0,0.425531914893617,0.4666666666666667,0.6,0.0,0.2,0.24,0.4680851063829787,-24.2,26.0,0.4,6.0,39.23628420624971,16.0,1.0,0,0.25,201601030sfo,0.4,-29.0,-15.5,0.5,0.4574468085106383,0.3709677419354839,0.4666666666666667,0.25,0.4,-15.8,0.4,3.0,15.0,0.4,0.0,0.0,31.80517425169213,0.6,-0.9,-3.0,10.198612425227267,0.26666666666666666,39.23628420624971,0.5,0.6,3.0,0.5714285714285714,-3.9,0.4666666666666667,7.0,0.33333333333333337,0.3548387096774194,0.4677419354838709,7.0,0.52,1,1,17,2015,3,3.0,3,training,1
1,19.0,0.0,0.5294328528952108,1.0,0.5,1.0,0.5,0.5,0.5,0.32541636495293264,0.0,0,5.0,0.5,40.0,0.5,0.0,1,1.1731354091238233,1,0.5,0.0,0.5,0.5,300.0,0.5,0.5,0.5,0,0.5,0.5,40.0,57.0,0.5,40.0,0.5,0.0,-145,0.5,0.5,0.08030412744388128,16.30955829109341,0.5,0.0,16.07313540912382,0.0,0.5,1.0,0.5,-2.5,0.5,0.5,0.0,0.5,0.5,19.0,0.5,82.0,82.0,0.5,125,0.5,19.0,0.5,16.484069514844315,0.5,1.3540188269370024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5190258251586375,0.5,0.5583272990586526,16.55503258508327,0.5,16.03874004344678,0.0,19.0,1.0,0,0.5,200709100cin,0.5,0.07465604634322998,1.3056480811006512,0.5,0.5,0.5,0.5,0.5,0.5,1.7395365677045609,0.5,-3.0,19.0,0.5,0.0,0.0,7.8953424835152015,0.5,1.493229543808834,0.0,0.0,0.5,0.0,0.5,0.5,-3.0,0.5,-0.05716871832005794,0.5,16.32440260680666,0.5,0.5,0.5,300.0,0.5,1,1,1,2007,7,3.0,7,training,4
1,20.0,0.0,0.5923076923076923,1.0,0.4230769230769231,15.0,0.4,0.4230769230769231,0.16666666666666666,8.2,37.89529614271672,1,0.0,0.0,43.0,0.2,-3.0,1,14.9,2,0.25,5.0,0.6,0.2692307692307692,6.0,0.3461538461538461,0.16666666666666666,0.2,0,0.25,0.2307692307692308,42.5,74.0,0.25,43.0,0.25,0.0,320,0.2692307692307692,0.3461538461538461,0.7,32.0,0.4230769230769231,0.0,6.0,0.0,0.2307692307692308,0.0,0.38461538461538464,8.5,0.2307692307692308,0.25,37.89529614271672,0.25,0.25,17.0,0.25,52.0,52.0,0.3461538461538461,-400,0.25,17.0,0.2307692307692308,4.0,0.5,7.3,0.2692307692307692,0.2307692307692308,0.25,0.5,0.38461538461538464,0.38461538461538464,0.4,0.0,0.2,0.1846153846153846,0.3461538461538461,-45.4,30.0,0.2,22.0,0.0,20.0,0.0,1,0.25,200712150sfo,0.2692307692307692,-44.8,-35.8,0.4230769230769231,0.3461538461538461,0.2692307692307692,0.38461538461538464,0.25,0.2692307692307692,13.4,0.2692307692307692,9.5,20.0,0.2307692307692308,0.0,-3.0,37.89529614271672,0.5,5.9,0.0,37.89529614271672,0.2307692307692308,0.0,0.3461538461538461,0.6,8.5,0.16666666666666666,5.9,0.3461538461538461,14.0,0.5,0.2692307692307692,0.3461538461538461,6.0,0.2307692307692308,1,1,15,2007,7,9.5,7,training,1
1,12.0,0.0,0.8363636363636363,1.0,0.7272727272727273,13.0,0.4,0.5930232558139535,0.6,-9.2,15.965817210258914,1,9.0,0.5,47.0,0.6,1.0,1,-1.3,1,0.75,6.0,0.4,0.4090909090909091,6.0,0.7272727272727273,1.0,0.6,0,0.8,0.2727272727272727,47.0,52.0,0.75,48.0,0.8,1.9661519946586024,375,0.4431818181818182,0.6851851851851852,-2.1,24.0,0.7222222222222222,0.0,1.0,1.0,0.4074074074074074,1.0,0.7037037037037037,8.0,0.4318181818181818,0.25,15.965817210258914,0.25,0.8,13.0,0.2,36.0,29.0,0.7272727272727273,-500,0.2,13.0,0.4074074074074074,21.0,1.0,36.8,0.4204545454545455,0.4090909090909091,0.25,0.5,0.6046511627906976,1.0,0.4,0.0,0.2,0.4363636363636363,0.5697674418604651,-9.2,14.0,0.6,5.0,1.9661519946586024,13.0,0.0,0,0.75,200912060was,0.4090909090909091,-10.3,-10.9,0.7272727272727273,0.5697674418604651,0.3703703703703704,1.0,1.0,0.4090909090909091,31.1,0.4090909090909091,8.0,12.0,0.4090909090909091,0.0,1.0,15.965817210258914,1.0,38.2,0.0,15.965817210258914,0.2727272727272727,1.9661519946586024,0.7272727272727273,1.0,9.5,0.2,-0.7,0.7272727272727273,25.0,1.0,0.4259259259259259,0.6851851851851852,7.0,0.4545454545454545,1,-1,13,2009,-3,8.0,-3,training,1
1,13.0,0.0,0.28,1.0,0.4,6.0,0.4,0.4189189189189189,1.0,26.8,10.954953051665726,1,0.0,1.0,44.0,0.6,1.0,2,-14.7,1,0.3333333333333333,6.0,0.4,0.6,7.0,0.4,0.3333333333333333,0.6,0,0.3333333333333333,0.8,44.5,0.0,0.3333333333333333,44.0,0.3333333333333333,22.6565774911062,-245,0.4459459459459459,0.4047619047619048,5.7,27.0,0.4047619047619048,-1.0,21.0,1.0,0.5714285714285714,0.0,0.3809523809523809,-5.0,0.4594594594594595,0.6666666666666666,10.954953051665726,0.6666666666666666,0.3333333333333333,15.0,0.6666666666666666,68.0,68.0,0.4,205,0.6666666666666666,14.0,0.5714285714285714,14.0,1.0,-19.8,0.4459459459459459,0.6,0.6666666666666666,0.5,0.32432432432432434,0.4,0.4,0.0,0.8,0.4400000000000001,0.4594594594594595,-7.2,7.0,0.6,32.0,8.334889273587766,16.0,0.0,0,0.3333333333333333,201210140crd,0.6,-2.6,-18.9,0.4,0.4594594594594595,0.5476190476190477,0.4,0.3333333333333333,0.6,-7.5,0.6,-5.5,16.0,0.6,0.0,1.0,34.72904925994952,0.5,-28.6,-1.0,10.954953051665726,0.8,22.6565774911062,0.4,0.4,-5.0,0.6666666666666666,1.6,0.4,6.0,0.5,0.5476190476190477,0.4047619047619048,10.0,0.4594594594594595,-1,-1,6,2012,-3,5.5,-3,training,0
1,17.0,0.0,0.5294328528952108,1.0,0.4705882352941176,19.0,0.4,0.5094339622641509,0.875,2.2,28.401040497089177,1,8.0,1.0,44.5,1.0,-2.0,1,-13.8,3,0.5,5.0,0.4,0.6875,6.0,0.4411764705882353,0.5,1.0,0,0.4375,0.8125,44.0,62.0,0.375,45.5,0.5,0.0,-380,0.48,0.4857142857142857,9.0,2.0,0.5,0.0,13.0,0.0,0.5588235294117647,1.0,0.6857142857142857,-9.0,0.5,0.875,28.401040497089177,0.75,0.4375,15.0,0.75,13.0,2.0,0.4411764705882353,310,0.8125,15.0,0.6470588235294118,13.0,0.3333333333333333,8.3,0.51,0.65625,0.625,1.0,0.6981132075471698,0.6470588235294118,0.4,1.0,1.0,0.5190258251586375,0.5,41.4,5.0,0.9,19.0,0.0,17.0,0.0,1,0.375,201301120den,0.6875,36.6,22.1,0.4705882352941176,0.5,0.6029411764705882,0.6470588235294118,0.5,0.71875,3.0,0.71875,-9.0,17.0,0.65625,0.0,-2.0,28.401040497089177,0.5,9.8,0.0,28.401040497089177,0.8125,0.0,0.4411764705882353,0.4,-9.5,0.6875,0.7,0.4411764705882353,1.0,1.0,0.5588235294117647,0.4857142857142857,13.0,0.52,-1,-1,19,2012,-3,9.0,-3,training,2
1,21.0,0.0,0.6727272727272727,1.0,0.6363636363636364,13.0,0.5,0.6222222222222222,1.0,-5.6,40.375716962055286,0,6.0,1.0,48.5,0.6,0.0,2,-18.2,2,0.375,0.0,0.5,0.6363636363636364,11.0,0.5454545454545454,0.6,0.6,0,0.2,0.9090909090909092,48.0,62.0,0.25,45.5,0.3,0.0,-280,0.6777777777777778,0.5185185185185185,-1.4,6.0,0.5555555555555556,0.0,3.0,0.0,0.6551724137931034,1.0,0.5925925925925926,-5.0,0.6555555555555556,0.5,10.642923144199507,0.5,0.2,18.0,0.6,41.0,41.0,0.5909090909090909,230,0.6,18.0,0.7586206896551724,1.0,0.33333333333333337,23.3,0.6555555555555556,0.6363636363636364,0.5,0.5,0.6666666666666666,0.8181818181818182,0.4,0.0,1.0,0.8090909090909091,0.6,37.6,1.0,0.6,12.0,0.0,21.0,0.0,1,0.25,201312020sea,0.6363636363636364,37.9,12.2,0.6363636363636364,0.6111111111111112,0.6379310344827587,0.8181818181818182,0.5,0.5909090909090909,20.0,0.5909090909090909,-6.5,20.0,0.6363636363636364,0.0,-3.0,36.76163622496964,0.5,24.2,0.0,0.0,0.9090909090909092,0.0,0.5909090909090909,0.8,-5.0,0.6,7.4,0.5454545454545454,19.0,0.5,0.6896551724137931,0.5370370370370371,15.0,0.6444444444444445,1,1,13,2013,27,6.5,27,training,3
1,12.0,0.0,0.4,1.0,0.75,5.0,0.8,0.4342105263157895,0.5,-6.5,3.4944659629333894,0,0.0,0.5,47.0,0.8,0.0,1,8.3,2,0.5,6.0,0.7,0.75,7.0,0.75,0.5,0.8,0,0.5,0.75,48.0,0.0,0.5,46.0,0.5,0.0,-235,0.5,0.35,-2.7,10.0,0.325,0.0,25.0,1.0,0.6,0.0,0.25,-6.5,0.5,0.5,3.4944659629333894,0.5,0.5,12.0,0.5,68.0,68.0,0.75,195,0.5,12.0,0.55,8.0,1.0,-8.1,0.4861111111111111,0.75,0.5,0.5,0.4736842105263158,0.75,0.8,0.0,0.6,0.65,0.4473684210526316,0.5,23.0,0.8,12.0,0.0,13.0,0.0,1,0.5,201410050dal,0.75,7.1,12.1,0.75,0.4473684210526316,0.575,0.75,0.5,0.75,-11.1,0.75,-4.5,12.0,0.75,0.0,0.0,3.4944659629333894,0.5,-7.2,0.0,3.4944659629333894,0.75,0.0,0.75,0.6,-4.0,0.5,3.3,0.75,23.0,0.5,0.6,0.35,7.0,0.5277777777777778,-1,1,5,2014,3,4.5,3,training,0
1,13.0,0.0,0.4571428571428572,1.0,0.42857142857142855,8.0,0.2,0.4487179487179487,0.25,-10.5,5.1041568164688,0,16.0,0.25,40.5,0.2,0.0,1,2.3,1,0.6666666666666666,6.0,0.2,0.2857142857142857,7.0,0.42857142857142855,0.6666666666666666,0.2,0,0.6666666666666666,0.14285714285714285,40.0,44.0,0.6666666666666666,41.0,0.6666666666666666,3.0867435836597257,-161,0.4615384615384616,0.4782608695652174,5.5,28.0,0.4565217391304348,0.0,29.0,1.0,0.4782608695652174,1.0,0.43478260869565216,-3.0,0.4487179487179487,0.25,5.1041568164688,0.0,0.6666666666666666,13.0,0.0,59.0,59.0,0.42857142857142855,136,0.25,13.0,0.39130434782608703,7.0,0.6,-1.0,0.5,0.21428571428571427,0.0,0.5,0.41025641025641024,0.5714285714285714,0.2,0.0,0.0,0.3857142857142857,0.4615384615384616,-13.7,21.0,0.2,4.0,1.135549532839223,13.0,1.0,0,0.6666666666666666,201410260nyj,0.2857142857142857,-14.7,-16.2,0.42857142857142855,0.4615384615384616,0.5652173913043478,0.5714285714285714,0.6666666666666666,0.42857142857142855,-16.5,0.42857142857142855,-3.0,13.0,0.21428571428571427,0.0,0.0,5.1041568164688,0.5,-0.4,0.0,5.1041568164688,0.14285714285714285,3.0867435836597257,0.42857142857142855,0.4,-2.5,0.0,3.9,0.42857142857142855,3.0,0.5,0.5,0.4782608695652174,10.0,0.38461538461538464,-1,-1,8,2014,-20,3.0,-20,training,1
1,21.0,0.0,0.6799999999999999,1.0,0.6,6.0,0.6,0.4459459459459459,0.5,-1.6,1.4240682962993834,1,6.0,0.5,49.5,0.4,0.0,1,-12.8,2,1.0,0.0,0.6,0.4,8.0,0.6,0.5,0.4,0,1.0,0.4,50.5,49.0,1.0,49.5,1.0,0.0,-205,0.4868421052631579,0.4761904761904762,3.8,22.0,0.4523809523809524,0.0,7.0,0.0,0.5238095238095238,1.0,0.42857142857142855,-5.0,0.5,0.5,1.0203895593405783,0.5,1.0,21.0,0.5,44.0,44.0,0.6,175,0.5,21.0,0.5714285714285714,14.0,0.6,10.4,0.4868421052631579,0.4,0.5,0.5,0.4324324324324325,0.6,0.6,0.0,0.4,0.58,0.4594594594594595,7.7,7.0,0.4,13.0,0.0,21.0,1.0,1,1.0,201510190phi,0.4,8.8,-5.0,0.6,0.4594594594594595,0.4761904761904762,0.6,0.5,0.4,9.8,0.4,-3.5,21.0,0.4,0.0,0.0,1.4240682962993834,0.75,15.3,0.0,1.4240682962993834,0.4,0.0,0.6,0.6,-4.0,0.5,1.0,0.6,7.0,1.0,0.5,0.4761904761904762,8.0,0.5789473684210527,1,1,6,2015,20,3.5,20,training,0
