team_history___v_pfr_wr_past_5_games,travel___v_body_clock_from_last_wk,team_history___v_ovr_wr_ytd,travel___v_travel_from_last_game,travel___h_travel_from_last_game_decay,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,rankings___v__offensedvoa,time_date___day_of_week,team_history___v_open_wr_past_2_seasons,rankings___h__dave_or_wtddvoa,home_field___v_consecutive_visitor,team_history___v_close_wr_past_5_games,home_field___h_is_home,travel___h_same_stadium_last_game,team_history___h_open_wr_past_2_seasons,rankings___v__s_t_rank,home_field___h_home__open_wr_ytd,home_field___h_home__close_wr_last_4_games,line___h_ml,line___open_ou,home_field___h_home__ovr_wr_last_4_games,team_history___h_open_wr_past_5_games,travel___h_travel_from_last_game,home_field___v_visitor__ovr_wr_last_4_games,home_field___h_home__pfr_wr_ytd,matchup___is_same_conf,travel___h_body_clock_from_last_wk,time_date___game_time_eastern,team_history___v_open_wr_past_5_games,matchup___h_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_pfr_wr_past_2_seasons,line___close_ou,rankings___h__defensedvoa,rankings___v__dave_or_wtddvoa,time_date___is_sunday,home_field___v_visitor__pfr_wr_ytd,travel___h_tz_change_last_10_days,rankings___v__defensedvoa,team_history___v_open_wr_ytd,home_field___v_visitor__open_wr_ytd,weather___humidity_pct,travel___v_tz_change_last_game,team_history___h_pfr_wr_ytd,weather___wind_chill,team_history___v_ovr_wr_past_5_games,weather___wind_mph,matchup___h_wr_past_5_games,team_history___v_close_wr_past_2_seasons,weather___is_grass,rankings___v__off_rank,line___h_close_line,weather___temperature,travel___v_home_body_time,team_history___v_ovr_wr_past_2_seasons,rankings___h__estim_winrate,team_history___v_close_wr_ytd,rankings___h__totaldvoa,time_date___game_time_local,home_field___h_home__pfr_wr_last_8_games,home_field___v_is_home,team_history___h_pfr_wr_past_5_games,rankings___h__offensedvoa,rankings___h__def_rank,team_history___h_open_wr_past_3_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_pfr_wr_past_3_seasons,rankings___h__off_rank,travel___h_days_since_last_game,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__pfr_wr_last_4_games,team_history___h_close_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___h_open_wr_ytd,home_field___v_visitor__close_wr_ytd,team_history___v_open_wr_past_3_seasons,team_history___v_close_wr_past_3_seasons,home_field___h_home__close_wr_ytd,matchup___is_same_division,home_field___h_home__open_wr_last_8_games,team_history___h_ovr_wr_past_2_seasons,travel___h_tz_change_last_game,home_field___h_home__open_wr_last_4_games,game_id,team_history___v_pfr_wr_past_2_seasons,home_field___h_consecutive_home,team_history___h_ovr_wr_past_5_games,line___h_open_line,home_field___h_home__close_wr_last_8_games,home_field___v_visitor__pfr_wr_last_8_games,line___h_pfr_line,time_date___week_id,travel___v_travel_from_last_game_decay,line___pfr_ou,team_history___h_close_wr_ytd,home_field___v_visitor__ovr_wr_last_8_games,team_history___h_ovr_wr_ytd,travel___v_tz_change_last_10_days,team_history___h_ovr_wr_past_3_seasons,rankings___h__s_t_rank,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,matchup___h_wr_past_2_seasons,weather___is_dome,rankings___v__def_rank,rankings___v__estim_winrate,home_field___v_visitor__close_wr_last_8_games,rankings___h__s_t_dvoa,travel___v_days_since_last_game,time_date___is_superbowl,travel___h_travel_from_last_10_days,rankings___v__s_t_dvoa,matchup___h_wr_ytd,rankings___v__totaldvoa,team_history___v_pfr_wr_past_3_seasons,line___v_ml,travel___v_same_stadium_last_game,time_date___is_playoffs,travel___v_dist_from_home,team_history___v_pfr_wr_ytd,travel___v_travel_from_last_10_days,home_field___v_visitor__open_wr_last_4_games,home_field___h_home__ovr_wr_ytd,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,label,dataset,fold
0.0,13.0,0.0,15.20661384456776,12.953220054488385,0.0,0.0,-20.7,6.0,0.0,21.6,2,0.0,1.0,0,1.0,24.0,1.0,1.0,-800,45.0,1.0,1.0,12.953220054488385,0.0,1.0,1.0,12.0,13.0,0.0,0.5,1.0,1.0,47.0,-9.3,-32.3,1.0,0.0,0.0,14.1,0.0,0.0,58.0,-1.0,1.0,85.0,0.0,0.0,0.5,0.0,0,27.0,-13.0,85.0,12.0,0.0,0.5190258251586375,0.0,60.1,12.0,1.0,0.0,1.0,46.7,9.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,200709300dal,0.0,1,1.0,-11.0,1.0,0.0,-13.0,4.0,15.20661384456776,47.0,1.0,0.0,1.0,-1.0,1.0,11.0,0.0,0.0,0.5,1,22.0,0.5294328528952108,0.0,4.1,7.0,0.0,12.953220054488385,-6.5,0.5,-41.4,0.0,600,0,0.0,8.87394091937173,0.0,15.20661384456776,0.0,1.0,1,1,4,2007,28,13.0,1,training,1
0.25,13.0,0.0,15.622924121917773,11.739163794210382,0.5,0.5,1.3,6.0,0.25,-3.6,1,0.25,1.0,0,0.5,22.0,0.5,1.0,-215,42.5,0.5,0.5,11.739163794210382,0.0,0.75,1.0,13.0,13.0,0.25,0.5,0.75,0.75,43.5,2.3,-20.0,1.0,0.25,-1.0,22.4,0.25,0.25,0.0,-1.0,0.75,68.0,0.0,0.0,0.5,0.25,1,18.0,-4.5,68.0,13.0,0.0,0.45,0.25,5.5,12.0,1.0,0.0,0.75,-2.8,17.0,0.5,0.75,0.75,20.0,7.0,0.5,1.0,0.75,0.0,0.5,0.25,0.25,0.25,0.75,0.0,0.5,0.5,-1.0,0.5,200710070htx,0.25,1,0.5,-5.5,1.0,0.5,-5.5,5.0,15.622924121917773,43.5,0.75,0.0,0.5,-1.0,0.5,1.0,0.0,0.5,0.5,1,29.0,0.275,0.5,10.6,7.0,0.0,11.739163794210382,-2.7,0.5,-23.8,0.25,185,0,0.0,15.622924121917773,0.25,15.622924121917773,0.5,0.5,-1,1,5,2007,3,4.5,1,training,2
0.6,12.0,0.6,7.032543750791744,1.989209829480024,0.5,0.5,13.4,6.0,0.5238095238095238,-26.7,1,0.6,1.0,0,0.4545454545454545,15.0,0.5,0.5,320,43.0,0.0,0.6,1.989209829480024,0.5,0.5,0.0,13.0,13.0,0.6,0.5,0.6,0.4318181818181818,41.5,18.3,19.6,1.0,0.6,0.0,-15.8,0.6,0.6,45.0,1.0,0.5,50.0,0.6,12.0,0.5,0.5,1,12.0,9.0,50.0,12.0,0.42857142857142855,0.26666666666666666,0.6,-30.7,13.0,0.5,0.0,0.6,-26.1,27.0,0.5394736842105263,0.5789473684210527,0.5657894736842105,31.0,7.0,0.0,0.5,0.4545454545454545,0.5897435897435898,0.5,0.6,0.6153846153846154,0.6153846153846154,0.5,0.0,0.5,0.2272727272727273,0.0,0.5,200910250cle,0.5238095238095238,1,0.2,6.5,0.5,0.5,9.0,7.0,7.032543750791744,41.5,0.5,0.5,0.16666666666666666,1.0,0.3947368421052632,1.0,0.6,0.5,0.5,1,4.0,0.82,0.5,13.8,7.0,0.0,1.989209829480024,-0.3,0.5,28.9,0.6282051282051282,-400,0,0.0,7.032543750791744,0.6,7.032543750791744,0.5,0.16666666666666666,-1,-1,7,2009,-28,9.0,0,training,1
0.4,13.0,0.6363636363636364,11.090170542372197,0.0,0.5,0.6,14.0,6.0,0.6,-2.8,1,0.4,1.0,1,0.6071428571428571,4.0,0.6363636363636364,0.75,190,44.5,1.0,0.6,0.0,0.5,0.6363636363636364,1.0,13.0,13.0,0.4,0.0,0.6,0.5714285714285714,43.5,11.1,28.6,1.0,0.5454545454545454,0.0,-11.0,0.5454545454545454,0.5454545454545454,0.0,0.0,0.6363636363636364,68.0,0.6,0.0,0.0,0.6,0,12.0,4.0,68.0,13.0,0.6166666666666667,0.5,0.5454545454545454,-1.3,13.0,0.8,0.0,0.6,9.8,25.0,0.5681818181818182,0.5340909090909091,0.5454545454545454,17.0,7.0,1.0,0.75,0.5714285714285714,0.5760869565217391,0.6363636363636364,0.5454545454545454,0.5652173913043478,0.5652173913043478,0.6363636363636364,0.0,0.8,0.6071428571428571,0.0,0.75,200912060atl,0.6,2,0.4,3.0,0.8,0.6,4.0,13.0,11.090170542372197,43.5,0.6363636363636364,0.6,0.5454545454545454,0.0,0.4772727272727273,19.0,0.6363636363636364,0.5,0.0,1,3.0,0.6818181818181818,0.6,0.0,7.0,0.0,0.0,5.7,0.5,30.6,0.5652173913043478,-230,0,0.0,11.090170542372197,0.5454545454545454,11.090170542372197,0.5,0.5454545454545454,-1,-1,13,2009,-27,4.0,0,training,2
0.6,11.0,0.35714285714285715,23.387046372767983,13.018451979052664,0.75,0.5714285714285714,-21.7,6.0,0.4666666666666667,-23.2,2,0.6,1.0,0,0.5,13.0,0.5714285714285714,0.5,-180,37.5,0.25,1.0,13.018451979052664,0.5,0.5714285714285714,1.0,12.0,13.0,0.6,0.0,1.0,0.4833333333333333,37.0,21.9,-28.8,1.0,0.5,1.0,10.5,0.5,0.5,84.0,2.0,0.5714285714285714,30.0,0.6,6.0,0.0,0.4666666666666667,1,29.0,-3.0,34.0,10.0,0.3333333333333333,0.3,0.5,-27.8,13.0,0.5,0.0,1.0,-14.8,32.0,0.5543478260869565,0.5869565217391305,0.5760869565217391,25.0,7.0,0.16666666666666666,0.5,0.5,0.3043478260869565,0.5714285714285714,0.5,0.43478260869565216,0.43478260869565216,0.5714285714285714,0.0,0.5,0.2333333333333333,1.0,0.5,200912270cle,0.4666666666666667,1,0.4,-3.0,0.5,0.5714285714285714,-3.0,16.0,23.387046372767983,37.0,0.5714285714285714,0.42857142857142855,0.21428571428571427,2.0,0.3695652173913043,1.0,0.35714285714285715,0.75,0.5,1,26.0,0.2857142857142857,0.5714285714285714,8.9,7.0,0.0,13.018451979052664,1.2,0.5,-31.1,0.43478260869565216,160,0,0.0,40.674765407657866,0.5,23.387046372767983,0.75,0.21428571428571427,1,1,16,2009,14,3.0,1,training,0
0.4,13.0,0.5,0.0,0.0,0.5,0.5,1.7395365677045609,6.0,0.5625,0.5583272990586526,1,0.4,1.0,0,0.375,16.32440260680666,0.5,0.5,-175,41.5,0.5,0.4,0.0,0.5,0.5,1.0,13.0,13.0,0.4,1.0,0.2,0.3125,41.5,1.1731354091238233,1.3540188269370024,1.0,0.5,0.0,0.32541636495293264,0.5,0.5,67.0,0.0,0.5,90.0,0.2,10.0,1.0,0.5625,1,16.07313540912382,-3.0,90.0,11.0,0.5,0.5190258251586375,0.5,0.07465604634322998,13.0,0.5,0.0,0.2,1.3056480811006512,16.55503258508327,0.34375,0.28125,0.28125,16.30955829109341,300.0,0.5,0.5,0.3125,0.5,0.5,0.5,0.453125,0.421875,0.5,0.0,0.5,0.4375,0.0,0.5,201009120jax,0.5625,1,0.2,-1.5,0.5,0.5,-3.0,1.0,0.0,41.5,0.5,0.5,0.5,0.0,0.375,16.484069514844315,0.5,0.5,0.5,1,16.03874004344678,0.5294328528952108,0.5,-0.05716871832005794,300.0,0.0,0.0,0.08030412744388128,0.5,1.493229543808834,0.421875,155,0,0.0,25.20868315184273,0.5,0.0,0.5,0.5,1,1,1,2010,7,3.0,1,training,0
0.2,16.0,0.3,46.28967384549171,33.36909915470449,0.25,0.4,-13.9,6.0,0.5384615384615384,-11.6,1,0.2,1.0,0,0.5178571428571429,17.0,0.65,0.75,-155,37.5,0.5,0.7,33.36909915470449,0.25,0.65,1.0,15.0,16.0,0.2,0.5,0.7,0.5178571428571429,37.0,0.4,-14.0,1.0,0.4,-2.0,-2.3,0.4,0.4,0.0,-3.0,0.65,52.0,0.0,13.0,0.5,0.5192307692307693,0,27.0,-3.0,52.0,16.0,0.3461538461538461,0.42,0.4,-13.9,13.0,0.75,0.0,0.7,-13.1,13.0,0.4659090909090909,0.4659090909090909,0.4659090909090909,26.0,7.0,0.5,0.75,0.5178571428571429,0.30952380952380953,0.65,0.4,0.5119047619047619,0.4880952380952381,0.65,0.0,0.75,0.42857142857142855,-2.0,0.75,201111270sea,0.5384615384615384,1,0.4,-4.5,0.75,0.4,-3.0,12.0,46.28967384549171,37.5,0.65,0.2,0.4,-3.0,0.3863636363636364,19.0,0.3,0.25,0.5,1,9.0,0.41,0.4,-0.4,7.0,0.0,33.36909915470449,0.1,0.5,-11.5,0.5,135,0,0.0,46.28967384549171,0.4,46.28967384549171,0.25,0.4,-1,-1,12,2011,-6,3.0,0,training,1
0.4,10.0,1.0,33.20880736186109,37.708495036032666,0.5,0.5,17.6,6.0,0.4705882352941176,11.3,1,0.4,1.0,0,0.4722222222222222,25.0,1.0,0.5,-180,45.5,0.5,0.6,37.708495036032666,0.5,1.0,1.0,10.0,13.0,0.4,0.5,0.6,0.5277777777777778,48.0,-24.3,7.2,1.0,1.0,3.0,-16.1,1.0,1.0,47.0,3.0,1.0,69.0,0.4,6.0,0.6,0.4705882352941176,0,11.0,-3.0,69.0,10.0,0.5882352941176471,0.5190258251586375,1.0,58.3,13.0,0.5,0.0,0.6,38.6,7.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,6.0,7.0,0.5,0.5,0.5277777777777778,0.5714285714285714,1.0,1.0,0.5571428571428572,0.5571428571428572,1.0,0.0,0.5,0.6388888888888888,3.0,0.5,201509200cin,0.4705882352941176,1,0.6,-3.5,0.5,0.5,-3.0,2.0,33.20880736186109,47.0,1.0,0.5,1.0,3.0,0.6428571428571429,22.0,1.0,0.5,0.5,1,9.0,0.5294328528952108,0.5,-4.6,7.0,0.0,37.708495036032666,-10.3,0.5,23.4,0.5571428571428572,160,0,0.0,33.20880736186109,1.0,33.20880736186109,0.5,1.0,1,1,2,2015,5,3.0,1,training,0
0.4,19.0,0.2222222222222222,7.777636709316006,10.262776284578157,0.5,0.5,-16.4,3.0,0.32,-13.8,1,0.4,1.0,0,0.48,24.0,0.5,0.3333333333333333,-145,44.0,0.3333333333333333,0.6,10.262776284578157,0.5,0.5,1.0,20.0,20.0,0.4,0.5,0.6,0.46,42.0,2.5,-18.4,0.0,0.5,0.0,-2.0,0.5555555555555556,0.5555555555555556,90.0,1.0,0.5555555555555556,75.0,0.2,5.0,0.4,0.3,1,29.0,-2.5,75.0,19.0,0.16,0.4111111111111112,0.4444444444444444,-13.1,20.0,0.3333333333333333,0.0,0.6,-5.1,18.0,0.4390243902439024,0.4146341463414634,0.4146341463414634,21.0,4.0,0.3333333333333333,0.3333333333333333,0.46,0.2682926829268293,0.5555555555555556,0.4444444444444444,0.3780487804878049,0.3780487804878049,0.5,1.0,0.3333333333333333,0.24,0.0,0.3333333333333333,201511190jax,0.3,1,0.4,-3.0,0.3333333333333333,0.5,-2.5,11.0,7.777636709316006,43.0,0.5555555555555556,0.5,0.3333333333333333,1.0,0.24390243902439024,30.0,0.2222222222222222,0.5,0.5,1,13.0,0.43333333333333335,0.5,-5.5,4.0,0.0,10.262776284578157,-2.5,0.5,-16.9,0.3780487804878049,125,0,0.0,7.777636709316006,0.5,7.777636709316006,0.5,0.25,1,1,11,2015,6,2.5,1,training,0
0.6,12.0,0.5833333333333334,8.233557098848593,0.0,0.5,0.3333333333333333,5.4,6.0,0.5833333333333334,-6.6,2,0.6,1.0,1,0.5416666666666666,3.0,0.5416666666666666,0.5,110,41.0,0.75,0.4,0.0,0.5,0.5,1.0,12.0,13.0,0.6,0.5,0.4,0.5,40.0,-11.5,18.5,1.0,0.5833333333333334,0.0,-4.8,0.5833333333333334,0.5833333333333334,85.0,0.0,0.5,69.0,0.6,7.0,0.5,0.5833333333333334,1,13.0,2.0,69.0,10.0,0.5833333333333334,0.4916666666666667,0.5833333333333334,-2.8,12.0,0.5,0.0,0.4,-10.4,3.0,0.5416666666666666,0.5416666666666666,0.5,24.0,7.0,0.6666666666666666,0.5,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.0,0.5,0.5833333333333334,0.0,0.5,200712090oti,0.5833333333333334,2,0.4,0.0,0.5833333333333334,0.3333333333333333,1.0,14.0,8.233557098848593,40.0,0.5416666666666666,0.3333333333333333,0.5833333333333334,0.0,0.5833333333333334,28.0,0.5833333333333334,0.5,0.5,1,10.0,0.5833333333333334,0.3333333333333333,-3.9,7.0,0.0,0.0,6.2,0.5,16.4,0.5833333333333334,-130,0,0.0,30.536061643430706,0.5833333333333334,8.233557098848593,0.5,0.5833333333333334,-1,-1,14,2007,-6,2.0,0,training,4
