game_id,dataset,did_cover_sbr,did_win,final_margin,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,regression_label,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__off_rank,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___h__s_t_rank,rankings___h__totaldvoa,rankings___v__dave_or_wtddvoa,rankings___v__def_rank,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__off_rank,rankings___v__offensedvoa,rankings___v__s_t_dvoa,rankings___v__s_t_rank,rankings___v__totaldvoa,sbr_spread,season,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph,week_id,regression_score
200910250cle,training,-1,-1,-28,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.16666666666666666,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,-28.0,41.5,9.0,320,6.5,9.0,43.0,41.5,-400,0.5,0.5,0.5,0.5,0.0,0.0,-26.7,27.0,18.3,0.26666666666666666,31.0,-26.1,13.8,1.0,-30.7,19.6,4.0,-15.8,0.82,12.0,13.4,-0.3,15.0,28.9,9.0,2009,0.4545454545454545,0.5789473684210527,0.6,0.5,0.4545454545454545,0.5394736842105263,0.6,0.5,0.2272727272727273,0.3947368421052632,0.2,0.16666666666666666,0.4318181818181818,0.5657894736842105,0.6,0.5,0.5,0.6153846153846154,0.6,0.6,0.5238095238095238,0.6153846153846154,0.6,0.6,0.42857142857142855,0.5897435897435898,0.6,0.6,0.5238095238095238,0.6282051282051282,0.6,0.6,6.0,13.0,13.0,0.0,1.0,0.0,7.0,13.0,7.0,0,1.989209829480024,1.989209829480024,1.989209829480024,0.0,0.0,12.0,7.0,7.032543750791744,12.0,0,7.032543750791744,7.032543750791744,7.032543750791744,1.0,1.0,45.0,1,1,50.0,50.0,12.0,7,-8.393045
201510250kan,training,1,1,10,0.0,1,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,1.0,1,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.75,10.0,41.5,-3.5,-195,-2.5,-3.0,44.0,43.0,170,0.0,0.0,0.25,0.5,1.0,0.0,-2.5,24.0,7.3,0.3666666666666667,13.0,-0.6,3.6,5.0,-4.3,17.4,14.0,-0.4,0.6666666666666666,5.0,19.8,0.7,16.0,20.9,3.5,2015,0.5227272727272727,0.5256410256410257,0.0,0.16666666666666666,0.5227272727272727,0.5641025641025641,0.0,0.16666666666666666,0.4545454545454545,0.5384615384615384,0.0,0.16666666666666666,0.5227272727272727,0.5256410256410257,0.0,0.16666666666666666,0.6086956521739131,0.5897435897435898,0.9,0.8333333333333334,0.5652173913043478,0.5641025641025641,0.8,0.6666666666666666,0.6521739130434783,0.5897435897435898,0.8,0.6666666666666666,0.5869565217391305,0.5769230769230769,0.8,0.75,6.0,13.0,12.0,0.0,1.0,0.0,7.0,12.0,7.0,0,6.059326446413008,6.059326446413008,6.059326446413008,0.0,0.0,13.0,7.0,14.53542393919076,13.0,0,14.53542393919076,14.53542393919076,14.53542393919076,-1.0,-1.0,57.0,1,1,58.0,58.0,7.0,7,3.3735826
201309080det,training,1,1,10,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10.0,47.5,-4.5,-210,-3.5,-4.5,47.0,46.0,177,0.0,0.5,0.6,0.5,1.0,1.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,4.5,2013,0.375,0.4090909090909091,0.2,0.5,0.375,0.42424242424242425,0.2,0.5,0.25,0.42424242424242425,0.0,0.5,0.375,0.4090909090909091,0.2,0.5,0.5294117647058824,0.4848484848484849,0.8,0.5,0.5882352941176471,0.5151515151515151,0.8,0.5,0.5882352941176471,0.3939393939393939,0.8,0.5,0.5294117647058824,0.4848484848484849,0.8,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,10.546683496820227,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0,1,8.193071
201210070sfo,training,1,1,42,0.0,1,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,42.0,45.5,-10.0,-505,-10.0,-10.0,44.0,45.0,400,0.5,0.5,1.0,0.5,0.0,0.0,20.4,4.0,-19.3,0.95,5.0,16.5,-1.3,21.0,34.6,-7.1,26.0,13.6,0.325,18.0,-3.1,3.1,11.0,-13.6,10.0,2012,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7727272727272727,0.6052631578947368,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.425,0.4722222222222222,0.4,0.5,0.425,0.4305555555555556,0.4,0.5,0.4,0.3333333333333333,0.4,0.5,0.425,0.4722222222222222,0.4,0.5,6.0,16.0,13.0,0.0,1.0,0.0,5.0,16.0,7.0,0,48.41109979173916,48.41109979173916,48.41109979173916,-3.0,-3.0,16.0,7.0,43.891798091946534,16.0,0,43.891798091946534,43.891798091946534,43.891798091946534,-3.0,-3.0,70.0,1,1,62.0,62.0,8.0,5,12.066241
201509130tam,training,-1,-1,-28,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-28.0,40.0,-3.0,-160,-3.0,-3.0,42.0,41.0,140,0.5,0.5,0.5,0.5,0.0,0.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,3.0,2015,0.4375,0.40625,0.6,0.5,0.4375,0.40625,0.6,0.5,0.125,0.1875,0.0,0.5,0.4375,0.40625,0.6,0.5,0.21875,0.359375,0.0,0.5,0.1875,0.328125,0.0,0.5,0.125,0.28125,0.0,0.5,0.1875,0.34375,0.0,0.5,6.0,16.0,16.0,0.0,1.0,0.0,1.0,16.0,300.0,0,0.0,0.0,0.0,0.0,0.0,16.0,300.0,9.235887032505321,15.0,0,0.0,0.0,0.0,0.0,0.0,66.0,1,1,84.0,84.0,8.0,1,0.16573757
200712160tam,training,1,1,34,0.0,1,0.75,0.8333333333333334,0.6153846153846154,0.625,0.75,0.5769230769230769,0.75,0.8333333333333334,0.6153846153846154,0.75,0.8333333333333334,0.6153846153846154,1.0,1,0.0,0.625,0.5833333333333334,0.4230769230769231,0.75,0.6666666666666666,0.4615384615384616,0.25,0.16666666666666666,0.2307692307692308,0.75,0.6666666666666666,0.4615384615384616,34.0,37.5,-13.0,-800,-11.5,-12.5,39.0,37.5,600,1.0,1.0,1.0,1.0,1.0,1.0,16.4,6.0,-7.9,0.6461538461538462,8.0,12.2,-2.6,22.0,17.5,-26.9,29.0,12.6,0.3153846153846154,26.0,-13.9,0.1,16.0,-26.4,13.0,2007,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.5769230769230769,0.5769230769230769,0.8,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.4230769230769231,0.4230769230769231,0.2,0.4230769230769231,0.4615384615384616,0.4615384615384616,0.2,0.4615384615384616,0.2307692307692308,0.2307692307692308,0.2,0.2307692307692308,0.4615384615384616,0.4615384615384616,0.2,0.4615384615384616,6.0,13.0,13.0,0.0,1.0,0.0,15.0,12.0,7.0,0,13.020132921061135,13.020132921061135,13.020132921061135,1.0,1.0,13.0,6.0,6.0856093645419005,13.0,0,6.0856093645419005,6.0856093645419005,6.0856093645419005,0.0,0.0,60.0,1,1,68.0,68.0,25.0,15,1.4762836
200909270nyj,training,1,1,7,0.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,7.0,36.0,-1.0,-130,-2.0,-1.0,38.0,36.0,110,1.0,0.5,0.5,0.5,1.0,0.0,-4.8,6.0,-17.7,0.5190258251586375,15.0,7.7,9.9,1.0,35.3,11.8,17.0,4.6,0.5294328528952108,14.0,8.9,-11.1,31.0,-6.7,1.0,2009,0.5,0.4558823529411765,0.4,1.0,0.5,0.4558823529411765,0.4,1.0,0.6111111111111112,0.4411764705882353,0.6,1.0,0.5,0.4558823529411765,0.4,1.0,0.7105263157894737,0.6111111111111112,0.4,0.5,0.6578947368421053,0.5833333333333334,0.4,0.5,0.6842105263157895,0.6388888888888888,0.2,0.0,0.6842105263157895,0.5833333333333334,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,3.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,12.0,7.0,13.517869550761311,12.0,0,13.517869550761311,13.517869550761311,13.517869550761311,1.0,1.0,90.0,1,0,66.0,66.0,8.0,3,2.7172585
200911290phi,training,-1,1,3,0.0,1,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,1.0,2,0.0,0.5,0.5,0.35,0.5,0.5,0.35,0.0,0.0,0.3,0.5,0.5,0.35,3.0,40.5,-10.0,-480,-9.0,-10.0,41.0,40.5,405,0.3333333333333333,0.4,0.4,1.0,1.0,1.0,28.6,2.0,-10.9,0.6799999999999999,12.0,14.2,5.3,4.0,30.4,-8.7,11.0,-3.0,0.42,24.0,-11.4,-1.0,22.0,-9.4,10.0,2009,0.6206896551724138,0.5777777777777777,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.603448275862069,0.5666666666666667,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.38461538461538464,0.4186046511627907,0.4,0.35,0.3461538461538461,0.4069767441860465,0.4,0.35,0.4230769230769231,0.4651162790697674,0.2,0.3,0.40384615384615385,0.4302325581395349,0.4,0.35,6.0,13.0,13.0,0.0,1.0,0.0,12.0,12.0,7.0,0,12.602775297564412,12.602775297564412,12.602775297564412,1.0,1.0,12.0,7.0,1.9661519946586024,13.0,0,23.06261102696093,23.06261102696093,23.06261102696093,1.0,1.0,52.0,1,1,56.0,56.0,10.0,12,6.7160473
201101160chi,training,1,1,11,0.0,1,0.75,0.5,0.59375,0.75,0.5,0.6875,0.75,0.625,0.6875,0.75,0.5,0.59375,1.0,1,0.0,0.25,0.25,0.4705882352941176,0.25,0.25,0.4705882352941176,0.25,0.25,0.4705882352941176,0.25,0.25,0.4705882352941176,11.0,43.0,-10.0,-450,-10.0,-10.0,40.0,43.0,350,0.5,0.5,0.3333333333333333,0.0,1.0,0.0,11.5,5.0,-7.8,0.5190258251586375,28.0,-12.0,7.2,1.0,3.0,-31.7,29.0,15.0,0.5294328528952108,29.0,-14.3,5.8,3.0,-23.6,10.0,2010,0.484375,0.46875,0.6,0.59375,0.53125,0.5,0.8,0.6875,0.5625,0.5625,0.6,0.6875,0.484375,0.46875,0.6,0.59375,0.42424242424242425,0.4387755102040816,0.4,0.4705882352941176,0.42424242424242425,0.4489795918367347,0.4,0.4705882352941176,0.3939393939393939,0.3469387755102041,0.4,0.4705882352941176,0.42424242424242425,0.4387755102040816,0.4,0.4705882352941176,6.0,13.0,12.0,1.0,1.0,0.0,19.0,12.0,14.0,0,0.0,2.676431224317191,0.2595387985589752,0.0,0.0,10.0,8.0,35.18508809737443,10.0,0,35.18508809737443,35.18508809737443,25.211218192509712,2.0,2.0,55.0,1,1,24.0,19.0,4.0,19,9.472255
201109110crd,training,1,1,7,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.0,37.5,-6.5,-320,-3.0,-7.0,38.0,37.5,260,0.0,0.0,0.2,0.5,1.0,0.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,6.5,2011,0.3125,0.4411764705882353,0.4,0.5,0.3125,0.4117647058823529,0.4,0.5,0.3125,0.4705882352941176,0.4,0.5,0.3125,0.4117647058823529,0.4,0.5,0.25,0.40625,0.2,0.5,0.25,0.40625,0.2,0.5,0.125,0.3125,0.2,0.5,0.25,0.40625,0.2,0.5,6.0,16.0,14.0,0.0,1.0,0.0,1.0,14.0,300.0,0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,31.455601015833405,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,68.0,68.0,0.0,1,4.880228
