Percentile,Lost,Won,success
0,69,25,0.26595744680851063
1,124,62,0.3333333333333333
2,110,76,0.40860215053763443
3,97,89,0.478494623655914
4,98,88,0.4731182795698925
5,88,99,0.5294117647058824
6,69,117,0.6290322580645161
7,60,126,0.6774193548387096
8,57,129,0.6935483870967742
9,39,147,0.7903225806451613
10,18,75,0.8064516129032258
