Feature,full,1,0,3,2,4,Importance,StdDev
rankings___h__estim_winrate,0.11054157126097122,0.06414435090698764,0.1018949708277163,0.10492724387854477,0.1005679060442314,0.09973405482695406,0.09425370529688684,0.0169469019926416
rankings___v__offensedvoa,0.07055265881957645,0.07241396785537722,0.06506565928517635,0.059357339615811425,0.05951182608123209,0.08083006764130972,0.06743577209578136,0.009190443578681847
rankings___v__dave_or_wtddvoa,0.060323188024603076,0.060472233632564376,0.03775501387349696,0.059679156434736425,0.07288989270750973,0.053917428769855,0.05694274508363249,0.012763016117164886
rankings___h__offensedvoa,0.05984313356109956,0.048716116310381655,0.05919895770069233,0.05597475395090877,0.04897830837638725,0.05837566391766912,0.05424876005120782,0.0050720472901310265
rankings___h__dave_or_wtddvoa,0.057605322838710164,0.1110652207406919,0.0674995582582375,0.06703788060966913,0.04636853074931264,0.07258430627361423,0.07291109932630509,0.023580347729053052
travel___v_travel_from_last_game_decay,0.05522289139380942,0.054258184852786634,0.06270311021503673,0.046773640047603315,0.05045945972645631,0.05649354129279537,0.05413758722693568,0.00605577384355767
team_history___h_ovr_wr_past_3_seasons,0.05466736695414995,0.04822159152325447,0.05868459631164481,0.056147294689967965,0.051083545311140996,0.046935059414307236,0.0522144174500631,0.005060234427156167
rankings___v__s_t_dvoa,0.05050551107432637,0.05425564774383661,0.04230856219436067,0.04976008758038997,0.04774085233967964,0.04781273396335066,0.04837557676432351,0.0043017565548826965
team_history___v_ovr_wr_past_3_seasons,0.0499054479024916,0.053545432391267925,0.060028013256994826,0.04840318663146548,0.05315303662504907,0.05200118843716088,0.05342617146838764,0.004211119035464508
rankings___v__defensedvoa,0.04950876658388247,0.05775426014288465,0.037089166694794964,0.049437834814957324,0.05345062511640237,0.043080396728521424,0.04816245669951215,0.008216433120831083
rankings___h__s_t_dvoa,0.048973411059517,0.05344851702316388,0.05332313747910551,0.05461280722543156,0.050096515893317733,0.0526425438207726,0.05282470428835826,0.0016815977850023435
rankings___v__estim_winrate,0.04699826191872635,0.04564614910538798,0.04768074020067354,0.05579838877058035,0.049283289613930116,0.044504291044037664,0.048582571746921925,0.004433601030965215
rankings___h__defensedvoa,0.044331048720866635,0.052339044259673916,0.057929732546753224,0.04650044474585817,0.0503115828131924,0.04366347428803525,0.05014885573070259,0.0054940086706701426
travel___h_travel_from_last_game_decay,0.042091858550883175,0.03827479776000309,0.03526622355575028,0.038842628372418975,0.036983829840356884,0.044927746919255517,0.03885904528955695,0.003660449260442505
weather___wind_chill,0.03615980221361658,0.03857263253389778,0.035341115430594414,0.04831767413887005,0.04541459180976062,0.041196879643853976,0.04176857871139537,0.005197048644446059
home_field___v_visitor__ovr_wr_ytd,0.03463636830610129,0.031456218769734874,0.035901063788272417,0.03231590688162353,0.0423866302267952,0.03237865365466097,0.0348876946642174,0.0045261837554951235
team_history___h_ovr_wr_ytd,0.03421145009592253,0.029465430790437487,0.03052086138764968,0.033005239572136164,0.03501666883700282,0.030702772279462536,0.03174219457333773,0.0022401546347846557
home_field___v_visitor__ovr_wr_last_8_games,0.032764687152073126,0.02566778188592231,0.0409886179968228,0.03628925076416505,0.03478000625306107,0.0334938793459076,0.03424390724917577,0.005569434967023609
weather___wind_mph,0.032558736891356875,0.0229708110542576,0.03882363461733535,0.028816691882784806,0.03571307027563938,0.03302466402497477,0.03186977437099838,0.0061841273968445245
weather___humidity_pct,0.028598516677316294,0.037311610717488015,0.031997264378891256,0.028002549392076883,0.03580983135954227,0.031700653713501364,0.03296438191229996,0.003679235249480417
