Model Score Threshold,Accuracy
0.0,0.566726780883679
0.01,0.5721370604147881
0.02,0.5766456266907124
0.03,0.5802524797114518
0.04,0.5829576194770063
0.05,0.5856627592425608
0.06,0.5906221821460775
0.07,0.5942290351668169
0.08,0.5969341749323716
0.09,0.5996393146979261
0.1,0.5996393146979261
0.11,0.6041478809738503
0.12,0.6064021641118125
0.13,0.6100090171325518
0.14,0.6127141568981064
0.15,0.6172227231740307
0.16,0.6163210099188458
0.17,0.6185752930568079
0.18,0.6203787195671776
0.19,0.6239855725879171
0.2,0.6284941388638413
0.21,0.6284941388638413
0.22,0.6321009918845807
0.23,0.633453561767358
0.24,0.6370604147880974
0.25,0.6370604147880974
0.26,0.6370604147880974
0.27,0.6361587015329125
0.28,0.6375112714156899
0.29,0.6357078449053201
0.3,0.6348061316501352
0.31,0.6348061316501352
0.32,0.6311992786293958
0.33,0.630297565374211
0.34,0.6307484220018035
0.35000000000000003,0.6325518485121732
0.36,0.6316501352569883
0.37,0.6343552750225429
0.38,0.6343552750225429
0.39,0.6366095581605049
0.4,0.6375112714156899
0.41000000000000003,0.6393146979260595
0.42,0.6393146979260595
0.43,0.6375112714156899
0.44,0.6375112714156899
0.45,0.6361587015329125
0.46,0.6343552750225429
0.47000000000000003,0.6343552750225429
0.48,0.6307484220018035
0.49,0.6289449954914337
0.5,0.6307484220018035
0.51,0.6284941388638413
0.52,0.6284941388638413
0.53,0.6284941388638413
0.54,0.630297565374211
0.55,0.6266907123534716
0.56,0.6244364292155095
0.5700000000000001,0.6217312894499549
0.58,0.6163210099188458
0.59,0.6118124436429215
0.6,0.6109107303877367
0.61,0.6082055906221822
0.62,0.60595130748422
0.63,0.6041478809738503
0.64,0.6032461677186655
0.65,0.5987376014427412
0.66,0.5969341749323716
0.67,0.5937781785392245
0.68,0.59107303877367
0.6900000000000001,0.5892696122633003
0.7000000000000001,0.5838593327321911
0.71,0.5802524797114518
0.72,0.5784490532010821
0.73,0.5752930568079351
0.74,0.5743913435527502
0.75,0.569882777276826
0.76,0.563570784490532
0.77,0.5581605049594229
0.78,0.5522993688007214
0.79,0.5459873760144274
0.8,0.5396753832281335
0.81,0.5351668169522092
0.8200000000000001,0.5315599639314698
0.8300000000000001,0.5279531109107304
0.84,0.5229936880072137
0.85,0.5229936880072137
0.86,0.5157799819657349
0.87,0.5085662759242561
0.88,0.5040577096483319
0.89,0.5
0.9,0.49368800721370604
0.91,0.4882777276825969
0.92,0.48196573489630296
0.93,0.4765554553651939
0.9400000000000001,0.47024346257889993
0.9500000000000001,0.46528403967538323
0.96,0.4598737601442741
0.97,0.454463480613165
0.98,0.44634806131650134
0.99,0.4400360685302074
1.0,0.4337240757439134
