Model Score Threshold,F1
0.0,
0.01,0.725166521865045
0.02,0.7263188574759546
0.03,0.7268993839835729
0.04,0.7268969589607323
0.05,0.7268945022288261
0.06,0.7283064033512866
0.07,0.7289156626506024
0.08,0.7289266221952698
0.09,0.7289377289377289
0.1,0.7271051014136448
0.11,0.7283415841584159
0.12,0.7279526332190714
0.13,0.7285848760589897
0.14,0.7285939968404423
0.15,0.7298759147311485
0.16,0.7273309836590837
0.17,0.7269205939315687
0.18,0.7262678803641092
0.19,0.7269155206286837
0.2,0.7282321899736147
0.21,0.7262458471760798
0.22,0.7269076305220884
0.23,0.7258010118043845
0.24,0.7264695888549101
0.25,0.7244094488188977
0.26,0.7223180407036909
0.27,0.7194994786235661
0.28,0.7182901191310441
0.29,0.7146892655367231
0.3,0.7117437722419928
0.31,0.7094691535150647
0.32,0.7042660882140275
0.33,0.7011661807580175
0.34,0.6990077177508269
0.35000000000000003,0.6980363097443498
0.36,0.6948076204706762
0.37,0.6945386064030132
0.38,0.6919863273832131
0.39,0.6911877394636016
0.4,0.6893353941267388
0.41000000000000003,0.6882307092751364
0.42,0.6855345911949685
0.43,0.6812053925455988
0.44,0.6784
0.45,0.6742026645135245
0.46,0.669653767820774
0.47000000000000003,0.6666666666666666
0.48,0.6603069265864786
0.49,0.6555043951444119
0.5,0.6539923954372624
0.51,0.6484641638225256
0.52,0.6451335055986219
0.53,0.6417391304347826
0.54,0.6400351185250219
0.55,0.6329787234042553
0.56,0.6269592476489029
0.5700000000000001,0.6205336951605609
0.58,0.6112380082229328
0.59,0.602676511305953
0.6,0.5976689976689976
0.61,0.5906735751295337
0.62,0.5838095238095239
0.63,0.5774783445620789
0.64,0.5719844357976653
0.65,0.5624385447394297
0.66,0.5556660039761432
0.67,0.5470085470085471
0.68,0.5388917132689375
0.6900000000000001,0.5316195372750643
0.7000000000000001,0.5200208008320333
0.71,0.5102577590741715
0.72,0.5023948908994146
0.73,0.49245689655172414
0.74,0.4852780806979281
0.75,0.47350993377483447
0.76,0.45921787709497214
0.77,0.4457013574660634
0.78,0.430945558739255
0.79,0.4155542658154382
0.8,0.3997648442092886
0.81,0.3859440142942227
0.8200000000000001,0.37296318648159327
0.8300000000000001,0.35963302752293574
0.84,0.3436724565756824
0.85,0.33459119496855344
0.86,0.3150510204081633
0.87,0.2949547218628719
0.88,0.27821522309711283
0.89,0.2611592271818787
0.9,0.24070317782285325
0.91,0.22100205902539463
0.92,0.19930313588850174
0.93,0.178343949044586
0.9400000000000001,0.1552839683680805
0.9500000000000001,0.13304093567251465
0.96,0.10995542347696881
0.97,0.08610271903323263
0.98,0.05683563748079877
0.99,0.0296875
1.0,0.0015898251192368843
