,accuracy
1,0.8888888888888888
3,0.8888888888888888
5,0.9111111111111111
7,0.9365079365079365
9,0.9012345679012346
11,0.8787878787878788
13,0.8461538461538461
15,0.8444444444444444
17,0.8235294117647058
19,0.8187134502923976
21,0.8253968253968254
23,0.8260869565217391
25,0.8088888888888889
27,0.8065843621399177
29,0.8045977011494253
31,0.7992831541218638
33,0.8047138047138047
35,0.8
37,0.7957957957957958
39,0.7977207977207977
41,0.7967479674796748
43,0.7906976744186046
45,0.7802469135802469
47,0.7754137115839244
49,0.7709750566893424
51,0.7690631808278867
53,0.7672955974842768
55,0.7656565656565657
57,0.7621832358674464
59,0.7551789077212806
61,0.7504553734061931
63,0.7513227513227513
65,0.7504273504273504
67,0.7429519071310116
69,0.7423510466988728
71,0.7449139280125195
73,0.7442922374429224
75,0.7422222222222222
77,0.7431457431457431
79,0.739803094233474
81,0.7379972565157751
83,0.7349397590361446
85,0.7333333333333333
87,0.7305236270753512
89,0.7278401997503121
91,0.7252747252747253
93,0.7204301075268817
95,0.7192982456140351
97,0.7170675830469645
99,0.7115600448933782
101,0.7150715071507151
103,0.7130528586839266
105,0.7153439153439154
107,0.7061266874350987
109,0.7033639143730887
111,0.6996996996996997
113,0.6971484759095379
115,0.693719806763285
117,0.6885090218423552
119,0.6900093370681606
121,0.6877869605142333
123,0.6892502258355917
125,0.6888888888888889
127,0.68416447944007
129,0.6847545219638242
131,0.6844783715012722
133,0.6842105263157895
135,0.6814814814814815
137,0.6820762368207623
139,0.6802557953637091
141,0.677698975571316
143,0.6736596736596736
145,0.6704980842911877
147,0.6681783824640968
149,0.6674123788217748
151,0.6681383370125092
153,0.6652142338416849
155,0.6616487455197133
157,0.659589525831564
159,0.6561844863731656
161,0.6535541752933057
163,0.6509884117246081
165,0.6491582491582492
167,0.6473719228210246
169,0.6443129520052597
171,0.6419753086419753
173,0.6384071933204881
175,0.6355555555555555
177,0.6359070935342122
179,0.6337678460583489
181,0.6310620012277471
183,0.6302367941712204
185,0.63003003003003
187,0.6256684491978609
189,0.6261022927689595
191,0.6242001163467132
193,0.6211859527921704
195,0.6199430199430199
197,0.6192893401015228
199,0.6175321049692909
201,0.6147042564953012
203,0.6130268199233716
205,0.610840108401084
207,0.6103059581320451
209,0.6081871345029239
211,0.6087414428646656
213,0.6056338028169014
215,0.6036175710594315
217,0.6031746031746031
219,0.602232369355657
221,0.5992961287078934
223,0.5964125560538116
225,0.5925925925925926
227,0.5907978463044542
229,0.5870936438622029
231,0.5848965848965849
233,0.5841678588459704
235,0.5806146572104018
237,0.577121425222691
239,0.5750813575081357
241,0.5744582757030889
243,0.5738454503886603
245,0.5712341197822142
247,0.5694945848375451
249,0.5681511470985156
251,0.5677737881508079
