Percentile,Did Not Cover,Covered,success
0,11,3,0.21428571428571427
1,23,5,0.17857142857142858
2,22,6,0.21428571428571427
3,17,11,0.39285714285714285
4,22,6,0.21428571428571427
5,21,7,0.25
6,20,8,0.2857142857142857
7,16,12,0.42857142857142855
8,20,8,0.2857142857142857
9,18,10,0.35714285714285715
10,16,12,0.42857142857142855
11,20,8,0.2857142857142857
12,19,9,0.32142857142857145
13,20,8,0.2857142857142857
14,18,10,0.35714285714285715
15,16,12,0.42857142857142855
16,11,17,0.6071428571428571
17,18,10,0.35714285714285715
18,16,12,0.42857142857142855
19,14,14,0.5
20,13,15,0.5357142857142857
21,14,14,0.5
22,13,15,0.5357142857142857
23,20,8,0.2857142857142857
24,15,13,0.4642857142857143
25,16,12,0.42857142857142855
26,17,11,0.39285714285714285
27,18,10,0.35714285714285715
28,9,19,0.6785714285714286
29,14,14,0.5
30,12,16,0.5714285714285714
31,13,15,0.5357142857142857
32,16,12,0.42857142857142855
33,14,14,0.5
34,17,11,0.39285714285714285
35,15,13,0.4642857142857143
36,12,16,0.5714285714285714
37,12,16,0.5714285714285714
38,13,15,0.5357142857142857
39,16,12,0.42857142857142855
40,14,14,0.5
41,11,17,0.6071428571428571
42,7,21,0.75
43,18,10,0.35714285714285715
44,4,24,0.8571428571428571
45,12,16,0.5714285714285714
46,16,12,0.42857142857142855
47,9,19,0.6785714285714286
48,9,19,0.6785714285714286
49,16,12,0.42857142857142855
50,11,17,0.6071428571428571
51,13,15,0.5357142857142857
52,13,15,0.5357142857142857
53,10,18,0.6428571428571429
54,12,16,0.5714285714285714
55,9,19,0.6785714285714286
56,13,15,0.5357142857142857
57,11,17,0.6071428571428571
58,15,13,0.4642857142857143
59,10,18,0.6428571428571429
60,9,19,0.6785714285714286
61,8,20,0.7142857142857143
62,10,18,0.6428571428571429
63,9,19,0.6785714285714286
64,12,16,0.5714285714285714
65,14,14,0.5
66,15,13,0.4642857142857143
67,12,16,0.5714285714285714
68,8,20,0.7142857142857143
69,5,23,0.8214285714285714
70,11,17,0.6071428571428571
71,11,17,0.6071428571428571
72,10,18,0.6428571428571429
73,5,23,0.8214285714285714
74,7,21,0.75
75,13,15,0.5357142857142857
76,8,20,0.7142857142857143
77,9,19,0.6785714285714286
78,6,22,0.7857142857142857
79,4,24,0.8571428571428571
80,8,20,0.7142857142857143
81,8,20,0.7142857142857143
82,8,20,0.7142857142857143
83,7,21,0.75
84,9,19,0.6785714285714286
85,12,16,0.5714285714285714
86,5,23,0.8214285714285714
87,12,16,0.5714285714285714
88,5,23,0.8214285714285714
89,8,20,0.7142857142857143
90,6,22,0.7857142857142857
91,6,22,0.7857142857142857
92,3,25,0.8928571428571429
93,5,23,0.8214285714285714
94,5,23,0.8214285714285714
95,9,19,0.6785714285714286
96,4,24,0.8571428571428571
97,5,23,0.8214285714285714
98,4,24,0.8571428571428571
99,5,23,0.8214285714285714
100,1,12,0.9230769230769231
