Importance,Feature
0.14947327804151195,line___h_ml
0.059026562678276204,team_history___h_ovr_wr_past_2_seasons
0.05452654378775299,team_history___v_close_wr_past_2_seasons
0.052621646211083055,travel___v_travel_from_last_game_decay
0.0498894011001937,team_history___h_close_wr_past_2_seasons
0.039407406428381225,line___close_ou
0.03889639452945472,line___h_close_line
0.035624053137210974,travel___h_travel_from_last_game_decay
0.034229450732651254,line___open_ou
0.033629457706184335,weather___humidity_pct
0.03234915273320038,weather___wind_mph
0.030698093595276,home_field___v_visitor__close_wr_last_8_games
0.029406433791204698,time_date___week_id
0.02720894358800349,team_history___h_ovr_wr_ytd
0.02582483265497891,team_history___h_close_wr_past_5_games
0.025227086485102662,weather___temperature
0.022857300129674768,home_field___v_visitor__close_wr_ytd
0.02126671972428774,home_field___h_home__close_wr_ytd
0.02089629100296174,weather___wind_chill
0.02025425258996854,team_history___h_close_wr_ytd
0.01972105857549484,home_field___h_home__close_wr_last_8_games
0.018816717509786862,home_field___h_home__ovr_wr_last_8_games
0.01676550542797196,travel___v_home_body_time
0.015692288018800123,team_history___v_close_wr_ytd
0.0155774801651474,travel___h_body_clock_from_last_wk
0.014115182739011878,travel___v_tz_change_last_game
0.013653870030080556,time_date___game_time_local
0.013517960169530987,home_field___v_visitor__ovr_wr_last_4_games
0.012545094479006992,travel___h_days_since_last_game
0.011746850852087033,travel___v_days_since_last_game
0.009379876645738111,travel___h_tz_change_last_game
0.0088735226664118,home_field___v_consecutive_visitor
0.006801619797106459,matchup___h_wr_ytd
0.006133764755523973,matchup___is_same_division
0.005484885130255194,weather___is_grass
0.0048497945979502025,home_field___h_consecutive_home
0.0030112277927364568,time_date___day_of_week
0.0,weather___is_dome
