Model Score Threshold,Accuracy
0.0,0.570918185066095
0.01,0.600928903179707
0.02,0.6087888531618435
0.03,0.6123615576991783
0.04,0.6202215076813148
0.05,0.6216505894962486
0.06,0.6259378349410504
0.07,0.6287959985709182
0.08,0.6280814576634512
0.09,0.6302250803858521
0.1,0.6298678099321187
0.11,0.6302250803858521
0.12,0.6312968917470525
0.13,0.6312968917470525
0.14,0.6312968917470525
0.15,0.630939621293319
0.16,0.630939621293319
0.17,0.630939621293319
0.18,0.6330832440157199
0.19,0.6341550553769203
0.2,0.6355841371918542
0.21,0.6359414076455877
0.22,0.6366559485530546
0.23,0.6366559485530546
0.24,0.6380850303679886
0.25,0.6420150053590568
0.26,0.6416577349053233
0.27,0.639871382636656
0.28,0.638442300821722
0.29,0.6373704894605217
0.3,0.638442300821722
0.31,0.6380850303679886
0.32,0.6370132190067881
0.33,0.6362986780993212
0.34,0.6348695962843873
0.35,0.6366559485530546
0.36,0.6377277599142551
0.37,0.6387995712754555
0.38,0.6380850303679886
0.39,0.6370132190067881
0.4,0.638442300821722
0.41,0.6387995712754555
0.42,0.639871382636656
0.43,0.6402286530903895
0.44,0.6402286530903895
0.45,0.6402286530903895
0.46,0.639871382636656
0.47,0.639156841729189
0.48,0.6377277599142551
0.49,0.6373704894605217
0.5,0.6366559485530546
0.51,0.6366559485530546
0.52,0.6362986780993212
0.53,0.6359414076455877
0.54,0.6366559485530546
0.55,0.6387995712754555
0.56,0.6377277599142551
0.57,0.6380850303679886
0.58,0.638442300821722
0.59,0.6380850303679886
0.6,0.6370132190067881
0.61,0.6362986780993212
0.62,0.6352268667381208
0.63,0.6341550553769203
0.64,0.6327259735619865
0.65,0.6327259735619865
0.66,0.6320114326545194
0.67,0.6337977849231868
0.68,0.6312968917470525
0.69,0.6287959985709182
0.7,0.6270096463022508
0.71,0.62486602357985
0.72,0.6255805644873169
0.73,0.6259378349410504
0.74,0.6252232940335835
0.75,0.6227224008574491
0.76,0.6209360485887817
0.77,0.6198642372275813
0.78,0.6209360485887817
0.79,0.6209360485887817
0.8,0.6187924258663808
0.81,0.6180778849589139
0.82,0.6177206145051805
0.83,0.6148624508753127
0.84,0.6130760986066452
0.85,0.6123615576991783
0.86,0.6102179349767775
0.87,0.609860664523044
0.88,0.6077170418006431
0.89,0.6066452304394426
0.9,0.6045016077170418
0.91,0.6027152554483745
0.92,0.5969989281886388
0.93,0.5923544122901037
0.94,0.5891389782065023
0.95,0.5898535191139693
0.96,0.5830653804930332
0.97,0.5737763486959628
0.98,0.5594855305466238
0.99,0.5312611647016792
1.0,0.42908181493390496
