Importance,Feature
0.11834978475251007,line___h_ml
0.07038854262915281,line___h_close_line
0.060640016636878354,travel___v_travel_from_last_game_decay
0.06006852789012573,team_history___h_close_wr_past_2_seasons
0.05653718324281916,team_history___h_ovr_wr_past_2_seasons
0.055631030536003746,team_history___v_close_wr_past_2_seasons
0.03765933966913087,line___close_ou
0.036903505362805594,line___open_ou
0.03311100016915282,time_date___week_id
0.033039923296810256,weather___humidity_pct
0.02936360049804734,weather___wind_chill
0.028786692188896717,team_history___h_ovr_wr_ytd
0.028770747505153543,travel___h_travel_from_last_game_decay
0.025914100414794482,weather___wind_mph
0.02352024675235803,travel___v_home_body_time
0.02097176083249862,home_field___v_visitor__close_wr_last_8_games
0.0202150413803049,home_field___h_home__close_wr_last_8_games
0.020083467417430917,team_history___v_close_wr_ytd
0.020011234388680927,home_field___h_home__close_wr_ytd
0.019648761759846086,team_history___h_close_wr_past_5_games
0.01908963642811894,weather___temperature
0.01805651556535028,home_field___v_visitor__ovr_wr_last_4_games
0.017763300325618108,team_history___h_close_wr_ytd
0.017639247394839363,home_field___h_home__ovr_wr_last_8_games
0.01701337186440638,time_date___game_time_local
0.01667171940729447,home_field___v_visitor__close_wr_ytd
0.016065473223173175,travel___v_tz_change_last_game
0.014573140573792685,travel___h_body_clock_from_last_wk
0.01171930301526501,travel___h_days_since_last_game
0.009248780725088378,travel___h_tz_change_last_game
0.008920110465943184,travel___v_days_since_last_game
0.008125908658792907,matchup___is_same_division
0.007151906570363144,home_field___v_consecutive_visitor
0.0054723969836584195,matchup___h_wr_ytd
0.004636629399634208,home_field___h_consecutive_home
0.004462064554448969,weather___is_grass
0.0037759875208113235,time_date___day_of_week
0.0,weather___is_dome
