Importance,Feature
0.06310455462596164,line___h_pfr_line
0.059743764414715635,line___h_ml
0.03933725236125472,line___v_ml
0.020964636434580526,team_history___v_ovr_wr_past_3_seasons
0.02062077636304534,rankings___h__s_t_dvoa
0.0204650478926988,rankings___v__offensedvoa
0.020390034958115345,rankings___v__s_t_dvoa
0.020374545135796604,weather___wind_mph
0.01793279905816701,rankings___v__defensedvoa
0.017861443455493745,team_history___h_open_wr_past_3_seasons
0.016539175688842594,weather___humidity_pct
0.015408591144286745,travel___v_dist_from_home
0.015154778487456463,rankings___h__s_t_rank
0.015113932186438998,rankings___v__totaldvoa
0.014634308901594598,travel___v_travel_from_last_game
0.014144573470033252,rankings___v__dave_or_wtddvoa
0.013530620584151852,rankings___v__off_rank
0.013490636053787275,rankings___h__estim_winrate
0.01265735851772707,line___h_open_line
0.012389619571910688,team_history___h_open_wr_ytd
0.01225538395207617,team_history___v_pfr_wr_past_2_seasons
0.012244326144185769,line___open_ou
0.012107361074819094,team_history___v_close_wr_past_3_seasons
0.011940702871868686,rankings___v__estim_winrate
0.011610016937060388,rankings___v__s_t_rank
0.011540846246865423,team_history___h_ovr_wr_past_3_seasons
0.01153854423244891,team_history___v_ovr_wr_past_2_seasons
0.011504220919024869,team_history___h_ovr_wr_past_2_seasons
0.011471796450084882,line___pfr_ou
0.011289683176225395,travel___v_travel_from_last_game_decay
0.0110516987851882,team_history___h_open_wr_past_2_seasons
0.010810310452901243,line___close_ou
0.010624120337759559,team_history___h_pfr_wr_past_3_seasons
0.010388603813352852,rankings___h__dave_or_wtddvoa
0.010023898810239728,rankings___h__off_rank
0.00999571066930945,time_date___week_id
0.00963163781205838,team_history___v_open_wr_past_2_seasons
0.009143684951111064,team_history___v_close_wr_past_2_seasons
0.009105313109367122,team_history___h_close_wr_past_2_seasons
0.009086037921506172,rankings___h__totaldvoa
0.009019405089327312,travel___h_travel_from_last_game_decay
0.00897651399972327,weather___wind_chill
0.008741139597128281,rankings___h__offensedvoa
0.00862357657043487,team_history___v_open_wr_past_3_seasons
0.008605533724832656,rankings___h__defensedvoa
0.008387474418787127,team_history___h_pfr_wr_past_2_seasons
0.008359177882594838,rankings___h__def_rank
0.008201551017810876,team_history___v_pfr_wr_past_3_seasons
0.00804126236837416,team_history___h_close_wr_past_3_seasons
0.0076517619123325125,matchup___h_wr_past_5_games
0.007485808012045935,travel___h_travel_from_last_10_days
0.007405306551006188,weather___temperature
0.006990045750289705,home_field___h_home__pfr_wr_last_8_games
0.006741049240783048,rankings___v__def_rank
0.00673366425733456,travel___v_travel_from_last_10_days
0.006487216575303047,home_field___h_home__open_wr_ytd
0.00618786974349974,home_field___h_home__ovr_wr_ytd
0.006013160163592482,team_history___v_open_wr_past_5_games
0.00599828002181421,team_history___v_close_wr_ytd
0.005885584720494733,time_date___game_time_local
0.005837888291696978,home_field___h_home__pfr_wr_ytd
0.00583683927562807,travel___h_travel_from_last_game
0.005833780637375467,travel___v_tz_change_last_game
0.005821055460090781,home_field___h_home__open_wr_last_4_games
0.005727106063143745,travel___v_tz_change_last_10_days
0.005519294283479216,line___h_close_line
0.005371771409885484,home_field___v_visitor__pfr_wr_ytd
0.005345084887908231,team_history___v_open_wr_ytd
0.005277378422321042,team_history___h_close_wr_past_5_games
0.005139996956695964,team_history___h_pfr_wr_ytd
0.004928930016186899,home_field___h_home__ovr_wr_last_8_games
0.0048021540665774826,team_history___h_ovr_wr_ytd
0.0047935919492810754,home_field___v_visitor__ovr_wr_last_8_games
0.004774061197185412,team_history___v_pfr_wr_past_5_games
0.004589007161009081,home_field___v_visitor__pfr_wr_last_8_games
0.004296585847126721,travel___h_days_since_last_game
0.00419708566854601,home_field___v_visitor__close_wr_ytd
0.004140484108763921,team_history___v_close_wr_past_5_games
0.004119821437902129,home_field___h_home__close_wr_ytd
0.0041119513027434,team_history___h_close_wr_ytd
0.0038927055666331057,matchup___h_wr_ytd
0.003887414706485004,home_field___v_visitor__open_wr_ytd
0.0038159690522870434,home_field___v_visitor__ovr_wr_ytd
0.0036410848696263177,home_field___v_consecutive_visitor
0.0035455103192629667,team_history___h_ovr_wr_past_5_games
0.003510570519674054,home_field___h_home__close_wr_last_4_games
0.0034740908415742014,matchup___h_wr_past_2_seasons
0.003310068991729389,weather___is_grass
0.0033087287796045067,home_field___v_visitor__open_wr_last_8_games
0.003279095374414229,team_history___h_pfr_wr_past_5_games
0.0032022895725977406,home_field___v_visitor__close_wr_last_4_games
0.0031182215296111124,home_field___h_home__open_wr_last_8_games
0.003099484934846719,travel___h_body_clock_from_last_wk
0.0030595467347405677,matchup___h_wr_past_3_seasons
0.002840040544041928,team_history___v_ovr_wr_past_5_games
0.002680144739169281,travel___v_home_body_time
0.002626015269910828,travel___v_body_clock_from_last_wk
0.0026119788471050697,matchup___is_same_division
0.0025901428705440155,team_history___v_pfr_wr_ytd
0.002588707842464113,home_field___h_home__close_wr_last_8_games
0.0023330962960868553,home_field___v_visitor__close_wr_last_8_games
0.002287381491494908,travel___v_days_since_last_game
0.0022251092259343813,travel___h_tz_change_last_game
0.002023825017149676,home_field___h_home__ovr_wr_last_4_games
0.0018892792741919291,team_history___h_open_wr_past_5_games
0.0018353828312703358,home_field___v_visitor__ovr_wr_last_4_games
0.0018105797404405234,team_history___v_ovr_wr_ytd
0.001699963488119505,home_field___v_visitor__open_wr_last_4_games
0.0015519541178863842,home_field___v_visitor__pfr_wr_last_4_games
0.0013823963202223356,travel___h_tz_change_last_10_days
0.0011109924205384971,home_field___h_home__pfr_wr_last_4_games
0.0010560867225539667,home_field___h_consecutive_home
0.0010101430059830888,time_date___game_time_eastern
0.0007693799255764399,matchup___is_same_conf
0.0005114889615428973,time_date___day_of_week
0.00017684319289757765,travel___h_same_stadium_last_game
2.2688027219783763e-05,time_date___is_sunday
0.0,home_field___h_is_home
0.0,home_field___v_is_home
0.0,travel___v_same_stadium_last_game
0.0,weather___is_dome
0.0,time_date___is_playoffs
0.0,time_date___is_superbowl
