Percentile,Did Not Cover,Covered,success
0,72,22,0.23404255319148937
1,132,54,0.2903225806451613
2,113,73,0.3924731182795699
3,103,83,0.44623655913978494
4,82,104,0.5591397849462365
5,85,102,0.5454545454545454
6,81,105,0.5645161290322581
7,69,117,0.6290322580645161
8,47,139,0.7473118279569892
9,31,155,0.8333333333333334
10,14,79,0.8494623655913979
