game_id,label,fold,line___close_ou,line___h_close_line,line___h_ml,time_date___day_of_week,time_date___game_time_local,time_date___week_id
201509200min,0,2,44.0,-2.5,-150,6.0,12.0,2.0
201512210nor,1,3,52.5,-2.5,-135,0.0,20.0,15.0
201512210nor,0,3,52.5,-2.5,-135,0.0,20.0,15.0
201510050sea,1,2,43.0,-10.0,-525,0.0,18.0,4.0
201510050sea,0,2,43.0,-10.0,-525,0.0,18.0,4.0
201511260gnb,1,1,45.0,-8.0,-450,3.0,20.0,12.0
201511260gnb,0,0,45.0,-8.0,-450,3.0,20.0,12.0
201510040chi,1,4,44.5,3.0,158,6.0,12.0,4.0
201510040chi,0,1,44.5,3.0,158,6.0,12.0,4.0
201511220det,1,4,50.0,1.5,105,6.0,13.0,11.0
201511220det,0,2,50.0,1.5,105,6.0,13.0,11.0
201511080pit,1,0,48.0,-6.0,-280,6.0,13.0,9.0
201511080pit,0,1,48.0,-6.0,-280,6.0,13.0,9.0
201601030kan,1,3,44.0,-7.0,-310,6.0,15.0,17.0
201601030kan,0,1,44.0,-7.0,-310,6.0,15.0,17.0
201512130den,1,0,43.0,-6.0,-260,6.0,14.0,14.0
201512130den,0,4,43.0,-6.0,-260,6.0,14.0,14.0
201509270cle,1,1,44.0,-3.5,-185,6.0,13.0,3.0
201509270cle,0,0,44.0,-3.5,-185,6.0,13.0,3.0
201511290oti,1,4,45.0,1.0,100,6.0,12.0,12.0
201511290oti,0,2,45.0,1.0,100,6.0,12.0,12.0
201512060sdg,1,4,45.0,6.0,220,6.0,13.0,13.0
201512060sdg,0,4,45.0,6.0,220,6.0,13.0,13.0
201602070den,1,2,43.5,-5.0,-210,6.0,16.0,21.0
201602070den,0,3,43.5,-5.0,-210,6.0,16.0,21.0
201509270det,1,4,46.0,3.0,130,6.0,21.0,3.0
201509270det,0,2,46.0,3.0,130,6.0,21.0,3.0
201512200pit,1,3,45.0,-7.5,-370,6.0,16.0,15.0
201512200pit,0,2,45.0,-7.5,-370,6.0,16.0,15.0
201509170kan,1,4,41.5,-3.0,-165,3.0,19.0,2.0
201509170kan,0,1,41.5,-3.0,-165,3.0,19.0,2.0
201511080clt,1,3,45.0,3.0,151,6.0,16.0,9.0
201511080clt,0,1,45.0,3.0,151,6.0,16.0,9.0
201510110rai,1,2,44.5,5.5,198,6.0,13.0,5.0
201510110rai,0,0,44.5,5.5,198,6.0,13.0,5.0
201609180sdg,1,0,47.5,-3.0,-160,6.0,13.0,2.0
201609180sdg,0,4,47.5,-3.0,-160,6.0,13.0,2.0
201610160chi,1,2,46.5,-2.5,-145,6.0,12.0,6.0
201610160chi,0,1,46.5,-2.5,-145,6.0,12.0,6.0
201611200det,1,1,47.0,-5.0,-230,6.0,13.0,11.0
201611200det,0,2,47.0,-5.0,-230,6.0,13.0,11.0
201611060kan,1,3,42.5,-7.0,-330,6.0,12.0,9.0
201611060kan,0,3,42.5,-7.0,-330,6.0,12.0,9.0
201701010clt,1,1,48.5,-5.5,-260,6.0,13.0,17.0
201701010clt,0,1,48.5,-5.5,-260,6.0,13.0,17.0
201612180htx,1,3,39.5,-3.5,-185,6.0,12.0,15.0
201612180htx,0,3,39.5,-3.5,-185,6.0,12.0,15.0
201610270oti,1,0,43.5,-3.0,-150,3.0,19.0,8.0
201610270oti,0,2,43.5,-3.0,-150,3.0,19.0,8.0
201611270buf,1,1,44.0,-7.5,-385,6.0,13.0,12.0
201611270buf,0,0,44.0,-7.5,-385,6.0,13.0,12.0
201610020sdg,1,2,54.0,-4.0,-190,6.0,13.0,4.0
201610020sdg,0,2,54.0,-4.0,-190,6.0,13.0,4.0
201611170car,1,2,53.5,-3.5,-180,3.0,20.0,11.0
201611170car,0,0,53.5,-3.5,-180,3.0,20.0,11.0
201612180crd,1,1,48.0,-3.0,-160,6.0,14.0,15.0
201612180crd,0,3,48.0,-3.0,-160,6.0,14.0,15.0
201612110tam,1,4,52.0,-2.5,-140,6.0,16.0,14.0
201612110tam,0,3,52.0,-2.5,-140,6.0,16.0,14.0
201701010atl,1,4,59.0,-7.5,-380,6.0,16.0,17.0
201701010atl,0,4,59.0,-7.5,-380,6.0,16.0,17.0
201610230kan,1,0,51.5,-6.5,-275,6.0,12.0,7.0
201610230kan,0,3,51.5,-6.5,-275,6.0,12.0,7.0
201609180nyg,1,0,54.5,-3.5,-185,6.0,13.0,2.0
201609180nyg,0,3,54.5,-3.5,-185,6.0,13.0,2.0
201611060sfo,1,2,52.5,5.5,200,6.0,13.0,9.0
201611060sfo,0,1,52.5,5.5,200,6.0,13.0,9.0
201610130sdg,1,2,44.0,3.0,137,3.0,17.0,6.0
201610130sdg,0,1,44.0,3.0,137,3.0,17.0,6.0
201609250cin,1,0,41.5,-3.5,-185,6.0,13.0,3.0
201609250cin,0,4,41.5,-3.5,-185,6.0,13.0,3.0
201610020tam,1,2,43.0,3.5,155,6.0,16.0,4.0
201610020tam,0,0,43.0,3.5,155,6.0,16.0,4.0
201612250kan,1,3,38.5,-3.5,-200,6.0,20.0,16.0
201612250kan,0,2,38.5,-3.5,-200,6.0,20.0,16.0
201612040jax,1,4,38.5,3.5,160,6.0,13.0,13.0
201612040jax,0,3,38.5,3.5,160,6.0,13.0,13.0
201611130nor,1,1,50.5,-3.0,-155,6.0,12.0,10.0
201611130nor,0,3,50.5,-3.0,-155,6.0,12.0,10.0
201612110oti,1,1,44.0,-2.0,-135,6.0,12.0,14.0
201612110oti,0,1,44.0,-2.0,-135,6.0,12.0,14.0
201611060rai,1,4,44.5,-1.0,-115,6.0,18.0,9.0
201611060rai,0,1,44.5,-1.0,-115,6.0,18.0,9.0
201611060sdg,1,4,48.0,-3.5,-185,6.0,13.0,9.0
201611060sdg,0,0,48.0,-3.5,-185,6.0,13.0,9.0
201611270chi,1,3,42.0,6.5,226,6.0,12.0,12.0
201611270chi,0,1,42.0,6.5,226,6.0,12.0,12.0
201609180det,1,2,48.0,-6.0,-270,6.0,13.0,2.0
201609180det,0,1,48.0,-6.0,-270,6.0,13.0,2.0
201612180kan,1,2,43.0,-6.0,-270,6.0,12.0,15.0
201612180kan,0,1,43.0,-6.0,-270,6.0,12.0,15.0
201612240jax,1,2,44.0,4.0,175,5.0,13.0,16.0
201612240jax,0,1,44.0,4.0,175,5.0,13.0,16.0
201611200clt,1,1,54.0,-3.0,-150,6.0,13.0,11.0
201611200clt,0,3,54.0,-3.0,-150,6.0,13.0,11.0
201610020htx,1,2,40.5,-4.0,-200,6.0,12.0,4.0
201610020htx,0,1,40.5,-4.0,-200,6.0,12.0,4.0
201610090mia,1,1,44.0,-2.5,-140,6.0,13.0,5.0
201610090mia,0,2,44.0,-2.5,-140,6.0,13.0,5.0
201611130sdg,1,0,49.0,-4.0,-200,6.0,13.0,10.0
201611130sdg,0,3,49.0,-4.0,-200,6.0,13.0,10.0
201609290cin,1,0,46.5,-7.0,-360,3.0,20.0,4.0
201609290cin,0,0,46.5,-7.0,-360,3.0,20.0,4.0
201609180nwe,1,3,42.0,-5.0,-240,6.0,13.0,2.0
201609180nwe,0,4,42.0,-5.0,-240,6.0,13.0,2.0
201701080pit,1,1,47.5,-11.5,-700,6.0,13.0,18.0
201701080pit,0,4,47.5,-11.5,-700,6.0,13.0,18.0
201612040rav,1,4,41.5,-3.0,-200,6.0,13.0,13.0
201612040rav,0,3,41.5,-3.0,-200,6.0,13.0,13.0
201612170nyj,1,2,39.5,2.5,125,5.0,20.0,15.0
201612170nyj,0,3,39.5,2.5,125,5.0,20.0,15.0
201609110sea,1,1,44.0,-10.5,-505,6.0,13.0,1.0
201609110sea,0,3,44.0,-10.5,-505,6.0,13.0,1.0
201612240buf,1,0,44.5,-4.5,-220,5.0,13.0,16.0
201612240buf,0,4,44.5,-4.5,-220,5.0,13.0,16.0
201611200ram,1,3,39.0,0.0,-110,6.0,13.0,11.0
201611200ram,0,3,39.0,0.0,-110,6.0,13.0,11.0
201612040sdg,1,1,49.5,-3.0,-185,6.0,13.0,13.0
201612040sdg,0,3,49.5,-3.0,-185,6.0,13.0,13.0
201610100car,1,2,47.0,-6.0,-265,0.0,20.0,5.0
201610100car,0,2,47.0,-6.0,-265,0.0,20.0,5.0
201609180crd,1,1,49.5,-7.0,-340,6.0,11.0,2.0
201609180crd,0,2,49.5,-7.0,-340,6.0,11.0,2.0
201609110atl,1,4,47.0,-2.5,-140,6.0,13.0,1.0
201609110atl,0,0,47.0,-2.5,-140,6.0,13.0,1.0
201611200kan,1,0,45.0,-7.0,-290,6.0,12.0,11.0
201611200kan,0,4,45.0,-7.0,-290,6.0,12.0,11.0
201612240nor,1,4,53.5,-3.0,-175,5.0,15.0,16.0
201612240nor,0,0,53.5,-3.0,-175,5.0,15.0,16.0
201612180dal,1,3,47.5,-7.0,-320,6.0,20.0,15.0
201612180dal,0,1,47.5,-7.0,-320,6.0,20.0,15.0
201610230sfo,1,2,45.5,-2.5,-125,6.0,13.0,7.0
201610230sfo,0,0,45.5,-2.5,-125,6.0,13.0,7.0
201612180sdg,1,2,50.0,2.5,121,6.0,13.0,15.0
201612180sdg,0,4,50.0,2.5,121,6.0,13.0,15.0
201610020rav,1,0,45.0,-3.5,-180,6.0,13.0,4.0
201610020rav,0,1,45.0,-3.5,-180,6.0,13.0,4.0
201610300tam,1,0,48.5,0.0,101,6.0,13.0,8.0
201610300tam,0,3,48.5,0.0,101,6.0,13.0,8.0
201612080kan,1,2,46.0,-3.5,-190,3.0,19.0,14.0
201612080kan,0,0,46.0,-3.5,-190,3.0,19.0,14.0
201610230jax,1,3,47.5,-2.0,-130,6.0,13.0,7.0
201610230jax,0,4,47.5,-2.0,-130,6.0,13.0,7.0
201701010den,1,4,40.0,-1.5,-125,6.0,14.0,17.0
201701010den,0,2,40.0,-1.5,-125,6.0,14.0,17.0
201609110nor,1,1,50.5,-3.0,-150,6.0,12.0,1.0
201609110nor,0,1,50.5,-3.0,-150,6.0,12.0,1.0
201701070htx,1,0,37.5,-4.0,-220,5.0,16.0,18.0
201701070htx,0,0,37.5,-4.0,-220,5.0,16.0,18.0
201609250oti,1,2,47.0,1.5,105,6.0,12.0,3.0
201609250oti,0,0,47.0,1.5,105,6.0,12.0,3.0
201701010sdg,1,0,44.5,5.5,200,6.0,13.0,17.0
201701010sdg,0,0,44.5,5.5,200,6.0,13.0,17.0
201611130car,1,2,44.0,-3.0,-160,6.0,13.0,10.0
201611130car,0,1,44.0,-3.0,-160,6.0,13.0,10.0
201610020pit,1,0,48.5,-3.5,-180,6.0,21.0,4.0
201610020pit,0,3,48.5,-3.5,-180,6.0,21.0,4.0
201612040atl,1,2,50.0,-5.0,-241,6.0,13.0,13.0
201612040atl,0,3,50.0,-5.0,-241,6.0,13.0,13.0
201610300clt,1,4,50.5,3.0,127,6.0,13.0,8.0
201610300clt,0,3,50.5,3.0,127,6.0,13.0,8.0
201611270den,1,1,39.5,-3.5,-200,6.0,19.0,12.0
201611270den,0,4,39.5,-3.5,-200,6.0,19.0,12.0
201609180htx,1,3,42.5,-1.0,-115,6.0,12.0,2.0
201609180htx,0,0,42.5,-1.0,-115,6.0,12.0,2.0
201610160rai,1,0,47.0,2.0,110,6.0,13.0,6.0
201610160rai,0,3,47.0,2.0,110,6.0,13.0,6.0
201101020sea,1,3,43.0,3.0,145,6.0,18.0,17.0
201101020sea,0,2,43.0,3.0,145,6.0,18.0,17.0
201012050crd,1,3,44.0,3.0,150,6.0,14.0,13.0
201012050crd,0,4,44.0,3.0,150,6.0,14.0,13.0
201011280den,1,2,47.0,-3.0,-175,6.0,14.0,12.0
201011280den,0,3,47.0,-3.0,-175,6.0,14.0,12.0
201010100det,1,2,44.0,-3.0,-150,6.0,25.0,5.0
201010100det,0,4,44.0,-3.0,-150,6.0,25.0,5.0
201010240tam,1,0,39.0,-3.0,-160,6.0,13.0,7.0
201010240tam,0,1,39.0,-3.0,-160,6.0,13.0,7.0
201012120nor,1,2,47.5,-9.5,-515,6.0,15.0,14.0
201012120nor,0,0,47.5,-9.5,-515,6.0,15.0,14.0
201011140sfo,1,0,38.5,-5.0,-235,6.0,13.0,10.0
201011140sfo,0,2,38.5,-5.0,-235,6.0,13.0,10.0
201009190rai,1,4,37.5,-3.0,-175,6.0,13.0,2.0
201009190rai,0,0,37.5,-3.0,-175,6.0,13.0,2.0
201101080sea,1,2,46.0,10.0,400,5.0,14.0,18.0
201101080sea,0,4,46.0,10.0,400,5.0,14.0,18.0
201012050cin,1,0,45.0,6.5,260,6.0,13.0,13.0
201012050cin,0,4,45.0,6.5,260,6.0,13.0,13.0
201011070car,1,1,40.0,5.5,220,6.0,13.0,9.0
201011070car,0,1,40.0,5.5,220,6.0,13.0,9.0
201010100crd,1,4,46.0,7.0,260,6.0,14.0,5.0
201010100crd,0,4,46.0,7.0,260,6.0,14.0,5.0
201012190rav,1,2,45.0,-2.5,-135,6.0,13.0,15.0
201012190rav,0,3,45.0,-2.5,-135,6.0,13.0,15.0
201010170tam,1,0,43.5,5.5,210,6.0,13.0,6.0
201010170tam,0,1,43.5,5.5,210,6.0,13.0,6.0
201012270atl,1,1,50.5,-2.5,-130,0.0,21.0,16.0
201012270atl,0,0,50.5,-2.5,-130,0.0,21.0,16.0
201009200sfo,1,0,44.0,5.5,200,0.0,18.0,2.0
201009200sfo,0,4,44.0,5.5,200,0.0,18.0,2.0
201011250dal,1,4,49.0,4.5,190,3.0,16.0,12.0
201011250dal,0,4,49.0,4.5,190,3.0,16.0,12.0
200809140was,1,3,43.5,-1.0,-115,6.0,13.0,2.0
200809140was,0,3,43.5,-1.0,-115,6.0,13.0,2.0
200810190car,1,0,44.5,-3.0,-145,6.0,13.0,7.0
200810190car,0,2,44.5,-3.0,-145,6.0,13.0,7.0
200809210den,1,3,51.5,-5.5,-240,6.0,14.0,3.0
200809210den,0,4,51.5,-5.5,-240,6.0,14.0,3.0
200812210det,1,3,50.5,7.0,250,6.0,13.0,16.0
200812210det,0,0,50.5,7.0,250,6.0,13.0,16.0
200811300tam,1,1,44.5,-4.5,-185,6.0,13.0,13.0
200811300tam,0,3,44.5,-4.5,-185,6.0,13.0,13.0
200811090atl,1,3,51.0,-1.5,-125,6.0,13.0,10.0
200811090atl,0,2,51.0,-1.5,-125,6.0,13.0,10.0
200811160kan,1,0,51.0,6.0,220,6.0,12.0,11.0
200811160kan,0,3,51.0,6.0,220,6.0,12.0,11.0
201012260den,1,4,49.5,2.0,110,6.0,14.0,16.0
201012260den,0,0,49.5,2.0,110,6.0,14.0,16.0
201012190oti,1,4,47.0,-2.0,-130,6.0,12.0,15.0
201012190oti,0,1,47.0,-2.0,-130,6.0,12.0,15.0
201012020phi,1,3,51.5,-9.0,-380,3.0,21.0,13.0
201012020phi,0,2,51.5,-9.0,-380,3.0,21.0,13.0
201011010clt,1,0,50.5,-5.0,-230,0.0,21.0,8.0
201011010clt,0,2,50.5,-5.0,-230,0.0,21.0,8.0
201010030rai,1,3,43.5,3.5,165,6.0,13.0,4.0
201010030rai,0,4,43.5,3.5,165,6.0,13.0,4.0
201011140jax,1,3,48.0,0.0,-110,6.0,13.0,10.0
201011140jax,0,3,48.0,0.0,-110,6.0,13.0,10.0
201011210nyj,1,2,46.0,-6.5,-280,6.0,13.0,11.0
201011210nyj,0,1,46.0,-6.5,-280,6.0,13.0,11.0
201010100was,1,1,45.5,3.0,125,6.0,13.0,5.0
201010100was,0,3,45.5,3.0,125,6.0,13.0,5.0
201009270chi,1,2,45.5,3.0,135,0.0,20.0,3.0
201009270chi,0,1,45.5,3.0,135,0.0,20.0,3.0
201101230chi,1,4,42.0,3.5,165,6.0,14.0,20.0
201101230chi,0,0,42.0,3.5,165,6.0,14.0,20.0
201012120det,1,3,46.0,7.0,290,6.0,13.0,14.0
201012120det,0,4,46.0,7.0,290,6.0,13.0,14.0
201011210min,1,1,45.0,3.0,135,6.0,12.0,11.0
201011210min,0,1,45.0,3.0,135,6.0,12.0,11.0
201012190nwe,1,3,43.5,-14.0,-1000,6.0,21.0,15.0
201012190nwe,0,0,43.5,-14.0,-1000,6.0,21.0,15.0
201009120phi,1,3,48.0,3.0,130,6.0,16.0,1.0
201009120phi,0,1,48.0,3.0,130,6.0,16.0,1.0
201101090phi,1,3,47.0,-1.5,-125,6.0,17.0,18.0
201101090phi,0,3,47.0,-1.5,-125,6.0,17.0,18.0
201011280atl,1,3,46.5,-1.5,-140,6.0,13.0,12.0
201011280atl,0,0,46.5,-1.5,-140,6.0,13.0,12.0
201101150atl,1,4,44.5,-1.0,-120,5.0,20.0,19.0
201101150atl,0,3,44.5,-1.0,-120,5.0,20.0,19.0
201010310nyj,1,4,42.0,-6.0,-300,6.0,13.0,8.0
201010310nyj,0,2,42.0,-6.0,-300,6.0,13.0,8.0
201011150was,1,4,44.0,3.0,155,0.0,21.0,10.0
201011150was,0,1,44.0,3.0,155,0.0,21.0,10.0
201011280chi,1,4,42.0,3.0,150,6.0,15.0,12.0
201011280chi,0,1,42.0,3.0,150,6.0,15.0,12.0
201009190det,1,4,41.0,6.5,245,6.0,13.0,2.0
201009190det,0,3,41.0,6.5,245,6.0,13.0,2.0
201010240oti,1,0,42.0,-3.0,-140,6.0,12.0,7.0
201010240oti,0,0,42.0,-3.0,-140,6.0,12.0,7.0
201010100sfo,1,4,39.5,-3.5,-175,6.0,18.0,5.0
201010100sfo,0,2,39.5,-3.5,-175,6.0,18.0,5.0
201012120dal,1,1,50.5,4.0,185,6.0,20.0,14.0
201012120dal,0,2,50.5,4.0,185,6.0,20.0,14.0
201009260jax,1,3,44.5,3.0,120,6.0,16.0,3.0
201009260jax,0,2,44.5,3.0,120,6.0,16.0,3.0
201012190nyg,1,0,47.0,-3.0,-155,6.0,13.0,15.0
201012190nyg,0,2,47.0,-3.0,-155,6.0,13.0,15.0
201010100cin,1,4,38.5,-7.0,-300,6.0,13.0,5.0
201010100cin,0,0,38.5,-7.0,-300,6.0,13.0,5.0
201009190car,1,4,37.5,-4.0,-210,6.0,13.0,2.0
201009190car,0,1,37.5,-4.0,-210,6.0,13.0,2.0
201010310crd,1,3,38.0,-3.0,-175,6.0,14.0,8.0
201010310crd,0,3,38.0,-3.0,-175,6.0,14.0,8.0
201011280rav,1,3,42.0,-8.0,-325,6.0,16.0,12.0
201011280rav,0,2,42.0,-8.0,-325,6.0,16.0,12.0
201011070atl,1,3,44.5,-10.0,-500,6.0,13.0,9.0
201011070atl,0,4,44.5,-10.0,-500,6.0,13.0,9.0
201101020nor,1,3,47.0,-7.0,-300,6.0,12.0,17.0
201101020nor,0,3,47.0,-7.0,-300,6.0,12.0,17.0
201011210sfo,1,3,41.5,-3.5,-180,6.0,13.0,11.0
201011210sfo,0,1,41.5,-3.5,-180,6.0,13.0,11.0
201111200was,1,4,42.5,7.0,285,6.0,13.0,11.0
201111200was,0,3,42.5,7.0,285,6.0,13.0,11.0
201112040crd,1,1,47.0,4.0,170,6.0,14.0,13.0
201112040crd,0,0,47.0,4.0,170,6.0,14.0,13.0
201110160nwe,1,2,54.5,-6.5,-300,6.0,16.0,6.0
201110160nwe,0,2,54.5,-6.5,-300,6.0,16.0,6.0
201112170tam,1,0,47.0,7.0,300,5.0,20.0,15.0
201112170tam,0,4,47.0,7.0,300,5.0,20.0,15.0
201110300phi,1,4,49.5,-3.0,-170,6.0,20.0,8.0
201110300phi,0,4,49.5,-3.0,-170,6.0,20.0,8.0
201109110nyj,1,0,41.0,-6.5,-320,6.0,21.0,1.0
201109110nyj,0,1,41.0,-6.5,-320,6.0,21.0,1.0
201201010nyg,1,1,48.0,-3.0,-165,6.0,21.0,17.0
201201010nyg,0,4,48.0,-3.0,-165,6.0,21.0,17.0
201212030was,1,2,50.0,2.5,120,0.0,21.0,13.0
201212030was,0,3,50.0,2.5,120,0.0,21.0,13.0
201211110cin,1,0,47.0,3.0,170,6.0,13.0,10.0
201211110cin,0,3,47.0,3.0,170,6.0,13.0,10.0
201209200car,1,4,49.0,-3.0,-150,3.0,20.0,3.0
201209200car,0,0,49.0,-3.0,-150,3.0,20.0,3.0
201212230rav,1,1,47.0,1.5,120,6.0,16.0,16.0
201212230rav,0,4,47.0,1.5,120,6.0,16.0,16.0
201209300phi,1,2,46.0,0.0,-130,6.0,21.0,4.0
201209300phi,0,1,46.0,0.0,-130,6.0,21.0,4.0
201212160atl,1,1,50.0,0.0,-115,6.0,13.0,15.0
201212160atl,0,2,50.0,0.0,-115,6.0,13.0,15.0
201210140sfo,1,2,47.0,-7.0,-320,6.0,13.0,6.0
201210140sfo,0,0,47.0,-7.0,-320,6.0,13.0,6.0
201210280dal,1,4,48.0,2.5,125,6.0,15.0,8.0
201210280dal,0,1,48.0,2.5,125,6.0,15.0,8.0
201212300was,1,2,49.0,-3.0,-175,6.0,21.0,17.0
201212300was,0,2,49.0,-3.0,-175,6.0,21.0,17.0
201212090cin,1,1,46.0,-3.0,-180,6.0,13.0,14.0
201212090cin,0,0,46.0,-3.0,-180,6.0,13.0,14.0
201210210car,1,2,45.0,3.0,125,6.0,13.0,7.0
201210210car,0,3,45.0,3.0,125,6.0,13.0,7.0
201210140rav,1,2,45.0,-3.0,-170,6.0,13.0,6.0
201210140rav,0,1,45.0,-3.0,-170,6.0,13.0,6.0
201211110phi,1,3,43.5,3.0,120,6.0,16.0,10.0
201211110phi,0,4,43.5,3.0,120,6.0,16.0,10.0
201211040atl,1,1,47.5,-4.0,-195,6.0,21.0,9.0
201211040atl,0,2,47.5,-4.0,-195,6.0,21.0,9.0
201209050nyg,1,0,46.0,-4.0,-200,2.0,21.0,1.0
201209050nyg,0,0,46.0,-4.0,-200,2.0,21.0,1.0
201209160sea,1,0,43.0,3.0,165,6.0,13.0,2.0
201209160sea,0,1,43.0,3.0,165,6.0,13.0,2.0
201311030was,1,3,49.0,-2.0,-125,6.0,13.0,9.0
201311030was,0,1,49.0,-2.0,-125,6.0,13.0,9.0
201401050cin,1,2,48.0,-6.0,-275,6.0,13.0,18.0
201401050cin,0,3,48.0,-6.0,-275,6.0,13.0,18.0
201309150phi,1,4,53.0,-7.5,-345,6.0,13.0,2.0
201309150phi,0,3,53.0,-7.5,-345,6.0,13.0,2.0
201311240kan,1,3,43.0,-3.5,-185,6.0,12.0,12.0
201311240kan,0,4,43.0,-3.5,-185,6.0,12.0,12.0
201310200jax,1,0,44.0,7.0,265,6.0,13.0,7.0
201310200jax,0,1,44.0,7.0,265,6.0,13.0,7.0
201311170mia,1,1,44.5,2.5,125,6.0,16.0,11.0
201311170mia,0,3,44.5,2.5,125,6.0,16.0,11.0
201312120den,1,2,57.0,-9.5,-487,3.0,18.0,15.0
201312120den,0,4,57.0,-9.5,-487,3.0,18.0,15.0
201401120den,1,0,55.0,-7.5,-324,6.0,15.0,19.0
201401120den,0,1,55.0,-7.5,-324,6.0,15.0,19.0
201310060rai,1,4,47.5,6.5,220,6.0,21.0,5.0
201310060rai,0,0,47.5,6.5,220,6.0,21.0,5.0
201410190was,1,3,46.0,-6.0,-255,6.0,13.0,7.0
201410190was,0,0,46.0,-6.0,-255,6.0,13.0,7.0
201409210cin,1,1,45.0,-6.0,-275,6.0,13.0,3.0
201409210cin,0,0,45.0,-6.0,-275,6.0,13.0,3.0
201411090rav,1,3,44.5,-10.0,-550,6.0,13.0,10.0
201411090rav,0,4,44.5,-10.0,-550,6.0,13.0,10.0
201411230phi,1,3,49.0,-11.0,-685,6.0,13.0,12.0
201411230phi,0,0,49.0,-11.0,-685,6.0,13.0,12.0
201409070kan,1,0,45.5,-3.0,-165,6.0,12.0,1.0
201409070kan,0,3,45.5,-3.0,-165,6.0,12.0,1.0
201412180jax,1,0,39.0,-4.0,-210,3.0,20.0,16.0
201412180jax,0,4,39.0,-4.0,-210,3.0,20.0,16.0
201409280clt,1,0,45.5,-7.5,-345,6.0,13.0,4.0
201409280clt,0,2,45.5,-7.5,-345,6.0,13.0,4.0
201411300htx,1,0,43.0,-6.5,-310,6.0,12.0,13.0
201411300htx,0,4,43.0,-6.5,-310,6.0,12.0,13.0
201411160was,1,0,46.5,-6.5,-310,6.0,13.0,11.0
201411160was,0,4,46.5,-6.5,-310,6.0,13.0,11.0
201412140car,1,3,41.0,-3.0,-190,6.0,13.0,15.0
201412140car,0,3,41.0,-3.0,-190,6.0,13.0,15.0
201411230chi,1,3,46.5,-4.0,-210,6.0,12.0,12.0
201411230chi,0,4,46.5,-4.0,-210,6.0,12.0,12.0
201412070det,1,4,42.0,-10.0,-525,6.0,13.0,14.0
201412070det,0,1,42.0,-10.0,-525,6.0,13.0,14.0
201409280pit,1,4,44.5,-7.5,-345,6.0,13.0,4.0
201409280pit,0,2,44.5,-7.5,-345,6.0,13.0,4.0
201409180atl,1,2,47.0,-7.0,-280,3.0,20.0,3.0
201409180atl,0,1,47.0,-7.0,-280,3.0,20.0,3.0
201410050nor,1,0,47.0,-11.0,-600,6.0,12.0,5.0
201410050nor,0,3,47.0,-11.0,-600,6.0,12.0,5.0
201411020cle,1,4,44.0,-7.0,-325,6.0,13.0,9.0
201411020cle,0,4,44.0,-7.0,-325,6.0,13.0,9.0
201510040was,1,4,45.0,3.0,130,6.0,13.0,4.0
201510040was,0,4,45.0,3.0,130,6.0,13.0,4.0
201510250car,1,2,46.0,-3.0,-145,6.0,21.0,7.0
201510250car,0,4,46.0,-3.0,-145,6.0,21.0,7.0
201511260det,1,2,47.0,-3.0,-155,3.0,25.0,12.0
201511260det,0,4,47.0,-3.0,-155,3.0,25.0,12.0
201512060nwe,1,4,49.0,-9.5,-500,6.0,16.0,13.0
201512060nwe,0,1,49.0,-9.5,-500,6.0,16.0,13.0
201509140atl,1,3,55.0,3.0,165,0.0,19.0,1.0
201509140atl,0,4,55.0,3.0,165,0.0,19.0,1.0
201509270nyj,1,4,47.0,-3.0,-170,6.0,13.0,3.0
201509270nyj,0,1,47.0,-3.0,-170,6.0,13.0,3.0
201601030nyg,1,3,51.0,-3.5,-189,6.0,13.0,17.0
201601030nyg,0,1,51.0,-3.5,-189,6.0,13.0,17.0
201511080dal,1,1,44.0,3.0,155,6.0,20.0,9.0
201511080dal,0,2,44.0,3.0,155,6.0,20.0,9.0
201511150was,1,2,51.5,2.0,105,6.0,13.0,10.0
201511150was,0,2,51.5,2.0,105,6.0,13.0,10.0
201509270car,1,0,43.0,-9.5,-445,6.0,13.0,3.0
201509270car,0,1,43.0,-9.5,-445,6.0,13.0,3.0
201509130crd,1,2,49.0,-2.0,-137,6.0,14.0,1.0
201509130crd,0,0,49.0,-2.0,-137,6.0,14.0,1.0
201512130tam,1,1,51.5,-6.0,-250,6.0,13.0,14.0
201512130tam,0,0,51.5,-6.0,-250,6.0,13.0,14.0
201510110phi,1,3,49.5,-6.5,-290,6.0,13.0,5.0
201510110phi,0,2,49.5,-6.5,-290,6.0,13.0,5.0
201601030atl,1,4,53.5,-6.0,-245,6.0,13.0,17.0
201601030atl,0,3,53.5,-6.0,-245,6.0,13.0,17.0
201510250clt,1,2,53.0,-5.5,-250,6.0,13.0,7.0
201510250clt,0,4,53.0,-5.5,-250,6.0,13.0,7.0
201511290htx,1,3,51.5,-3.5,-180,6.0,12.0,12.0
201511290htx,0,0,51.5,-3.5,-180,6.0,12.0,12.0
201512200was,1,4,46.0,2.5,116,6.0,13.0,15.0
201512200was,0,0,46.0,2.5,116,6.0,13.0,15.0
201512130phi,1,0,48.5,-1.0,-120,6.0,13.0,14.0
201512130phi,0,3,48.5,-1.0,-120,6.0,13.0,14.0
201511290kan,1,2,40.5,-4.5,-220,6.0,12.0,12.0
201511290kan,0,2,40.5,-4.5,-220,6.0,12.0,12.0
201509270mia,1,2,43.0,-1.0,-120,6.0,16.0,3.0
201509270mia,0,3,43.0,-1.0,-120,6.0,16.0,3.0
201510250jax,1,1,41.0,3.5,155,6.0,14.0,7.0
