game_id,label,fold,line___close_ou,line___h_close_line,line___h_ml,time_date___day_of_week,time_date___game_time_local,time_date___week_id
201511150ram,1,0,42.0,-7.5,-380,6.0,12.0,10.0
201511150ram,0,1,42.0,-7.5,-380,6.0,12.0,10.0
201511090sdg,1,0,49.5,-3.5,-200,0.0,18.0,9.0
201511090sdg,0,1,49.5,-3.5,-200,0.0,18.0,9.0
201510180det,1,2,45.0,-3.5,-200,6.0,13.0,6.0
201510180det,0,1,45.0,-3.5,-200,6.0,13.0,6.0
201512270tam,1,3,43.5,-3.0,-165,6.0,13.0,16.0
201512270tam,0,2,43.5,-3.0,-165,6.0,13.0,16.0
201510110kan,1,2,43.5,-9.0,-428,6.0,12.0,5.0
201510110kan,0,0,43.5,-9.0,-428,6.0,12.0,5.0
201512200min,1,0,44.0,-4.0,-200,6.0,12.0,15.0
201512200min,0,4,44.0,-4.0,-200,6.0,12.0,15.0
201509270sea,1,2,43.5,-16.5,-1350,6.0,13.0,3.0
201509270sea,0,3,43.5,-16.5,-1350,6.0,13.0,3.0
201601030gnb,1,2,44.0,-3.0,-155,6.0,20.0,17.0
201601030gnb,0,1,44.0,-3.0,-155,6.0,20.0,17.0
201511010chi,1,3,44.0,1.5,110,6.0,12.0,8.0
201511010chi,0,2,44.0,1.5,110,6.0,12.0,8.0
201512100crd,1,4,47.0,-10.0,-500,3.0,18.0,14.0
201512100crd,0,2,47.0,-10.0,-500,3.0,18.0,14.0
201510250det,1,4,44.5,-1.0,-120,6.0,13.0,7.0
201510250det,0,0,44.5,-1.0,-120,6.0,13.0,7.0
201511290atl,1,2,45.0,-2.0,-130,6.0,13.0,12.0
201511290atl,0,0,45.0,-2.0,-130,6.0,13.0,12.0
201510040den,1,2,43.5,-7.0,-305,6.0,14.0,4.0
201510040den,0,0,43.5,-7.0,-305,6.0,14.0,4.0
201511150rai,1,1,44.5,-3.0,-165,6.0,13.0,10.0
201511150rai,0,2,44.5,-3.0,-165,6.0,13.0,10.0
201509140sfo,1,3,42.5,3.0,135,0.0,19.0,1.0
201509140sfo,0,3,42.5,3.0,135,0.0,19.0,1.0
201609250gnb,1,1,47.5,-6.0,-270,6.0,12.0,3.0
201609250gnb,0,4,47.5,-6.0,-270,6.0,12.0,3.0
201610020chi,1,1,48.0,3.5,160,6.0,12.0,4.0
201610020chi,0,0,48.0,3.5,160,6.0,12.0,4.0
201609110clt,1,3,51.5,-3.0,-139,6.0,16.0,1.0
201609110clt,0,0,51.5,-3.0,-139,6.0,16.0,1.0
201612180nyg,1,0,42.5,-4.0,-205,6.0,13.0,15.0
201612180nyg,0,0,42.5,-4.0,-205,6.0,13.0,15.0
201612040nor,1,3,53.5,-6.0,-290,6.0,12.0,13.0
201612040nor,0,2,53.5,-6.0,-290,6.0,12.0,13.0
201701070sea,1,1,45.0,-8.0,-400,5.0,17.0,18.0
201701070sea,0,0,45.0,-8.0,-400,5.0,17.0,18.0
201612260dal,1,0,47.0,-6.5,-260,0.0,20.0,16.0
201612260dal,0,3,47.0,-6.5,-260,0.0,20.0,16.0
201610300htx,1,2,46.5,-1.0,-117,6.0,12.0,8.0
201610300htx,0,3,46.5,-1.0,-117,6.0,12.0,8.0
201611060min,1,1,42.5,-5.0,-230,6.0,12.0,9.0
201611060min,0,0,42.5,-5.0,-230,6.0,12.0,9.0
201610090gnb,1,2,49.5,-6.5,-300,6.0,20.0,5.0
201610090gnb,0,4,49.5,-6.5,-300,6.0,20.0,5.0
201701080gnb,1,4,46.5,-5.5,-230,6.0,16.0,18.0
201701080gnb,0,2,46.5,-5.5,-230,6.0,16.0,18.0
201701010was,1,0,47.0,-9.5,-410,6.0,16.0,17.0
201701010was,0,2,47.0,-9.5,-410,6.0,16.0,17.0
201612040pit,1,4,50.0,-6.5,-303,6.0,16.0,13.0
201612040pit,0,4,50.0,-6.5,-303,6.0,16.0,13.0
201612220phi,1,2,42.5,-1.0,-120,3.0,20.0,16.0
201612220phi,0,0,42.5,-1.0,-120,3.0,20.0,16.0
201611270cle,1,3,46.5,6.5,250,6.0,13.0,12.0
201611270cle,0,1,46.5,6.5,250,6.0,13.0,12.0
201609110dal,1,0,48.0,0.0,-119,6.0,15.0,1.0
201609110dal,0,3,48.0,0.0,-119,6.0,15.0,1.0
201610030min,1,0,42.5,-3.5,-200,0.0,20.0,4.0
201610030min,0,1,42.5,-3.5,-200,0.0,20.0,4.0
201610230ram,1,1,45.5,3.0,135,6.0,15.0,7.0
201610230ram,0,2,45.5,3.0,135,6.0,15.0,7.0
201610160gnb,1,2,47.5,-4.5,-240,6.0,15.0,6.0
201610160gnb,0,4,47.5,-4.5,-240,6.0,15.0,6.0
201609180was,1,4,47.0,-3.5,-180,6.0,13.0,2.0
201609180was,0,4,47.0,-3.5,-180,6.0,13.0,2.0
201611130pit,1,1,51.0,-3.0,-175,6.0,16.0,10.0
201611130pit,0,3,51.0,-3.0,-175,6.0,16.0,10.0
201701010phi,1,1,44.0,-6.5,-250,6.0,13.0,17.0
201701010phi,0,0,44.0,-6.5,-250,6.0,13.0,17.0
201612110nyg,1,1,47.0,3.5,165,6.0,21.0,14.0
201612110nyg,0,3,47.0,3.5,165,6.0,21.0,14.0
201611060cle,1,3,49.0,7.0,265,6.0,13.0,9.0
201611060cle,0,0,49.0,7.0,265,6.0,13.0,9.0
201610020sfo,1,1,44.0,1.5,105,6.0,13.0,4.0
201610020sfo,0,3,44.0,1.5,105,6.0,13.0,4.0
201612010min,1,4,43.5,3.0,140,3.0,18.0,13.0
201612010min,0,4,43.5,3.0,140,3.0,18.0,13.0
201610200gnb,1,4,47.0,-7.0,-330,3.0,19.0,7.0
201610200gnb,0,4,47.0,-7.0,-330,3.0,19.0,7.0
201612110det,1,3,42.0,-7.0,-360,6.0,13.0,14.0
201612110det,0,2,42.0,-7.0,-360,6.0,13.0,14.0
201611130tam,1,2,45.0,3.0,135,6.0,13.0,10.0
201611130tam,0,3,45.0,3.0,135,6.0,13.0,10.0
201610090clt,1,3,47.5,-4.0,-210,6.0,13.0,5.0
201610090clt,0,0,47.5,-4.0,-210,6.0,13.0,5.0
201611200nyg,1,2,41.5,-7.0,-290,6.0,13.0,11.0
201611200nyg,0,3,41.5,-7.0,-290,6.0,13.0,11.0
201609250dal,1,3,44.5,-6.5,-265,6.0,20.0,3.0
201609250dal,0,3,44.5,-6.5,-265,6.0,20.0,3.0
201609110htx,1,4,42.5,-5.5,-240,6.0,12.0,1.0
201609110htx,0,4,42.5,-5.5,-240,6.0,12.0,1.0
201701010min,1,4,44.0,-6.0,-260,6.0,12.0,17.0
201701010min,0,4,44.0,-6.0,-260,6.0,12.0,17.0
201611060gnb,1,1,52.0,-7.5,-360,6.0,15.0,9.0
201611060gnb,0,1,52.0,-7.5,-360,6.0,15.0,9.0
201610020jax,1,0,48.5,0.0,-110,6.0,15.0,4.0
201610020jax,0,4,48.5,0.0,-110,6.0,15.0,4.0
201612050nyj,1,2,48.5,-1.5,-125,0.0,21.0,13.0
201612050nyj,0,1,48.5,-1.5,-125,0.0,21.0,13.0
201609180den,1,3,47.0,-6.0,-270,6.0,14.0,2.0
201609180den,0,4,47.0,-6.0,-270,6.0,14.0,2.0
201610230oti,1,0,48.0,-4.0,-205,6.0,12.0,7.0
201610230oti,0,1,48.0,-4.0,-205,6.0,12.0,7.0
201612180min,1,4,44.5,-5.0,-240,6.0,12.0,15.0
201612180min,0,0,44.5,-5.0,-240,6.0,12.0,15.0
201612240rai,1,2,52.0,-3.0,-180,5.0,13.0,16.0
201612240rai,0,2,52.0,-3.0,-180,5.0,13.0,16.0
201612040gnb,1,1,44.0,-7.0,-350,6.0,12.0,13.0
201612040gnb,0,4,44.0,-7.0,-350,6.0,12.0,13.0
201609220nwe,1,3,38.5,-1.0,-124,3.0,20.0,3.0
201609220nwe,0,2,38.5,-1.0,-124,3.0,20.0,3.0
201701140nwe,1,2,44.5,-17.0,-2000,5.0,20.0,19.0
201701140nwe,0,2,44.5,-17.0,-2000,5.0,20.0,19.0
201611130jax,1,2,42.0,-3.0,-155,6.0,13.0,10.0
201611130jax,0,3,42.0,-3.0,-155,6.0,13.0,10.0
201612110clt,1,0,47.5,-6.5,-300,6.0,13.0,14.0
201612110clt,0,4,47.5,-6.5,-300,6.0,13.0,14.0
201610240den,1,0,40.0,-9.0,-400,0.0,19.0,7.0
201610240den,0,2,40.0,-9.0,-400,0.0,19.0,7.0
201701010oti,1,3,41.5,-3.0,-165,6.0,12.0,17.0
201701010oti,0,2,41.5,-3.0,-165,6.0,12.0,17.0
201610090min,1,3,39.0,-6.0,-269,6.0,12.0,5.0
201610090min,0,4,39.0,-6.0,-269,6.0,12.0,5.0
201611210rai,1,3,46.0,-6.5,-270,0.0,20.0,11.0
201611210rai,0,2,46.0,-6.5,-270,0.0,20.0,11.0
201612110gnb,1,3,46.5,3.0,131,6.0,15.0,14.0
201612110gnb,0,3,46.5,3.0,131,6.0,15.0,14.0
201610230crd,1,1,43.0,-2.5,-140,6.0,19.0,7.0
201610230crd,0,3,43.0,-2.5,-140,6.0,19.0,7.0
201611130nwe,1,0,49.5,-7.5,-350,6.0,21.0,10.0
201611130nwe,0,0,49.5,-7.5,-350,6.0,21.0,10.0
201611270tam,1,1,46.5,5.0,200,6.0,16.0,12.0
201611270tam,0,4,46.5,5.0,200,6.0,16.0,12.0
201701140atl,1,1,51.5,-6.5,-275,5.0,17.0,19.0
201701140atl,0,3,51.5,-6.5,-275,5.0,17.0,19.0
201610020nyj,1,1,39.5,0.0,-110,6.0,13.0,4.0
201610020nyj,0,1,39.5,0.0,-110,6.0,13.0,4.0
201610300nor,1,1,50.0,1.0,-102,6.0,12.0,8.0
201610300nor,0,0,50.0,1.0,-102,6.0,12.0,8.0
201701010sfo,1,4,44.5,11.5,425,6.0,13.0,17.0
201701010sfo,0,3,44.5,11.5,425,6.0,13.0,17.0
201609180ram,1,1,38.0,5.5,200,6.0,13.0,2.0
201609180ram,0,3,38.0,5.5,200,6.0,13.0,2.0
201612240gnb,1,1,44.5,-6.0,-280,5.0,12.0,16.0
201612240gnb,0,1,44.5,-6.0,-280,5.0,12.0,16.0
201611130was,1,4,42.0,-2.5,-145,6.0,13.0,10.0
201611130was,0,2,42.0,-2.5,-145,6.0,13.0,10.0
201609250car,1,2,42.5,-6.0,-260,6.0,13.0,3.0
201609250car,0,3,42.5,-6.0,-260,6.0,13.0,3.0
201610310chi,1,0,39.5,5.5,205,0.0,20.0,8.0
201610310chi,0,4,39.5,5.5,205,0.0,20.0,8.0
201611240det,1,0,42.0,-2.0,-130,3.0,25.0,12.0
201611240det,0,4,42.0,-2.0,-130,3.0,25.0,12.0
201610230phi,1,3,39.0,3.0,120,6.0,13.0,7.0
201610230phi,0,4,39.0,3.0,120,6.0,13.0,7.0
201612110jax,1,0,38.0,3.0,159,6.0,13.0,14.0
201612110jax,0,3,38.0,3.0,159,6.0,13.0,14.0
201609110oti,1,1,40.0,2.5,120,6.0,12.0,1.0
201609110oti,0,4,40.0,2.5,120,6.0,12.0,1.0
201709100gnb,1,4,50.0,-2.5,-145,6.0,15.0,1.0
201709100gnb,0,3,50.0,-2.5,-145,6.0,15.0,1.0
201712100jax,1,0,41.0,-2.5,-145,6.0,16.0,14.0
201712100jax,0,0,41.0,-2.5,-145,6.0,16.0,14.0
201710220nyg,1,1,38.5,4.0,175,6.0,16.0,7.0
201710220nyg,0,4,38.5,4.0,175,6.0,16.0,7.0
201712240dal,1,3,47.5,-4.5,-240,6.0,15.0,16.0
201712240dal,0,1,47.5,-4.5,-240,6.0,15.0,16.0
201711260sfo,1,3,45.0,6.5,250,6.0,13.0,12.0
201711260sfo,0,2,45.0,6.5,250,6.0,13.0,12.0
201709240oti,1,4,41.0,-2.0,-130,6.0,15.0,3.0
201709240oti,0,1,41.0,-2.0,-130,6.0,15.0,3.0
201710080ram,1,1,46.5,-2.0,-130,6.0,13.0,5.0
201710080ram,0,4,46.5,-2.0,-130,6.0,13.0,5.0
201709240gnb,1,1,48.0,-7.0,-400,6.0,15.0,3.0
201709240gnb,0,0,48.0,-7.0,-400,6.0,15.0,3.0
201710220pit,1,2,40.0,-4.0,-220,6.0,16.0,7.0
201710220pit,0,4,40.0,-4.0,-220,6.0,16.0,7.0
201712310rav,1,2,39.0,-8.0,-450,6.0,16.0,17.0
201712310rav,0,4,39.0,-8.0,-450,6.0,16.0,17.0
201711050jax,1,0,38.0,-5.5,-260,6.0,13.0,9.0
201711050jax,0,4,38.0,-5.5,-260,6.0,13.0,9.0
201711190den,1,2,38.0,-2.5,-150,6.0,14.0,11.0
201711190den,0,0,38.0,-2.5,-150,6.0,14.0,11.0
201710010cle,1,0,41.5,3.0,155,6.0,13.0,4.0
201710010cle,0,1,41.5,3.0,155,6.0,13.0,4.0
201711120oti,1,1,40.5,-5.0,-230,6.0,12.0,10.0
201711120oti,0,3,40.5,-5.0,-230,6.0,12.0,10.0
201712170min,1,0,42.5,-13.0,-900,6.0,12.0,15.0
201712170min,0,0,42.5,-13.0,-900,6.0,12.0,15.0
201709280gnb,1,2,44.5,-7.0,-400,3.0,19.0,4.0
201709280gnb,0,4,44.5,-7.0,-400,3.0,19.0,4.0
201712100cin,1,4,40.0,-6.0,-265,6.0,13.0,14.0
201712100cin,0,2,40.0,-6.0,-265,6.0,13.0,14.0
201712160det,1,3,43.5,-5.0,-240,5.0,17.0,15.0
201712160det,0,1,43.5,-5.0,-240,5.0,17.0,15.0
201710150rav,1,4,39.5,-5.0,-220,6.0,13.0,6.0
201710150rav,0,1,39.5,-5.0,-220,6.0,13.0,6.0
201709170tam,1,1,44.0,-7.0,-305,6.0,13.0,2.0
201709170tam,0,0,44.0,-7.0,-305,6.0,13.0,2.0
201711260phi,1,3,43.0,-13.5,-1200,6.0,13.0,12.0
201711260phi,0,3,43.0,-13.5,-1200,6.0,13.0,12.0
201710290nor,1,3,46.0,-7.5,-390,6.0,12.0,8.0
201710290nor,0,3,46.0,-7.5,-390,6.0,12.0,8.0
201710220gnb,1,4,45.5,4.0,170,6.0,12.0,7.0
201710220gnb,0,3,45.5,4.0,170,6.0,12.0,7.0
201709240car,1,0,46.5,-5.5,-260,6.0,13.0,3.0
201709240car,0,2,46.5,-5.5,-260,6.0,13.0,3.0
201712310tam,1,0,49.0,6.0,255,6.0,16.0,17.0
201712310tam,0,2,49.0,6.0,255,6.0,16.0,17.0
201710010mia,1,2,52.0,4.0,175,6.0,15.0,4.0
201710010mia,0,3,52.0,4.0,175,6.0,15.0,4.0
201711120buf,1,0,48.0,2.0,115,6.0,13.0,10.0
201711120buf,0,1,48.0,2.0,115,6.0,13.0,10.0
201709110min,1,1,47.5,-3.0,-181,0.0,18.0,1.0
201709110min,0,1,47.5,-3.0,-181,0.0,18.0,1.0
201801140min,1,2,47.0,-5.5,-250,6.0,16.0,19.0
201801140min,0,1,47.0,-5.5,-250,6.0,16.0,19.0
201711260ram,1,4,54.0,-2.5,-150,6.0,13.0,12.0
201711260ram,0,1,54.0,-2.5,-150,6.0,13.0,12.0
201712070atl,1,3,51.5,-2.5,-135,3.0,20.0,14.0
201712070atl,0,1,51.5,-2.5,-135,3.0,20.0,14.0
201711060gnb,1,1,42.5,2.5,120,0.0,20.0,9.0
201711060gnb,0,0,42.5,2.5,120,0.0,20.0,9.0
201712240cin,1,1,43.5,3.0,148,6.0,13.0,16.0
201712240cin,0,0,43.5,3.0,148,6.0,13.0,16.0
201712030rav,1,0,43.5,-2.5,-140,6.0,13.0,13.0
201712030rav,0,1,43.5,-2.5,-140,6.0,13.0,13.0
201712100tam,1,0,48.0,0.0,-110,6.0,13.0,14.0
201712100tam,0,3,48.0,0.0,-110,6.0,13.0,14.0
201709180nyg,1,3,42.5,-3.0,-170,0.0,21.0,2.0
201709180nyg,0,1,42.5,-3.0,-170,0.0,21.0,2.0
201710150nor,1,4,50.0,-5.0,-235,6.0,12.0,6.0
201710150nor,0,0,50.0,-5.0,-235,6.0,12.0,6.0
201710010min,1,4,43.0,-2.5,-150,6.0,12.0,4.0
201710010min,0,2,43.0,-2.5,-150,6.0,12.0,4.0
201711190gnb,1,3,38.5,2.5,115,6.0,12.0,11.0
201711190gnb,0,3,38.5,2.5,115,6.0,12.0,11.0
201709100cin,1,2,41.5,-2.5,-150,6.0,13.0,1.0
201709100cin,0,1,41.5,-2.5,-150,6.0,13.0,1.0
201712100pit,1,3,43.5,-6.0,-270,6.0,21.0,14.0
201712100pit,0,0,43.5,-6.0,-270,6.0,21.0,14.0
201709240jax,1,3,38.0,3.0,150,6.0,15.0,3.0
201709240jax,0,4,38.0,3.0,150,6.0,15.0,3.0
201712170cle,1,4,42.5,6.5,250,6.0,13.0,15.0
201712170cle,0,4,42.5,6.5,250,6.0,13.0,15.0
201710220min,1,3,37.5,-5.0,-255,6.0,12.0,7.0
201710220min,0,1,37.5,-5.0,-255,6.0,12.0,7.0
201710080rai,1,3,40.5,-3.0,-150,6.0,13.0,5.0
201710080rai,0,1,40.5,-3.0,-150,6.0,13.0,5.0
201712030gnb,1,3,45.5,-3.0,-170,6.0,12.0,13.0
201712030gnb,0,1,45.5,-3.0,-170,6.0,12.0,13.0
201712240car,1,3,47.0,-10.0,-550,6.0,13.0,16.0
201712240car,0,1,47.0,-10.0,-550,6.0,13.0,16.0
201710150crd,1,2,46.0,2.5,123,6.0,14.0,6.0
201710150crd,0,0,46.0,2.5,123,6.0,14.0,6.0
201711190mia,1,0,44.0,1.5,105,6.0,13.0,11.0
201711190mia,0,3,44.0,1.5,105,6.0,13.0,11.0
201711050nor,1,3,54.5,-7.0,-330,6.0,12.0,9.0
201711050nor,0,3,54.5,-7.0,-330,6.0,12.0,9.0
201709240min,1,1,41.0,0.0,-110,6.0,12.0,3.0
201709240min,0,4,41.0,0.0,-110,6.0,12.0,3.0
201711260atl,1,3,47.0,-10.0,-650,6.0,13.0,12.0
201711260atl,0,2,47.0,-10.0,-650,6.0,13.0,12.0
201712230gnb,1,2,41.0,8.5,350,5.0,20.0,16.0
201712230gnb,0,3,41.0,8.5,350,5.0,20.0,16.0
201711120was,1,3,42.0,1.0,-105,6.0,13.0,10.0
201711120was,0,2,42.0,1.0,-105,6.0,13.0,10.0
201712100car,1,3,40.5,2.5,115,6.0,13.0,14.0
201712100car,0,4,40.5,2.5,115,6.0,13.0,14.0
201710090chi,1,4,41.0,3.5,158,0.0,20.0,5.0
201710090chi,0,1,41.0,3.5,158,0.0,20.0,5.0
201711230det,1,3,45.5,2.5,125,3.0,25.0,12.0
201711230det,0,4,45.5,2.5,125,3.0,25.0,12.0
201709170pit,1,1,43.5,-8.0,-370,6.0,13.0,2.0
201709170pit,0,3,43.5,-8.0,-370,6.0,13.0,2.0
201801210phi,1,1,39.0,3.0,135,6.0,19.0,20.0
201801210phi,0,1,39.0,3.0,135,6.0,19.0,20.0
201710290cle,1,1,38.0,11.0,416,6.0,15.0,8.0
201710290cle,0,4,38.0,11.0,416,6.0,15.0,8.0
201712030atl,1,1,48.5,-2.0,-130,6.0,13.0,13.0
201712030atl,0,4,48.5,-2.0,-130,6.0,13.0,13.0
200709230htx,1,2,46.0,6.5,260,6.0,12.0,3.0
200709230htx,0,4,46.0,6.5,260,6.0,12.0,3.0
200710220jax,1,3,45.0,3.0,145,0.0,21.0,7.0
200710220jax,0,2,45.0,3.0,145,0.0,21.0,7.0
200712160rai,1,3,45.0,9.5,370,6.0,13.0,15.0
200712160rai,0,4,45.0,9.5,370,6.0,13.0,15.0
200711110sdg,1,4,47.0,3.5,160,6.0,17.0,10.0
200711110sdg,0,3,47.0,3.5,160,6.0,17.0,10.0
200710280car,1,1,43.5,7.0,275,6.0,13.0,8.0
200710280car,0,4,43.5,7.0,275,6.0,13.0,8.0
200709160oti,1,0,45.0,6.5,265,6.0,12.0,2.0
200709160oti,0,0,45.0,6.5,265,6.0,12.0,2.0
200712090rav,1,4,42.0,9.0,330,6.0,20.0,14.0
200712090rav,0,4,42.0,9.0,330,6.0,20.0,14.0
200711220atl,1,2,42.0,14.0,600,3.0,20.0,12.0
200711220atl,0,3,42.0,14.0,600,3.0,20.0,12.0
200812010htx,1,1,48.5,-3.0,-170,0.0,20.0,13.0
200812010htx,0,1,48.5,-3.0,-170,0.0,20.0,13.0
200811020cin,1,4,40.0,7.0,260,6.0,13.0,9.0
200811020cin,0,1,40.0,7.0,260,6.0,13.0,9.0
200812070chi,1,4,40.0,-6.5,-300,6.0,12.0,14.0
200812070chi,0,1,40.0,-6.5,-300,6.0,12.0,14.0
200810120den,1,2,48.5,-3.0,-165,6.0,14.0,6.0
200810120den,0,3,48.5,-3.0,-165,6.0,14.0,6.0
200811090det,1,1,43.0,6.0,220,6.0,13.0,10.0
200811090det,0,2,43.0,6.0,220,6.0,13.0,10.0
200809070oti,1,1,36.5,3.0,135,6.0,12.0,1.0
200809070oti,0,4,36.5,3.0,135,6.0,12.0,1.0
200812280rav,1,1,37.5,-10.5,-600,6.0,16.0,17.0
200812280rav,0,3,37.5,-10.5,-600,6.0,16.0,17.0
200809210clt,1,2,41.5,-4.0,-210,6.0,16.0,3.0
200809210clt,0,3,41.5,-4.0,-210,6.0,16.0,3.0
200812140htx,1,3,45.0,3.0,140,6.0,12.0,15.0
200812140htx,0,3,45.0,3.0,140,6.0,12.0,15.0
200811160jax,1,0,39.5,2.5,115,6.0,16.0,11.0
200811160jax,0,0,39.5,2.5,115,6.0,16.0,11.0
200809140cin,1,1,37.0,0.0,100,6.0,13.0,2.0
200809140cin,0,0,37.0,0.0,100,6.0,13.0,2.0
200811090chi,1,2,37.0,3.0,120,6.0,12.0,10.0
200811090chi,0,4,37.0,3.0,120,6.0,12.0,10.0
200811270det,1,2,44.0,11.0,430,3.0,25.0,13.0
200811270det,0,2,44.0,11.0,430,3.0,25.0,13.0
200810050rav,1,4,33.5,1.0,100,6.0,13.0,5.0
200810050rav,0,0,33.5,1.0,100,6.0,13.0,5.0
200810190kan,1,3,35.0,9.0,290,6.0,12.0,7.0
200810190kan,0,4,35.0,9.0,290,6.0,12.0,7.0
200812280clt,1,4,39.5,3.0,125,6.0,13.0,17.0
200812280clt,0,0,39.5,3.0,125,6.0,13.0,17.0
200911230htx,1,3,47.5,-3.5,-190,0.0,20.0,11.0
200911230htx,0,3,47.5,-3.5,-190,0.0,20.0,11.0
200910040jax,1,0,42.0,3.5,160,6.0,13.0,4.0
200910040jax,0,2,42.0,3.5,160,6.0,13.0,4.0
200909270nyj,1,1,36.0,-1.0,-130,6.0,13.0,3.0
200909270nyj,0,0,36.0,-1.0,-130,6.0,13.0,3.0
201001030sea,1,4,45.0,6.0,205,6.0,13.0,17.0
201001030sea,0,2,45.0,6.0,205,6.0,13.0,17.0
200912060clt,1,3,47.0,-6.0,-270,6.0,13.0,13.0
200912060clt,0,4,47.0,-6.0,-270,6.0,13.0,13.0
200910180nwe,1,2,38.5,-9.5,-450,6.0,16.0,6.0
200910180nwe,0,2,38.5,-9.5,-450,6.0,16.0,6.0
200909100pit,1,2,36.0,-6.0,-275,3.0,21.0,1.0
200909100pit,0,1,36.0,-6.0,-275,3.0,21.0,1.0
200911080sfo,1,4,41.0,-4.0,-220,6.0,13.0,9.0
200911080sfo,0,3,41.0,-4.0,-220,6.0,13.0,9.0
201009120htx,1,2,48.0,1.5,110,6.0,12.0,1.0
201009120htx,0,4,48.0,1.5,110,6.0,12.0,1.0
201009260den,1,1,47.0,6.0,210,6.0,14.0,3.0
201009260den,0,1,47.0,6.0,210,6.0,14.0,3.0
201011210nwe,1,1,50.0,-4.5,-200,6.0,16.0,11.0
201011210nwe,0,4,50.0,-4.5,-200,6.0,16.0,11.0
201012090oti,1,3,44.0,3.5,175,3.0,19.0,14.0
201012090oti,0,1,44.0,3.5,175,3.0,19.0,14.0
201011070phi,1,2,46.0,-3.0,-160,6.0,16.0,9.0
201011070phi,0,3,46.0,-3.0,-160,6.0,16.0,9.0
201012260rai,1,1,46.5,2.5,115,6.0,13.0,16.0
201012260rai,0,1,46.5,2.5,115,6.0,13.0,16.0
201010030jax,1,0,45.5,7.0,280,6.0,16.0,4.0
201010030jax,0,0,45.5,7.0,280,6.0,16.0,4.0
201011070htx,1,4,50.0,3.0,120,6.0,12.0,9.0
201011070htx,0,2,50.0,3.0,120,6.0,12.0,9.0
201010170ram,1,3,45.0,8.5,325,6.0,12.0,6.0
201010170ram,0,4,45.0,8.5,325,6.0,12.0,6.0
201009260sea,1,4,44.0,4.0,170,6.0,13.0,3.0
201009260sea,0,2,44.0,4.0,170,6.0,13.0,3.0
201012260cin,1,3,44.0,9.0,305,6.0,16.0,16.0
201012260cin,0,0,44.0,9.0,305,6.0,16.0,16.0
201101020den,1,0,47.5,5.5,200,6.0,14.0,17.0
201101020den,0,1,47.5,5.5,200,6.0,14.0,17.0
201009130kan,1,3,45.5,4.0,180,0.0,21.0,1.0
201009130kan,0,4,45.5,4.0,180,0.0,21.0,1.0
201011280clt,1,0,49.5,-1.5,-140,6.0,21.0,12.0
201011280clt,0,4,49.5,-1.5,-140,6.0,21.0,12.0
201010100rai,1,4,44.0,7.0,260,6.0,13.0,5.0
201010100rai,0,4,44.0,7.0,260,6.0,13.0,5.0
201011280htx,1,3,46.5,-4.5,-210,6.0,12.0,12.0
201011280htx,0,0,46.5,-4.5,-210,6.0,12.0,12.0
201010310sdg,1,1,45.0,-5.5,-245,6.0,13.0,8.0
201010310sdg,0,0,45.0,-5.5,-245,6.0,13.0,8.0
201012260kan,1,3,42.5,-4.0,-200,6.0,12.0,16.0
201012260kan,0,0,42.5,-4.0,-200,6.0,12.0,16.0
201101020clt,1,1,48.0,-9.0,-500,6.0,16.0,17.0
201101020clt,0,4,48.0,-9.0,-500,6.0,16.0,17.0
201010100dal,1,1,43.5,-7.0,-300,6.0,15.0,5.0
201010100dal,0,0,43.5,-7.0,-300,6.0,15.0,5.0
201010180jax,1,2,43.5,3.0,135,0.0,21.0,6.0
201010180jax,0,2,43.5,3.0,135,0.0,21.0,6.0
201009260nyg,1,2,43.5,-3.0,-155,6.0,13.0,3.0
201009260nyg,0,4,43.5,-3.0,-155,6.0,13.0,3.0
201011140mia,1,0,43.0,-1.5,-125,6.0,13.0,10.0
201011140mia,0,2,43.0,-1.5,-125,6.0,13.0,10.0
201109110htx,1,1,44.0,-8.5,-430,6.0,12.0,1.0
201109110htx,0,2,44.0,-8.5,-430,6.0,12.0,1.0
201110160cin,1,2,40.5,-4.5,-240,6.0,13.0,6.0
201110160cin,0,0,40.5,-4.5,-240,6.0,13.0,6.0
201112040nwe,1,2,48.5,-20.5,-2400,6.0,13.0,13.0
201112040nwe,0,1,48.5,-20.5,-2400,6.0,13.0,13.0
201110300oti,1,2,43.5,-7.5,-360,6.0,12.0,8.0
201110300oti,0,3,43.5,-7.5,-360,6.0,12.0,8.0
201112110rav,1,1,41.5,-16.0,-1400,6.0,13.0,14.0
201112110rav,0,3,41.5,-16.0,-1400,6.0,13.0,14.0
201110030tam,1,0,40.5,-10.0,-500,0.0,21.0,4.0
201110030tam,0,3,40.5,-10.0,-500,0.0,21.0,4.0
201201010jax,1,2,36.5,-3.0,-180,6.0,13.0,17.0
201201010jax,0,1,36.5,-3.0,-180,6.0,13.0,17.0
201110230nor,1,0,49.0,-14.0,-950,6.0,20.0,7.0
201110230nor,0,0,49.0,-14.0,-950,6.0,20.0,7.0
201111060htx,1,2,42.5,-11.0,-550,6.0,12.0,9.0
201111060htx,0,3,42.5,-11.0,-550,6.0,12.0,9.0
201111270cin,1,2,38.5,-6.5,-290,6.0,13.0,12.0
201111270cin,0,4,38.5,-6.5,-290,6.0,13.0,12.0
201112180crd,1,0,37.0,-6.0,-260,6.0,14.0,15.0
201112180crd,0,2,37.0,-6.0,-260,6.0,14.0,15.0
