Feature,full,1,0,3,2,4,Importance,StdDev
rankings___h__estim_winrate,0.1005742383558214,0.05243566615259712,0.09341861894960976,0.0951355043996574,0.10044860591364632,0.09927215038236603,0.08814210915957532,0.02016821065896709
rankings___v__offensedvoa,0.06438650440613114,0.06096150825448425,0.06446664150747927,0.05879245430493039,0.05399769743783545,0.07118598771954279,0.061880857844854434,0.006438155349792287
rankings___v__dave_or_wtddvoa,0.05077982787421942,0.054646265188715064,0.0359844044360991,0.039098649891834064,0.06287690042977567,0.05129778436181101,0.04878080086164698,0.011145971353238217
rankings___h__dave_or_wtddvoa,0.05032774814897617,0.1012687849973788,0.057314005806345575,0.0570189811588364,0.0336737447786466,0.04751050221015972,0.05935720379027343,0.02532887180415693
rankings___h__offensedvoa,0.04869611016423983,0.04902652752929357,0.03957952093198218,0.05211088257557745,0.0534722995666562,0.05060607431878535,0.04895906098445895,0.005499915410627046
rankings___h__s_t_dvoa,0.046693440646088866,0.044884745888586035,0.043533374645777466,0.039941608593952335,0.04460036389179526,0.042291173978733575,0.04305025339976894,0.002015036318750309
rankings___v__estim_winrate,0.04366278712912805,0.04299290998163108,0.033407014783103525,0.05006263598540959,0.03775712265328518,0.0332820887667017,0.03950035443402622,0.0071167796241719825
rankings___v__s_t_dvoa,0.04231196148030013,0.05224784320981375,0.03705718321159526,0.04508205682346593,0.04114940696424037,0.042565035310555686,0.04362030510393421,0.005631710059680272
rankings___h__defensedvoa,0.04123137822440196,0.044848867081775066,0.0409048137058915,0.03952107755527498,0.037233173727052274,0.03984656574256707,0.04047089956251217,0.002789699994323285
rankings___v__defensedvoa,0.04055017763016648,0.04757733117236309,0.035453229360534785,0.03407473958358258,0.049905404870978456,0.03906080214052217,0.04121430142559621,0.007155841677646277
travel___v_travel_from_last_game_decay,0.04046672751561972,0.04901719083218133,0.048069437885234816,0.04103116344132038,0.035468306036686464,0.04398153941005506,0.043513527521095614,0.005526151110262601
travel___h_travel_from_last_game_decay,0.03952235961860257,0.03032704165764733,0.039159587450885616,0.029108108152147094,0.03129923377293222,0.035310561069732585,0.03304090642066897,0.0041368761632505574
team_history___h_ovr_wr_past_3_seasons,0.0385731870288236,0.04319668271078348,0.050892563653806434,0.03456916137530998,0.03871577472586272,0.03559141544779334,0.04059311958271119,0.0066649574189334235
team_history___v_ovr_wr_past_3_seasons,0.03648628369691972,0.03891628972247815,0.03866248866164493,0.038570997132815234,0.03558934368520951,0.038754922394737185,0.038098808319377,0.0014086227385495071
home_field___v_visitor__ovr_wr_ytd,0.03453913684374298,0.02192396663698949,0.03447377259150745,0.030081587321550526,0.03185836895348095,0.02817288580861124,0.02930211626242793,0.004732871365561772
team_history___h_ovr_wr_past_2_seasons,0.029579290071596726,0.0320582570545806,0.031795131830817634,0.03813909451865311,0.039495075079635115,0.028668727121761068,0.03403125712108951,0.0045928571809627046
team_history___v_ovr_wr_past_2_seasons,0.02792386382333976,0.03494982559252386,0.041462293187717617,0.03602754382082879,0.03075624774061138,0.03369836251048258,0.03537885457043285,0.003930828045221657
home_field___v_visitor__ovr_wr_last_8_games,0.026387943408633832,0.02101016918064641,0.035251976125621594,0.032532703782917935,0.03038468909062745,0.024582756748942933,0.02875245898575126,0.005842251643482865
time_date___week_id,0.02562680312036024,0.018547538950853048,0.025452882697645902,0.021512526579386144,0.022059087965740517,0.02491239962273117,0.022496887163271355,0.0027986869796587216
weather___humidity_pct,0.02454674447670125,0.02343616966491954,0.030441801762750686,0.026752922315752662,0.027730633201174325,0.027435317592735826,0.02715936890746661,0.002510192594764121
weather___wind_mph,0.024435196578510385,0.02357568504350905,0.030332614026488288,0.02584921412359041,0.028924853441989275,0.02967822972050546,0.0276721192712165,0.002862508119611699
team_history___h_ovr_wr_ytd,0.021562077091577085,0.01932100668767264,0.02061803718480076,0.021876039203865837,0.025384183549562702,0.02844235875588788,0.023128325076357963,0.0037313968535948898
home_field___h_home__ovr_wr_last_8_games,0.02033851033665853,0.020498774037215037,0.019199133399373288,0.025422287191246846,0.020289161289486112,0.020150726531875537,0.021112016489839364,0.002460426315038411
weather___wind_chill,0.02009148460647029,0.0166210987372554,0.01972161979773577,0.01944575711255049,0.021721582880813026,0.01595582418348295,0.018693176542367528,0.0023760220096831733
travel___v_home_body_time,0.016752015110075402,0.019888120339690937,0.012581152508990749,0.017953969021380724,0.018028433399883057,0.021082372934679124,0.01790680964092492,0.0032553584499449948
weather___temperature,0.01623746098010125,0.014239244695079853,0.014910255464500213,0.01958460505424379,0.019348094658348844,0.022052589204180423,0.018026957815270625,0.0033330908997039957
travel___v_tz_change_last_10_days,0.013873189821026295,0.010735209964374952,0.012516321619289127,0.013159934933232849,0.013938955586339024,0.013388816227966876,0.012747847666240566,0.0012352843315860318
travel___v_days_since_last_game,0.013843551811767016,0.010847279034960996,0.013340122812770654,0.017543794046686066,0.013893254707705522,0.011222029782093674,0.013369296076843382,0.0026773652872985783
