Percentile,Lost,Won,success
0,71,23,0.24468085106382978
1,122,64,0.34408602150537637
2,99,87,0.46774193548387094
3,118,68,0.3655913978494624
4,94,92,0.4946236559139785
5,77,110,0.5882352941176471
6,68,118,0.6344086021505376
7,70,116,0.6236559139784946
8,50,136,0.7311827956989247
9,41,145,0.7795698924731183
10,19,74,0.7956989247311828
