Importance,Feature
0.10057423835582141,rankings___h__estim_winrate
0.06438650440613114,rankings___v__offensedvoa
0.05077982787421942,rankings___v__dave_or_wtddvoa
0.05032774814897617,rankings___h__dave_or_wtddvoa
0.04869611016423983,rankings___h__offensedvoa
0.04669344064608886,rankings___h__s_t_dvoa
0.04366278712912805,rankings___v__estim_winrate
0.04231196148030013,rankings___v__s_t_dvoa
0.04123137822440196,rankings___h__defensedvoa
0.04055017763016648,rankings___v__defensedvoa
0.04046672751561972,travel___v_travel_from_last_game_decay
0.03952235961860257,travel___h_travel_from_last_game_decay
0.0385731870288236,team_history___h_ovr_wr_past_3_seasons
0.03648628369691972,team_history___v_ovr_wr_past_3_seasons
0.03453913684374298,home_field___v_visitor__ovr_wr_ytd
0.029579290071596723,team_history___h_ovr_wr_past_2_seasons
0.02792386382333976,team_history___v_ovr_wr_past_2_seasons
0.026387943408633832,home_field___v_visitor__ovr_wr_last_8_games
0.02562680312036024,time_date___week_id
0.02454674447670125,weather___humidity_pct
0.024435196578510385,weather___wind_mph
0.021562077091577085,team_history___h_ovr_wr_ytd
0.020338510336658535,home_field___h_home__ovr_wr_last_8_games
0.02009148460647029,weather___wind_chill
0.016752015110075402,travel___v_home_body_time
0.01623746098010125,weather___temperature
0.013873189821026295,travel___v_tz_change_last_10_days
0.013843551811767016,travel___v_days_since_last_game
