Importance,Feature
1.5151985976005575,home_field___v_visitor__open_wr_last_4_games
1.5087494266555228,travel___v_days_since_last_game
1.4687540998000002,weather___wind_chill
1.3932926387794873,matchup___is_same_conf
1.3260104890898052,home_field___h_home__ovr_wr_ytd
1.3116247902409093,time_date___day_of_week
1.2683898461639862,home_field___h_home__open_wr_last_8_games
1.2639445310269233,matchup___h_wr_ytd
1.2598466074945802,home_field___h_home__open_wr_ytd
1.2497393675225803,home_field___h_consecutive_home
1.2417115021939396,travel___h_tz_change_last_game
1.2371546575095238,home_field___v_consecutive_visitor
1.2164286523231995,home_field___v_visitor__close_wr_last_8_games
1.211437376858888,line___h_ml
1.2076344816889706,matchup___h_wr_past_2_seasons
1.2033778533961361,matchup___h_wr_past_3_seasons
1.1915941909433332,travel___v_tz_change_last_game
1.183567953840067,team_history___h_ovr_wr_past_3_seasons
1.1818681425818125,travel___h_travel_from_last_10_days
1.1744069597132052,line___close_ou
1.1735555180578074,team_history___h_close_wr_past_3_seasons
1.1513512514380273,team_history___h_ovr_wr_ytd
1.1500432536729748,home_field___v_visitor__ovr_wr_ytd
1.1360218329625478,team_history___v_ovr_wr_past_3_seasons
1.1303224358198816,team_history___v_close_wr_past_2_seasons
1.1292164923546872,home_field___h_home__close_wr_last_4_games
1.1243110303642383,home_field___h_home__close_wr_ytd
1.121729742813369,team_history___v_open_wr_ytd
1.1184229500611116,home_field___h_home__pfr_wr_last_8_games
1.108650841840507,team_history___h_close_wr_past_2_seasons
1.107814663506616,travel___v_travel_from_last_game_decay
1.1054992969861441,team_history___v_open_wr_past_2_seasons
1.087023155032531,home_field___h_home__ovr_wr_last_8_games
1.0810272171819442,home_field___v_visitor__close_wr_last_4_games
1.0793902566192892,team_history___v_pfr_wr_past_2_seasons
1.0761679440203853,team_history___v_open_wr_past_3_seasons
1.0707876828444443,team_history___v_close_wr_past_5_games
1.0660349023627909,travel___h_tz_change_last_10_days
1.0654181879600002,team_history___v_ovr_wr_ytd
1.0641243581819348,team_history___h_open_wr_past_2_seasons
1.0612342916255435,team_history___h_pfr_wr_past_3_seasons
1.0603016279597823,home_field___v_visitor__pfr_wr_ytd
1.0560636757939394,home_field___v_visitor__ovr_wr_last_4_games
1.0497457361148261,matchup___h_wr_past_5_games
1.048068376212346,team_history___h_open_wr_ytd
1.0478444237631017,team_history___h_ovr_wr_past_2_seasons
1.043284203320198,team_history___h_open_wr_past_5_games
1.0310960037274193,weather___is_grass
1.0310616800443302,team_history___v_ovr_wr_past_5_games
1.0295582505924177,time_date___week_id
1.02881666810679,team_history___v_pfr_wr_past_3_seasons
1.0225585151907894,home_field___h_home__ovr_wr_last_4_games
1.0212785699388285,weather___temperature
1.0155540856874998,team_history___v_open_wr_past_5_games
1.0100556341055171,travel___v_body_clock_from_last_wk
1.010002203745384,travel___v_dist_from_home
1.0041095919372642,line___pfr_ou
1.0034461760242002,line___h_open_line
1.00184221415509,home_field___v_visitor__close_wr_ytd
0.9961475604143019,team_history___v_close_wr_past_3_seasons
0.9942730227272726,travel___h_same_stadium_last_game
0.9926690124265167,travel___h_days_since_last_game
0.9914692846431818,team_history___v_pfr_wr_ytd
0.9873208008065132,weather___humidity_pct
0.9868962336960001,travel___h_body_clock_from_last_wk
0.9867518405248557,travel___v_travel_from_last_10_days
0.978109719135852,travel___h_travel_from_last_game_decay
0.9720641962287039,home_field___h_home__close_wr_last_8_games
0.9530039958716517,team_history___h_close_wr_past_5_games
0.9502267193966519,travel___h_travel_from_last_game
0.9451441416096154,travel___v_tz_change_last_10_days
0.9439805422045895,weather___wind_mph
0.9437464555533326,time_date___game_time_local
0.934779153419543,travel___v_travel_from_last_game
0.9302900274143685,team_history___h_open_wr_past_3_seasons
0.9231982900052634,travel___v_home_body_time
0.9228253149013997,time_date___game_time_eastern
0.9227838322975581,line___h_close_line
0.9220803288289505,line___open_ou
0.9207198453347222,home_field___h_home__open_wr_last_4_games
0.9126060288013078,team_history___v_ovr_wr_past_2_seasons
0.9078763937382355,team_history___v_pfr_wr_past_5_games
0.8880338650428481,home_field___v_visitor__open_wr_ytd
0.8759009972172599,line___v_ml
0.8543301770585416,team_history___h_ovr_wr_past_5_games
0.8364401678999999,home_field___v_visitor__pfr_wr_last_4_games
0.8158113254818183,matchup___is_same_division
0.8063623599890107,line___h_pfr_line
0.7938944129367274,home_field___h_home__pfr_wr_ytd
0.7867451747508448,team_history___h_pfr_wr_past_2_seasons
0.7807272610966098,team_history___h_close_wr_ytd
0.7729294467492307,team_history___h_pfr_wr_past_5_games
0.7701417286891301,home_field___v_visitor__open_wr_last_8_games
0.7350208515358558,home_field___v_visitor__ovr_wr_last_8_games
0.7215854896759646,home_field___v_visitor__pfr_wr_last_8_games
0.7179578223438356,team_history___v_close_wr_ytd
0.716534739442857,team_history___h_pfr_wr_ytd
0.5738546821518519,home_field___h_home__pfr_wr_last_4_games
0.413819313,time_date___is_playoffs
