Percentile,Did Not Cover,Covered,success
0,50,44,0.46808510638297873
1,102,84,0.45161290322580644
2,92,94,0.5053763440860215
3,99,87,0.46774193548387094
4,94,92,0.4946236559139785
5,99,88,0.47058823529411764
6,100,86,0.46236559139784944
7,93,93,0.5
8,78,108,0.5806451612903226
9,105,81,0.43548387096774194
10,49,44,0.4731182795698925
