Importance,Feature
0.027740749639983287,rankings___v__defensedvoa
0.022933434617139654,rankings___h__s_t_dvoa
0.022619586172973976,rankings___v__s_t_dvoa
0.02183213124792244,rankings___v__offensedvoa
0.02108750222239279,team_history___h_ovr_wr_past_2_seasons
0.020587897590519367,travel___v_dist_from_home
0.019029381676679127,team_history___v_ovr_wr_past_2_seasons
0.018635170984648224,team_history___v_open_wr_past_3_seasons
0.018387477456994223,rankings___v__estim_winrate
0.018244037564498824,line___open_ou
0.017942237142056852,rankings___v__s_t_rank
0.017765910570998328,team_history___h_ovr_wr_past_3_seasons
0.01703747216149593,team_history___v_ovr_wr_past_3_seasons
0.016763873298339203,travel___v_travel_from_last_game_decay
0.016332924404852765,team_history___h_pfr_wr_past_2_seasons
0.01587984013779576,weather___wind_mph
0.015664598750683836,rankings___v__def_rank
0.015252656215135454,rankings___h__defensedvoa
0.015096495298696644,team_history___h_open_wr_past_3_seasons
0.014630589368624922,rankings___v__dave_or_wtddvoa
0.014491086059122827,rankings___v__off_rank
0.01443787338834143,rankings___h__estim_winrate
0.014209904328540053,team_history___v_close_wr_past_3_seasons
0.013782875386482549,rankings___v__totaldvoa
0.013621236357267289,weather___humidity_pct
0.013611522817671865,rankings___h__s_t_rank
0.01289555124705128,rankings___h__dave_or_wtddvoa
0.01234115057753313,team_history___h_close_wr_past_2_seasons
0.012208727524163687,line___pfr_ou
0.012101105566662385,team_history___v_open_wr_past_2_seasons
0.01179758496072406,time_date___week_id
0.011431184808309808,rankings___h__offensedvoa
0.011167371700480424,travel___v_travel_from_last_10_days
0.011062872215809157,team_history___h_close_wr_past_3_seasons
0.010792952637123604,weather___temperature
0.010707069912409427,rankings___h__def_rank
0.010693538335769763,team_history___h_open_wr_past_2_seasons
0.010462543223346209,rankings___h__totaldvoa
0.010052781779830077,line___close_ou
0.009674116524812005,team_history___h_pfr_wr_past_3_seasons
0.009650610312930444,team_history___v_open_wr_ytd
0.009643603234059247,team_history___v_close_wr_past_2_seasons
0.009496314105879837,travel___v_travel_from_last_game
0.008853233128606005,home_field___v_visitor__open_wr_ytd
0.008617337024082655,team_history___v_pfr_wr_ytd
0.008436009648597307,line___v_ml
0.008229359391713776,line___h_ml
0.00821387171346744,travel___h_travel_from_last_game_decay
0.008210589405865788,travel___v_home_body_time
0.008208457320644303,team_history___h_open_wr_ytd
0.008094267665572249,rankings___h__off_rank
0.008052952207383548,home_field___v_visitor__ovr_wr_last_8_games
0.007764579033792481,matchup___h_wr_past_5_games
0.007763591914468886,travel___h_days_since_last_game
0.007746056377724869,line___h_open_line
0.007702943102531998,team_history___v_pfr_wr_past_2_seasons
0.007654109314483615,home_field___h_home__open_wr_ytd
0.007472524569382427,home_field___h_home__open_wr_last_8_games
0.007417105351019739,weather___wind_chill
0.007137026331795074,team_history___h_open_wr_past_5_games
0.0069005330382388725,travel___h_travel_from_last_game
0.006854614514191985,home_field___v_visitor__ovr_wr_ytd
0.006677602517724026,home_field___v_visitor__pfr_wr_ytd
0.006617026609665716,matchup___h_wr_past_3_seasons
0.006593096629998326,travel___h_body_clock_from_last_wk
0.006435729880326739,home_field___v_visitor__close_wr_last_4_games
0.0063814627282054465,team_history___h_close_wr_past_5_games
0.006343254302389171,team_history___v_pfr_wr_past_3_seasons
0.0061614167151073165,home_field___h_home__open_wr_last_4_games
0.006112991727018154,home_field___v_visitor__close_wr_ytd
0.006095712503061013,travel___v_days_since_last_game
0.005823000209685364,home_field___h_home__pfr_wr_ytd
0.0056814988193284914,travel___v_body_clock_from_last_wk
0.005323087195343816,team_history___v_close_wr_ytd
0.004954375771384179,matchup___h_wr_past_2_seasons
0.004892386255467745,home_field___v_visitor__pfr_wr_last_4_games
0.004884874053525274,team_history___h_close_wr_ytd
0.004712508957756696,time_date___game_time_local
0.0046670944417965725,home_field___v_visitor__open_wr_last_8_games
0.0046663794443137785,line___h_pfr_line
0.004380873893426325,team_history___h_ovr_wr_ytd
0.004356587811644831,team_history___v_open_wr_past_5_games
0.0041503743358245835,home_field___h_home__ovr_wr_last_4_games
0.004091737225634584,home_field___h_home__ovr_wr_ytd
0.004081398252265202,home_field___h_home__pfr_wr_last_8_games
0.003975868849008333,home_field___h_home__close_wr_last_8_games
0.003969216835355382,team_history___h_pfr_wr_ytd
0.0037982062090358565,home_field___h_home__close_wr_ytd
0.003795115043751373,home_field___h_home__close_wr_last_4_games
0.003781191784784874,home_field___v_visitor__pfr_wr_last_8_games
0.0037546202556755543,team_history___v_ovr_wr_ytd
0.003537652583373665,travel___h_tz_change_last_10_days
0.0035275554072651183,weather___is_grass
0.003448438913354222,travel___h_travel_from_last_10_days
0.0033179269032879272,home_field___v_visitor__open_wr_last_4_games
0.0033136345027317436,home_field___v_visitor__close_wr_last_8_games
0.003198254039707403,time_date___day_of_week
0.003158578696889238,home_field___v_visitor__ovr_wr_last_4_games
0.0031377250345209855,travel___v_tz_change_last_10_days
0.0030408704496612997,travel___h_tz_change_last_game
0.002991598428975538,team_history___h_pfr_wr_past_5_games
0.0028191304810940418,team_history___v_close_wr_past_5_games
0.0026815059123688908,home_field___v_consecutive_visitor
