,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_score,1_score,2_score,3_score,4_score,label,score
0,200909140nwe,-1,1,1,2009,1,13.5,0.89108163,0.8361825999999999,,,,1,0.8636321149999999
1,200911150oti,1,1,10,2009,24,7.5,,,,0.69498396,0.78502446,1,0.7400042099999999
2,200912270atl,1,1,16,2009,28,7.5,,0.87618446,0.6618297,0.89921427,0.6808233,1,0.7795129325
3,200912130kan,-1,-1,14,2009,-6,2.5,,0.5630182,0.22727838,0.42463398,0.11793232,0,0.33321572
4,201001030min,1,1,17,2009,37,8.5,,,,0.8632673000000001,0.72252667,1,0.792896985
5,200912210was,-1,-1,15,2009,-33,3.0,,0.51272345,,0.057848215,,0,0.2852858325
7,200909270tam,-1,-1,3,2009,-24,6.0,,0.11760652,,,,0,0.11760652
8,200911010phi,1,1,8,2009,23,3.0,0.36604112,0.3864841,0.57762134,0.5067017,0.5039442,1,0.468158492
9,200910040kan,-1,-1,4,2009,-11,9.5,0.4922253,,-0.030634701,0.74490595,,0,0.40216551633333336
10,200910180nor,1,1,6,2009,21,3.0,0.71434844,0.5970514,0.43889629999999996,,0.5431602,1,0.5733640849999999
11,200909200dal,-1,-1,2,2009,-2,3.0,,,,,0.22708714,0,0.22708714
12,200712090nyj,-1,-1,14,2007,-6,3.0,,0.20862174,,0.18941998,0.35472035,0,0.25092069
13,200709230rai,-1,1,3,2007,2,3.0,0.3854482,,0.056764543,,0.35866225,1,0.26695833100000005
14,200710280ram,-1,-1,8,2007,-7,3.0,-0.1227504,0.7173767,0.14309937,,0.6666519000000001,0,0.35109439249999996
15,200712230cin,1,1,16,2007,5,2.0,,,,,0.5168626000000001,1,0.5168626000000001
17,200710070nwe,1,1,5,2007,17,15.5,0.6470603,,,0.8358641,,1,0.7414622
18,200711110pit,-1,1,10,2007,3,9.0,,,0.7044560999999999,0.6994349,,1,0.7019454999999999
19,200711180rav,-1,-1,11,2007,-3,1.0,0.27387586,,,,0.33965838,0,0.30676712
20,200809280nyj,1,1,4,2008,21,1.0,,,0.5155071,0.16671264,0.6412433000000001,1,0.4411543466666667
21,200811020ram,-1,-1,9,2008,-21,3.0,,0.14512008,,0.17400163,0.45247874,0,0.25720015
22,200811160sea,-1,-1,11,2008,-6,3.0,0.26234707,,,0.3566797,0.36769837,0,0.32890838000000006
23,200809210was,1,1,3,2008,7,3.0,0.6118143,0.47273555,,0.8643154000000001,0.3174219,1,0.5665717875
24,200810260car,-1,1,8,2008,4,4.5,,,0.7217993,0.7338765,,1,0.7278379
25,200901100car,-1,-1,19,2008,-20,10.0,0.7591865,,0.7983599,1.0998229,,0,0.8857897666666666
26,200812210nwe,1,1,16,2008,40,8.0,,0.50643843,0.7141526,,,1,0.610295515
27,200811270phi,1,1,13,2008,28,3.0,,,,0.76745045,,1,0.76745045
28,200809070sfo,-1,-1,1,2008,-10,2.5,0.30026102,0.30009726,,,0.56057584,0,0.38697804
29,200810260nyj,-1,1,8,2008,4,13.0,,0.8386747999999999,,0.76275325,,1,0.800714025
30,200811090sdg,-1,1,10,2008,1,15.0,,1.0188884,,0.7621380999999999,,1,0.8905132499999999
31,200812280cin,1,1,17,2008,10,1.5,0.53643185,,0.24443442,0.819492,,1,0.5334527566666667
32,200810050car,1,1,5,2008,34,10.0,0.9388294,,0.9632909,,,1,0.95106015
33,200812070den,-1,1,14,2008,7,9.0,0.7025498,,0.5068726,,,1,0.6047112
34,200809070nwe,-1,1,1,2008,7,16.0,0.83887935,0.6814217,0.78328896,0.635079,0.93417585,1,0.774568972
35,200809210atl,1,1,3,2008,24,6.0,0.982507,0.57367146,0.7972405,0.734633,,1,0.77201299
36,200811300rai,-1,-1,13,2008,-7,3.0,,,0.40833965,,,0,0.40833965
37,200811090nyj,1,1,10,2008,44,9.5,,,1.0008314,,0.7625445,1,0.88168795
38,200809210sea,1,1,3,2008,24,8.0,0.43922693,,0.695905,0.68401664,,1,0.6063828566666666
39,200810120was,-1,-1,6,2008,-2,12.0,0.8812995000000001,,,0.899018,,0,0.8901587500000001
40,200812070crd,1,1,14,2008,24,14.5,0.59607077,0.7706368,,0.94725287,0.91764593,1,0.8079015924999999
41,200809070phi,1,1,1,2008,35,7.5,0.8551698,,,,,1,0.8551698
42,200812280atl,-1,1,17,2008,4,14.0,,1.0418899,,1.1358726000000001,0.9662774,1,1.0480133
43,200811160sfo,1,1,11,2008,19,7.0,,0.7307618,0.5324631999999999,,0.8773546,1,0.7135265333333333
44,200910110car,-1,1,5,2009,3,5.0,0.5569535,0.36643428,,,,1,0.46169389
45,200909270det,1,1,3,2009,5,6.5,0.31396502,,,,,1,0.31396502
47,200911080atl,1,1,9,2009,14,8.5,0.82781863,1.1591811,0.99880654,,,1,0.9952687566666666
48,200912130rai,-1,-1,14,2009,-21,2.0,0.67995167,0.37538052,,,0.46338373,0,0.50623864
49,200911220dal,-1,1,11,2009,1,10.5,,,,0.80392814,0.7473358,1,0.7756319700000001
50,200911220nyg,-1,1,11,2009,3,7.0,0.14627153,,0.6198607,,0.7935765,1,0.51990291
51,200912200nyj,-1,-1,15,2009,-3,5.0,,0.87290967,,0.7988962,0.6012211,0,0.7576756566666667
52,200911150car,1,1,10,2009,9,1.0,,0.35460240000000004,,,0.31864923,1,0.336625815
53,200909270nwe,1,1,3,2009,16,4.5,0.8582436,,0.86411846,,,1,0.86118103
54,201001030tam,-1,-1,17,2009,-10,3.0,0.21473244,0.7177638000000001,0.47009224,0.27706945,,0,0.4199144825
55,200911020nor,-1,1,8,2009,8,11.0,,0.7111423000000001,0.91416746,0.6930569000000001,0.8344782,1,0.788211215
56,200910110sfo,-1,-1,5,2009,-35,0.0,,,0.59022987,0.42374837,0.5985704000000001,0,0.5375162133333334
57,200910250dal,1,1,7,2009,16,5.0,,,,0.3284605,0.5944925,1,0.46147649999999996
58,200912130nyg,-1,-1,14,2009,-7,1.0,,,0.61610305,,,0,0.61610305
59,200911150sdg,1,1,10,2009,8,1.0,,0.7212576,,,,1,0.7212576
61,200909130car,-1,-1,1,2009,-28,2.5,,0.42684513,0.6248366999999999,,,0,0.525840915
62,200911220chi,-1,-1,11,2009,-4,3.5,,0.38140476,,,,0,0.38140476
63,200912060atl,-1,-1,13,2009,-27,4.0,0.35229970000000005,0.1396665,0.6000052,,0.46492803,0,0.3892248575
64,200910180rai,1,1,6,2009,4,14.5,0.69277596,,,,0.060813904,1,0.37679493199999997
65,201001030dal,1,1,17,2009,24,2.5,0.56020427,,,,,1,0.56020427
66,201001090dal,1,1,18,2009,20,4.0,,0.57662034,,,0.9235565999999998,1,0.7500884699999999
67,200912270nyg,-1,-1,16,2009,-32,8.5,0.82141113,,,,,0,0.82141113
68,200911290nyj,1,1,12,2009,11,3.0,0.44922024,,0.38799343,0.82463443,0.65263104,1,0.578619785
69,200911010crd,-1,-1,8,2009,-13,10.0,,,,1.0237048,,0,1.0237048
70,200912130nwe,-1,1,14,2009,10,12.5,0.8818568000000001,,0.909643,0.9758898000000001,0.93978417,1,0.9267934425
71,200910180tam,-1,-1,6,2009,-7,3.5,0.67696404,,0.21978721,0.20253736,0.5636465,0,0.41573377749999996
72,200909200atl,1,1,2,2009,8,5.5,0.9284804,,0.8717867,,,1,0.9001335500000001
73,200911080nor,-1,1,9,2009,10,12.0,0.79610306,0.678083,,,,1,0.73709303
74,200909280dal,1,1,3,2009,14,8.5,0.6686076999999999,0.34764922,0.91423804,0.6773739000000001,,1,0.651967215
75,200710070ram,1,-1,5,2007,-3,3.5,0.12839144,0.37456667,,,,0,0.251479055
76,200712090sea,1,1,14,2007,21,8.0,,0.90100163,0.8199151,,0.6701274,1,0.79701471
77,200710210was,-1,1,7,2007,2,8.0,,,0.7558419,,0.57791835,1,0.666880125
78,200711180cin,-1,-1,11,2007,-8,3.0,,,0.7036214,0.49299806,,0,0.59830973
79,200709100sfo,-1,1,1,2007,3,3.5,,0.8187818,0.43432096,0.71570605,0.33643827,1,0.57631177
80,200709230rav,-1,1,3,2007,3,7.0,,0.5660151,,0.39898992,,1,0.48250251
81,200711040tam,1,1,9,2007,7,3.0,0.2693069,,,,,1,0.2693069
82,200712160nor,1,1,15,2007,7,4.0,,,,0.13298169,,1,0.13298169
83,201009120ram,-1,-1,1,2010,-4,3.0,,0.33606744,0.7411826,,0.26914299999999997,0,0.44879768
84,201010030sdg,1,1,4,2010,31,10.0,0.9450921999999998,0.77367705,,1.0105016,,1,0.9097569499999999
85,201010240sea,1,1,7,2010,12,6.5,0.8734324,,,0.5667099,,1,0.72007115
86,201012190car,1,1,15,2010,7,2.5,0.41903207,0.47412118,0.5342300999999999,,,1,0.47579445
87,201011070min,-1,1,9,2010,3,7.0,,,1.0316494,0.77687925,,1,0.904264325
88,201009190atl,1,1,2,2010,34,7.0,,,0.45216507,0.6103849,,1,0.531274985
89,201011210kan,1,1,11,2010,18,7.0,,0.65144813,0.8334867,,,1,0.742467415
90,201101020sfo,1,1,17,2010,31,6.0,0.84132993,,,0.54467946,,1,0.693004695
91,201009260ram,1,1,3,2010,14,5.0,0.20775723,0.76708233,0.71116483,,0.6023647,1,0.5720922724999999
92,201010240chi,-1,-1,7,2010,-3,3.0,0.25887108,,0.45051077,0.20663822,0.2820841,0,0.2995260425
93,201010310det,1,1,8,2010,12,2.5,0.5329232,,,,0.41836914,1,0.47564617
94,201011210oti,-1,-1,11,2010,-3,7.0,0.7601169,0.8781799000000001,0.8785566999999999,,,0,0.8389511666666666
95,201010030phi,-1,-1,4,2010,-5,5.5,,,0.54519176,,,0,0.54519176
96,201012190dal,-1,1,15,2010,3,9.0,0.7058945,0.6341176,,0.59981966,,1,0.6466105866666667
97,201012260jax,-1,-1,16,2010,-3,7.0,,,0.39990473,0.66417164,0.71286213,0,0.5923128333333333
98,201012050nyg,1,1,13,2010,24,7.5,,,0.8573079,,0.8441620999999999,1,0.850735
99,201010030ram,1,1,4,2010,17,2.0,0.63105875,0.45732817,0.40846327,0.76331854,,1,0.5650421825
100,201010170chi,-1,-1,6,2010,-3,6.0,,,,,0.5154857,0,0.5154857
101,201101160chi,1,1,19,2010,11,10.0,,0.6784338000000001,,,0.63175523,1,0.655094515
102,201011140crd,-1,-1,10,2010,-18,3.5,,0.37652433,,0.8289118000000001,,0,0.602718065
103,201009190den,1,1,2,2010,17,3.5,,,0.71878284,0.81106997,,1,0.764926405
104,201012260tam,1,1,16,2010,23,5.5,0.7297538,0.7194879,,0.7254849,0.46236640000000007,1,0.65927325
105,201011210nor,1,1,11,2010,15,11.0,0.9765728000000001,1.0885789,,,0.8313912,1,0.9655143
106,201012120sfo,1,1,14,2010,19,4.5,0.8544627,0.7787958,,,,1,0.8166292500000001
108,201111270ram,-1,-1,12,2011,-3,2.5,0.32655209999999996,,,0.5816180000000001,,0,0.45408505
109,201109180was,-1,1,2,2011,1,4.5,,,0.5946268,0.7028818,0.47887152,1,0.5921267066666667
110,201112240cin,1,1,16,2011,7,4.0,,0.7709819,0.9327322,0.77960265,,1,0.8277722500000001
111,201110300rav,-1,1,8,2011,3,11.5,0.5934463000000001,0.9526408000000002,0.7558242,,,1,0.7673037666666668
112,201111130phi,-1,-1,10,2011,-4,13.0,,,,,0.90086997,0,0.90086997
113,201111200sfo,1,1,11,2011,16,10.0,,,0.62941957,0.8876151,0.53744364,1,0.6848261033333335
114,201110090min,1,1,5,2011,24,3.5,0.56052613,,,,0.7601175,1,0.660321815
115,201109250sea,1,1,3,2011,3,3.0,0.3644671,0.34089923,0.59186935,0.51889825,0.44326335,1,0.451879456
116,201201010ram,1,-1,17,2011,-7,12.5,,,,0.30142674,,0,0.30142674
117,201111060was,-1,-1,9,2011,-8,5.5,,,0.20968512,0.016823262,-0.09739959,0,0.04303626400000001
118,201109250cin,-1,-1,3,2011,-5,1.0,0.82348156,,,,0.8106279000000001,0,0.81705473
120,201110160det,-1,-1,6,2011,-6,5.0,,,0.5197396,,,0,0.5197396
121,201111240rav,1,1,12,2011,10,3.5,0.31590593,,,,,1,0.31590593
122,201110020phi,-1,-1,4,2011,-1,10.0,0.65289366,,,0.73713666,,0,0.6950151600000001
123,201112240sea,1,-1,16,2011,-2,2.5,,0.47366720000000007,,,,0,0.47366720000000007
124,201309080ram,-1,1,1,2013,3,4.5,,,0.73842543,,,1,0.73842543
125,201309290tam,-1,-1,4,2013,-3,2.5,,0.17415243,,,0.92467815,0,0.54941529
126,201312010phi,-1,1,13,2013,3,3.5,,,0.18686843,0.40941983,,1,0.29814413
127,201311170jax,-1,-1,11,2013,-13,9.5,0.26538414,,0.17330533,0.15236783,,0,0.1970191
128,201310130sfo,1,1,6,2013,12,9.5,,,0.7690781999999999,,0.73073035,1,0.749904275
129,201309220nor,1,1,3,2013,24,7.0,0.98146737,,0.52807117,0.7594444,0.8465345999999999,1,0.778879385
130,201312220sea,-1,-1,16,2013,-7,8.0,,,0.90216196,,0.74943453,0,0.8257982450000001
132,201312220car,1,1,16,2013,4,3.0,,,0.52095234,0.85133326,0.7650134,1,0.712433
133,201310060chi,-1,-1,5,2013,-8,1.0,0.41686222,,0.28191096,0.63347834,,0,0.44408384
134,201310130nwe,1,1,6,2013,3,2.5,,0.5802421,,0.73309904,0.27972525,1,0.53102213
135,201309150tam,1,-1,2,2013,-2,4.0,,0.17126903,,,0.3873601,0,0.27931456499999996
136,201401040phi,-1,-1,18,2013,-2,3.0,0.58450985,,0.73846495,,0.27025494,0,0.53107658
137,201311210atl,1,-1,12,2013,-4,7.5,0.21746549,,-0.033425092999999996,,,0,0.09202019850000001
138,201311030nyj,1,1,9,2013,6,6.0,0.12885404,,,0.09673336,0.19411355,1,0.13990031666666666
139,201312020sea,1,1,13,2013,27,6.5,0.46284205,0.5993170999999999,,,0.67542285,1,0.5791939999999999
140,201401110sea,-1,1,19,2013,8,9.0,0.4765293,,0.62754285,0.48082742,,1,0.5282998566666667
141,201312220ram,1,1,16,2013,10,3.0,,0.15518764,,0.748865,0.78874147,1,0.5642647033333333
142,201312010car,1,1,13,2013,21,7.0,,,0.8782421999999999,0.75463986,0.8500344999999999,1,0.8276388533333333
143,201311240det,-1,-1,12,2013,-3,7.0,,0.74404794,0.65441877,0.86792415,,0,0.75546362
144,201309220nwe,1,1,3,2013,20,7.0,0.48395464,0.66135526,,,0.8342533000000001,1,0.6598544000000001
145,201310200atl,1,1,7,2013,8,6.5,0.58257353,0.6837078000000001,1.0837746000000001,0.910429,0.6608242,1,0.784261826
146,201309080nyj,1,1,1,2013,1,6.0,,0.1664536,0.40483537,0.19335932,0.45075125,1,0.303849885
147,201312290nor,1,1,17,2013,25,11.5,0.7470975999999999,,0.5995543999999999,1.0577328000000001,1.066214,1,0.8676497
148,201311030sea,-1,1,9,2013,3,15.5,,0.7468876999999999,0.9224296000000001,,,1,0.83465865
149,201410130ram,-1,-1,6,2014,-14,3.0,,,,0.49319232,0.3422312,0,0.41771176
150,201409210crd,1,1,3,2014,9,3.0,0.6079437,,,,0.14845335,1,0.378198525
151,201412070rai,1,1,14,2014,11,8.5,0.21964684,,,0.19436276,,1,0.2070048
152,201411160nyg,-1,-1,11,2014,-6,4.0,0.10514319,,0.44485,0.23066595,,0,0.2602197133333333
153,201410190den,1,1,7,2014,25,7.0,1.1326798999999999,0.5649519000000001,0.7355209,0.7109729,,1,0.7860313999999999
154,201411090nor,-1,-1,10,2014,-3,6.0,,0.78695124,0.81207615,0.56959516,,0,0.7228741833333334
155,201412140sea,1,1,15,2014,10,9.5,1.2223600000000001,1.0636185,,0.8105028000000001,,1,1.0321604333333334
156,201409070dal,-1,-1,1,2014,-11,3.0,,0.31414559999999997,,0.45338026,,0,0.38376292999999995
157,201410190ram,1,1,7,2014,2,6.5,,,,0.15582603,,1,0.15582603
158,201409140sdg,1,1,2,2014,9,5.0,,0.10356656,0.3297102,-0.06436485,0.2490156,1,0.1544818775
159,201410060was,-1,-1,5,2014,-10,7.0,0.5221545999999999,,0.10914591,,,0,0.31565025499999994
160,201410260car,1,-1,8,2014,-4,6.0,0.57004297,,0.33076715,,0.6012518,0,0.5006873066666667
161,201412210crd,-1,-1,16,2014,-29,9.5,,0.55493844,,,-0.040658295,0,0.25714007250000004
162,201412070phi,-1,-1,14,2014,-10,1.5,,,,,0.7014229000000001,0,0.7014229000000001
163,201411160kan,1,1,11,2014,4,1.0,0.39669576,0.43789490000000003,,0.62302375,,1,0.48587147
164,201411270sfo,-1,-1,13,2014,-16,1.0,,,0.5969722,,0.3853658,0,0.49116899999999997
165,201411160ram,1,1,11,2014,15,8.0,,,,,-0.025197446000000002,1,-0.025197446000000002
166,201412140sdg,-1,-1,15,2014,-12,4.5,,,,0.41659250000000003,,0,0.41659250000000003
167,201412220cin,1,1,16,2014,9,3.5,,,0.24114380000000002,0.21492359,,1,0.228033695
168,201411020nwe,1,1,9,2014,22,3.0,0.61082244,0.4601981,,,,1,0.53551027
169,201411300kan,-1,-1,13,2014,-13,1.0,0.34251136,0.73827595,0.5948608,0.5580003000000001,0.7683298000000001,0,0.6003956420000001
170,201411090rai,-1,-1,10,2014,-24,13.0,,,0.08845723,,,0,0.08845723
171,201410120nyj,-1,-1,6,2014,-14,10.0,,0.28780606,0.21932113,0.38257729999999995,0.44161130000000004,0,0.3328289475
172,201409210sea,1,1,3,2014,6,4.0,,,0.75030196,,,1,0.75030196
173,201411300ram,1,1,13,2014,52,6.0,0.6311979999999999,,,,,1,0.6311979999999999
174,201411160sdg,-1,1,11,2014,7,10.0,,0.6785308000000001,,,0.85972714,1,0.76912897
175,201409210nwe,-1,1,3,2014,7,13.5,0.8117051,,,,0.890402,1,0.85105355
176,201412140kan,1,1,15,2014,18,11.0,0.8290546999999998,,0.60387635,0.9922861,,1,0.8084057166666665
177,201409070nyj,-1,1,1,2014,5,6.5,0.9307636999999999,,0.59317094,,0.8644433000000001,1,0.7961259799999999
178,201412280den,1,1,17,2014,33,16.0,,,0.8667231,0.9270523,,1,0.8968877
179,201411020sea,-1,1,9,2014,6,13.0,0.9595181999999999,1.0201019,1.0250872,,,1,1.0015691
180,201410260cle,1,1,8,2014,10,6.5,,0.5535869000000001,0.67501307,0.8891393,,1,0.70591309
181,201412110ram,-1,-1,15,2014,-6,6.0,0.8242582,,,,,0,0.8242582
183,201411300atl,1,1,13,2014,11,1.5,,0.5278925999999999,0.17776546,0.38037696,,1,0.36201167333333334
184,201410190rai,-1,-1,7,2014,-11,3.5,,0.27899450000000003,,0.21319014,0.37948027,0,0.29055497
185,201409140nyg,-1,-1,2,2014,-11,1.5,0.6756911,,0.78349936,,0.27914426,0,0.5794449066666666
186,201410050den,1,1,5,2014,21,8.5,,0.84032786,,,,1,0.84032786
187,201411230sea,1,1,12,2014,16,7.5,0.8517292999999999,,,,0.8995818999999999,1,0.8756556
188,201411020dal,-1,-1,9,2014,-11,1.0,0.81844467,0.43513966,,0.49099246,,0,0.5815255966666667
189,201412280sfo,-1,1,17,2014,3,6.0,,1.0447642,0.6176566,0.4721153,0.7690128,1,0.725887225
190,201412210ram,-1,-1,16,2014,-10,6.5,0.65844333,0.6437084,0.47041099999999997,,,0,0.5908542433333333
191,201409250was,-1,-1,4,2014,-31,3.0,0.78899485,,,,0.35239208,0,0.570693465
192,201409080det,1,1,1,2014,21,6.5,,,,0.37545338,0.7995635999999999,1,0.5875084899999999
193,201412070oti,-1,-1,14,2014,-29,3.0,0.40318984,0.19734913,,,,0,0.300269485
194,201410120phi,1,1,6,2014,27,1.5,0.023480535,0.49484629999999996,0.61269456,,0.37223297,1,0.37581359124999997
195,201411300jax,1,1,13,2014,1,3.0,,-0.08892286,,,,1,-0.08892286
196,201411090sea,1,1,10,2014,21,9.0,0.79727197,,,0.6485576999999999,0.852366,1,0.7660652233333334
197,201410190dal,1,1,7,2014,10,5.0,0.5638552,0.48840898,0.7503177,,,1,0.6008606266666666
198,201509270ram,-1,-1,3,2015,-6,1.0,0.6437988,0.36788112,0.42620105,0.28262284,0.7121241999999999,0,0.48652560199999995
199,201510120sdg,-1,-1,5,2015,-4,4.0,0.5841976,0.83165324,0.7336969,0.61822003,,0,0.6919419425
200,201512130cin,-1,-1,14,2015,-13,1.0,0.5857111,,,0.6874323,,0,0.6365717
201,201601090cin,-1,-1,18,2015,-2,1.5,,,0.42562690000000003,0.6085887,,0,0.5171078
202,201512270rav,1,1,16,2015,3,11.0,,0.4684210999999999,,0.20617002,0.47335297,1,0.3826480299999999
203,201510250kan,1,1,7,2015,10,3.5,0.62214273,,0.7890651,,,1,0.705603915
204,201511290sea,1,1,12,2015,9,3.0,0.71065235,0.43431693,0.4470187,,0.61260355,1,0.5511478825
205,201601030cle,-1,-1,17,2015,-16,12.5,,0.18727234,-0.13593686,0.12948292,,0,0.06027280000000001
206,201510250ram,1,1,7,2015,18,6.0,,0.36247593,,,,1,0.36247593
207,201510040sdg,-1,1,4,2015,3,4.5,,,0.40279365,0.58300036,,1,0.492897005
208,201511050cin,1,1,9,2015,21,13.0,0.89914846,,0.8584491,1.0322363,,1,0.92994462
209,201511150pit,1,1,10,2015,21,7.0,0.7172162,0.5212335,,,,1,0.6192248499999999
210,201510110rav,-1,-1,5,2015,-3,6.5,0.49729463,0.72748375,,,,0,0.61238919
211,201512270kan,-1,1,16,2015,4,11.5,0.8939686,0.9643599,0.9877858,,0.9656205,1,0.9529337
212,201509130nyj,1,1,1,2015,21,3.5,,,0.9542511999999999,,0.54919195,1,0.7517215749999999
213,201512200sea,1,1,15,2015,17,14.5,0.7182965,,0.9309002000000001,,1.1229258999999998,1,0.9240408666666666
214,201511010ram,1,1,8,2015,21,7.5,,,0.77783257,0.8540905999999999,,1,0.8159615849999999
215,201512060chi,-1,-1,13,2015,-6,6.5,0.67932117,0.7481310999999999,0.6613886999999999,,,0,0.6962803233333332
216,201509270crd,1,1,3,2015,40,7.0,,0.7143457,0.8272269,0.8577163000000001,0.7046673999999999,1,0.775989075
217,201512270det,1,1,16,2015,15,9.0,0.65594804,,,,,1,0.65594804
218,201509200pit,1,1,2,2015,25,6.0,,0.7503349,,0.6423298000000001,0.45587248,1,0.61617906
219,201510110nyg,-1,1,5,2015,3,7.5,,,,,0.81591547,1,0.81591547
220,201511220sea,1,1,11,2015,16,14.0,,0.97878754,,0.9598479,,1,0.96931772
221,201512130cle,1,1,14,2015,14,2.5,,0.15224975,,0.57036984,,1,0.361309795
222,201512060ram,-1,-1,13,2015,-24,3.5,0.04349774,,,0.37823755,,0,0.210867645
223,201601240car,1,1,20,2015,34,3.0,,0.5070987,,,0.6418463000000001,1,0.5744725
224,201509200chi,-1,-1,2,2015,-25,2.0,,0.3885268,0.20655254,,,0,0.29753967000000003
225,201510110det,-1,-1,5,2015,-25,5.0,0.12748355,0.21888116,,,0.27650052,0,0.20762174333333336
226,201510180pit,1,1,6,2015,12,5.0,0.31207457,0.3685599,,,0.35677284,1,0.3458024366666666
227,201512200phi,-1,-1,15,2015,-23,3.5,,0.31474826,0.30340463,0.51130384,,0,0.3764855766666666
228,201511150sea,-1,-1,10,2015,-7,3.0,,0.73736733,0.60849047,1.0399296,,0,0.7952624666666667
229,201511010cle,-1,-1,8,2015,-14,7.0,,0.4935696,,0.02164051,0.18360367,0,0.23293792666666666
230,201511290sfo,1,-1,12,2015,-6,8.5,,,,0.09168854,,0,0.09168854
231,201512170ram,1,1,15,2015,8,0.0,0.32682645,,,0.5948839,0.73029375,1,0.5506680333333334
232,201510250was,-1,1,7,2015,1,3.0,0.71872175,0.41393876,0.21851984,0.2400946,0.79533625,1,0.47732224
233,201601030car,1,1,17,2015,28,10.0,1.0860361,,0.9289965,,,1,1.0075163
234,201511220phi,-1,-1,11,2015,-28,7.0,0.84843874,,,,,0,0.84843874
235,201511010atl,-1,-1,8,2015,-3,8.0,0.8411434999999999,,1.0307834,,,0,0.93596345
236,201511290clt,1,1,12,2015,13,2.5,0.55072945,,0.3504923,0.59352154,,1,0.4982477633333333
237,201509200nor,-1,-1,2,2015,-7,10.0,,1.122127,1.1061418,0.8450408000000001,0.51388985,0,0.8967998625000001
238,201509270htx,1,1,3,2015,10,6.0,0.41519988,0.39192095,0.7973528,,,1,0.5348245433333333
239,200910190sdg,-1,-1,6,2009,-11,3.0,,0.6448560999999999,,0.51143944,0.98970425,0,0.7153332633333332
240,200911150was,1,1,10,2009,10,3.5,0.37206793,,0.20087159,0.41192429999999997,,1,0.32828794
241,200909130cin,-1,-1,1,2009,-5,5.0,,,,,0.71688867,0,0.71688867
242,200912130clt,1,1,14,2009,12,6.5,1.0028353,,,,0.8699658000000001,1,0.9364005500000001
243,200911010rav,1,1,8,2009,23,4.5,,0.65401626,0.47701818,0.9489726999999999,0.45863715,1,0.6346610725
245,200912060kan,-1,-1,13,2009,-31,6.0,,,0.2635651,0.15116400000000002,0.3588775,0,0.2578688666666667
246,200909270rai,-1,-1,3,2009,-20,2.5,,0.5674927,,0.5356083,,0,0.5515505
247,201011220sdg,1,1,11,2010,21,9.0,0.6636097,,0.7299931,0.8232231,0.7766793000000001,1,0.7483763
248,201012120crd,1,1,14,2010,30,4.0,0.38744506,0.4863535,0.8005713000000001,0.19825694,,1,0.46815670000000004
249,201010030oti,-1,-1,4,2010,-6,6.5,0.62610614,,0.7826274000000001,,0.81918323,0,0.7426389233333334
251,201012050kan,-1,1,13,2010,4,8.5,0.6983368000000001,0.9413756,,0.6395541,,1,0.7597555000000001
252,201012190rai,1,1,15,2010,16,7.5,0.7354894000000001,,0.5485601999999999,0.73889655,0.6123055000000001,1,0.6588129125000001
254,201012050sdg,-1,-1,13,2010,-15,13.0,,,,,1.0072497,0,1.0072497
255,201009260crd,-1,1,3,2010,1,5.5,,,0.7236296999999999,0.49868947,,1,0.611159585
256,201010240den,-1,-1,7,2010,-45,7.0,0.8343098,,,,,0,0.8343098
257,201009120oti,1,1,1,2010,25,6.5,,,,,0.53388816,1,0.53388816
258,201011210pit,1,1,11,2010,32,7.0,,0.93027186,,0.88204914,,1,0.9061604999999999
259,201101020kan,-1,-1,17,2010,-21,5.0,,,,0.7920705,,0,0.7920705
260,201010170sfo,1,1,6,2010,8,7.5,,0.5962036000000001,0.73153484,0.7496866999999999,,1,0.6924750466666666
261,201012120jax,1,1,14,2010,7,3.5,0.50452393,0.4549928,,0.49925402,,1,0.48625691666666665
262,201109250sdg,-1,1,3,2011,3,14.0,,0.8095608,0.47759947,,,1,0.643580135
263,201112040chi,-1,-1,13,2011,-7,9.0,0.9378371999999999,,0.8880108,0.9541173000000001,0.9598293,0,0.9349486499999999
264,201109180det,1,1,2,2011,45,9.0,0.9899585,0.6704345,,0.9624809000000001,,1,0.8742913
265,201111210nwe,1,1,11,2011,31,17.0,0.901322,,,0.8910127,,1,0.89616735
267,201112110nyj,1,1,14,2011,27,10.5,,,0.74280417,,,1,0.74280417
268,201201010den,-1,-1,17,2011,-4,2.0,0.5599390999999999,,0.23627031,0.41168764,0.37539846,0,0.3958238775
269,201110230rai,-1,-1,7,2011,-28,3.5,,0.7408151,0.61343825,,0.82271504,0,0.72565613
270,201111060sdg,-1,-1,9,2011,-7,6.0,-0.05679369,0.14139774,-0.041026056,,,0,0.014525997999999997
271,201109180car,1,-1,2,2011,-7,11.0,0.29963565,,0.2882282,0.059375702999999995,0.39213955,0,0.25984477575
272,201109250chi,-1,-1,3,2011,-10,5.0,0.24367640000000002,,0.13570869,,,0,0.189692545
273,201111240det,-1,-1,12,2011,-12,4.5,,0.06260717,,,0.46306127,0,0.26283422
274,201110090atl,-1,-1,5,2011,-11,6.0,,,0.25752579999999997,0.058907837000000005,0.5084724,0,0.27496867900000005
275,201112180kan,1,1,15,2011,5,12.0,,,,,0.103770375,1,0.103770375
276,201110230min,1,-1,7,2011,-6,11.0,,,0.29506895,0.16027543,,0,0.22767219
