,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_regression_score,1_regression_score,2_regression_score,3_regression_score,4_regression_score,regression_label,label,regression_score
62,200911220chi,-1,-1,11,2009,-4,3.5,-11.5448265,,-8.303338,-12.328465,-4.181871,-4.0,0,-9.92408225
64,200910180rai,1,1,6,2009,4,14.5,-13.923267999999998,-19.95381,-14.432404,-0.86079097,,4.0,1,-14.177836
65,201001030dal,1,1,17,2009,24,2.5,,,2.8622875,,,24.0,1,2.8622875
66,201001090dal,1,1,18,2009,20,4.0,,,,,5.310244,20.0,1,5.310244
67,200912270nyg,-1,-1,16,2009,-32,8.5,7.692559700000001,0.72834206,,,14.140004000000001,-32.0,0,7.692559700000001
68,200911290nyj,1,1,12,2009,11,3.0,4.115258,,,,,11.0,1,4.115258
69,200911010crd,-1,-1,8,2009,-13,10.0,16.437103,,,,16.949185999999997,-13.0,0,16.6931445
70,200912130nwe,-1,1,14,2009,10,12.5,11.680871,,11.791843,12.530892,6.4878335,10.0,1,11.736357
71,200910180tam,-1,-1,6,2009,-7,3.5,-11.474254,-3.4758224,,,,-7.0,0,-7.4750382
72,200909200atl,1,1,2,2009,8,5.5,4.4481864,,,,,8.0,1,4.4481864
73,200911080nor,-1,1,9,2009,10,12.0,,11.362519,8.801015,,,10.0,1,10.081767
74,200909280dal,1,1,3,2009,14,8.5,9.128962,6.758913499999999,,,14.920313,14.0,1,9.128962
75,200710070ram,1,-1,5,2007,-3,3.5,-2.3680665000000003,,,-14.138017000000001,-16.814594,-3.0,0,-14.138017000000001
76,200712090sea,1,1,14,2007,21,8.0,-0.43477082,13.374888,11.3086605,,,21.0,1,11.3086605
77,200710210was,-1,1,7,2007,2,8.0,3.8835453999999996,,,,,2.0,1,3.8835453999999996
78,200711180cin,-1,-1,11,2007,-8,3.0,,3.4989432999999996,-0.7584022,,5.057318700000001,-8.0,0,3.4989432999999996
79,200709100sfo,-1,1,1,2007,3,3.5,-2.3976457000000004,,,8.102108,,3.0,1,2.8522311499999997
80,200709230rav,-1,1,3,2007,3,7.0,,,,7.108268700000001,,3.0,1,7.108268700000001
