Bin,Did Not Cover,Covered
0,0.0,126.0
1,5.0,1385.0
2,28.0,630.0
3,73.0,210.0
4,112.0,134.0
5,127.0,120.0
6,135.0,108.0
7,211.0,74.0
8,642.0,44.0
9,1399.0,12.0
10,111.0,0.0
