game_id,dataset,did_cover_sbr,did_win,final_margin,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,label,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__off_rank,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___h__s_t_rank,rankings___h__totaldvoa,rankings___v__dave_or_wtddvoa,rankings___v__def_rank,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__off_rank,rankings___v__offensedvoa,rankings___v__s_t_dvoa,rankings___v__s_t_rank,rankings___v__totaldvoa,sbr_spread,season,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph,week_id,score
200709300dal,training,1,1,28,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47.0,-13.0,-800,-11.0,-13.0,45.0,47.0,600,0.5,0.5,0.5,0.5,1.0,0.0,21.6,9.0,-9.3,0.5190258251586375,2.0,46.7,4.1,11.0,60.1,-32.3,22.0,14.1,0.5294328528952108,27.0,-20.7,-6.5,24.0,-41.4,13.0,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,12.0,0.0,1.0,0.0,4.0,12.0,7.0,0,12.953220054488385,12.953220054488385,12.953220054488385,0.0,0.0,13.0,7.0,8.87394091937173,12.0,0,15.20661384456776,15.20661384456776,15.20661384456776,-1.0,-1.0,58.0,1,0,85.0,85.0,0.0,4,0.41252834
201409140buf,training,1,1,19,0.0,1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1,43.0,-1.5,-125,-1.0,-1.5,44.5,42.5,105,1.0,0.75,0.6,0.5,1.0,1.0,0.9,17.0,3.5,0.5190258251586375,10.0,17.8,12.9,1.0,27.2,-3.1,9.0,-16.1,0.5294328528952108,14.0,5.3,-0.8,17.0,20.6,1.5,2014,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5,0.4696969696969697,0.6,1.0,0.4117647058823529,0.3939393939393939,0.6,1.0,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5588235294117647,0.5454545454545454,0.6,1.0,0.5294117647058824,0.5303030303030303,0.6,1.0,0.5294117647058824,0.4848484848484849,0.6,1.0,0.5588235294117647,0.5454545454545454,0.6,1.0,6.0,13.0,13.0,0.0,1.0,0.0,2.0,12.0,7.0,0,8.876643452341657,8.876643452341657,8.876643452341657,1.0,1.0,13.0,7.0,16.87850178942728,13.0,0,16.87850178942728,16.87850178942728,16.87850178942728,0.0,0.0,56.0,1,0,58.0,58.0,4.0,2,0.56391746
200812140mia,training,-1,1,5,0.0,1,0.25,0.2857142857142857,0.4615384615384616,0.25,0.2857142857142857,0.4615384615384616,0.75,0.5714285714285714,0.6153846153846154,0.25,0.2857142857142857,0.4615384615384616,1.0,1,0.0,0.5,0.5,0.4615384615384616,0.75,0.6666666666666666,0.5384615384615384,0.25,0.3333333333333333,0.38461538461538464,0.5,0.5,0.4615384615384616,1,41.0,-5.5,-240,-7.0,-5.5,43.0,41.0,200,0.5,0.5,0.5,0.5,0.0,0.0,8.5,12.0,2.4,0.5307692307692308,9.0,14.6,-6.8,31.0,5.3,-19.8,18.0,7.5,0.3692307692307692,28.0,-16.6,5.6,2.0,-18.5,5.5,2008,0.4137931034482759,0.4137931034482759,0.2,0.4615384615384616,0.4655172413793103,0.4655172413793103,0.2,0.4615384615384616,0.3103448275862069,0.3103448275862069,0.8,0.6153846153846154,0.4137931034482759,0.4137931034482759,0.2,0.4615384615384616,0.3793103448275862,0.3793103448275862,0.8,0.4615384615384616,0.4655172413793103,0.4655172413793103,0.8,0.5384615384615384,0.3448275862068966,0.3448275862068966,0.6,0.38461538461538464,0.3965517241379311,0.3965517241379311,0.8,0.4615384615384616,6.0,13.0,13.0,0.0,1.0,0.0,15.0,13.0,7.0,0,17.70373361659342,17.70373361659342,17.70373361659342,0.0,0.0,10.0,7.0,43.755926564648384,10.0,0,43.755926564648384,43.755926564648384,43.755926564648384,3.0,3.0,54.0,1,1,77.0,77.0,17.0,15,0.66152126
200712300cle,training,1,1,13,0.0,1,1.0,0.8571428571428571,0.7333333333333333,1.0,0.8571428571428571,0.7,1.0,0.8571428571428571,0.6,1.0,0.8571428571428571,0.7333333333333333,1.0,1,0.0,0.25,0.2857142857142857,0.3333333333333333,0.25,0.2857142857142857,0.36666666666666653,0.25,0.2857142857142857,0.3333333333333333,0.25,0.2857142857142857,0.36666666666666653,1,41.0,-11.5,-550,-13.5,-11.5,40.0,41.0,450,0.5,0.5,0.5,0.5,0.0,0.0,11.8,22.0,8.7,0.5190258251586375,10.0,7.8,5.7,4.0,4.8,-31.1,28.0,12.1,0.5294328528952108,32.0,-29.8,6.1,2.0,-35.8,11.5,2007,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.36666666666666653,0.36666666666666653,0.6,0.36666666666666653,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.36666666666666653,0.36666666666666653,0.6,0.36666666666666653,6.0,13.0,13.0,0.0,1.0,0.0,17.0,13.0,7.0,0,3.7076221039501935,3.7076221039501935,3.7076221039501935,0.0,0.0,10.0,7.0,40.863041638366845,10.0,0,40.863041638366845,40.863041638366845,40.863041638366845,3.0,3.0,64.0,1,1,35.0,28.0,8.0,17,0.89865124
201210070sfo,training,1,1,42,0.0,1,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,45.5,-10.0,-505,-10.0,-10.0,44.0,45.0,400,0.5,0.5,1.0,0.5,0.0,0.0,20.4,4.0,-19.3,0.95,5.0,16.5,-1.3,21.0,34.6,-7.1,26.0,13.6,0.325,18.0,-3.1,3.1,11.0,-13.6,10.0,2012,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.7727272727272727,0.6052631578947368,0.6,0.75,0.7045454545454546,0.5921052631578947,0.6,0.75,0.425,0.4722222222222222,0.4,0.5,0.425,0.4305555555555556,0.4,0.5,0.4,0.3333333333333333,0.4,0.5,0.425,0.4722222222222222,0.4,0.5,6.0,16.0,13.0,0.0,1.0,0.0,5.0,16.0,7.0,0,48.41109979173916,48.41109979173916,48.41109979173916,-3.0,-3.0,16.0,7.0,43.891798091946534,16.0,0,43.891798091946534,43.891798091946534,43.891798091946534,-3.0,-3.0,70.0,1,1,62.0,62.0,8.0,5,0.70008427
200712160tam,training,1,1,34,0.0,1,0.75,0.8333333333333334,0.6153846153846154,0.625,0.75,0.5769230769230769,0.75,0.8333333333333334,0.6153846153846154,0.75,0.8333333333333334,0.6153846153846154,1.0,1,0.0,0.625,0.5833333333333334,0.4230769230769231,0.75,0.6666666666666666,0.4615384615384616,0.25,0.16666666666666666,0.2307692307692308,0.75,0.6666666666666666,0.4615384615384616,1,37.5,-13.0,-800,-11.5,-12.5,39.0,37.5,600,1.0,1.0,1.0,1.0,1.0,1.0,16.4,6.0,-7.9,0.6461538461538462,8.0,12.2,-2.6,22.0,17.5,-26.9,29.0,12.6,0.3153846153846154,26.0,-13.9,0.1,16.0,-26.4,13.0,2007,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.5769230769230769,0.5769230769230769,0.8,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.8,0.6153846153846154,0.4230769230769231,0.4230769230769231,0.2,0.4230769230769231,0.4615384615384616,0.4615384615384616,0.2,0.4615384615384616,0.2307692307692308,0.2307692307692308,0.2,0.2307692307692308,0.4615384615384616,0.4615384615384616,0.2,0.4615384615384616,6.0,13.0,13.0,0.0,1.0,0.0,15.0,12.0,7.0,0,13.020132921061135,13.020132921061135,13.020132921061135,1.0,1.0,13.0,6.0,6.0856093645419005,13.0,0,6.0856093645419005,6.0856093645419005,6.0856093645419005,0.0,0.0,60.0,1,1,68.0,68.0,25.0,15,0.87000704
200911290phi,training,-1,1,3,0.0,1,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,0.75,0.6,0.6,1.0,2,0.0,0.5,0.5,0.35,0.5,0.5,0.35,0.0,0.0,0.3,0.5,0.5,0.35,1,40.5,-10.0,-480,-9.0,-10.0,41.0,40.5,405,0.3333333333333333,0.4,0.4,1.0,1.0,1.0,28.6,2.0,-10.9,0.6799999999999999,12.0,14.2,5.3,4.0,30.4,-8.7,11.0,-3.0,0.42,24.0,-11.4,-1.0,22.0,-9.4,10.0,2009,0.6206896551724138,0.5777777777777777,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.603448275862069,0.5666666666666667,0.6,0.6,0.6206896551724138,0.5777777777777777,0.6,0.6,0.38461538461538464,0.4186046511627907,0.4,0.35,0.3461538461538461,0.4069767441860465,0.4,0.35,0.4230769230769231,0.4651162790697674,0.2,0.3,0.40384615384615385,0.4302325581395349,0.4,0.35,6.0,13.0,13.0,0.0,1.0,0.0,12.0,12.0,7.0,0,12.602775297564412,12.602775297564412,12.602775297564412,1.0,1.0,12.0,7.0,1.9661519946586024,13.0,0,23.06261102696093,23.06261102696093,23.06261102696093,1.0,1.0,52.0,1,1,56.0,56.0,10.0,12,0.87239444
201311280det,training,1,1,30,0.0,2,0.25,0.4,0.4545454545454545,0.25,0.4,0.3636363636363637,0.5,0.6,0.5454545454545454,0.25,0.4,0.4545454545454545,1.0,1,0.0,0.375,0.3,0.4090909090909091,0.25,0.2,0.3636363636363637,0.5,0.4,0.5,0.375,0.3,0.4090909090909091,1,49.5,-6.5,-275,-4.0,-6.0,49.5,48.5,235,0.0,0.0,0.0,0.0,1.0,1.0,-1.3,20.0,3.6,0.490909090909091,13.0,5.2,-2.5,26.0,-0.9,1.3,29.0,13.6,0.5,5.0,18.2,-1.9,23.0,2.7,6.5,2013,0.4074074074074074,0.4204545454545455,0.2,0.4545454545454545,0.3703703703703704,0.4090909090909091,0.0,0.3636363636363637,0.3703703703703704,0.4545454545454545,0.4,0.5454545454545454,0.4074074074074074,0.4204545454545455,0.2,0.4545454545454545,0.5344827586206896,0.5760869565217391,0.2,0.4090909090909091,0.4827586206896552,0.5434782608695652,0.2,0.3636363636363637,0.603448275862069,0.7065217391304348,0.3,0.5,0.5,0.5543478260869565,0.2,0.4090909090909091,3.0,25.0,25.0,0.0,0.0,0.0,13.0,25.0,4.0,1,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.462461376311965,24.0,0,5.462461376311965,5.462461376311965,5.462461376311965,1.0,1.0,0.0,1,0,68.0,68.0,0.0,13,0.39169338
201112040cle,training,-1,-1,-14,0.0,1,0.375,0.4166666666666667,0.4090909090909091,0.375,0.25,0.3636363636363637,0.5,0.5,0.3636363636363637,0.375,0.4166666666666667,0.4090909090909091,1.0,1,0.0,0.5,0.4,0.5909090909090909,0.5,0.4,0.5454545454545454,0.5,0.4,0.7272727272727273,0.5,0.4,0.5909090909090909,0,38.5,7.0,255,7.0,7.0,37.5,38.5,-325,0.0,0.0,0.0,0.5,1.0,1.0,-13.4,20.0,7.1,0.4090909090909091,25.0,-7.0,0.0,19.0,-14.1,21.1,1.0,-19.4,0.7090909090909091,15.0,6.3,-4.3,29.0,21.3,7.0,2011,0.35185185185185186,0.4534883720930232,0.4,0.4090909090909091,0.3333333333333333,0.4418604651162791,0.4,0.3636363636363637,0.3333333333333333,0.32558139534883723,0.2,0.3636363636363637,0.35185185185185186,0.4534883720930232,0.4,0.4090909090909091,0.5517241379310345,0.5425531914893617,0.5,0.5909090909090909,0.5344827586206896,0.5212765957446809,0.4,0.5454545454545454,0.7241379310344828,0.6595744680851063,0.8,0.7272727272727273,0.5517241379310345,0.5425531914893617,0.5,0.5909090909090909,6.0,16.0,16.0,0.0,1.0,0.0,13.0,16.0,7.0,0,3.7076221039501935,3.7076221039501935,3.7076221039501935,0.0,0.0,16.0,10.0,5.544067420053612,16.0,0,5.544067420053612,5.544067420053612,2.0395484750329818,0.0,0.0,0.0,1,1,54.0,54.0,30.0,13,0.32926732
201210140htx,training,-1,-1,-18,0.0,1,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,2,0.0,0.5,0.5,0.4,0.5,0.5,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0,46.5,-4.0,-195,-5.0,-4.0,47.5,46.5,170,0.5,0.5,1.0,0.5,0.0,0.0,25.7,2.0,-26.7,0.8800000000000001,4.0,19.5,-12.3,30.0,33.8,25.4,12.0,-5.9,0.7,5.0,18.0,2.0,11.0,26.0,4.0,2012,0.7173913043478259,0.5641025641025641,0.8,0.8,0.7173913043478259,0.5897435897435898,0.8,0.8,0.6956521739130435,0.5641025641025641,1.0,1.0,0.7173913043478259,0.5641025641025641,0.8,0.8,0.5909090909090909,0.6190476190476191,0.4,0.4,0.5909090909090909,0.6190476190476191,0.4,0.4,0.7727272727272727,0.7380952380952381,0.4,0.4,0.5454545454545454,0.5952380952380952,0.2,0.2,6.0,21.0,20.0,0.0,1.0,0.0,6.0,21.0,6.0,0,24.064398535779482,24.064398535779482,24.064398535779482,-1.0,-1.0,21.0,7.0,16.53891709940527,20.0,0,13.675520040183914,13.675520040183914,13.675520040183914,-1.0,-1.0,0.0,1,1,68.0,68.0,0.0,6,0.4732645
