game_id,label,score
200910180nor,1,0.31834748
201012260kan,1,0.8505074
201109180was,1,0.52551925
201212300was,1,0.37087202
201310200car,1,0.8518973
201510250kan,1,0.8682498
200712020was,0,0.61978006
200811160sfo,1,0.35551324
201010100clt,1,0.91511697
201010310det,1,0.6967331
201611130car,0,0.8519766
200709090jax,0,0.97538006
200712090oti,0,0.49906304
200810120nor,1,0.7644106
200812140mia,1,0.24605805
201309080clt,1,0.9482397
201510260crd,1,0.9459568
201711120chi,0,0.8420679
200810050nyg,1,0.7843113
200811170buf,0,0.8771339
201012120car,0,0.04012586
201509130sdg,1,0.7228934
201609250tam,0,0.8065993
201109110crd,1,0.65817875
201401120den,1,0.54655784
201512060rai,0,0.11785511
200811270det,0,0.017515194
201010240rav,1,0.98835284
201411090nor,0,0.71712595
201712240nwe,1,0.99116755
200809210sea,1,0.89347756
201210220chi,1,0.7327955
201212090buf,0,0.9459449
201510120sdg,0,0.71860147
201611060sdg,1,0.56327283
201310060dal,0,0.013656958
200811230jax,0,0.5935999
200912060crd,1,0.92133856
201010310ram,1,0.40953338
201112170tam,0,0.06077371
201209160pit,1,0.8257144
201309090sdg,0,0.026531972
201312290nwe,1,0.90380293
201411300atl,1,0.29324904
201010170tam,0,0.2010983
201201140sfo,1,0.13707866
201212160cle,0,0.43070328
201301050htx,1,0.46262234
201410120min,0,0.62289613
201509270sea,1,0.9799182
200812070gnb,0,0.7146841
201311240cle,0,0.70497
201411300htx,1,0.89283603
201412150chi,0,0.4256975
200812280nor,0,0.74130493
201212100nwe,1,0.9732111
201212300det,0,0.51262826
201309290oti,1,0.2867835
201609250buf,1,0.27568567
200909270tam,0,0.14529838
200912130htx,1,0.95827425
201409070tam,0,0.80388415
201411020min,1,0.55567914
201612040atl,0,0.8023037
201209090chi,1,0.9790046
201612110tam,1,0.8520367
201710220min,1,0.7934714
201712240chi,1,0.8760857
201612240chi,0,0.19169
201701070htx,1,0.629819
201712100kan,1,0.50676244
201712170nyg,0,0.1988655
200910110crd,1,0.92494833
201512130phi,1,0.0748036
200911080nyg,0,0.7852475
200910180rai,1,0.02446874
201212230den,1,0.99638003
201312220det,0,0.9626355
201509270car,1,0.80848014
201610160nwe,1,0.9006489
200801130clt,0,0.5428105
200912270mia,0,0.6340018
201112040nor,1,0.9703573
201411020pit,1,0.69799006
201609250dal,1,0.88819706
201212090min,1,0.4700013
201312290min,1,0.46833885
201509200car,1,0.6860441
201511080nwe,1,0.9933113
200811020buf,0,0.6853859
201312290sea,1,0.87081
201610090clt,1,0.58336455
201611240clt,0,0.020190671
201110020jax,0,0.26295707
201312220gnb,0,0.5836769
201512200min,1,0.85473293
201601030sfo,1,0.23610999
201312020sea,1,0.62920415
201409290kan,1,0.895232
201712160det,1,0.67408776
200712300phi,1,0.9711421
200910250mia,0,0.3654265
200912210was,0,0.50184166
201110160atl,1,0.90911895
201211250nor,0,0.50888354
201309150buf,1,0.73206127
201309220mia,1,0.61022884
201410120atl,0,0.7485261
201411200rai,1,0.072719365
201512270kan,1,0.9915064
201601030htx,1,0.8210774
201611270htx,0,0.76498944
201411160crd,1,0.6080205
