,label,Score
0,Won,0.8650750166666666
1,Won,0.7926088725
2,Won,0.7688334039999999
3,Lost,0.537652555
4,Won,0.7196320999999999
5,Lost,0.389106194
6,Won,0.127954335
7,Lost,0.3016528575
8,Won,0.7411826
9,Lost,0.08179976
10,Won,0.639640985
11,Lost,0.5708122925
12,Lost,0.30123998500000004
13,Won,0.40666469000000005
14,Lost,0.17806699
15,Won,0.559175585
16,Won,0.43230778
17,Won,0.7283700366666667
18,Won,0.55628541
19,Lost,0.34209785060000003
20,Won,0.5776217
21,Lost,0.472922615
22,Lost,0.5918518899999999
23,Won,0.6138134333333333
24,Won,0.632288975
25,Lost,0.7422491666666667
26,Won,0.6526666
27,Won,0.56771432
28,Lost,0.48547722666666665
29,Won,0.6694097500000001
30,Won,0.69284713
31,Won,0.58765437
32,Won,0.85786578
33,Won,0.45479101499999997
34,Won,0.70997304
35,Won,0.7595926749999999
36,Lost,0.6195685266666666
37,Won,0.83648538
38,Won,0.69445441
39,Lost,0.7184453
40,Won,0.737832335
41,Won,0.9566226133333334
42,Won,0.65802878
43,Won,0.5987305399999999
44,Won,0.54020459
45,Won,0.5091204
46,Won,0.931782485
47,Won,0.73328107
48,Lost,0.77479917
49,Won,0.9554677100000001
50,Won,0.73933245
51,Lost,0.604457228
53,Won,0.7416673075
54,Lost,0.6117081433333333
55,Won,0.6000222
56,Lost,0.4011719
57,Won,0.8735722333333333
58,Lost,0.45918492000000005
59,Won,0.44465361000000003
60,Lost,0.372710855
61,Lost,0.9036098
62,Lost,0.115633845
63,Lost,0.33482197
64,Won,0.16473889666666666
65,Won,0.75807106
66,Won,0.72636605
67,Lost,0.90509033
68,Won,0.4897692
69,Lost,0.891685975
70,Won,0.989138125
71,Lost,0.5301850450000001
72,Won,1.0263470499999998
73,Won,0.4677228
74,Won,0.6380049999999999
75,Lost,0.47533108
76,Won,0.740380925
77,Won,0.7149159566666667
78,Lost,0.8024384999999999
79,Won,0.7645184666666668
80,Won,0.504642125
81,Won,0.66868675
82,Won,0.49755510000000003
83,Lost,0.34673625
84,Won,0.7611223475
85,Won,0.75048313
87,Won,0.829684065
88,Won,0.741572575
89,Won,0.8289522266666668
90,Won,0.6312137666666667
91,Won,0.44469677
92,Lost,0.5507622833333333
93,Won,0.64204276
94,Lost,1.0037517575
95,Lost,0.71817785
96,Won,0.852397122
97,Lost,0.7340396825
98,Won,0.6520649
99,Won,0.39028129
100,Lost,0.48000145
101,Won,0.67577438
102,Lost,0.6470485633333334
103,Won,0.368283945
104,Won,0.598044575
105,Won,0.7625609499999999
106,Won,0.45186618
107,Won,0.47908317999999994
108,Lost,0.4476498033333334
109,Won,0.5600701
110,Won,0.7071935333333332
111,Won,0.8434671
113,Won,0.7648737750000001
114,Won,0.64819282
115,Won,0.47268358
116,Lost,0.37159615250000005
117,Lost,0.56583948
118,Lost,0.7094870675
119,Won,0.44049460250000005
120,Lost,0.710611965
121,Won,0.83493936
123,Lost,0.553595845
124,Won,0.6931896200000001
125,Lost,0.48779349666666666
126,Won,0.5927504750000001
127,Lost,0.33213558
128,Won,1.0837388000000001
129,Won,0.8539688
130,Lost,0.95457155
131,Won,0.296357675
132,Won,0.5035619933333333
133,Lost,0.3811348925
134,Won,0.7404741333333332
135,Lost,0.48723903999999996
136,Lost,0.4316549833333334
137,Lost,0.2173908425
138,Won,0.10677431999999999
139,Won,0.7445647666666666
140,Won,0.549586198
141,Won,0.7665969075
142,Won,0.8057416775
143,Lost,0.7218969333333334
144,Won,0.7601173499999999
145,Won,0.45142967
146,Won,0.21554706
147,Won,0.826312565
148,Won,0.9934919
149,Lost,0.37146709999999994
150,Won,0.6608487675
151,Won,0.14828573325
152,Lost,0.32939404333333333
153,Won,0.8598645999999999
154,Lost,0.7553932899999999
155,Won,1.0754701999999998
156,Lost,0.3588418825
157,Won,0.20543214666666665
158,Won,0.71057475
159,Lost,0.2284688775
161,Lost,0.23727766500000003
162,Lost,0.6903874866666667
163,Won,0.1770652
164,Lost,0.361884865
165,Won,0.024440587000000003
166,Lost,0.3753882866666666
167,Won,0.236705705
168,Won,0.45519231000000004
169,Lost,0.5403077825
170,Lost,0.13166501
171,Lost,0.420662215
172,Won,0.46748639000000003
173,Won,0.8600968866666667
174,Won,0.6263038000000001
175,Won,1.0102229
176,Won,0.9096597750000001
177,Won,0.833010885
178,Won,0.686976075
179,Won,0.93258455
180,Won,0.6729790666666666
181,Lost,0.67491665
182,Won,0.7336570433333334
183,Won,0.42643312499999997
184,Lost,0.44789626666666665
185,Lost,0.6975372675
186,Won,0.8612033000000001
187,Won,0.693551825
