Model Score Threshold,Accuracy
0.0,0.5711719802424786
0.01,0.5711719802424786
0.02,0.5711719802424786
0.03,0.571621014818141
0.04,0.5720700493938033
0.05,0.5725190839694656
0.06,0.572968118545128
0.07,0.5734171531207903
0.08,0.572968118545128
0.09,0.5761113605747643
0.1,0.5765603951504266
0.11,0.5770094297260889
0.12,0.5770094297260889
0.13,0.5788055680287382
0.14,0.5806017063313875
0.15,0.5801526717557252
0.16,0.5814997754827121
0.17,0.5837449483610238
0.18,0.5841939829366861
0.19,0.5877862595419847
0.2,0.5918275707229457
0.21,0.592276605298608
0.22,0.5927256398742703
0.23,0.5958688819039066
0.24,0.5976650202065559
0.25,0.5981140547822182
0.26,0.6008082622361922
0.27,0.6057476425684778
0.28,0.6057476425684778
0.29,0.6070947462954648
0.3,0.6111360574764256
0.31,0.6151773686573866
0.32,0.6138302649303996
0.33,0.6187696452626852
0.34,0.6214638527166592
0.35000000000000003,0.6237090255949708
0.36,0.6255051638976201
0.37,0.6304445442299057
0.38,0.6371800628648406
0.39,0.6389762011674899
0.4,0.6394252357431522
0.41000000000000003,0.6385271665918276
0.42,0.6430175123484508
0.43,0.6389762011674899
0.44,0.6425684777727885
0.45,0.6403233048944769
0.46,0.6385271665918276
0.47000000000000003,0.6376290974405029
0.48,0.6367310282891783
0.49,0.6394252357431522
0.5,0.6407723394701392
0.51,0.6380781320161653
0.52,0.6362819937135159
0.53,0.6273013022002695
0.54,0.6277503367759317
0.55,0.6241580601706331
0.56,0.6210148181409969
0.5700000000000001,0.6174225415356982
0.58,0.6178715761113606
0.59,0.612932195779075
0.6,0.6097889537494388
0.61,0.6030534351145038
0.62,0.5990121239335429
0.63,0.5949708127525819
0.64,0.5877862595419847
0.65,0.5828468792096991
0.66,0.5783565334530759
0.67,0.5756623259991019
0.68,0.570273911091154
0.6900000000000001,0.5666816344858554
0.7000000000000001,0.5621912887292322
0.71,0.5541086663673103
0.72,0.550965424337674
0.73,0.5514144589133363
0.74,0.5460260440053885
0.75,0.5388414907947912
0.76,0.5339021104625056
0.77,0.5231252806466098
0.78,0.5186349348899866
0.79,0.5172878311629996
0.8,0.508307139649753
0.81,0.5033677593174675
0.8200000000000001,0.4997754827121688
0.8300000000000001,0.4943870678042209
0.84,0.48810058374494836
0.85,0.4854063762909744
0.86,0.4822631342613381
0.87,0.4746295464750786
0.88,0.47103726986977995
0.89,0.46834306241580603
0.9,0.46205657835653346
0.91,0.4589133363268972
0.92,0.4557700942972609
0.93,0.4508307139649753
0.9400000000000001,0.44858554108666365
0.9500000000000001,0.44678940278401436
0.96,0.44499326448136506
0.97,0.44140098787606646
0.98,0.4391558149977548
0.99,0.4373596766951055
1.0,0.4364616075437809
