Bin,Lost,Won
0,8.0,4.0
1,35.0,18.0
2,75.0,35.0
3,130.0,73.0
4,168.0,131.0
5,174.0,210.0
6,126.0,218.0
7,120.0,218.0
8,64.0,183.0
9,45.0,131.0
10,9.0,44.0
