,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_score,1_score,2_score,3_score,4_score,label,score
2650,201311070min,1,1,10,2013,7,1.0,0.88637435,,,,0.30484363,1,0.59560899
2651,201312290nyg,1,1,17,2013,14,3.5,,,0.3760558,,0.62947285,1,0.502764325
2652,201310270den,1,1,8,2013,24,11.0,0.50871646,0.69404376,,0.59037673,,1,0.5977123166666667
2653,201309290rai,-1,-1,4,2013,-10,4.0,,0.5022538,0.5604658,,0.7347484999999999,0,0.5991560333333332
2654,201310130dal,1,1,6,2013,15,5.5,0.7716564,,,,,1,0.7716564
2655,201310060gnb,1,1,5,2013,13,10.0,0.5512154,0.6981933000000001,,,0.5419276,1,0.5971121
2656,201309220was,-1,-1,3,2013,-7,1.0,,,,0.3891377,,0,0.3891377
2657,201311100chi,-1,-1,10,2013,-2,1.5,,0.39014834,,0.9579892,0.38408694,0,0.57740816
2658,201309150crd,1,1,2,2013,4,2.0,0.89457095,0.51399535,,0.3715796,0.561878,1,0.585505975
2659,201311170pit,1,1,11,2013,10,3.0,,0.2968083,0.21778333,,,1,0.257295815
2660,201312080phi,1,1,14,2013,14,2.5,,0.53114575,,,,1,0.53114575
2661,201312290min,1,1,17,2013,1,2.0,,,,0.3452775,,1,0.3452775
2662,201310130cle,-1,-1,6,2013,-14,2.5,,0.46627632,,,,0,0.46627632
2663,201310200gnb,1,1,7,2013,18,8.5,1.0605934,0.9964304,0.9711964,1.0603931,,1,1.022153325
2664,201311170cin,1,1,11,2013,21,4.5,,,0.6012057,0.5892163,0.67705536,1,0.6224924533333333
2665,201312080nwe,-1,1,14,2013,1,10.0,1.0051904,0.82638395,,0.9634802,0.75816387,1,0.8883046049999999
2666,201312290pit,1,1,17,2013,13,9.0,,0.86640096,0.872398,,0.80272645,1,0.8471751366666668
2667,201309150rav,1,1,2,2013,8,6.5,0.8551263000000001,,0.8866663,0.55340314,,1,0.7650652466666666
2668,201310270kan,-1,1,8,2013,6,7.0,0.9405370000000001,,,0.71724343,,1,0.828890215
2669,201309220min,-1,-1,3,2013,-4,6.5,,,1.0833677,0.78744614,,0,0.9354069199999999
2670,201312220nyj,1,1,16,2013,11,2.5,0.63762826,0.5641979,,,0.6289151,1,0.6102470866666666
2671,201311040gnb,-1,-1,9,2013,-7,10.0,,,,,0.6374149,0,0.6374149
2672,201311240ram,1,1,12,2013,21,2.5,0.7461823000000001,0.6801031999999999,0.6724576,0.70392907,,1,0.7006680425
2673,201310200was,1,1,7,2013,4,1.0,0.15001383,,,,0.69797325,1,0.42399354
2674,201309290det,1,1,4,2013,8,2.5,,0.7898476,,0.7065069,,1,0.74817725
2675,201309220pit,-1,-1,3,2013,-17,2.0,0.61042124,0.6605295,,0.7691148,0.40850207,0,0.6121419025
2676,201312220phi,1,1,16,2013,43,3.0,,0.49099790000000004,0.50261235,,,1,0.49680512500000007
2677,201312010min,1,1,13,2013,3,2.0,,,0.5505486999999999,,,1,0.5505486999999999
2680,201309090was,-1,-1,1,2013,-6,4.5,0.46523565,,0.4526072,,0.7527833,0,0.5568753833333333
2681,201310130tam,-1,-1,6,2013,-11,3.0,,,0.46147093,,,0,0.46147093
2682,201312150min,1,1,15,2013,18,7.0,0.45239145,,0.62946886,,,1,0.540930155
2683,201310060nyg,-1,-1,5,2013,-15,1.0,0.36150956,,,,0.31163847,0,0.336574015
2684,201309290den,1,1,4,2013,32,11.5,0.5085629,0.51717854,,,,1,0.51287072
2685,201311030rai,-1,-1,9,2013,-29,0.0,0.37071484,0.33035153,0.22336626,,,0,0.30814421
2686,201312290dal,1,-1,17,2013,-2,7.0,,0.5977558000000001,0.6719725000000001,,0.10508144,0,0.4582699133333334
2687,201312220cin,1,1,16,2013,28,7.5,1.1270125,,0.6607473,,,1,0.8938799
2688,201309150chi,-1,1,2,2013,1,6.5,,0.716548,0.86353374,,0.45092142,1,0.6770010533333334
2689,201309080det,1,1,1,2013,10,4.5,,0.4023683,0.8102751,0.7383808000000001,,1,0.6503414000000001
2690,201312080rav,-1,1,14,2013,3,6.0,,,0.7412734999999999,,0.32225525,1,0.531764375
2691,201310210nyg,1,1,7,2013,16,4.0,0.40386045,,0.5021926,0.29356042,,1,0.3998711566666666
2692,201311170sea,1,1,11,2013,21,13.5,,,1.0751868,,0.9436585,1,1.0094226499999999
2693,201311030dal,-1,1,9,2013,4,8.0,,0.85390306,,1.1288497,0.6924191999999999,1,0.8917239866666665
2694,201312220gnb,-1,-1,16,2013,-7,1.0,,,,0.5881045,,0,0.5881045
2695,201309160cin,1,1,2,2013,10,6.5,,0.8844015,1.0025189,,1.0466974,1,0.9778726000000001
2696,201311030nwe,1,1,9,2013,24,5.5,0.5998886999999999,0.73268616,,0.66849303,,1,0.66702263
2697,201311280rav,-1,1,13,2013,2,3.0,0.33193648,,0.55650413,0.3352206,,1,0.40788706999999996
2698,201310130nyj,-1,-1,6,2013,-13,1.5,,0.5230213,,0.8248690999999999,0.8509351999999999,0,0.7329418666666666
2699,201310270rai,1,1,8,2013,3,2.5,,0.4543786,,,,1,0.4543786
2700,201311240cle,-1,-1,12,2013,-16,2.5,,,0.40226758,,,0,0.40226758
2701,201309260ram,-1,-1,4,2013,-24,4.0,0.45172685,0.68486387,0.01180011,0.6749574,0.6458758000000001,0,0.4938448060000001
2702,201311250was,-1,-1,12,2013,-21,5.5,,0.073412746,,0.014256358,,0,0.043834552
2703,201401120car,-1,-1,19,2013,-13,1.0,0.72709316,,,,,0,0.72709316
2704,201312290crd,-1,-1,17,2013,-3,3.0,0.6238071999999999,,1.0114683,,,0,0.8176377499999999
2705,201310200oti,-1,-1,7,2013,-14,3.0,,,0.47416210000000003,,0.5545376999999999,0,0.5143499
2706,201312150tam,-1,-1,15,2013,-19,4.5,,0.21396828,0.25013226,,0.27347583,0,0.24585879
2707,201309150sea,1,1,2,2013,26,2.5,0.29844743,,,,,1,0.29844743
2708,201401190sea,1,1,20,2013,6,4.0,,0.6008646,,,0.8298177,1,0.71534115
2709,201410190gnb,1,1,7,2014,21,6.5,0.73378235,0.7661220000000001,0.6753800999999999,,0.9170531,1,0.7730843875
2710,201409280rav,1,1,4,2014,28,3.0,0.76907384,0.54690754,0.6946758000000001,0.5086764,,1,0.629833395
2711,201409070tam,-1,-1,1,2014,-6,5.0,0.46581218,,0.6499413,0.9099159,0.5869366,0,0.653151495
2712,201411100phi,1,1,10,2014,24,7.5,0.45759344,,,,,1,0.45759344
2713,201412280atl,-1,-1,17,2014,-31,2.5,,,,,0.5374501,0,0.5374501
2714,201411300min,1,1,13,2014,18,2.5,,,,,0.3018484,1,0.3018484
2715,201412070nor,-1,-1,14,2014,-31,9.0,,,,,0.7942469,0,0.7942469
2716,201501100sea,1,1,19,2014,14,13.5,0.70581675,0.6736114000000001,0.91657686,0.81329465,0.91047525,1,0.8039549819999999
2717,201411090gnb,1,1,10,2014,41,9.0,0.37479429999999997,0.59983474,0.88351005,,0.37105393,1,0.557298255
2718,201410050car,1,1,5,2014,7,1.5,0.65700805,0.17957094,,0.30443794,0.7365006,1,0.4693793825
2719,201410260nwe,1,1,8,2014,28,5.5,,1.0415719,,,,1,1.0415719
2720,201411270det,1,1,13,2014,17,7.0,,,,0.457502,,1,0.457502
2721,201410120atl,-1,-1,6,2014,-14,3.5,,,,0.76298326,,0,0.76298326
2722,201412280min,-1,1,17,2014,4,7.0,0.73621,0.72040653,0.64736533,0.8003589,0.6349595,1,0.707860052
