,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_regression_score,1_regression_score,2_regression_score,3_regression_score,4_regression_score,regression_label,label,regression_score
2433,200812280min,-1,1,17,2008,1,7.0,,,,0.49078190000000005,,1.0,1,0.49078190000000005
2434,200809140ram,-1,-1,2,2008,-28,8.0,-15.56819,-7.7559643,-12.638577,,,-28.0,0,-12.638577
2435,200811300was,-1,-1,13,2008,-16,4.0,-5.3380303,,,,-8.860333,-16.0,0,-7.09918165
2436,200811230crd,-1,-1,12,2008,-8,3.0,,2.0941136,,,,-8.0,0,2.0941136
2437,200810260pit,-1,-1,8,2008,-7,3.0,-4.3673444,,4.985134599999999,,4.038766000000001,-7.0,0,4.038766000000001
2438,200811090phi,-1,-1,10,2008,-5,3.0,5.8620763,,,,,-5.0,0,5.8620763
2439,200811020cle,-1,-1,9,2008,-10,3.0,,-7.486389999999999,0.7631057,-1.4503886000000001,,-10.0,0,-1.4503886000000001
2440,200812200dal,-1,-1,16,2008,-9,5.5,,1.3798991000000003,,,5.9425025,-9.0,0,3.6612008
2441,200811090htx,-1,-1,10,2008,-28,2.5,4.148984,3.0944822,2.2688425,4.4033127,-5.6207004000000005,-28.0,0,3.0944822
2442,200811160nyg,1,1,11,2008,20,6.5,10.28157,7.4941664,7.718533,14.803849,11.46284,20.0,1,10.28157
2443,200811300cin,-1,-1,13,2008,-31,7.0,-9.880253,-15.762685999999999,-10.787291999999999,-5.9538503,-6.0750421999999995,-31.0,0,-9.880253
2444,200810190mia,-1,-1,7,2008,-14,3.0,4.61289,2.798438,,,,-14.0,0,3.705664
2445,200901040mia,-1,-1,18,2008,-18,3.5,,-4.886726,,,,-18.0,0,-4.886726
2446,200901100oti,-1,-1,19,2008,-3,3.0,2.5994394,,,10.743371,2.3534083,-3.0,0,2.5994394
2447,200809290pit,-1,1,4,2008,3,6.0,,2.390787,,,4.499896,3.0,1,3.4453414999999996
2448,200901180pit,1,1,20,2008,9,6.0,9.165426,,5.946401,,2.4328084,9.0,1,5.946401
2449,200810120clt,1,1,6,2008,28,4.0,-1.4683794,,8.109148,3.1501431,,28.0,1,3.1501431
2450,200811060cle,-1,-1,10,2008,-4,3.0,-1.677835,,-1.0921375,,,-4.0,0,-1.3849862499999999
2451,200811300nyj,-1,-1,13,2008,-17,8.0,17.912817,9.870842999999999,19.390522,23.246645,4.8554697,-17.0,0,17.912817
2452,200812280sdg,1,1,17,2008,31,7.0,,,10.162654,,0.22536436,31.0,1,5.19400918
2453,200812140car,1,1,15,2008,20,7.5,,,6.5562587,2.1720905,,20.0,1,4.3641746
2454,200810200nwe,1,1,7,2008,34,3.0,,,5.150498000000001,7.682036,,34.0,1,6.416267
2455,200811160atl,-1,-1,11,2008,-4,7.0,,,,,12.903735000000001,-4.0,0,12.903735000000001
2456,200809280kan,1,1,4,2008,14,9.0,,-11.268443,,,,14.0,1,-11.268443
2457,200809080rai,-1,-1,1,2008,-27,3.0,,,-5.9849234000000004,,,-27.0,0,-5.9849234000000004
2458,200810050det,-1,-1,5,2008,-27,3.0,-8.098001,-4.382803400000001,-5.5567493,,,-27.0,0,-5.5567493
2460,200809070clt,-1,-1,1,2008,-16,10.5,6.5839195,,,,14.44271,-16.0,0,10.51331475
2461,200811300gnb,-1,-1,13,2008,-4,3.0,,-9.710149000000001,,,,-4.0,0,-9.710149000000001
2462,200809210min,1,1,3,2008,10,3.0,11.6424675,,2.8626654,,,10.0,1,7.25256645
2463,200812210nyg,1,1,16,2008,6,4.0,,,,11.995548,,6.0,1,11.995548
2464,200809070sdg,-1,-1,1,2008,-2,9.0,8.964911,10.565760000000001,16.679054,6.864965400000001,,-2.0,0,9.7653355
2465,200810120tam,1,1,6,2008,24,2.0,-1.4854575,4.274082,,4.7919583,0.26625937,24.0,1,2.270170685
2466,200811230atl,1,1,12,2008,17,1.0,0.7234670999999999,-5.9314375,-5.469389,,,17.0,1,-5.469389
2467,200812280nor,-1,-1,17,2008,-2,1.5,10.214625,0.50371164,,-2.93534,-13.427859,-2.0,0,-1.21581418
2468,200811090rai,-1,-1,10,2008,-11,10.0,-3.8853964999999997,-2.6419493999999997,-9.54084,,-9.515303,-11.0,0,-6.700349749999999
2469,200812280gnb,-1,1,17,2008,10,11.0,11.931631,,,16.951574,2.9530346,10.0,1,11.931631
2470,200810190htx,-1,1,7,2008,7,11.0,,12.267548,,7.839491000000001,,7.0,1,10.0535195
