,accuracy
1,0.7388888888888889
2,0.7298050139275766
3,0.7188679245283018
4,0.7230989956958394
5,0.7152941176470589
6,0.7008973080757727
7,0.6842560553633218
8,0.6631016042780749
9,0.646374829001368
10,0.6229102167182663
11,0.609286523216308
12,0.5996852046169989
13,0.590438639724002
14,0.5827067669172933
15,0.5721438324988621
