Model Score Threshold,F1
0.0,0.7219988512349226
0.01,0.7224137931034482
0.02,0.7226214429433746
0.03,0.7228292121909143
0.04,0.7220943613348677
0.05,0.7219821377124748
0.06,0.7220299884659745
0.07,0.7218695903058279
0.08,0.7215007215007215
0.09,0.722334585379948
0.1,0.7228009259259259
0.11,0.7224797219003476
0.12,0.7227866473149493
0.13,0.7236268526591108
0.14,0.7227722772277227
0.15,0.7231308411214953
0.16,0.7216856892010535
0.17,0.7219941348973608
0.18,0.7217647058823529
0.19,0.7233038348082597
0.2,0.7242092817026309
0.21,0.7243018419489008
0.22,0.7253206084103788
0.23,0.7255785993387438
0.24,0.7265060240963856
0.25,0.728649303452453
0.26,0.7298202863234846
0.27,0.7297794117647058
0.28,0.7295713845205057
0.29,0.7289081885856079
0.3,0.727954971857411
0.31,0.726813880126183
0.32,0.7265202164915632
0.33,0.7244701348747591
0.34,0.72461887771651
0.35000000000000003,0.7242394504416093
0.36,0.7242744063324539
0.37,0.7220744680851064
0.38,0.7188444743029895
0.39,0.7170963364993215
0.4,0.7171751799794309
0.41000000000000003,0.7141375734531629
0.42,0.713487071977638
0.43,0.708789269325803
0.44,0.708806818181818
0.45,0.7050359712230216
0.46,0.7036634022488213
0.47000000000000003,0.6972477064220184
0.48,0.6938775510204082
0.49,0.6904851447912749
0.5,0.6877621044605415
0.51,0.681378242353852
0.52,0.6750392464678179
0.53,0.6679904686258935
0.54,0.6618357487922706
0.55,0.658516707416463
0.56,0.6537190082644627
0.5700000000000001,0.6468120805369127
0.58,0.6388059701492538
0.59,0.6335350043215212
0.6,0.6265906099166301
0.61,0.6189417518897289
0.62,0.6062528318985048
0.63,0.5986206896551725
0.64,0.5902097902097903
0.65,0.5822306238185254
0.66,0.564944471269918
0.67,0.5529411764705882
0.68,0.5447316103379721
0.6900000000000001,0.5358224016145308
0.7000000000000001,0.521292970754233
0.71,0.5091098386257158
0.72,0.492845786963434
0.73,0.47382622773880195
0.74,0.4571428571428572
0.75,0.43823365008384574
0.76,0.4202157864849517
0.77,0.4030023094688222
0.78,0.3789846517119244
0.79,0.3605769230769231
0.8,0.3359901900674433
0.81,0.3260734287492222
0.8200000000000001,0.30594184576485467
0.8300000000000001,0.29083920563741195
0.84,0.27491856677524423
0.85,0.25874587458745874
0.86,0.23118279569892472
0.87,0.2125340599455041
0.88,0.19778699861687413
0.89,0.17812061711079946
0.9,0.16346837242359627
0.91,0.14398848092152627
0.92,0.13372093023255816
0.93,0.11462160176340927
0.9400000000000001,0.10244988864142539
0.9500000000000001,0.08702175543885973
0.96,0.07564296520423601
0.97,0.06697108066971082
0.98,0.055130168453292494
0.99,0.049230769230769224
1.0,0.038729666924864445
