Model Score Threshold,Accuracy
0.0,0.5720053835800808
0.01,0.5720053835800808
0.02,0.5724540152534769
0.03,0.5737999102736653
0.04,0.5746971736204576
0.05,0.5746971736204576
0.06,0.5769403319874383
0.07,0.5769403319874383
0.08,0.5769403319874383
0.09,0.5782862270076268
0.1,0.5800807537012113
0.11,0.5800807537012113
0.12,0.5814266487213997
0.13,0.582323912068192
0.14,0.5818752803947959
0.15,0.5814266487213997
0.16,0.5827725437415882
0.17,0.582323912068192
0.18,0.5850157021085689
0.19,0.5872588604755495
0.2,0.5881561238223418
0.21,0.5908479138627187
0.22,0.5957828622700763
0.23,0.5984746523104532
0.24,0.6025123373710184
0.25,0.6016150740242261
0.26,0.6065500224315836
0.27,0.6074472857783759
0.28,0.6087931807985644
0.29,0.6119336025123374
0.3,0.614176760879318
0.31,0.6137281292059219
0.32,0.6132794975325258
0.33,0.6123822341857336
0.34,0.6137281292059219
0.35000000000000003,0.6182144459398834
0.36,0.6177658142664872
0.37,0.6235980260206371
0.38,0.6240466576940332
0.39,0.6231493943472409
0.4,0.6240466576940332
0.41000000000000003,0.6271870794078062
0.42,0.6276357110812023
0.43,0.6280843427545985
0.44,0.6357110812023329
0.45,0.6384028712427098
0.46,0.6410946612830866
0.47000000000000003,0.6388515029161059
0.48,0.6348138178555406
0.49,0.6348138178555406
0.5,0.6348138178555406
0.51,0.6348138178555406
0.52,0.6357110812023329
0.53,0.6312247644683715
0.54,0.6285329744279946
0.55,0.629878869448183
0.56,0.6285329744279946
0.5700000000000001,0.6271870794078062
0.58,0.6249439210408255
0.59,0.6271870794078062
0.6,0.6276357110812023
0.61,0.6222521310004486
0.62,0.6182144459398834
0.63,0.614176760879318
0.64,0.6096904441453567
0.65,0.6083445491251682
0.66,0.6052041274113953
0.67,0.5962314939434724
0.68,0.5975773889636609
0.6900000000000001,0.5935397039030955
0.7000000000000001,0.5895020188425303
0.71,0.5845670704351728
0.72,0.5796321220278151
0.73,0.572902646926873
0.74,0.5715567519066846
0.75,0.5630327501121579
0.76,0.5598923283983849
0.77,0.5563032750112158
0.78,0.5486765365634814
0.79,0.5406011664423508
0.8,0.5302826379542396
0.81,0.5217586361597129
0.8200000000000001,0.5127860026917901
0.8300000000000001,0.506056527590848
0.84,0.5042620008972634
0.85,0.4997756841633019
0.86,0.4917003140421714
0.87,0.48362494392104083
0.88,0.477792732166891
0.89,0.471511888739345
0.9,0.46747420367877973
0.91,0.4629878869448183
0.92,0.4585015702108569
0.93,0.45580978017048
0.9400000000000001,0.4517720951099148
0.9500000000000001,0.4486316733961418
0.96,0.4477344100493495
0.97,0.4459398833557649
0.98,0.44190219829519967
0.99,0.4414535666218035
1.0,0.4414535666218035
