game_id,team_history___v_ovr_wr_ytd,line___h_ml,home_field___v_visitor__close_wr_last_8_games,team_history___v_pfr_wr_ytd,home_field___h_home__open_wr_last_8_games,rankings___h__dave_or_wtddvoa,team_history___h_ovr_wr_past_2_seasons,line___h_close_line,rankings___v__def_rank,team_history___h_close_wr_ytd,travel___v_home_body_time,time_date___game_time_local,time_date___week_id,line___h_pfr_line,home_field___h_home__close_wr_last_8_games,home_field___v_visitor__open_wr_last_4_games,team_history___h_close_wr_past_3_seasons,home_field___v_visitor__close_wr_last_4_games,weather___temperature,rankings___h__estim_winrate,team_history___h_pfr_wr_past_5_games,rankings___v__s_t_dvoa,travel___v_tz_change_last_10_days,team_history___v_close_wr_past_3_seasons,team_history___v_pfr_wr_past_2_seasons,team_history___h_ovr_wr_ytd,team_history___v_close_wr_past_2_seasons,travel___h_body_clock_from_last_wk,rankings___h__totaldvoa,matchup___h_wr_past_5_games,home_field___v_visitor__close_wr_ytd,home_field___h_home__ovr_wr_last_8_games,rankings___v__dave_or_wtddvoa,travel___v_dist_from_home,home_field___h_home__ovr_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___v_visitor__open_wr_ytd,team_history___v_close_wr_ytd,rankings___h__defensedvoa,team_history___h_ovr_wr_past_5_games,line___pfr_ou,home_field___h_consecutive_home,rankings___h__off_rank,travel___h_travel_from_last_10_days,matchup___h_wr_past_2_seasons,travel___v_tz_change_last_game,travel___v_travel_from_last_game_decay,matchup___h_wr_past_3_seasons,rankings___h__def_rank,travel___h_same_stadium_last_game,matchup___is_same_conf,team_history___v_pfr_wr_past_5_games,home_field___v_visitor__ovr_wr_last_4_games,travel___h_travel_from_last_game,time_date___is_sunday,time_date___is_superbowl,rankings___v__estim_winrate,home_field___v_is_home,team_history___h_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,line___v_ml,travel___v_days_since_last_game,rankings___h__s_t_rank,home_field___h_home__pfr_wr_last_4_games,weather___is_dome,team_history___h_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___h_close_wr_past_5_games,home_field___v_visitor__pfr_wr_last_8_games,team_history___v_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,weather___humidity_pct,rankings___v__defensedvoa,rankings___h__offensedvoa,rankings___v__s_t_rank,rankings___v__off_rank,travel___h_travel_from_last_game_decay,team_history___h_pfr_wr_ytd,home_field___h_home__open_wr_ytd,team_history___v_close_wr_past_5_games,weather___wind_chill,line___open_ou,home_field___h_home__pfr_wr_ytd,travel___v_same_stadium_last_game,rankings___h__s_t_dvoa,travel___v_body_clock_from_last_wk,weather___wind_mph,team_history___v_ovr_wr_past_3_seasons,line___h_open_line,team_history___h_pfr_wr_past_2_seasons,team_history___h_open_wr_past_2_seasons,travel___v_travel_from_last_game,travel___h_days_since_last_game,home_field___v_visitor__open_wr_last_8_games,team_history___v_ovr_wr_past_5_games,home_field___v_visitor__ovr_wr_last_8_games,line___close_ou,rankings___v__offensedvoa,home_field___v_visitor__pfr_wr_last_4_games,home_field___h_home__close_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,team_history___v_open_wr_ytd,travel___h_tz_change_last_game,time_date___game_time_eastern,team_history___v_open_wr_past_5_games,home_field___h_is_home,matchup___is_same_division,weather___is_grass,matchup___h_wr_ytd,team_history___h_open_wr_past_3_seasons,home_field___h_home__close_wr_ytd,home_field___h_home__ovr_wr_last_4_games,travel___h_tz_change_last_10_days,home_field___v_visitor__pfr_wr_ytd,rankings___v__totaldvoa,travel___v_travel_from_last_10_days,team_history___h_close_wr_past_2_seasons,home_field___v_visitor__ovr_wr_ytd,time_date___is_playoffs,team_history___h_ovr_wr_past_3_seasons,time_date___day_of_week,home_field___v_consecutive_visitor,team_history___v_open_wr_past_2_seasons,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,label,dataset,fold,score
200709300dal,0.0,-800,0.0,0.0,1.0,21.6,1.0,-13.0,22.0,1.0,12.0,12.0,4.0,-13.0,1.0,0.0,1.0,0.0,85.0,0.5190258251586375,1.0,-6.5,-1.0,0.0,0.0,1.0,0.0,12.0,60.1,0.5,0.0,1.0,-32.3,8.87394091937173,1.0,1.0,0.0,0.0,-9.3,1.0,47.0,1,2.0,12.953220054488385,0.5,-1.0,15.20661384456776,0.5,9.0,0,1.0,0.0,0.0,12.953220054488385,1.0,0.0,0.5294328528952108,0.0,1.0,0.0,600,7.0,11.0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,58.0,14.1,46.7,24.0,27.0,12.953220054488385,1.0,1.0,0.0,85.0,45.0,1.0,0,4.1,13.0,0.0,0.0,-11.0,1.0,1.0,15.20661384456776,7.0,0.0,0.0,0.0,47.0,-20.7,0.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0,0.5,1.0,1.0,1.0,0.0,0.0,-41.4,15.20661384456776,1.0,0.0,0.0,1.0,6.0,2,0.0,1,1,4,2007,28,13.0,1,training,0,0.73815614
200811090nyj,0.25,-400,0.375,0.375,0.5,-2.9,0.375,-9.5,31.0,0.5,12.0,13.0,10.0,-9.5,0.5,0.375,0.4375,0.375,53.0,0.55,0.6,1.3,1.0,0.3125,0.3333333333333333,0.625,0.3125,13.0,-1.7,0.5,0.3125,0.75,-36.7,16.25840917502385,0.625,0.5,0.3125,0.3125,0.9,0.8,43.5,1,22.0,5.102278507882513,0.5,1.0,16.25840917502385,0.5,13.0,0,0.0,0.6,0.25,5.102278507882513,1.0,0.0,0.225,0.0,0.5,0.20833333333333331,320,7.0,15.0,0.5,1,0.4375,0.3333333333333333,0.6,0.5,0.25,0.6,46.0,24.3,-1.5,14.0,29.0,5.102278507882513,0.5,0.5,0.5,53.0,45.0,0.5,0,0.7,12.0,14.0,0.20833333333333331,-9.0,0.4375,0.4375,16.25840917502385,7.0,0.375,0.4,0.25,43.0,-15.7,0.5,0.5,0.5,0.3125,0.0,13.0,0.5,1.0,0.0,0,0.5,0.4375,0.5,0.75,0.0,0.375,-38.7,16.25840917502385,0.4375,0.25,0.0,0.375,6.0,1,0.25,1,1,10,2008,44,9.5,1,training,0,0.78826857
201212300was,0.5333333333333333,-175,0.7142857142857143,0.4,0.5714285714285714,13.1,0.4516129032258064,-3.0,23.0,0.6666666666666666,20.0,21.0,17.0,-3.0,0.5714285714285714,0.75,0.5638297872340425,0.75,37.0,0.5933333333333334,1.0,-0.7,1.0,0.3723404255319149,0.3709677419354839,0.6,0.3709677419354839,21.0,7.5,0.4,0.4,0.5714285714285714,1.1,21.14548034818789,0.6,0.75,0.4,0.4,3.9,1.0,49.0,1,6.0,1.9661519946586024,0.33333333333333337,1.0,21.14548034818789,0.4,21.0,0,1.0,0.4,0.75,1.9661519946586024,1.0,0.0,0.5133333333333333,0.0,0.6666666666666666,0.5161290322580645,155,7.0,25.0,0.75,1,0.5744680851063829,0.39361702127659576,1.0,0.7142857142857143,0.3723404255319149,1.0,53.0,6.1,14.3,19.0,11.0,1.9661519946586024,0.6666666666666666,0.6666666666666666,0.4,30.0,50.0,0.6666666666666666,0,-2.9,20.0,9.0,0.4680851063829787,-3.5,0.5483870967741935,0.5483870967741935,21.14548034818789,7.0,0.7142857142857143,0.6,0.5714285714285714,49.0,7.1,0.75,0.75,0.5714285714285714,0.4,0.0,21.0,0.4,1.0,1.0,1,1.0,0.5744680851063829,0.6666666666666666,0.75,0.0,0.4,0.3,21.14548034818789,0.5483870967741935,0.5333333333333333,0.0,0.425531914893617,6.0,1,0.3709677419354839,1,1,17,2012,10,3.0,1,training,0,0.07007936
201201010rai,0.4666666666666667,-145,0.2857142857142857,0.3333333333333333,0.35714285714285715,-6.8,0.5161290322580645,-2.5,26.0,0.6666666666666666,13.0,13.0,17.0,-3.0,0.5714285714285714,0.25,0.5531914893617021,0.25,56.0,0.4933333333333334,0.6,-2.5,-3.0,0.4479166666666667,0.4516129032258064,0.5333333333333333,0.41935483870967744,15.0,-4.7,0.6,0.3333333333333333,0.42857142857142855,1.8,7.1066775490731375,0.5333333333333333,0.25,0.26666666666666666,0.3333333333333333,9.9,0.4,48.5,1,16.0,27.74701021042268,1.0,-3.0,28.247759146939202,0.6,22.0,0,1.0,0.6,0.25,27.74701021042268,1.0,0.0,0.44666666666666666,0.0,0.5666666666666667,0.5161290322580645,125,8.0,18.0,0.5,1,0.5531914893617021,0.46875,0.6,0.2857142857142857,0.4375,0.4,63.0,14.1,4.9,25.0,6.0,19.881602304612716,0.6666666666666666,0.5666666666666667,0.6,56.0,49.0,0.6666666666666666,0,0.3,16.0,8.0,0.6041666666666666,-3.0,0.5806451612903226,0.532258064516129,39.422922230460046,8.0,0.14285714285714285,0.6,0.2857142857142857,50.0,14.4,0.25,0.5,0.5714285714285714,0.26666666666666666,-2.0,16.0,0.6,1.0,1.0,1,1.0,0.5212765957446809,0.6666666666666666,0.25,-2.0,0.3333333333333333,-2.2,39.422922230460046,0.5806451612903226,0.4666666666666667,0.0,0.44680851063829785,6.0,2,0.41935483870967744,-1,-1,17,2011,-12,2.5,0,training,0,0.47152767
201211040atl,0.42857142857142855,-195,0.75,0.42857142857142855,0.3333333333333333,21.0,0.7083333333333334,-4.0,11.0,0.7142857142857143,20.0,21.0,9.0,-4.5,0.3333333333333333,0.75,0.5975609756097561,0.75,68.0,0.8142857142857143,0.6,-4.6,1.0,0.3717948717948718,0.3695652173913043,1.0,0.3695652173913043,21.0,21.1,0.0,0.42857142857142855,1.0,1.6,12.731921458161759,1.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,-6.0,1.0,47.5,1,7.0,11.090170542372197,0.5,1.0,12.731921458161759,0.5,10.0,0,1.0,0.4,0.5,11.090170542372197,1.0,0.0,0.5857142857142856,0.0,0.7142857142857143,0.4782608695652174,170,7.0,10.0,0.3333333333333333,1,0.573170731707317,0.3974358974358974,0.6,0.75,0.3717948717948718,0.6,0.0,-5.8,11.5,27.0,15.0,11.090170542372197,0.7142857142857143,0.7142857142857143,0.4,68.0,47.5,0.7142857142857143,0,3.6,20.0,0.0,0.4358974358974359,-4.5,0.5208333333333334,0.5416666666666666,12.731921458161759,7.0,0.75,0.4,0.5,47.5,0.2,0.75,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.0,21.0,0.4,1.0,0.0,0,0.5,0.5853658536585366,0.7142857142857143,1.0,0.0,0.42857142857142855,1.4,12.731921458161759,0.5625,0.42857142857142855,0.0,0.7317073170731707,6.0,1,0.3695652173913043,1,1,9,2012,6,4.0,1,training,0,0.48179057
201309290sdg,0.6666666666666666,105,1.0,1.0,1.0,-4.0,0.42105263157894735,1.5,11.0,0.8333333333333334,15.0,13.0,4.0,1.5,1.0,0.5,0.4428571428571429,1.0,80.0,0.5190258251586375,0.7,0.4,-2.0,0.4142857142857143,0.4736842105263158,0.3333333333333333,0.4736842105263158,15.0,-0.2,1.0,1.0,0.0,0.2,20.026691075512193,0.3333333333333333,1.0,0.8333333333333334,1.0,27.3,0.6,47.0,1,3.0,30.536061643430706,0.5,-2.0,20.026691075512193,0.5,31.0,0,0.0,0.6,0.0,30.536061643430706,1.0,0.0,0.5294328528952108,0.0,0.8333333333333334,0.5263157894736842,-125,7.0,19.0,1.0,1,0.4428571428571429,0.4142857142857143,0.7,1.0,0.4,0.7,27.0,-8.5,28.1,15.0,17.0,30.536061643430706,0.8333333333333334,0.8333333333333334,0.6,80.0,45.5,0.8333333333333334,0,-1.1,15.0,7.0,0.5142857142857142,1.0,0.5,0.4736842105263158,20.026691075512193,7.0,0.5,0.4,0.0,48.0,-0.4,1.0,1.0,1.0,0.8333333333333334,-2.0,16.0,0.5,1.0,0.0,1,0.5,0.4,0.8333333333333334,0.0,-2.0,1.0,8.5,20.026691075512193,0.5,0.6666666666666666,0.0,0.4571428571428571,6.0,1,0.4473684210526316,1,1,4,2013,9,1.5,1,training,0,0.6993091
201409210crd,0.5,131,1.0,0.5,0.0,2.8,0.6666666666666666,3.0,17.0,0.5,13.0,14.0,3.0,3.0,0.0,1.0,0.5588235294117647,1.0,68.0,0.5190258251586375,0.5,0.8,1.0,0.5875,0.6666666666666666,1.0,0.6190476190476191,16.0,23.6,0.2,0.5,1.0,8.8,10.452514362582807,1.0,0.0,0.5,0.5,-22.1,0.8,42.0,1,22.0,38.87698759292064,0.0,1.0,10.452514362582807,0.0,5.0,0,1.0,0.5,1.0,38.87698759292064,1.0,0.0,0.5294328528952108,0.0,0.5,0.7142857142857143,-151,7.0,3.0,0.0,1,0.5441176470588235,0.6,0.5,1.0,0.6125,0.5,0.0,0.6,-3.9,12.0,13.0,38.87698759292064,0.5,0.5,0.5,68.0,42.0,0.5,0,5.5,13.0,0.0,0.7125,3.0,0.6388888888888888,0.6388888888888888,10.452514362582807,7.0,1.0,0.6,1.0,41.0,3.5,1.0,0.0,0.0,0.5,-2.0,16.0,0.6,1.0,1.0,1,0.5,0.5441176470588235,0.5,1.0,-2.0,0.5,3.6,10.452514362582807,0.6388888888888888,0.5,0.0,0.5,6.0,1,0.6428571428571429,1,1,3,2014,9,3.0,1,training,0,0.72525847
200712300cle,0.3333333333333333,-550,0.2857142857142857,0.36666666666666653,0.8571428571428571,11.8,0.6,-11.5,28.0,0.7333333333333333,10.0,13.0,17.0,-11.5,0.8571428571428571,0.25,0.7333333333333333,0.25,35.0,0.5190258251586375,0.6,6.1,3.0,0.3333333333333333,0.36666666666666653,0.6,0.3333333333333333,13.0,4.8,0.5,0.3333333333333333,0.8571428571428571,-31.1,40.863041638366845,0.6,1.0,0.36666666666666653,0.3333333333333333,8.7,0.6,41.0,1,10.0,3.7076221039501935,0.5,3.0,40.863041638366845,0.5,22.0,0,0.0,0.6,0.25,3.7076221039501935,1.0,0.0,0.5294328528952108,0.0,0.7,0.3333333333333333,450,7.0,4.0,1.0,1,0.7333333333333333,0.36666666666666653,0.6,0.2857142857142857,0.36666666666666653,0.6,64.0,12.1,7.8,2.0,32.0,3.7076221039501935,0.7333333333333333,0.7,0.6,28.0,40.0,0.7333333333333333,0,5.7,10.0,8.0,0.3333333333333333,-13.5,0.7333333333333333,0.7,40.863041638366845,7.0,0.2857142857142857,0.6,0.2857142857142857,41.0,-29.8,0.25,1.0,0.8571428571428571,0.36666666666666653,0.0,13.0,0.6,1.0,0.0,1,0.5,0.7,0.7333333333333333,1.0,0.0,0.36666666666666653,-35.8,40.863041638366845,0.7333333333333333,0.3333333333333333,0.0,0.6,6.0,1,0.36666666666666653,1,1,17,2007,13,11.5,1,training,0,1.0077722
201109190nyg,0.0,-330,0.5,0.0,0.5,3.0,0.5882352941176471,-7.0,29.0,0.0,20.0,21.0,2.0,-7.0,0.5,0.5,0.4090909090909091,0.5,60.0,0.5190258251586375,0.2,-4.2,1.0,0.5151515151515151,0.5882352941176471,0.0,0.5882352941176471,21.0,-31.9,1.0,0.0,0.5,-17.7,16.26114026363173,0.0,0.5,0.0,0.0,16.8,0.4,44.0,1,20.0,3.3788187678159165,0.5,1.0,11.651616562984154,0.5,23.0,0,1.0,0.2,0.5,3.3788187678159165,0.0,0.0,0.5294328528952108,0.0,0.0,0.4117647058823529,270,8.0,26.0,0.5,1,0.4090909090909091,0.5151515151515151,0.2,0.5,0.5,0.2,72.0,38.1,-2.9,20.0,24.0,2.421029526844086,0.0,0.0,0.2,60.0,44.0,0.0,0,-12.2,20.0,6.0,0.24242424242424246,-4.5,0.4117647058823529,0.4117647058823529,16.26114026363173,8.0,0.5,0.2,0.5,43.5,-10.8,0.5,0.5,0.5,0.0,0.0,21.0,0.2,1.0,0.0,0,0.5,0.4090909090909091,0.0,0.5,0.0,0.0,-53.1,16.26114026363173,0.4117647058823529,0.0,0.0,0.5454545454545454,0.0,1,0.5588235294117647,1,1,2,2011,12,7.0,1,training,0,0.7334918
201311030cle,0.42857142857142855,-104,0.25,0.5,0.5,-9.7,0.3333333333333333,1.0,10.0,0.5,16.0,16.0,9.0,1.0,0.5,0.25,0.525,0.25,46.0,0.3625,0.6,1.7,0.0,0.5222222222222223,0.5185185185185185,0.375,0.5185185185185185,15.0,-9.8,0.0,0.5,0.5,-8.4,5.544067420053612,0.375,0.5,0.5714285714285714,0.5,3.5,0.4,41.5,1,23.0,13.018451979052664,0.0,0.0,0.192897588600156,0.0,23.0,0,1.0,0.5,0.25,13.018451979052664,1.0,0.0,0.4857142857142857,0.0,0.5,0.6296296296296297,-116,14.0,6.0,0.5,1,0.525,0.5222222222222223,0.6,0.25,0.5444444444444444,0.6,54.0,-4.2,-11.4,13.0,25.0,13.018451979052664,0.5,0.5,0.5,46.0,40.0,0.5,0,5.1,16.0,9.0,0.6666666666666666,3.0,0.5208333333333334,0.5208333333333334,1.989209829480024,7.0,0.25,0.4,0.25,42.5,-14.5,0.25,0.5,0.5,0.5714285714285714,1.0,16.0,0.6,1.0,1.0,1,0.0,0.5125,0.5,0.5,1.0,0.5,-8.6,0.0,0.5208333333333334,0.42857142857142855,0.0,0.3,6.0,2,0.5555555555555556,1,1,9,2013,6,1.0,1,training,0,0.43368325
