,accuracy
1,0.8
2,0.754874651810585
3,0.7452830188679245
4,0.7212643678160919
5,0.71849234393404
6,0.7045908183632734
7,0.683982683982684
8,0.6628440366972477
9,0.6461327857631759
10,0.6332094175960347
11,0.6158640226628895
12,0.6027253668763103
13,0.5871062992125984
14,0.5806299952985425
15,0.5725989986345016
