Model Score Threshold,Accuracy
0.0,0.566726780883679
0.01,0.5712353471596032
0.02,0.5757439134355276
0.03,0.5775473399458972
0.04,0.5829576194770063
0.05,0.584761045987376
0.06,0.5888187556357078
0.07,0.5933273219116321
0.08,0.5969341749323716
0.09,0.5996393146979261
0.1,0.6014427412082958
0.11,0.6077547339945897
0.12,0.6100090171325518
0.13,0.6127141568981064
0.14,0.6136158701532912
0.15,0.6154192966636609
0.16,0.6145175834084761
0.17,0.6149684400360685
0.18,0.6185752930568079
0.19,0.6230838593327321
0.2,0.6275924256086565
0.21,0.6284941388638413
0.22,0.6330027051397655
0.23,0.6343552750225429
0.24,0.633453561767358
0.25,0.6325518485121732
0.26,0.6352569882777277
0.27,0.633453561767358
0.28,0.6321009918845807
0.29,0.6330027051397655
0.3,0.630297565374211
0.31,0.6330027051397655
0.32,0.6348061316501352
0.33,0.6348061316501352
0.34,0.6370604147880974
0.35000000000000003,0.6388638412984671
0.36,0.6370604147880974
0.37,0.6370604147880974
0.38,0.6352569882777277
0.39,0.6357078449053201
0.4,0.6366095581605049
0.41000000000000003,0.6348061316501352
0.42,0.6348061316501352
0.43,0.630297565374211
0.44,0.6357078449053201
0.45,0.6352569882777277
0.46,0.6325518485121732
0.47000000000000003,0.6316501352569883
0.48,0.627141568981064
0.49,0.6280432822362488
0.5,0.6262398557258791
0.51,0.6257889990982868
0.52,0.6248872858431019
0.53,0.6257889990982868
0.54,0.6239855725879171
0.55,0.6230838593327321
0.56,0.6235347159603246
0.5700000000000001,0.6253381424706943
0.58,0.6253381424706943
0.59,0.6235347159603246
0.6,0.6235347159603246
0.61,0.6181244364292156
0.62,0.6149684400360685
0.63,0.6113615870153292
0.64,0.6104598737601443
0.65,0.60595130748422
0.66,0.6050495942290351
0.67,0.6009918845807033
0.68,0.5973850315599639
0.6900000000000001,0.5955816050495942
0.7000000000000001,0.5874661857529305
0.71,0.5820559062218215
0.72,0.5802524797114518
0.73,0.5752930568079351
0.74,0.5725879170423805
0.75,0.5707844905320109
0.76,0.5671776375112714
0.77,0.5599639314697926
0.78,0.5559062218214608
0.79,0.5495942290351669
0.8,0.5450856627592425
0.81,0.5378719567177638
0.8200000000000001,0.5333633904418394
0.8300000000000001,0.5306582506762849
0.84,0.5247971145175834
0.85,0.5220919747520288
0.86,0.5175834084761046
0.87,0.5094679891794409
0.88,0.5022542831379622
0.89,0.49909828674481516
0.9,0.4909828674481515
0.91,0.48917944093778176
0.92,0.4828674481514878
0.93,0.475653742110009
0.9400000000000001,0.4711451758340848
0.9500000000000001,0.4661857529305681
0.96,0.46077547339945896
0.97,0.45536519386834984
0.98,0.4472497745716862
0.99,0.43913435527502254
1.0,0.4337240757439134
