Model Score Threshold,F1
0.0,
0.01,0.7240783410138247
0.02,0.7257971014492753
0.03,0.7252042007001166
0.04,0.7254038179148312
0.05,0.726574046704109
0.06,0.7271645343647724
0.07,0.7279808268424206
0.08,0.7291917973462002
0.09,0.7310261080752884
0.1,0.732885085574572
0.11,0.7337642351492767
0.12,0.7338084908583823
0.13,0.73198127925117
0.14,0.7303582652419862
0.15,0.7278481012658228
0.16,0.7253027405991078
0.17,0.7265725288831835
0.18,0.7261558357581637
0.19,0.7274503419081733
0.2,0.7254837651689079
0.21,0.7250495703899538
0.22,0.7250332889480692
0.23,0.7216633132126089
0.24,0.7216216216216217
0.25,0.7170582226762002
0.26,0.7156089193825044
0.27,0.7169028689941237
0.28,0.7149825783972126
0.29,0.7120786516853932
0.3,0.7098372257607927
0.31,0.7039942938659058
0.32,0.7026249550521395
0.33,0.700978615440377
0.34,0.6963829009864815
0.35000000000000003,0.6949152542372882
0.36,0.6924219910846954
0.37,0.6913857677902622
0.38,0.6883264072534946
0.39,0.6864761904761905
0.4,0.6861313868613138
0.41000000000000003,0.6811313444401395
0.42,0.6794370602032839
0.43,0.6758675078864352
0.44,0.6706443914081145
0.45,0.6672019269369731
0.46,0.6650465775617659
0.47000000000000003,0.6571311810380058
0.48,0.6564948453608248
0.49,0.6502914238134887
0.5,0.6462184873949581
0.51,0.640373197625106
0.52,0.6346895074946467
0.53,0.6286208387375702
0.54,0.6224356176342208
0.55,0.6205376817981489
0.56,0.6144256455921637
0.5700000000000001,0.6124100719424459
0.58,0.6076294277929155
0.59,0.6048646167966958
0.6,0.5989800649049607
0.61,0.5920374707259953
0.62,0.5840037860861335
0.63,0.5751196172248805
0.64,0.5676982591876208
0.65,0.5591397849462366
0.66,0.5496786950074147
0.67,0.5417291354322838
0.68,0.5315816068721577
0.6900000000000001,0.5245398773006136
0.7000000000000001,0.5149948293691831
0.71,0.5010460251046025
0.72,0.49312169312169307
0.73,0.4809855382967327
0.74,0.47046070460704614
0.75,0.4640702139330774
0.76,0.45555555555555555
0.77,0.44206974128233967
0.78,0.4316628701594533
0.79,0.4175317185697809
0.8,0.40677966101694923
0.81,0.39431616341030196
0.8200000000000001,0.379124175164967
0.8300000000000001,0.3613138686131387
0.84,0.3477188655980271
0.85,0.32999999999999996
0.86,0.31432192648922685
0.87,0.3009646302250804
0.88,0.2831050228310502
0.89,0.2607544672402382
0.9,0.24327956989247315
0.91,0.22373806275579808
0.92,0.20775623268698062
0.93,0.1870604781997187
0.9400000000000001,0.1658327376697641
0.9500000000000001,0.14233841684822077
0.96,0.11660516605166053
0.97,0.09459459459459459
0.98,0.06412213740458016
0.99,0.034161490683229816
1.0,0.001579778830963665
