,accuracy
1,0.7777777777777778
3,0.7777777777777778
5,0.8
7,0.8253968253968254
9,0.8148148148148148
11,0.8181818181818182
13,0.8034188034188035
15,0.8074074074074075
17,0.8235294117647058
19,0.8070175438596491
21,0.8095238095238095
23,0.7971014492753623
25,0.7911111111111111
27,0.7942386831275721
29,0.7969348659003831
31,0.7992831541218638
33,0.8013468013468014
35,0.7873015873015873
37,0.7867867867867868
39,0.7834757834757835
41,0.7804878048780488
43,0.7829457364341085
45,0.7851851851851852
47,0.7777777777777778
49,0.7755102040816326
51,0.7734204793028322
53,0.7735849056603774
55,0.7757575757575758
57,0.7797270955165692
59,0.775894538606403
61,0.7777777777777778
63,0.7707231040564374
65,0.7658119658119659
67,0.7611940298507462
69,0.7648953301127214
71,0.755868544600939
73,0.7549467275494672
75,0.7466666666666667
77,0.746031746031746
79,0.7482419127988749
81,0.7434842249657064
83,0.7443105756358769
85,0.74640522875817
87,0.7458492975734355
89,0.7440699126092385
91,0.7423687423687424
93,0.7395459976105138
95,0.7380116959064328
97,0.7353951890034365
99,0.7283950617283951
101,0.7271727172717272
103,0.7259978425026968
105,0.7216931216931217
107,0.719626168224299
109,0.7176350662589195
111,0.7127127127127127
113,0.7099311701081613
115,0.706280193236715
117,0.704653371320038
119,0.7021475256769374
121,0.699724517906336
123,0.6946702800361337
125,0.6915555555555556
127,0.689413823272091
129,0.6890611541774333
131,0.6861747243426632
133,0.6850459482038429
135,0.6823045267489712
137,0.6820762368207623
139,0.6786570743405276
141,0.6753349093774625
143,0.6721056721056721
145,0.6727969348659004
147,0.671201814058957
149,0.668158090976883
151,0.6666666666666666
153,0.664488017429194
155,0.6609318996415771
157,0.6610049539985846
159,0.6589797344514325
161,0.6576949620427881
163,0.6537150647580096
165,0.6518518518518519
167,0.648037258815702
169,0.6469428007889546
171,0.645224171539961
173,0.6416184971098265
175,0.64
177,0.6390458254865035
179,0.638112973308504
181,0.6353591160220995
183,0.6320582877959927
185,0.6294294294294295
187,0.6298276886512181
189,0.6290417401528513
191,0.6259453170447935
193,0.6240644789867588
195,0.6216524216524216
197,0.6221094190637337
199,0.620323841429369
201,0.6185737976782753
203,0.6157635467980296
205,0.6124661246612466
207,0.6108427267847558
209,0.6081871345029239
211,0.6040021063717746
213,0.603547209181012
215,0.6010335917312661
217,0.5995903737839222
219,0.5976661593099949
221,0.5952740070387129
223,0.5939212755356253
225,0.5911111111111111
227,0.5883504650024474
229,0.5856380397865114
231,0.5844155844155844
233,0.5817835002384358
235,0.5791962174940898
237,0.5766526019690577
239,0.5746164574616457
241,0.5716920239741816
243,0.5707093821510297
245,0.5697410268059973
247,0.5683257918552036
249,0.5677506775067751
251,0.5672382671480144
