,label,Score
0,Won,0.9250785105428443
1,Won,0.8245850157021085
2,Won,0.9309107222969941
3,Lost,0.36787797218483625
4,Won,0.6985195154777928
5,Lost,0.29878869448183043
6,Won,0.1718259309107223
7,Lost,0.013907581875280395
8,Won,0.5298340062808434
9,Lost,0.0462090623598026
10,Won,0.4800358905338717
11,Lost,0.5536114849708389
12,Lost,0.04531179901301032
14,Lost,0.20098698968147152
15,Won,0.6935845670704351
16,Won,0.4167788245850157
17,Won,1.0
18,Won,0.9883355764917003
19,Lost,0.36563481381785556
20,Won,0.4060116644235083
21,Lost,0.1556751906684612
22,Lost,0.4908030506953791
23,Won,0.5136832660385823
24,Won,0.7366532077164648
25,Lost,0.946164199192463
26,Won,0.9219380888290714
27,Won,0.44414535666218036
28,Lost,0.36608344549125166
29,Won,0.9286675639300135
30,Won,0.8977119784656796
31,Won,0.3319874383131449
32,Won,0.8950201884253028
33,Won,0.6877523553162853
34,Won,0.9183490354419022
35,Won,0.7895917451772095
36,Lost,0.5473306415432929
37,Won,0.6227007626738448
38,Won,0.7249887842081651
39,Lost,0.7124270973530731
40,Won,0.9004037685060565
41,Won,0.8124719605204127
42,Won,0.7321668909825033
43,Won,0.3180798564378645
44,Won,0.1987438313144908
45,Won,0.506056527590848
46,Won,0.8833557649170032
47,Won,0.7379991027366533
48,Lost,0.39793629430237776
49,Won,0.9600717810677434
50,Won,0.4136384028712427
51,Lost,0.5154777927321669
52,Won,0.19694930462090623
53,Won,0.8052938537460744
54,Lost,0.1301031852848811
55,Won,0.939883355764917
56,Lost,0.2682817406908928
57,Won,0.8389412292507851
58,Lost,0.2696276357110812
59,Won,0.49125168236877526
60,Lost,0.06908927770300584
61,Lost,0.5455361148497084
62,Lost,0.0762673844773441
64,Won,0.02557200538358008
65,Won,0.534768954688201
66,Won,0.6433378196500673
67,Lost,0.7415881561238223
68,Won,0.5868102288021534
69,Lost,0.961866307761328
70,Won,0.8447734410049349
71,Lost,0.11305518169582772
72,Won,0.5993719156572453
73,Won,0.8218932256617317
74,Won,0.8286227007626739
75,Lost,0.040376850605652756
76,Won,0.759533423059668
77,Won,0.5764917003140422
78,Lost,0.5217586361597129
79,Won,0.5338716913414087
80,Won,0.7231942575145806
81,Won,0.6666666666666666
82,Won,0.49439210408254824
83,Lost,0.26379542395693134
84,Won,0.6787797218483625
86,Won,0.36294302377747867
87,Won,0.3333333333333333
88,Won,0.7384477344100493
89,Won,0.7577388963660835
90,Won,0.6819201435621355
91,Won,0.14939434724091522
92,Lost,0.3835800807537012
93,Won,0.35397039030955585
94,Lost,0.9107222969941677
95,Lost,0.7285778375953342
96,Won,0.7882458501570211
97,Lost,0.6482727680574248
98,Won,0.7662628981606101
100,Lost,0.3620457604306864
101,Won,0.7631224764468372
102,Lost,0.45132346343651863
103,Won,0.2660385823239121
104,Won,0.39928218932256615
105,Won,0.7559443696724989
106,Won,0.3642889187976671
107,Won,0.6675639300134589
108,Lost,0.1354867653656348
109,Won,0.7173620457604307
110,Won,0.5145805293853746
111,Won,0.5971287572902647
112,Lost,0.7976671152983401
113,Won,0.9932705248990579
114,Won,0.5881561238223418
115,Won,0.11215791834903545
116,Lost,0.039030955585464336
117,Lost,0.06639748766262898
118,Lost,0.38941229250785103
119,Won,0.17092866756393002
120,Lost,0.8102288021534321
121,Won,0.5365634813817856
122,Lost,0.9134140870345446
123,Lost,0.6164199192462988
124,Won,0.3566621803499327
125,Lost,0.31090174966352624
126,Won,0.6536563481381785
127,Lost,0.09376401973979363
128,Won,0.867205024674742
129,Won,0.9084791386271871
130,Lost,0.955585464333782
131,Won,0.09196949304620906
132,Won,0.33243606998654107
133,Lost,0.2265589950650516
134,Won,0.5195154777927322
135,Lost,0.36384028712427097
136,Lost,0.47868999551368324
137,Lost,0.15298340062808435
138,Won,0.036787797218483624
139,Won,0.7433826828174069
141,Won,0.781516375056079
142,Won,0.8703454463885151
143,Lost,0.4737550471063257
144,Won,0.8941229250785105
145,Won,0.5572005383580081
146,Won,0.2449528936742934
147,Won,0.9120681920143562
148,Won,0.9878869448183042
149,Lost,0.4006280843427546
150,Won,0.4984297891431135
151,Won,0.15612382234185734
152,Lost,0.11350381336922387
153,Won,0.8815612382234186
154,Lost,0.8788694481830417
155,Won,0.9506505159264244
156,Lost,0.2180349932705249
157,Won,0.10004486316733961
158,Won,0.07671601615074024
159,Lost,0.04800358905338717
160,Lost,0.07357559443696725
161,Lost,0.27680574248541945
162,Lost,0.26155226558995065
163,Won,0.10408254822790489
164,Lost,0.4360699865410498
165,Won,0.054284432480933155
166,Lost,0.1278600269179004
167,Won,0.011664423508299685
