,accuracy
1,0.7833333333333333
2,0.7604456824512534
3,0.7283018867924528
4,0.7183908045977011
5,0.7055359246171967
6,0.6936127744510978
7,0.677056277056277
8,0.6651376146788991
9,0.6447638603696099
10,0.630731102850062
11,0.6175637393767706
12,0.59958071278826
13,0.5871062992125984
14,0.5778091208274565
15,0.5716886663632226
