,regression_label,regression_score,LOWESS Wide Window,LOWESS Tight Window,OLS
159,-21.0,1.0853622333333337,-5.321630638382114,-7.434450110600617,-1.7319340066074889
160,-21.0,1.4920105999999995,-5.320633137193907,-7.4362372055390535,-1.7319340066074889
161,-21.0,2.646279,-5.318190226162934,-7.4349224238932115,-1.7319340066074889
162,-21.0,4.148903344,-5.316512730741513,-7.434278110494253,-1.7319340066074889
163,-21.0,5.0404035,-5.316456665204079,-7.434376867783135,-1.7319340066074889
164,-21.0,6.292581600000001,-5.301624746488724,-7.453897977901676,-1.7319340066074889
165,-21.0,6.3371748,-5.300092962765191,-7.452554047534769,-1.7319340066074889
166,-21.0,8.12170135,-5.293648018035077,-7.461504477131059,-1.7319340066074889
167,-21.0,8.371201,-5.259842096459648,-7.508291107213936,-1.7319340066074889
168,-21.0,10.525193999999999,-5.252307450440463,-7.508732213491032,-1.7319340066074889
169,-21.0,11.024360724999998,-5.235636954958651,-7.4979981355615815,-1.7319340066074889
170,-20.0,-11.149298,-5.178969068170523,-7.463370850057085,-1.5574001058131237
171,-20.0,-10.3410617,-5.168998783651928,-7.463675764016676,-1.5574001058131237
172,-20.0,-9.35228,-5.16846741645001,-7.463980964708557,-1.5574001058131237
173,-20.0,-8.5484475,-5.135715356252107,-7.453320492146493,-1.5574001058131237
174,-20.0,-8.4764535,-5.128310158234454,-7.4552410855860165,-1.5574001058131237
175,-20.0,-7.7178087,-5.124697560088532,-7.454322771524033,-1.5574001058131237
176,-20.0,-6.2269053,-5.118794609420768,-7.452319793656328,-1.5574001058131237
177,-20.0,-4.05628315,-5.093135078757764,-7.429483031444619,-1.5574001058131237
178,-20.0,-2.2776987875,-5.065828777927494,-7.398059541810363,-1.5574001058131237
179,-20.0,-1.90894265,-5.055086907232548,-7.378711896729044,-1.5574001058131237
180,-20.0,2.4474076333333334,-5.042016838769529,-7.37348995064658,-1.5574001058131237
181,-20.0,4.086683799999999,-5.041296309957728,-7.373160281647913,-1.5574001058131237
182,-20.0,4.6813709999999995,-5.027127735185178,-7.341764402282296,-1.5574001058131237
183,-20.0,7.5008302333333345,-5.026247417604056,-7.339363271444697,-1.5574001058131237
184,-20.0,8.9018896,-5.025587291426226,-7.337560361795487,-1.5574001058131237
185,-20.0,15.433670499999998,-5.015588914131157,-7.323700809740182,-1.5574001058131237
186,-20.0,15.560472500000001,-5.008480695276987,-7.316514860262652,-1.5574001058131237
187,-19.0,-10.121687575,-5.0013857125959715,-7.310751128368684,-1.3828662050187581
188,-19.0,-9.585510200000002,-4.998826088919674,-7.3089996499542185,-1.3828662050187581
189,-19.0,-7.354161100000001,-4.982752040863068,-7.27955015983718,-1.3828662050187581
190,-19.0,-1.7205444,-4.9809465187235205,-7.278242522665146,-1.3828662050187581
191,-19.0,-0.23956060000000035,-4.966261767922242,-7.244500103407291,-1.3828662050187581
192,-19.0,1.2256695500000003,-4.95996980813085,-7.229561269364022,-1.3828662050187581
193,-19.0,3.1018493333333335,-4.946364778225369,-7.199844037301248,-1.3828662050187581
194,-19.0,3.5977260333333327,-4.9349116342652755,-7.190844662934148,-1.3828662050187581
195,-19.0,10.326999659999998,-4.934573123125474,-7.190583171370376,-1.3828662050187581
196,-18.0,-12.69774384,-4.933563628035127,-7.189427208904742,-1.208332304224393
197,-18.0,-11.664125,-4.931074997769263,-7.182169686754388,-1.208332304224393
198,-18.0,-9.141937125,-4.929496575411911,-7.1809306493479585,-1.208332304224393
