Bin,Lost,Won
0,9.0,6.0
1,42.0,16.0
2,74.0,42.0
3,131.0,74.0
4,172.0,127.0
5,168.0,205.0
6,111.0,209.0
7,119.0,212.0
8,74.0,190.0
9,43.0,130.0
10,11.0,53.0
