Model Score Threshold,F1
0.0,0.7264394156402177
0.01,0.7264394156402177
0.02,0.726647564469914
0.03,0.7265423242467718
0.04,0.7260195290063182
0.05,0.7258620689655172
0.06,0.7260707099741306
0.07,0.7262794709603221
0.08,0.7259643062751873
0.09,0.7268531871935392
0.1,0.7271676300578036
0.11,0.7278517660683266
0.12,0.7285921625544267
0.13,0.7283304246655031
0.14,0.7294460641399417
0.15,0.728813559322034
0.16,0.7281240854550776
0.17,0.7294600938967137
0.18,0.7286639199529134
0.19,0.7296898079763663
0.2,0.730723606168446
0.21,0.7299791604644239
0.22,0.7299880525686977
0.23,0.7310344827586207
0.24,0.7307228915662651
0.25,0.7289776164549303
0.26,0.7304770586447887
0.27,0.7310513447432763
0.28,0.7313935681470138
0.29,0.7313616759088107
0.3,0.7312228429546864
0.31,0.72875
0.32,0.7267002518891688
0.33,0.7273303741280913
0.34,0.7276799999999999
0.35000000000000003,0.7294421154466301
0.36,0.7256117455138663
0.37,0.7261943986820427
0.38,0.7286047286047287
0.39,0.7265388496468214
0.4,0.7262267343485617
0.41000000000000003,0.7242320819112628
0.42,0.7253278122843341
0.43,0.7224546722454672
0.44,0.7190694395488191
0.45,0.7166309778729478
0.46,0.7086956521739132
0.47000000000000003,0.7029411764705883
0.48,0.6997389033942558
0.49,0.6980421686746988
0.5,0.6958841463414634
0.51,0.6898416376979529
0.52,0.6860054880439044
0.53,0.6735751295336788
0.54,0.6658576051779935
0.55,0.6578839028406751
0.56,0.6493723849372385
0.5700000000000001,0.6392887383573242
0.58,0.631578947368421
0.59,0.6242974492001729
0.6,0.6198419666374012
0.61,0.6068719321731371
0.62,0.594913714804723
0.63,0.5821033210332103
0.64,0.5711610486891385
0.65,0.5595068752963489
0.66,0.5418480890179004
0.67,0.5316953316953317
0.68,0.521175884404584
0.6900000000000001,0.5091093117408907
0.7000000000000001,0.4951005673027334
0.71,0.477643345607575
0.72,0.46484165324745036
0.73,0.45658110322228285
0.74,0.4368070953436807
0.75,0.4251968503937008
0.76,0.4075993091537133
0.77,0.3875513799177921
0.78,0.3626570915619389
0.79,0.34687689508793207
0.8,0.3215831787260358
0.81,0.3055729492798998
0.8200000000000001,0.2925902469917669
0.8300000000000001,0.2782051282051282
0.84,0.26171875
0.85,0.24834874504623514
0.86,0.23647294589178355
0.87,0.21530128639133378
0.88,0.19999999999999998
0.89,0.1804302567661346
0.9,0.1659634317862166
0.91,0.15067519545131486
0.92,0.13936781609195403
0.93,0.12072727272727274
0.9400000000000001,0.10192023633677992
0.9500000000000001,0.08650260999254288
0.96,0.0736842105263158
0.97,0.05331302361005331
0.98,0.04889228418640183
0.99,0.03840245775729647
1.0,0.03389830508474577
