,accuracy
1,0.7222222222222222
2,0.7353760445682451
3,0.7169811320754716
4,0.7122302158273381
5,0.7040094339622641
6,0.6953046953046953
7,0.67157712305026
8,0.65876052027544
9,0.6438356164383562
10,0.6305021698698078
11,0.6131593874078276
12,0.5962244362873623
13,0.5861220472440944
14,0.5759137769447048
15,0.568502503413746
