game_id,home_field___h_home__close_wr_ytd,travel___v_dist_from_home,weather___humidity_pct,team_history___v_close_wr_past_5_games,team_history___h_ovr_wr_past_3_seasons,weather___is_grass,travel___v_home_body_time,rankings___h__s_t_rank,home_field___h_consecutive_home,travel___v_tz_change_last_game,travel___v_travel_from_last_game_decay,travel___h_body_clock_from_last_wk,travel___h_tz_change_last_10_days,team_history___v_close_wr_past_3_seasons,home_field___v_is_home,home_field___v_consecutive_visitor,line___close_ou,line___h_pfr_line,matchup___h_wr_past_3_seasons,home_field___h_home__pfr_wr_last_8_games,team_history___h_close_wr_past_2_seasons,rankings___h__dave_or_wtddvoa,team_history___h_open_wr_past_5_games,team_history___h_pfr_wr_past_5_games,home_field___v_visitor__open_wr_ytd,team_history___v_close_wr_ytd,travel___v_travel_from_last_10_days,time_date___day_of_week,time_date___is_superbowl,rankings___v__off_rank,team_history___v_ovr_wr_ytd,team_history___h_open_wr_past_3_seasons,home_field___v_visitor__close_wr_ytd,time_date___is_sunday,rankings___v__s_t_rank,team_history___h_close_wr_ytd,team_history___v_open_wr_ytd,rankings___v__offensedvoa,weather___temperature,line___v_ml,team_history___v_pfr_wr_past_2_seasons,line___pfr_ou,time_date___game_time_eastern,rankings___v__defensedvoa,travel___h_travel_from_last_10_days,matchup___is_same_conf,rankings___h__def_rank,rankings___v__def_rank,team_history___h_close_wr_past_5_games,team_history___v_pfr_wr_ytd,line___open_ou,team_history___v_pfr_wr_past_3_seasons,team_history___v_open_wr_past_5_games,rankings___h__totaldvoa,weather___is_dome,travel___h_same_stadium_last_game,travel___v_travel_from_last_game,home_field___h_home__ovr_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,weather___wind_chill,travel___h_days_since_last_game,home_field___h_is_home,travel___v_body_clock_from_last_wk,home_field___h_home__open_wr_last_8_games,team_history___v_close_wr_past_2_seasons,line___h_open_line,home_field___h_home__close_wr_last_8_games,team_history___h_ovr_wr_past_5_games,team_history___h_open_wr_ytd,rankings___h__defensedvoa,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_open_wr_past_2_seasons,home_field___v_visitor__ovr_wr_last_8_games,matchup___h_wr_past_5_games,weather___wind_mph,time_date___week_id,rankings___v__s_t_dvoa,time_date___is_playoffs,time_date___game_time_local,rankings___v__dave_or_wtddvoa,team_history___v_pfr_wr_past_5_games,home_field___h_home__close_wr_last_4_games,team_history___v_open_wr_past_3_seasons,team_history___h_ovr_wr_ytd,home_field___v_visitor__close_wr_last_4_games,travel___v_same_stadium_last_game,home_field___h_home__open_wr_last_4_games,matchup___h_wr_ytd,rankings___v__estim_winrate,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_game,team_history___h_open_wr_past_2_seasons,travel___h_travel_from_last_game,travel___v_tz_change_last_10_days,rankings___h__s_t_dvoa,travel___v_days_since_last_game,matchup___h_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,line___h_ml,team_history___h_close_wr_past_3_seasons,home_field___h_home__pfr_wr_ytd,rankings___v__totaldvoa,rankings___h__off_rank,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_8_games,home_field___v_visitor__pfr_wr_last_8_games,rankings___h__estim_winrate,home_field___v_visitor__pfr_wr_last_4_games,rankings___h__offensedvoa,team_history___h_pfr_wr_past_2_seasons,team_history___h_ovr_wr_past_2_seasons,matchup___is_same_division,team_history___h_pfr_wr_ytd,team_history___h_pfr_wr_past_3_seasons,line___h_close_line,home_field___v_visitor__ovr_wr_last_4_games,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,regression_label,dataset,fold,regression_score
201009120jax,0.5,25.20868315184273,67.0,0.4,0.375,1,11.0,16.484069514844315,1,0.0,0.0,13.0,0.0,0.421875,0.0,1,41.5,-3.0,1.0,0.5,0.3125,0.5583272990586526,0.4,0.2,0.5,0.5,0.0,6.0,0.0,16.07313540912382,0.5,0.34375,0.5,1.0,16.32440260680666,0.5,0.5,1.7395365677045609,90.0,155,0.5625,41.5,13.0,0.32541636495293264,0.0,1.0,16.55503258508327,16.03874004344678,0.2,0.5,41.5,0.421875,0.4,0.07465604634322998,1,0,0.0,0.5,0.5,90.0,300.0,1.0,13.0,0.5,0.5625,-1.5,0.5,0.2,0.5,1.1731354091238233,0.5,0.2,0.5625,0.5,1.0,10.0,1.0,0.08030412744388128,0.0,13.0,1.3540188269370024,0.4,0.5,0.453125,0.5,0.5,0,0.5,0.5,0.5294328528952108,0.5,0.5,0.0,0.0,0.375,0.0,0.0,-0.05716871832005794,300.0,0.5,0.5,0.5,0.5,0.5,0.5,-175,0.28125,0.5,1.493229543808834,16.30955829109341,0.5,0.5,0.5,0.5190258251586375,0.5,1.3056480811006512,0.3125,0.4375,0.0,0.5,0.28125,-3.0,0.5,1,1,1,2010,7,3.0,7.0,training,0,5.640028
201409140buf,1.0,16.87850178942728,56.0,0.6,0.3939393939393939,0,13.0,1.0,1,0.0,16.87850178942728,12.0,1.0,0.5454545454545454,0.0,1,43.0,-1.5,0.75,0.5,0.5294117647058824,0.9,0.6,0.6,1.0,1.0,16.87850178942728,6.0,0.0,14.0,1.0,0.4696969696969697,1.0,1.0,17.0,1.0,1.0,5.3,58.0,105,0.5588235294117647,42.5,13.0,-16.1,8.876643452341657,1.0,17.0,9.0,0.6,1.0,44.5,0.5454545454545454,0.6,27.2,1,0,16.87850178942728,0.5,0.5,58.0,7.0,1.0,13.0,0.5,0.5588235294117647,-1.0,0.5,0.6,1.0,3.5,0.5294117647058824,0.6,0.5294117647058824,0.5,0.6,4.0,2.0,-0.8,0.0,13.0,-3.1,0.6,0.5,0.5303030303030303,1.0,0.5,0,0.5,0.5,0.5294328528952108,1.0,0.5,8.876643452341657,1.0,0.5,8.876643452341657,0.0,12.9,7.0,1.0,0.4848484848484849,1.0,1.0,0.5,0.5,-125,0.4848484848484849,1.0,20.6,10.0,1.0,0.5,0.5,0.5190258251586375,0.5,17.8,0.5294117647058824,0.4117647058823529,1.0,1.0,0.4848484848484849,-1.5,0.5,1,1,2,2014,19,1.5,19.0,training,0,-4.0782666
201511190jax,0.5,7.777636709316006,90.0,0.4,0.24390243902439024,1,19.0,30.0,1,1.0,7.777636709316006,20.0,0.0,0.3780487804878049,0.0,1,42.0,-2.5,0.5,0.3333333333333333,0.46,-13.8,0.6,0.6,0.5555555555555556,0.4444444444444444,7.777636709316006,3.0,0.0,29.0,0.2222222222222222,0.4390243902439024,0.4444444444444444,0.0,24.0,0.5555555555555556,0.5555555555555556,-16.4,75.0,125,0.3,43.0,20.0,-2.0,10.262776284578157,1.0,18.0,13.0,0.6,0.5,44.0,0.3780487804878049,0.4,-13.1,1,0,7.777636709316006,0.3333333333333333,0.5,75.0,4.0,1.0,19.0,0.3333333333333333,0.3,-3.0,0.3333333333333333,0.4,0.5555555555555556,2.5,0.16,0.2,0.32,0.5,0.4,5.0,11.0,-2.5,0.0,20.0,-18.4,0.4,0.3333333333333333,0.3780487804878049,0.3333333333333333,0.5,0,0.3333333333333333,0.5,0.43333333333333335,0.25,0.3333333333333333,10.262776284578157,0.0,0.48,10.262776284578157,1.0,-5.5,4.0,0.5,0.2682926829268293,0.2222222222222222,0.5,0.5,0.5,-145,0.4146341463414634,0.5,-16.9,21.0,0.5,0.3333333333333333,0.5,0.4111111111111112,0.5,-5.1,0.46,0.24,1.0,0.5555555555555556,0.4146341463414634,-2.5,0.5,1,1,11,2015,6,2.5,6.0,training,0,-2.966835
200709090jax,0.5,7.777636709316006,56.0,0.5,0.5,1,12.0,16.484069514844315,1,0.0,0.0,13.0,0.0,0.5,0.0,1,39.5,-7.0,0.5,0.5,0.5,0.5583272990586526,0.5,0.5,0.5,0.5,0.0,6.0,0.0,16.07313540912382,0.5,0.5,0.5,1.0,16.32440260680666,0.5,0.5,1.7395365677045609,86.0,290,0.5,38.0,13.0,0.32541636495293264,0.0,1.0,16.55503258508327,16.03874004344678,0.5,0.5,37.5,0.5,0.5,0.07465604634322998,1,0,0.0,0.5,0.5,86.0,300.0,1.0,13.0,0.5,0.5,-6.5,0.5,0.5,0.5,1.1731354091238233,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.08030412744388128,0.0,13.0,1.3540188269370024,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5294328528952108,0.5,0.5,0.0,0.0,0.5,0.0,0.0,-0.05716871832005794,300.0,0.5,0.5,0.5,0.5,0.5,0.5,-350,0.5,0.5,1.493229543808834,16.30955829109341,0.5,0.5,0.5,0.5190258251586375,0.5,1.3056480811006512,0.5,0.5,1.0,0.5,0.5,-7.5,0.5,-1,-1,1,2007,-3,7.5,-3.0,training,0,10.2444725
201510040sfo,0.3333333333333333,34.64281577932862,36.0,0.8,0.6052631578947368,1,15.0,25.0,1,-2.0,34.64281577932862,14.0,-1.0,0.5394736842105263,0.0,1,48.0,7.5,1.0,1.0,0.34210526315789475,-22.7,0.2,0.2,1.0,1.0,34.64281577932862,6.0,0.0,1.0,1.0,0.5,1.0,1.0,6.0,0.3333333333333333,1.0,42.8,74.0,-360,0.6190476190476191,48.0,16.0,-3.2,10.452514362582807,1.0,30.0,9.0,0.2,1.0,47.5,0.5263157894736842,0.8,-51.4,1,0,34.64281577932862,1.0,1.0,74.0,7.0,1.0,15.0,1.0,0.6428571428571429,7.0,1.0,0.4,0.3333333333333333,25.3,0.7619047619047619,0.8,0.5714285714285714,1.0,0.8,5.0,4.0,4.9,0.0,13.0,25.7,0.8,1.0,0.4736842105263158,0.3333333333333333,1.0,0,1.0,0.5,0.5294328528952108,0.3333333333333333,1.0,10.452514362582807,-1.0,0.34210526315789475,10.452514362582807,-2.0,-4.1,6.0,0.5,0.6447368421052632,1.0,1.0,1.0,1.0,295,0.4868421052631579,0.3333333333333333,51.0,29.0,0.3333333333333333,1.0,1.0,0.5190258251586375,1.0,-21.9,0.3157894736842105,0.4736842105263158,0.0,0.3333333333333333,0.5,7.0,1.0,-1,-1,4,2015,-14,7.0,-14.0,training,0,1.6722124
201210070sfo,0.75,43.891798091946534,70.0,0.4,0.6052631578947368,1,16.0,21.0,1,-3.0,43.891798091946534,16.0,-3.0,0.4722222222222222,0.0,1,45.5,-10.0,0.5,1.0,0.7045454545454546,20.4,0.6,0.6,0.5,0.5,43.891798091946534,6.0,0.0,18.0,0.5,0.5921052631578947,0.5,1.0,11.0,0.75,0.5,-3.1,62.0,400,0.425,45.0,16.0,13.6,48.41109979173916,0.0,4.0,26.0,0.6,0.5,44.0,0.4722222222222222,0.4,34.6,1,0,43.891798091946534,1.0,0.5,62.0,7.0,1.0,16.0,1.0,0.425,-10.0,1.0,0.6,0.75,-19.3,0.4,0.4,0.425,0.5,1.0,8.0,5.0,3.1,0.0,13.0,-7.1,0.4,1.0,0.4305555555555556,0.75,0.5,0,1.0,0.5,0.325,0.75,1.0,48.41109979173916,-3.0,0.7045454545454546,48.41109979173916,-3.0,-1.3,7.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,-505,0.5921052631578947,0.75,-13.6,5.0,0.75,1.0,0.5,0.95,0.5,16.5,0.7045454545454546,0.7727272727272727,0.0,0.75,0.5921052631578947,-10.0,0.5,1,1,5,2012,42,10.0,42.0,training,0,22.664501
200810050nyg,0.6666666666666666,48.72905734154929,75.0,0.4,0.7391304347826086,0,10.0,8.0,2,3.0,4.725352507633977,13.0,0.0,0.5476190476190477,0.0,1,43.5,-6.5,0.5,0.5,0.6956521739130435,22.3,0.8,0.8,0.3333333333333333,0.3333333333333333,0.0,6.0,0.0,17.0,0.3333333333333333,0.6956521739130435,0.3333333333333333,1.0,30.0,0.6666666666666666,0.3333333333333333,0.7,60.0,240,0.5476190476190477,43.5,13.0,-3.7,0.0,1.0,8.0,12.0,0.8,0.3333333333333333,44.0,0.5476190476190477,0.4,42.1,1,1,48.72905734154929,1.0,0.0,60.0,14.0,1.0,10.0,0.5,0.5476190476190477,-9.0,0.5,1.0,0.6666666666666666,-8.1,0.5714285714285714,0.4,0.5476190476190477,0.0,0.5,6.0,5.0,-5.3,0.0,13.0,8.1,0.4,0.5,0.5476190476190477,1.0,0.0,0,0.5,0.5,0.6,1.0,0.5,0.0,0.0,0.6956521739130435,0.0,0.0,4.6,14.0,0.5,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.0,0.0,-280,0.6956521739130435,0.6666666666666666,-0.9,3.0,0.6666666666666666,1.0,0.0,1.0333333333333334,0.0,29.4,0.6956521739130435,0.7391304347826086,0.0,0.6666666666666666,0.6956521739130435,-6.5,0.0,1,1,5,2008,38,6.5,38.0,training,0,0.5353139
200812220chi,0.5,2.676431224317191,77.0,0.2,0.5,1,20.0,7.0,3,-1.0,9.311757903932683,20.0,0.0,0.625,0.0,2,41.0,-4.0,0.6666666666666666,0.5,0.4666666666666667,3.8,0.5,0.5,0.4642857142857143,0.4642857142857143,12.995604563393725,0.0,0.0,12.0,0.35714285714285715,0.45,0.4642857142857143,0.0,16.0,0.5,0.4642857142857143,10.6,2.0,175,0.640625,40.0,21.0,1.9,0.0,1.0,7.0,12.0,0.5,0.5,42.0,0.640625,0.2,8.7,1,1,12.995604563393725,0.75,0.5,-13.0,11.0,1.0,21.0,0.5,0.625,-4.5,0.5,0.6,0.5,-8.4,0.59375,0.2,0.609375,0.2857142857142857,0.6666666666666666,9.0,16.0,1.4,0.0,20.0,6.7,0.2,0.375,0.609375,0.5714285714285714,0.375,0,0.375,0.0,0.5571428571428572,0.5714285714285714,0.375,0.0,0.0,0.45,0.0,-1.0,2.9,8.0,0.6666666666666666,0.59375,0.35714285714285715,0.5,0.375,0.5,-215,0.4666666666666667,0.5,10.1,23.0,0.5,0.7142857142857143,0.5714285714285714,0.6071428571428571,0.5,-2.5,0.4666666666666667,0.5,1.0,0.5,0.4666666666666667,-4.0,0.0,-1,1,16,2008,3,4.0,3.0,training,0,6.815538
201012120car,0.25,3.839842454749935,94.0,0.8,0.4666666666666667,1,13.0,17.0,1,0.0,7.435510426493937,10.0,3.0,0.6222222222222222,0.0,2,41.5,7.5,0.5,0.16666666666666666,0.42857142857142855,-38.4,0.2,0.2,0.6666666666666666,0.6666666666666666,7.435510426493937,6.0,0.0,6.0,0.8333333333333334,0.4555555555555556,0.6666666666666666,1.0,5.0,0.25,0.6666666666666666,16.1,44.0,-400,0.6785714285714286,41.0,13.0,2.1,43.28387485876581,1.0,18.0,16.0,0.2,0.6666666666666666,42.0,0.6222222222222222,0.8,-38.3,1,0,7.435510426493937,0.25,0.6666666666666666,44.0,7.0,1.0,13.0,0.16666666666666666,0.6785714285714286,7.0,0.16666666666666666,0.0,0.25,2.6,0.6785714285714286,1.0,0.6785714285714286,0.6666666666666666,0.4,14.0,14.0,4.1,0.0,13.0,17.0,0.8,0.25,0.6444444444444445,0.08333333333333333,0.75,0,0.25,0.5,0.6749999999999999,0.08333333333333333,0.25,43.28387485876581,3.0,0.42857142857142855,43.28387485876581,0.0,0.2,7.0,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.6666666666666666,310,0.4777777777777778,0.25,18.0,32.0,0.25,0.16666666666666666,0.6666666666666666,0.21666666666666667,0.75,-35.8,0.42857142857142855,0.32142857142857145,1.0,0.25,0.4777777777777778,8.0,0.75,-1,-1,14,2010,-21,8.0,-21.0,training,0,-9.128855
201311280det,0.4545454545454545,5.462461376311965,0.0,0.2,0.4545454545454545,0,24.0,26.0,2,1.0,5.462461376311965,25.0,0.0,0.5760869565217391,0.0,1,49.5,-6.0,0.0,0.4,0.4074074074074074,-1.3,0.0,0.2,0.3636363636363637,0.4090909090909091,5.462461376311965,3.0,0.0,5.0,0.5,0.4090909090909091,0.4090909090909091,0.0,23.0,0.4545454545454545,0.3636363636363637,18.2,68.0,235,0.5,48.5,25.0,13.6,0.0,1.0,20.0,29.0,0.2,0.4090909090909091,49.5,0.5543478260869565,0.2,-0.9,1,1,5.462461376311965,0.5,0.3,68.0,4.0,1.0,24.0,0.4,0.5344827586206896,-4.0,0.4,0.4,0.3636363636363637,3.6,0.603448275862069,0.3,0.4827586206896552,0.4,0.0,0.0,13.0,-1.9,0.0,25.0,1.3,0.2,0.25,0.5434782608695652,0.5454545454545454,0.375,0,0.25,0.0,0.5,0.5454545454545454,0.25,0.0,0.0,0.3703703703703704,0.0,1.0,-2.5,4.0,0.0,0.7065217391304348,0.5,0.4090909090909091,0.25,0.2,-275,0.4204545454545455,0.4545454545454545,2.7,13.0,0.3636363636363637,0.6,0.3,0.490909090909091,0.375,5.2,0.4074074074074074,0.3703703703703704,1.0,0.4545454545454545,0.4204545454545455,-6.5,0.5,1,1,13,2013,30,6.5,30.0,training,0,7.4665737
