game_id,dataset,did_cover_sbr,did_win,final_margin,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,label,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,rankings___h__dave_or_wtddvoa,rankings___h__def_rank,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__off_rank,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___h__s_t_rank,rankings___h__totaldvoa,rankings___v__dave_or_wtddvoa,rankings___v__def_rank,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__off_rank,rankings___v__offensedvoa,rankings___v__s_t_dvoa,rankings___v__s_t_rank,rankings___v__totaldvoa,sbr_spread,season,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph,week_id,score
201411060cin,training,-1,-1,-21,0.0,3,0.625,0.7,0.5625,0.375,0.5,0.4375,0.875,0.9,0.6875,0.625,0.7,0.5625,1.0,1,0.0,0.5,0.5,0.5625,0.6666666666666666,0.6666666666666666,0.625,0.3333333333333333,0.3333333333333333,0.625,0.6666666666666666,0.6666666666666666,0.6875,0,46.5,-6.0,-260,-6.0,-6.5,44.0,46.0,215,0.5,0.5,0.6,0.5,1.0,1.0,4.4,14.0,1.1,0.6375,15.0,3.6,3.5,8.0,6.1,-5.1,21.0,4.5,0.55,16.0,-1.9,1.8,14.0,-4.6,6.0,2014,0.6,0.5833333333333334,0.3,0.5625,0.6,0.5833333333333334,0.1,0.4375,0.66,0.6309523809523809,0.5,0.6875,0.6,0.5833333333333334,0.3,0.5625,0.4375,0.475,0.5,0.5625,0.4583333333333333,0.4875,0.6,0.625,0.375,0.35,0.8,0.625,0.4791666666666667,0.5,0.6,0.6875,3.0,20.0,20.0,0.0,0.0,0.0,10.0,20.0,4.0,1,0.0,0.0,0.0,0.0,0.0,20.0,4.0,3.7076221039501935,20.0,0,3.7076221039501935,3.7076221039501935,3.7076221039501935,0.0,0.0,86.0,1,0,42.0,42.0,17.0,10,0.7661673
201309080clt,training,-1,1,4,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,45.5,-11.5,-550,-7.0,-11.5,49.0,45.0,420,0.5,0.5,1.0,0.5,1.0,0.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,11.5,2013,0.6470588235294118,0.5151515151515151,0.6,0.5,0.5882352941176471,0.4848484848484849,0.4,0.5,0.6470588235294118,0.3939393939393939,0.6,0.5,0.6176470588235294,0.5,0.5,0.5,0.3125,0.46875,0.4,0.5,0.3125,0.421875,0.4,0.5,0.25,0.375,0.2,0.5,0.3125,0.46875,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,36.09267589389172,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0,1,0.90552163
201412280pit,training,1,1,10,0.0,2,0.75,0.5714285714285714,0.5333333333333333,0.75,0.5714285714285714,0.5333333333333333,0.75,0.7142857142857143,0.6666666666666666,0.75,0.5714285714285714,0.5333333333333333,1.0,1,0.0,0.75,0.5714285714285714,0.5666666666666667,0.75,0.5714285714285714,0.5,1.0,0.7142857142857143,0.7,0.75,0.5714285714285714,0.5666666666666667,1,48.5,-3.0,-160,-3.0,-3.5,48.0,48.0,140,0.6666666666666667,0.6,0.6,1.0,1.0,1.0,13.4,30.0,12.9,0.5666666666666667,2.0,23.0,-0.3,15.0,9.8,0.9,14.0,-1.8,0.5666666666666667,16.0,-1.4,6.0,5.0,6.4,3.0,2014,0.5483870967741935,0.5,0.6,0.5333333333333333,0.5483870967741935,0.4893617021276596,0.6,0.5333333333333333,0.5806451612903226,0.5531914893617021,0.8,0.6666666666666666,0.5483870967741935,0.5,0.6,0.5333333333333333,0.59375,0.5816326530612245,0.6,0.5666666666666667,0.59375,0.5816326530612245,0.6,0.5,0.671875,0.6428571428571429,0.8,0.7,0.59375,0.5816326530612245,0.6,0.5666666666666667,6.0,21.0,21.0,0.0,1.0,0.0,17.0,21.0,7.0,1,0.0,0.0,0.0,0.0,0.0,21.0,6.0,4.698780886336369,21.0,0,4.698780886336369,4.698780886336369,4.698780886336369,0.0,0.0,68.0,1,1,37.0,37.0,5.0,17,0.632698
201511220crd,training,-1,1,3,0.0,1,0.5,0.5,0.6666666666666666,0.75,0.75,0.7777777777777778,0.75,0.75,0.7777777777777778,0.625,0.625,0.7222222222222222,1.0,1,0.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,0.8888888888888888,1.0,1.0,0.8333333333333334,1,48.0,-4.0,-215,-3.5,-4.5,47.0,48.5,185,0.5,0.5,0.5,0.5,0.0,0.0,27.0,6.0,-14.1,0.8111111111111111,3.0,16.4,-0.3,14.0,30.2,25.6,8.0,-5.6,0.8666666666666667,2.0,18.0,2.9,10.0,26.5,4.0,2015,0.6538461538461539,0.6547619047619048,0.6,0.6666666666666666,0.6923076923076923,0.6785714285714286,0.8,0.7777777777777778,0.6923076923076923,0.6666666666666666,0.8,0.7777777777777778,0.6730769230769231,0.6666666666666666,0.7,0.7222222222222222,0.6153846153846154,0.6162790697674418,0.7,0.8333333333333334,0.5769230769230769,0.6162790697674418,0.7,0.8333333333333334,0.7115384615384616,0.686046511627907,0.8,0.8888888888888888,0.6153846153846154,0.6162790697674418,0.7,0.8333333333333334,6.0,21.0,19.0,0.0,1.0,0.0,11.0,18.0,7.0,0,17.29991208359163,17.29991208359163,17.29991208359163,1.0,1.0,21.0,6.0,28.2995639277357,21.0,0,28.2995639277357,28.2995639277357,28.2995639277357,-2.0,-2.0,0.0,1,1,68.0,68.0,0.0,11,0.7828604
201010310det,training,1,1,12,0.0,1,1.0,1.0,0.8333333333333334,0.75,0.75,0.75,0.5,0.5,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,2,0.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.7142857142857143,1,45.0,-2.5,-140,-1.0,-3.0,44.5,45.0,120,1.0,0.5,0.3333333333333333,0.5,1.0,0.0,-9.6,24.0,8.2,0.5,21.0,-3.6,7.3,4.0,-4.5,-5.4,21.0,3.8,0.4571428571428572,19.0,-1.6,-1.9,23.0,-7.3,2.5,2010,0.4545454545454545,0.4605263157894737,0.8,0.8333333333333334,0.3863636363636364,0.42105263157894735,0.7,0.75,0.13636363636363635,0.07894736842105263,0.2,0.16666666666666666,0.4545454545454545,0.4473684210526316,0.8,0.8333333333333334,0.5217391304347826,0.4743589743589744,0.7,0.7142857142857143,0.5652173913043478,0.4743589743589744,0.8,0.7857142857142857,0.3478260869565217,0.41025641025641024,0.6,0.5714285714285714,0.5217391304347826,0.4871794871794872,0.7,0.7142857142857143,6.0,13.0,13.0,0.0,1.0,0.0,8.0,13.0,14.0,0,0.0,9.100138914565258,0.8824583643872989,0.0,0.0,12.0,7.0,7.070104566610028,13.0,0,4.596032875165277,4.596032875165277,4.596032875165277,1.0,1.0,0.0,1,0,68.0,68.0,0.0,8,0.30691767
201210210rai,training,-1,1,3,0.0,1,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.2,0.5,0.5,0.4,1.0,1,0.0,0.75,0.75,0.3,1.0,1.0,0.4,0.5,0.5,0.2,1.0,1.0,0.4,1,44.5,-6.0,-280,-5.0,-6.0,42.5,44.0,240,0.5,0.0,0.0,0.5,1.0,0.0,-16.4,25.0,12.8,0.36,14.0,-0.4,-7.0,29.0,-20.2,-33.4,30.0,18.8,0.14,29.0,-22.5,0.2,17.0,-41.1,6.0,2012,0.5714285714285714,0.5405405405405406,0.4,0.4,0.5,0.5,0.4,0.4,0.42857142857142855,0.4594594594594595,0.2,0.2,0.5714285714285714,0.5405405405405406,0.4,0.4,0.42857142857142855,0.4864864864864865,0.3,0.3,0.3809523809523809,0.4594594594594595,0.4,0.4,0.2857142857142857,0.3783783783783784,0.2,0.2,0.4523809523809524,0.5,0.4,0.4,6.0,16.0,13.0,0.0,1.0,0.0,7.0,16.0,7.0,0,38.00994785924468,38.00994785924468,38.00994785924468,-3.0,-3.0,16.0,14.0,41.23752844548277,16.0,0,0.0,41.23752844548277,3.998884219792585,0.0,-3.0,49.0,1,1,62.0,62.0,11.0,7,0.7743799
201509130sdg,training,1,1,5,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,45.5,-3.5,-180,-2.0,-2.5,45.5,45.5,160,0.5,0.5,0.5,0.5,0.0,0.0,0.5583272990586526,16.55503258508327,1.1731354091238233,0.5190258251586375,16.30955829109341,1.3056480811006512,-0.05716871832005794,16.484069514844315,0.07465604634322998,1.3540188269370024,16.03874004344678,0.32541636495293264,0.5294328528952108,16.07313540912382,1.7395365677045609,0.08030412744388128,16.32440260680666,1.493229543808834,3.5,2015,0.4375,0.5441176470588235,0.4,0.5,0.4375,0.5441176470588235,0.4,0.5,0.5625,0.5588235294117647,0.4,0.5,0.4375,0.5441176470588235,0.4,0.5,0.5,0.4393939393939394,0.4,0.5,0.4705882352941176,0.42424242424242425,0.4,0.5,0.6470588235294118,0.5454545454545454,0.6,0.5,0.4705882352941176,0.42424242424242425,0.4,0.5,6.0,16.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,35.38876093363542,16.0,0,0.0,0.0,0.0,0.0,0.0,47.0,1,1,84.0,84.0,10.0,1,0.5165074
201111130mia,training,1,1,11,0.0,1,0.0,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.25,1.0,1,0.0,0.5,0.5,0.375,0.5,0.5,0.375,0.25,0.25,0.375,0.5,0.5,0.375,1,38.5,-4.0,-225,-3.5,-4.0,37.5,38.0,185,0.5,0.5,0.0,0.5,0.0,0.0,-8.0,29.0,15.7,0.525,18.0,5.6,0.8,11.0,-9.2,-15.8,11.0,-0.1,0.4625,28.0,-13.0,-0.8,21.0,-13.7,4.0,2011,0.4166666666666667,0.45,0.4,0.25,0.4583333333333333,0.4625,0.4,0.375,0.3333333333333333,0.375,0.2,0.125,0.4166666666666667,0.45,0.4,0.25,0.5208333333333334,0.4875,0.2,0.375,0.5416666666666666,0.5125,0.2,0.375,0.375,0.325,0.2,0.375,0.5416666666666666,0.5,0.2,0.375,6.0,13.0,13.0,0.0,1.0,0.0,10.0,12.0,7.0,0,19.346572179300914,19.346572179300914,19.346572179300914,1.0,1.0,13.0,7.0,13.382158304283353,13.0,0,13.382158304283353,13.382158304283353,13.382158304283353,0.0,0.0,58.0,1,1,79.0,79.0,19.0,10,0.3008942
201411160kan,training,1,1,4,0.0,1,0.75,0.75,0.8333333333333334,0.75,0.75,0.8333333333333334,0.75,0.75,0.6666666666666666,0.75,0.75,0.8333333333333334,1.0,1,0.0,0.25,0.25,0.4444444444444444,0.5,0.5,0.5555555555555556,0.5,0.5,0.6666666666666666,0.25,0.25,0.4444444444444444,1,43.0,1.0,100,1.0,0.0,42.0,42.5,-120,0.5,0.5,1.0,0.5,0.0,0.0,13.5,16.0,1.4,0.6666666666666666,11.0,8.3,3.5,8.0,10.4,19.4,7.0,-9.9,0.7444444444444445,5.0,13.1,-2.3,23.0,20.7,1.0,2014,0.6346153846153846,0.5119047619047619,0.9,0.8333333333333334,0.6923076923076923,0.5476190476190477,0.9,0.8333333333333334,0.6538461538461539,0.4523809523809524,0.8,0.6666666666666666,0.6346153846153846,0.5119047619047619,0.9,0.8333333333333334,0.6071428571428571,0.6304347826086957,0.2,0.4444444444444444,0.625,0.6413043478260869,0.4,0.5555555555555556,0.7857142857142857,0.7391304347826086,0.6,0.6666666666666666,0.5892857142857143,0.6413043478260869,0.2,0.4444444444444444,6.0,13.0,12.0,0.0,1.0,0.0,11.0,13.0,7.0,0,16.132848483271648,16.132848483271648,16.132848483271648,-1.0,-1.0,10.0,7.0,29.12961322881235,10.0,0,29.12961322881235,29.12961322881235,29.12961322881235,2.0,2.0,65.0,1,1,21.0,10.0,8.0,11,0.24344993
201010240rav,training,-1,1,3,0.0,1,0.5,0.5,0.5833333333333334,0.5,0.5,0.5833333333333334,1.0,1.0,0.6666666666666666,0.5,0.5,0.5833333333333334,1.0,1,0.0,0.5,0.5,0.2,0.5,0.5,0.2,0.0,0.0,0.0,0.5,0.5,0.2,1,40.0,-12.5,-650,-13.0,-12.5,37.0,40.0,475,0.5,0.5,0.0,0.5,1.0,0.0,15.6,13.0,-2.9,0.6333333333333333,15.0,7.2,1.5,12.0,11.5,-31.2,32.0,30.1,0.16,25.0,-11.0,2.3,11.0,-38.8,12.5,2010,0.5416666666666666,0.627906976744186,0.5,0.5833333333333334,0.5208333333333334,0.627906976744186,0.5,0.5833333333333334,0.5833333333333334,0.627906976744186,0.6,0.6666666666666666,0.5416666666666666,0.627906976744186,0.5,0.5833333333333334,0.4523809523809524,0.4459459459459459,0.2,0.2,0.4523809523809524,0.4459459459459459,0.2,0.2,0.2857142857142857,0.35135135135135137,0.0,0.0,0.4523809523809524,0.4459459459459459,0.2,0.2,6.0,13.0,13.0,0.0,1.0,0.0,7.0,13.0,7.0,0,6.051871671401401,6.051871671401401,6.051871671401401,0.0,0.0,13.0,14.0,4.111623121347568,13.0,0,0.0,4.111623121347568,0.3987121788694927,0.0,0.0,52.0,1,0,70.0,70.0,5.0,7,0.86003137
