game_id,label,score
200910180nor,1,0.1466831333360403
201012260kan,1,0.1431369749033048
201310200car,1,0.32635135716077707
201510250kan,1,0.9011566126898831
200712090oti,0,0.29010323762161433
200812140mia,0,0.09979265613443918
201510260crd,0,0.40172295603174957
201711120chi,0,0.0368805531057575
200712020was,0,0.8930475334259435
200811160sfo,1,0.13675050922434248
201010100clt,1,0.48055964138840457
201010310det,1,0.6538868312323889
201611130car,0,0.46416939732915363
200810050nyg,1,0.6427319054617365
200811170buf,0,0.9666955275441163
201012120car,0,0.39730651065860356
201312150jax,0,0.16948521366476826
200710210det,1,0.15998327574587423
201512060rai,0,0.7639231893918702
201411090nor,0,0.689425915145778
201712240nwe,1,0.5230638673932022
201411230sfo,0,0.4532165872830915
201210220chi,0,0.015296530726105439
201212090buf,0,0.23501640380075672
201510120sdg,0,0.19881151618432838
201510180oti,0,0.0842953151062596
201611060sdg,1,0.001814002526622061
200811230jax,0,0.1940046634059964
200912060crd,1,0.9589204596038006
201010310ram,1,0.3908184060080105
201112170tam,0,0.8553598440624804
201410260nwe,1,0.902602218744967
201411300atl,1,0.31581193729506113
200711180min,1,0.19764165393053157
201010170tam,0,0.03182954384210178
201212160cle,0,0.08981182577031598
201410120min,0,0.08628694287169404
200812070gnb,0,0.544349953277704
201311240cle,0,0.8067819997063479
201411300htx,1,0.041714355438265016
201612110tam,1,0.20434790035385197
201710220min,1,0.6704717122694713
201712240chi,1,0.11318324963754664
200912130htx,1,0.26628756668662074
201411020min,1,0.09370592736172301
201510290nwe,1,0.3297666596679026
201612040atl,0,0.9842033273358213
201412150chi,0,0.47826003902712205
201212100nwe,1,0.9083073161394088
201511150ram,0,0.48582512866339833
201612240chi,0,0.9237440860655431
201712100kan,1,0.14384043130178542
201712170nyg,1,0.9927128504796282
200910110crd,1,0.3284329098497782
201512130phi,1,0.7837380489468715
200910180rai,1,0.260041024041437
201312220det,0,0.2301615371053696
201610160nwe,1,0.5342206473427776
201612180htx,0,0.003758280509933972
200912270mia,0,0.3501417324332507
201112040nor,1,0.48479556763514964
201411020pit,1,0.8274779729477394
201610090clt,1,0.4609608132818063
201611240clt,0,0.20594082515919812
200910250mia,0,0.7384045670260544
200912210was,0,0.3092827190096817
201110160atl,1,0.6576240829151212
201211250nor,0,0.5427432381940656
201410120atl,0,0.80063101952328
201212090min,1,0.9831136316019126
201511080nwe,1,0.7395507475329828
201312220gnb,0,0.2600463400767702
201512200min,1,0.5454774063634122
201312020sea,1,0.2247135390456794
201712160det,1,0.01863166811176656
200711250sdg,1,0.7377463478313123
201011070sea,0,0.4137099150993614
200811020chi,0,0.40071939842850723
201011280sea,0,0.33745747081919275
200911010gnb,0,0.8299702548538329
200912200sea,0,0.8979790551802661
201110090buf,1,0.7929521455144102
201510180min,1,0.07241301100849991
200810050dal,0,0.835505864276527
201110160was,0,0.3884755038884529
201710080phi,1,0.7644269850712462
200710070nor,0,0.14809544677584136
201010240gnb,1,0.8487221879182949
201011140tam,1,0.04947157168347185
201111200chi,1,0.8638923227194015
200812140dal,1,0.3011879989970395
201310130min,0,0.8744751407693012
201611060cle,0,0.5168820175348476
201711260ram,1,0.6426479693201747
201411200rai,1,0.9489102223022288
201512270kan,0,0.8971969370973868
201611270htx,0,0.32438739415703827
201411160crd,1,0.2425630982181031
200810050gnb,0,0.06571830888657139
201710080cle,0,0.14651080688188867
201111060nwe,0,0.11685379718441334
201111200det,1,0.028766444930856047
201210210nyg,0,0.07416878392443488
201311240ram,1,0.7187921203967447
201410120mia,0,0.6213415302635101
201111070phi,0,0.2762112331530875
201112110car,0,0.031009446153542564
201710290nor,1,0.8024081580961907
200911010rav,1,0.09457482544341068
201210140atl,0,0.21314178257237795
201610090dal,1,0.6564781474970088
201711260atl,1,0.1470817460296558
200910180pit,0,0.10617317729153752
200912130tam,0,0.21474500629776658
201212020mia,1,0.6271202997190938
201311210atl,1,0.498642542616027
201711260nwe,1,0.6930055736537837
201012260rai,0,0.5984372326213238
201210210tam,0,0.33118302234747243
200711180sea,1,0.5604143310979226
200812210det,0,0.9790097456052023
200910110det,1,0.14905335487045668
200910260was,0,0.8630495463284158
201012120pit,1,0.31603744345255563
201011070atl,0,0.2421278512669663
201410050nor,0,0.1874473396385328
201711120clt,1,0.9150040347213448
201410190chi,0,0.75949702343833
201411090rai,0,0.17156887412382912
201410050sdg,1,0.788020748376125
201511150tam,1,0.10192230388911938
201312080cin,1,0.9164087568815126
201612040cin,1,0.05819027757717405
201212160crd,1,0.6380679045022349
201111130tam,0,0.9356828638676572
201412210car,0,0.37484999589103246
201512270min,1,0.5329343076318606
201711260phi,1,0.04672686278598944
200712230cin,1,0.806976115059032
200811090det,0,0.8636077010242063
201112040mia,1,0.34941783865642395
201012250crd,1,0.6042825964128457
200810190buf,1,0.4244602866197719
201012050cin,1,0.6786741775798404
201411030nyg,0,0.2570786499849828
201511160cin,0,0.27989240385409186
201512060mia,0,0.5485399276854909
201512200rav,0,0.6029142147991491
201610160oti,0,0.11376172725466545
201612240rai,1,0.7411080363515158
201710080dal,0,0.08592475108870858
200711110nyg,0,0.5142968944246228
200811300ram,1,0.3910068807591853
200911150clt,0,0.2563834811073866
200710070clt,1,0.056071229334918926
201112050jax,0,0.6380141647906548
201112110cin,0,0.7122422331395702
200910180jax,0,0.7040070539065789
201211040oti,0,0.324863868969128
201412070rai,1,0.7342776487819254
201412140nyg,1,0.12454020608739963
201610270oti,1,0.7452647354014336
200810190rai,1,0.058693454158708955
201010170sfo,1,0.7853190522090203
